GEO_ID,B28009A_001E,B28009A_001M,B28009A_002E,B28009A_002M,B28009A_003E,B28009A_003M,B28009A_004E,B28009A_004M,B28009A_005E,B28009A_005M,B28009A_006E,B28009A_006M,NAME,B28009A_001EA,B28009A_001MA,B28009A_002EA,B28009A_002MA,B28009A_003MA,B28009A_003EA,B28009A_004EA,B28009A_004MA,B28009A_005MA,B28009A_005EA,B28009A_006MA,B28009A_006EA,state
0400000US01,3266441,8134,2784796,17640,40239,5364,2356653,25961,387904,18505,481645,16488,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,471592,2682,452107,3919,4404,1540,409617,6328,38086,4662,19485,2569,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5130213,20920,4501302,26084,39728,4593,3980230,29292,481344,22392,628911,23470,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2250275,6842,1904270,16592,29727,4651,1521120,18051,353423,15236,346005,15870,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23282437,60140,20925439,68288,197315,13327,18797272,76075,1930852,41255,2356998,40774,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4327236,16655,4014752,19759,41777,4852,3616739,24708,356236,19715,312484,16104,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2696928,12217,2468410,15626,16443,3386,2303909,17724,148058,12503,228518,9444,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,622825,5012,561039,6399,5537,1671,492116,7417,63386,7574,61786,5147,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,247233,5090,240354,5288,461,334,227617,5397,12276,2639,6879,2243,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14625322,24475,13069750,40395,128457,11105,11697632,46956,1243661,37307,1555572,33538,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5912189,18636,5275561,27120,46823,6620,4708092,30137,520646,19848,636628,20157,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,342436,4740,323983,5465,2610,1632,299931,6330,21442,3749,18453,2775,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1449889,6279,1323906,9415,18440,3238,1137236,18970,168230,17199,125983,9555,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9172047,22798,8242957,27673,82026,6190,7484205,32302,676726,24360,929090,21107,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5382785,10397,4706782,20902,71925,6314,4097536,26070,537321,19363,676003,19244,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2737395,6625,2435436,13078,32766,3531,2155898,14658,246772,9767,301959,10714,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2415596,7443,2165247,15091,21174,4025,1920487,17743,223586,12185,250349,12480,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3759022,4770,3207664,16370,35411,4804,2818635,21117,353618,14908,551358,15339,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2845577,7579,2491381,16193,26067,4489,2168331,23302,296983,14216,354196,13598,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1228714,2090,1093887,6645,14637,1774,967816,9983,111434,7773,134827,6438,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3344358,14239,3085634,18629,33034,5215,2865933,19890,186667,12374,258724,11508,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5151777,13877,4723370,16742,27383,3153,4424774,21084,271213,16527,428407,15788,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7674785,8476,6891130,20620,88546,5520,6028080,26059,774504,22207,783655,18470,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4489375,7468,4119323,11233,52209,3534,3731674,17190,335440,12557,370052,9837,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1718999,4845,1449885,12146,20438,3729,1188792,15489,240655,11939,269114,12154,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4878121,7811,4313505,14797,56667,5098,3748807,21003,508031,17012,564616,13115,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,880559,2555,784893,5969,13095,2787,692369,8911,79429,6684,95666,5885,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1606803,5831,1428887,9780,17497,2211,1276825,12441,134565,9403,177916,9070,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1885648,16759,1705993,17998,14667,2942,1513937,22295,177389,16288,179655,10232,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1200838,3544,1117207,6203,10199,2557,1022337,10110,84671,8571,83631,5999,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5960009,24905,5471730,26095,40315,5135,5086483,27516,344932,16849,488279,15889,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1539876,12752,1290295,17021,14339,2905,1109889,18271,166067,10999,249581,13591,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12342055,29542,11031754,34724,82626,5878,10077604,36385,871524,20708,1310301,25779,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6663321,15764,5873899,27381,60814,6264,5230401,32130,582684,20876,789422,22404,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,619551,1429,558917,3335,5279,1143,499398,5834,54240,4812,60634,3214,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9314592,9492,8229757,23340,106220,6766,7322365,29815,801172,23807,1084835,20899,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2742808,6630,2384275,11454,25926,2704,2004842,15529,353507,12374,358533,9866,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3305684,10946,3034897,17627,35760,4552,2713751,17882,285386,15367,270787,13450,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10123976,15905,8881766,24592,118673,6376,8096283,30128,666810,22193,1242210,22400,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,813749,6780,734205,8135,2843,987,689441,8837,41921,4384,79544,5880,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3129931,7523,2765379,13437,26082,3392,2424421,19433,314876,14681,364552,12995,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,692238,2615,622359,4830,11154,2408,546072,7552,65133,5802,69879,3921,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4956592,9919,4245853,19452,50156,5506,3692729,27556,502968,21362,710739,16632,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,19446968,43529,16986606,53392,174338,13899,14573289,75099,2238979,49737,2460362,43894,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2495745,11713,2376477,11816,21071,4509,2112162,18176,243244,15278,119268,6799,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,572233,797,516622,3596,7898,1746,458974,5195,49750,5196,55611,3600,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5582814,12342,5064732,20988,58274,4636,4584794,27948,421664,16567,518082,20169,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5338700,17545,4928799,22437,53687,5877,4459027,26888,416085,16049,409901,15415,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1700038,2465,1403943,11559,21059,4615,1215073,16282,167811,11964,296095,11280,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4858096,8694,4331977,16003,62400,5142,3900219,18594,369358,13188,526119,13322,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,516985,4114,478401,5165,4495,1545,418872,7693,55034,5832,38584,3919,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2572366,21483,1647389,27326,43253,6392,1257626,27717,346510,14749,924977,24233,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
