GEO_ID,C06008_001E,C06008_001M,C06008_002E,C06008_002M,C06008_003E,C06008_003M,C06008_004E,C06008_004M,C06008_005E,C06008_005M,C06008_006E,C06008_006M,C06008_007E,C06008_007M,C06008_008E,C06008_008M,C06008_009E,C06008_009M,C06008_010E,C06008_010M,C06008_011E,C06008_011M,C06008_012E,C06008_012M,C06008_013E,C06008_013M,C06008_014E,C06008_014M,C06008_015E,C06008_015M,C06008_016E,C06008_016M,C06008_017E,C06008_017M,C06008_018E,C06008_018M,C06008_019E,C06008_019M,C06008_020E,C06008_020M,C06008_021E,C06008_021M,C06008_022E,C06008_022M,C06008_023E,C06008_023M,C06008_024E,C06008_024M,C06008_025E,C06008_025M,NAME,C06008_001MA,C06008_001EA,C06008_002EA,C06008_002MA,C06008_003EA,C06008_003MA,C06008_004EA,C06008_004MA,C06008_005MA,C06008_005EA,C06008_006MA,C06008_006EA,C06008_007EA,C06008_007MA,C06008_008MA,C06008_008EA,C06008_009MA,C06008_009EA,C06008_010EA,C06008_010MA,C06008_011EA,C06008_011MA,C06008_012MA,C06008_012EA,C06008_013EA,C06008_013MA,C06008_014MA,C06008_014EA,C06008_015EA,C06008_015MA,C06008_016MA,C06008_016EA,C06008_017MA,C06008_017EA,C06008_018MA,C06008_018EA,C06008_019MA,C06008_019EA,C06008_020MA,C06008_020EA,C06008_021EA,C06008_021MA,C06008_022MA,C06008_022EA,C06008_023EA,C06008_023MA,C06008_024EA,C06008_024MA,C06008_025MA,C06008_025EA,state
0400000US01,3910998,3826,1184204,13042,1847833,25344,589737,14955,289224,8046,2609405,19250,850662,13825,1161062,20916,392306,12012,205375,6518,1111071,18673,280135,10347,578630,11946,177580,8348,74726,4539,36622,3879,10513,1955,19810,2730,4929,1133,1370,714,153900,7382,42894,4693,88331,5150,14922,2487,7753,1466,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,576379,1408,201374,5998,280506,7736,72020,4366,22479,2174,195371,5326,107800,4085,63648,3878,17352,1999,6571,1121,319737,5370,76804,4979,182454,6401,47323,3844,13156,1650,12017,2016,4312,1229,5884,1582,1654,633,167,144,49254,3347,12458,2086,28520,2410,5691,1216,2585,845,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5281089,1395,1741179,16350,2488012,24486,762714,13040,289184,6951,1495422,23071,802990,16172,474183,12897,178644,7115,39605,3171,2856432,20969,697434,14743,1480744,16434,470037,11031,208217,5900,70654,5211,24884,2847,32178,3018,11525,1913,2067,786,858581,17509,215871,10205,500907,12948,102508,6029,39295,3290,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2363879,3205,656011,11532,1178425,16770,369986,10527,159457,6041,1362806,12512,422859,9291,631357,13346,211852,7717,96738,4447,856603,11693,194332,7266,459951,10909,143817,6529,58503,3599,17248,2481,5245,1456,9181,1728,2580,835,242,138,127222,5063,33575,4956,77936,4264,11737,1814,3974,1147,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,30732852,3548,11303446,41679,14181247,60615,3699661,31962,1548498,18687,14154321,56705,7196422,38824,4951562,43073,1597972,22088,408365,9921,6175357,38254,1534151,21465,3067905,32154,1003624,18710,569677,10981,401618,8789,151097,6637,183590,6275,51444,3890,15487,2185,10001556,49591,2421776,30830,5978190,36026,1046621,17704,554969,13469,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4224677,3383,1326374,15491,2125695,22861,582014,15652,190594,5441,1457782,15726,626475,11208,592243,14200,184641,8044,54423,3352,2231322,15359,574876,13808,1206180,15907,334884,11273,115382,4205,63428,4093,19867,2169,32817,2848,9369,1795,1375,560,472145,10704,105156,5523,294455,8899,53120,4556,19414,1923,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2955331,1273,1005991,12762,1414080,18842,357565,11158,177695,5095,1470633,13825,602577,11284,612271,12704,174098,7007,81687,3737,892745,14300,239290,9089,480782,11124,111310,5785,61363,4028,112914,5360,44995,3951,40260,3644,20062,2424,7597,1439,479039,12339,119129,8483,280767,10279,52095,4690,27048,2177,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,754812,623,252727,5968,356232,8527,101746,5481,44107,2351,300145,7783,131937,4883,113934,5626,39150,3894,15124,1361,365861,7190,95115,4551,190499,7257,54709,3583,25538,2014,13904,2316,5046,1232,6177,1546,2298,849,383,240,74902,4286,20629,2651,45622,3740,5589,1092,3062,881,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,550110,307,308055,6071,150009,7041,68399,4248,23647,2362,162918,5922,104004,5002,26361,2936,25148,2700,7405,1326,288427,6552,161575,5061,82662,5026,31551,2604,12639,1702,10177,1734,5565,1291,3193,872,1100,545,319,355,88588,5060,36911,3749,37793,3560,10600,1870,3284,882,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16226496,3939,5097873,32840,7453192,49943,2526347,35009,1149084,16997,4440483,31296,2349109,26704,1379213,25049,559512,13806,152649,7215,7520817,34704,1682160,27278,3853336,31456,1276242,20751,709079,14138,596234,17380,188445,10348,275348,10020,100909,7344,31532,3028,3668962,35191,878159,21052,1945295,29783,589684,14490,255824,10949,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7916383,5465,2683489,20935,3676186,29482,1119972,18944,436736,10135,3838760,28101,1498744,19547,1551483,19466,547917,14196,240616,7837,3044127,29792,883943,15883,1538746,19723,461601,15392,159837,6038,111949,7055,43273,4911,50096,3265,16264,2888,2316,817,921547,17189,257529,12002,535861,12355,94190,6876,33967,3565,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1145298,580,380931,8551,573346,9919,123694,4742,67327,2821,562088,10421,222823,7270,242012,6527,58946,3805,38307,2239,314618,6343,99610,5022,166263,5412,40210,3217,8535,1143,32388,3420,11120,1987,17229,2114,3223,915,816,378,236204,9664,47378,3736,147842,8006,21315,2323,19669,2071,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1255359,1802,326726,7537,692071,11716,168387,7268,68175,4108,492747,11520,166477,7599,242303,7673,59464,4253,24503,3093,660854,10561,138965,6964,382361,10246,100114,5137,39414,2826,13265,2149,3971,1243,6872,1606,2205,1026,217,156,88493,5129,17313,2672,60535,4109,6604,1791,4041,1023,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
