GEO_ID,B25045_001E,B25045_001M,B25045_002E,B25045_002M,B25045_003E,B25045_003M,B25045_004E,B25045_004M,B25045_005E,B25045_005M,B25045_006E,B25045_006M,B25045_007E,B25045_007M,B25045_008E,B25045_008M,B25045_009E,B25045_009M,B25045_010E,B25045_010M,B25045_011E,B25045_011M,B25045_012E,B25045_012M,B25045_013E,B25045_013M,B25045_014E,B25045_014M,B25045_015E,B25045_015M,B25045_016E,B25045_016M,B25045_017E,B25045_017M,B25045_018E,B25045_018M,B25045_019E,B25045_019M,NAME,B25045_001MA,B25045_001EA,B25045_002EA,B25045_002MA,B25045_003EA,B25045_003MA,B25045_004MA,B25045_004EA,B25045_005EA,B25045_005MA,B25045_006MA,B25045_006EA,B25045_007EA,B25045_007MA,B25045_008MA,B25045_008EA,B25045_009MA,B25045_009EA,B25045_010EA,B25045_010MA,B25045_011MA,B25045_011EA,B25045_012EA,B25045_012MA,B25045_013MA,B25045_013EA,B25045_014MA,B25045_014EA,B25045_015EA,B25045_015MA,B25045_016EA,B25045_016MA,B25045_017MA,B25045_017EA,B25045_018MA,B25045_018EA,B25045_019EA,B25045_019MA,state
0400000US01,1822439,11200,1240017,12974,38295,2713,2055,687,15271,1906,20969,1992,1201722,12887,124543,4787,712976,9278,364203,4930,582422,10924,80826,4926,16646,2296,41541,3453,22639,1863,501596,10115,192754,7494,259735,7853,49107,3352,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,246015,2720,156107,3268,9572,729,786,241,5511,607,3275,430,146535,3323,18486,1804,98610,3004,29439,1489,89908,3375,14474,1766,3975,785,7825,1370,2674,632,75434,3134,33589,2344,37457,2106,4388,1090,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2400809,11557,1490031,12319,41409,2639,3510,1084,15997,1695,21902,1944,1448622,12007,147268,5007,820669,9458,480685,6497,910778,13688,123308,6423,31952,2922,60737,4903,30619,2421,787470,13807,303501,8722,408717,9700,75252,3853,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1125899,6925,739987,8706,18654,1833,1017,692,7399,1217,10238,1330,721333,8549,80439,4044,419501,6169,221393,4262,385912,7213,50512,4126,14528,1954,23654,2549,12330,1679,335400,7081,134760,5621,162473,5771,38167,2565,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12650592,16944,6804639,28833,188467,5744,9412,1324,68364,3599,110691,4574,6616172,29131,542562,9837,4194204,23102,1879406,12330,5845953,25919,796093,15428,190895,6806,347714,9568,257484,8643,5049860,27056,1688965,15284,2880511,20612,480384,10100,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2002800,8550,1291945,10661,25723,2112,1866,553,12040,1486,11817,1485,1266222,10665,145918,5634,812350,8061,307954,4269,710855,11436,86669,4582,23040,2668,38091,3370,25538,2533,624186,11311,275044,7277,295665,8219,53477,3260,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1339860,7005,888478,8542,25499,2046,1070,501,8972,1252,15457,1764,862979,8860,67356,3458,561998,7580,233625,4326,451382,9182,101614,4992,23952,2909,46481,3651,31181,2508,349768,8967,115295,5788,183836,6726,50637,3092,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,339071,3144,243047,3975,7452,1181,355,288,2934,835,4163,874,235595,4051,23397,2304,141113,3275,71085,2068,96024,4093,16643,1689,3405,945,8497,1389,4741,1001,79381,3780,31715,2478,38665,2923,9001,1438,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,271651,3228,110513,3814,18699,2125,2448,642,10934,1747,5317,1016,91814,3164,11329,1445,55391,2591,25094,1365,161138,4370,82845,4262,32649,2809,38355,3216,11841,1387,78293,3568,34021,2128,37043,2770,7229,1237,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7211584,26752,4672482,24352,165274,5956,6640,1130,55258,2709,103376,5298,4507208,24077,304840,9643,2527179,18390,1675189,13123,2539102,20898,355412,10125,78131,4733,160724,6818,116557,5413,2183690,20646,729550,14102,1193547,16432,260593,7805,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
