GEO_ID,B09001_001E,B09001_001M,B09001_002E,B09001_002M,B09001_003E,B09001_003M,B09001_004E,B09001_004M,B09001_005E,B09001_005M,B09001_006E,B09001_006M,B09001_007E,B09001_007M,B09001_008E,B09001_008M,B09001_009E,B09001_009M,B09001_010E,B09001_010M,NAME,B09001_001EA,B09001_001MA,B09001_002EA,B09001_002MA,B09001_003MA,B09001_003EA,B09001_004MA,B09001_004EA,B09001_005MA,B09001_005EA,B09001_006EA,B09001_006MA,B09001_007EA,B09001_007MA,B09001_008EA,B09001_008MA,B09001_009MA,B09001_009EA,B09001_010MA,B09001_010EA,state
0400000US27,1282594,2105,1278233,2406,203094,4192,142378,4044,69592,3245,218294,5428,216778,5130,216681,4888,211416,1442,4361,1222,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,737140,1436,733891,1480,106807,4453,91075,4191,42017,3295,128011,4902,121155,4222,125323,4949,119503,2027,3249,408,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1399075,3121,1393908,3226,217004,5209,157229,4868,79682,4437,231765,7057,238288,6651,237728,7012,232212,2083,5167,405,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,224096,1469,222822,1472,36691,1996,24437,1870,15297,1519,37564,2370,34392,2319,36861,2078,37580,838,1274,189,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,463752,1359,461784,1399,74707,2270,53964,2136,27259,2195,82933,3191,75882,2626,73692,3318,73347,1155,1968,457,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,661647,967,661060,1003,102167,3214,75120,3213,37043,2650,117286,4700,112580,4510,106229,4931,110635,1221,587,226,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,271175,1076,269908,1241,36980,2183,28362,1757,14141,1911,44613,3227,46711,2790,48364,3077,50737,816,1267,545,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2021897,876,2016168,1140,305360,5615,225558,5795,109157,5337,326105,6294,339110,7499,359550,7566,351328,960,5729,745,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,508084,1569,506283,1548,81139,3231,57174,2874,27160,2592,91124,4134,82834,4105,84495,4415,82357,1616,1801,298,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4239262,2019,4216310,2617,688295,8794,478075,8307,231595,8723,692039,11135,695688,11121,706280,12167,724338,2095,22952,2407,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2284168,3127,2279529,3169,350480,6394,256877,6113,135131,6428,390418,8719,389133,9153,386174,9047,371316,3455,4639,667,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,160693,1260,160378,1247,28266,1426,19209,1495,9376,1410,26831,2028,26139,1843,25902,2288,24655,846,315,118,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2648786,2591,2643915,2615,402536,7209,289127,6498,150608,5961,436288,8131,444146,8571,461334,9456,459876,2403,4871,507,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,947832,1340,945673,1343,154410,3697,108263,3593,57460,2797,159947,4821,161259,4672,155168,4656,149166,1663,2159,333,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,859528,1714,857487,1717,133523,4301,94880,4123,47016,4012,148105,5111,141631,5769,145465,5713,146867,2020,2041,551,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2716253,2157,2706998,2283,418098,6455,296383,6623,153941,5283,448331,8234,447577,8142,466393,7013,476275,2035,9255,811,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,212847,998,212101,1036,31924,1876,22242,1834,12314,1784,33773,2295,35430,2411,38583,2925,37835,569,746,250,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1079320,1738,1075735,1789,167599,3919,125849,3657,59256,4335,190759,7584,176782,6276,180638,6480,174852,2276,3585,586,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,208481,1106,207220,1107,35855,1678,22762,1727,12079,1403,37464,1922,33734,1890,33296,2079,32030,808,1261,72,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1492081,2710,1488866,2696,233197,5054,163952,5296,89193,4583,249876,8453,242046,7512,261316,7868,249286,2316,3215,482,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,7040918,3905,7024525,4401,1106799,12461,818897,11614,410270,10422,1203085,16920,1182921,17014,1171741,16789,1130812,4147,16393,1279,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,896831,1105,893169,1131,148987,3220,104422,3196,53246,3122,153479,5062,150985,3979,147973,4577,134077,1307,3662,370,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,124130,927,123689,932,17408,1202,12852,1380,6837,1040,21543,1430,19907,1426,21790,1557,23352,629,441,141,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1864331,3415,1859844,3443,301289,5103,208315,5672,105904,4788,313242,6809,316539,6899,305948,7723,308607,2583,4487,733,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1596184,1348,1591132,1567,254289,5341,186708,5408,86698,4707,266178,6860,267222,6916,268170,6457,261867,1907,5052,849,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,382257,1325,379335,1415,60093,2471,42084,2237,19324,2020,61528,3254,64110,3058,67871,3746,64325,1025,2922,506,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1305922,2127,1304700,2169,195059,3914,146381,3851,74008,3501,216842,5162,221040,4251,227368,5736,224002,1847,1222,563,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,139775,1645,139123,1624,22109,1719,16270,1612,8335,1267,24311,2056,24476,1735,22497,1973,21125,1135,652,192,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,814074,-555555555,813053,292,112579,3808,86768,3810,42751,3130,128023,4644,130769,5118,158848,5801,153315,1026,1021,291,Puerto Rico,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
