GEO_ID,B09001_001E,B09001_001M,B09001_002E,B09001_002M,B09001_003E,B09001_003M,B09001_004E,B09001_004M,B09001_005E,B09001_005M,B09001_006E,B09001_006M,B09001_007E,B09001_007M,B09001_008E,B09001_008M,B09001_009E,B09001_009M,B09001_010E,B09001_010M,NAME,B09001_001EA,B09001_001MA,B09001_002EA,B09001_002MA,B09001_003MA,B09001_003EA,B09001_004MA,B09001_004EA,B09001_005MA,B09001_005EA,B09001_006EA,B09001_006MA,B09001_007EA,B09001_007MA,B09001_008EA,B09001_008MA,B09001_009MA,B09001_009EA,B09001_010MA,B09001_010EA,state
0400000US01,1109891,2785,1107267,2845,166735,5106,125590,4853,62565,4285,177763,6022,190614,6164,199135,6185,184865,2792,2624,437,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,188366,825,187795,833,31717,1720,22905,1589,10805,1503,29780,1973,31347,2196,31864,2237,29377,1219,571,106,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1615962,1017,1611890,1152,250095,5428,179986,5480,90815,4593,283265,7039,259763,6826,280604,7135,267362,1043,4072,602,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,711622,2381,707660,2448,109342,4133,80839,4324,46607,4274,122573,5435,114439,4240,119913,5795,113947,2355,3962,845,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9174184,2280,9148924,3072,1450447,13313,1047845,13796,518495,11522,1541466,20477,1501948,18339,1532258,16478,1556465,3100,25260,1769,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1241325,3170,1238697,3193,198464,5463,135109,5054,70217,4628,205004,4955,217675,6276,216965,6405,195263,2149,2628,428,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,785342,875,783006,1158,109301,3925,81188,3708,42800,3253,131944,5181,136696,4786,137794,5154,143283,1120,2336,664,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,203688,384,203150,471,34179,2159,22056,2109,12882,2094,32488,2506,34254,2521,35073,3143,32218,600,538,204,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,111532,236,110603,500,26444,1969,14617,1941,6929,1359,18916,1700,16266,1789,13115,1601,14316,459,929,407,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4028730,2281,4016500,2481,625841,9442,448208,9326,225879,8405,666557,12053,664575,13068,693132,11956,692308,3685,12230,1295,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2490381,3659,2486103,3743,378090,7824,278744,7422,141820,6762,419363,11332,423853,9393,433103,10687,411130,4321,4278,604,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,307226,535,305851,1176,52692,2369,37615,2327,18394,1842,47869,3083,49274,2787,51734,2951,48273,829,1375,1043,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,426854,1370,425324,1362,63026,3339,48195,3310,26088,2682,71955,3464,74598,4007,72664,3663,68798,1365,1530,339,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3022155,2140,3015143,2597,457723,6452,337961,6525,161719,6719,506526,9571,514979,9674,516102,11199,520133,2017,7012,1424,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1587542,2867,1583022,2860,242913,4997,180953,5192,88905,4835,265383,5798,270646,6171,269190,6571,265032,1832,4520,467,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,723466,2013,720969,2061,111255,2994,81652,3388,43289,2957,122857,3901,120953,3482,117800,3943,123163,2302,2497,243,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,720542,2207,718695,2214,120405,3187,78899,3348,43560,2743,122777,4395,118346,4008,118139,3963,116569,1564,1847,221,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1014585,2729,1010392,2862,156421,4620,115169,4067,56285,3780,167151,5029,170523,5122,180068,5686,164775,1682,4193,578,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1112674,1601,1109880,1720,180005,4724,124993,4270,66395,4222,196860,6351,180802,5670,184535,6774,176290,1993,2794,569,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,260335,1335,259599,1389,36887,1977,27122,1930,12616,1837,43281,2971,43572,2589,47538,3241,48583,964,736,315,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1344457,1257,1342150,1352,213024,5609,153679,5692,73537,3795,223217,6831,222283,6550,228576,6063,227834,1532,2307,526,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1392955,1279,1386007,1533,213474,5745,149489,5555,79814,4861,219508,5823,232471,6215,245563,7613,245688,1233,6948,924,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2243739,2178,2238376,2318,331434,4902,238820,5313,126123,5803,368506,7596,378148,6401,391854,7776,403491,2276,5363,736,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
