GEO_ID,C01001A_001E,C01001A_001M,C01001A_002E,C01001A_002M,C01001A_003E,C01001A_003M,C01001A_004E,C01001A_004M,C01001A_005E,C01001A_005M,C01001A_006E,C01001A_006M,C01001A_007E,C01001A_007M,C01001A_008E,C01001A_008M,C01001A_009E,C01001A_009M,NAME,C01001A_001MA,C01001A_001EA,C01001A_002EA,C01001A_002MA,C01001A_003MA,C01001A_003EA,C01001A_004MA,C01001A_004EA,C01001A_005EA,C01001A_005MA,C01001A_006MA,C01001A_006EA,C01001A_007EA,C01001A_007MA,C01001A_008EA,C01001A_008MA,C01001A_009MA,C01001A_009EA,state
0400000US34,6068475,23885,2965868,13123,648720,5677,1872432,9571,444716,1479,3102607,12884,618181,5589,1887112,8785,597314,2025,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1569585,12950,774178,6591,180355,3583,473122,4730,120701,1135,795407,8336,176037,4311,477715,5269,141655,1452,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12695280,28799,6218601,16177,1270036,8130,4016047,10826,932518,3110,6476679,16627,1202649,8148,4030097,11634,1243933,3729,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6811501,15914,3349080,10383,727170,6376,2119152,6393,502758,1607,3462421,8813,683596,5805,2139514,5054,639311,1041,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,643478,1336,327662,1420,68013,1043,215406,935,44243,132,315816,1573,66106,1142,194559,799,55151,230,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9541274,8254,4679827,5200,1042976,3322,2956794,3733,680057,890,4861447,5419,989784,3201,2984717,3458,886946,1060,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2815708,6474,1392548,3955,310526,2607,872521,2548,209501,563,1423160,4178,292373,2831,868846,2057,261941,513,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3370391,10721,1667875,6991,354576,4656,1056094,3498,257205,838,1702516,5687,331983,3571,1060284,3501,310249,949,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10427694,14989,5101917,8541,1041417,4618,3244833,5416,815667,1334,5325777,8523,987942,4651,3260236,5311,1077599,1287,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,846102,6637,406895,3786,77636,2268,265944,2451,63315,426,439207,3595,74578,1779,277769,2428,86860,725,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3209900,7245,1577365,4653,332379,3049,988570,2948,256416,784,1632535,4688,318970,3112,1000553,2499,313012,734,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,719112,2326,359922,1742,82197,1142,224490,1186,53235,139,359190,1561,77534,1048,216089,969,65567,190,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5060129,9986,2484036,7020,553862,4232,1560808,4530,369366,741,2576093,5677,517246,3641,1592955,3294,465892,896,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,19840367,43056,9881725,23892,2630283,13354,6140776,17713,1110666,3484,9958642,25140,2491122,15109,6083774,15189,1383746,3915,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2534534,11587,1271138,6357,389409,3700,757726,3610,124003,751,1263396,6624,366674,3746,751170,3787,145552,659,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,595148,621,293598,813,58261,552,189932,617,45405,132,301550,782,54519,666,192195,540,54836,120,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5726886,11488,2840084,7709,604907,4723,1842925,5960,392252,1285,2886802,6723,575676,3824,1823914,4529,487212,1248,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5439705,17362,2717074,9882,579676,5472,1751094,5754,386304,1167,2722631,8897,552058,5010,1709373,5390,461200,1044,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1737683,2487,855504,2313,179449,1757,538038,1678,138017,358,882179,1949,169973,1654,541532,1050,170674,590,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4972949,8691,2468705,5255,532134,3298,1577922,3035,358649,564,2504244,4815,505466,2601,1551392,3147,447386,782,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,528303,4118,269232,3016,61817,1607,171794,1886,35621,752,259071,2454,58458,1412,161378,1324,39235,483,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2596735,21672,1242483,12151,299830,6575,742468,9208,200185,3258,1354252,12945,273270,6037,818540,8689,262442,3182,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
