GEO_ID,C01001A_001E,C01001A_001M,C01001A_002E,C01001A_002M,C01001A_003E,C01001A_003M,C01001A_004E,C01001A_004M,C01001A_005E,C01001A_005M,C01001A_006E,C01001A_006M,C01001A_007E,C01001A_007M,C01001A_008E,C01001A_008M,C01001A_009E,C01001A_009M,NAME,C01001A_001MA,C01001A_001EA,C01001A_002EA,C01001A_002MA,C01001A_003MA,C01001A_003EA,C01001A_004MA,C01001A_004EA,C01001A_005EA,C01001A_005MA,C01001A_006MA,C01001A_006EA,C01001A_007EA,C01001A_007MA,C01001A_008EA,C01001A_008MA,C01001A_009MA,C01001A_009EA,state
0400000US01,3330478,7452,1636606,4826,356627,3167,1026021,3567,253958,769,1693872,4518,341119,2990,1027675,2774,325078,838,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,487762,2607,260408,1664,55117,1034,179397,1332,25894,387,227354,1828,49713,1212,153016,1037,24625,507,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5233466,20452,2602090,11044,606864,5563,1568109,7787,427117,1926,2631376,12736,573051,6283,1561441,7950,496884,1846,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2305726,6481,1136538,4496,261861,3263,695305,2265,179372,806,1169188,4616,246912,3187,699705,2605,222571,788,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23741019,60867,11875514,35587,2698540,15193,7619734,26235,1557240,4747,11865505,31224,2569356,15123,7361579,20802,1934570,5670,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4415852,16310,2218289,8895,498311,4670,1450472,6722,269506,1176,2197563,9550,473352,5855,1400315,6050,323896,1429,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2778681,12024,1353292,7482,284161,3259,859578,5326,209553,965,1425389,6205,265129,3477,882599,3842,277661,1158,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,637606,5016,310286,3075,62009,1325,193674,2330,54603,262,327320,2490,59465,1414,200272,1589,67583,233,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,264080,4748,132675,2898,15726,1009,105039,2132,11910,462,131405,2459,14398,1154,103229,1629,13778,513,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14897782,23979,7315145,14779,1401375,8298,4453709,10209,1460061,2882,7582637,14873,1328544,7691,4484406,10670,1769687,3172,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6035159,18488,2991801,11637,692268,7430,1902881,7721,396652,1811,3043358,10412,658727,6338,1884517,6357,500114,1451,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,358977,4749,198117,2885,27524,1733,140965,1833,29628,446,160860,2857,24974,1752,106729,1600,29157,582,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1475631,6127,739304,3808,196208,2589,442538,1916,100558,636,736327,4115,182467,2762,439816,2068,114044,542,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9362416,23316,4622009,13569,1032331,6752,2968635,9593,621043,1680,4740407,12780,979598,7426,2946251,7406,814558,2064,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5529595,10040,2724342,5507,638486,3215,1718829,3973,367027,986,2805253,6333,604518,3972,1725070,3439,475665,1375,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2823908,6654,1392728,4571,320677,2792,867229,2734,204822,682,1431180,3934,305877,2656,860974,2291,264329,803,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2476030,7298,1231566,4903,301914,3275,764519,2910,165133,709,1244464,4248,284505,2616,748175,2462,211784,771,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3854574,4722,1896827,3794,436062,2789,1200975,2425,259790,729,1957747,3853,411157,3234,1214003,1699,332587,520,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2907296,7112,1437407,4765,315863,2717,920079,3348,201465,692,1469889,4675,302946,2784,912903,3122,254040,852,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1260470,1767,614864,1598,121068,1435,389947,958,103849,388,645606,1241,116471,968,402174,856,126961,296,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3416335,14007,1679452,7801,349285,3773,1084316,5705,245851,1414,1736883,7102,331828,3258,1089072,4768,315983,959,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5330381,13584,2582870,7119,520752,3868,1680416,5166,381702,1273,2747511,7827,494349,3743,1739580,5343,513582,1120,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7829056,7600,3864119,5221,842020,3569,2447175,3200,574924,961,3964937,4855,798940,3324,2444610,3113,721387,1125,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4596087,7360,2278241,4761,501705,2921,1456962,2897,319574,511,2317846,4065,478068,2664,1440175,2181,399603,785,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1764640,4613,871488,4288,197618,3137,538473,2070,135397,675,893152,3609,182897,2588,537521,2159,172734,655,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5003971,6656,2463673,4340,558229,3130,1544324,3073,361120,545,2540298,4685,526644,2973,1554594,2586,459060,754,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,904740,2388,453664,2007,93770,1074,285209,1383,74685,275,451076,1901,90873,1333,277466,1272,82737,366,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1650358,5804,816161,3447,196741,2099,508636,2186,110784,432,834197,3351,190808,2320,502067,1766,141322,588,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1906864,16433,968857,9116,206212,4800,615111,5654,147534,1180,938007,8738,200714,4970,578060,5574,159233,1467,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1236757,3396,609409,2077,124026,1257,396179,1469,89204,431,627348,1963,119647,1132,399049,1335,108652,395,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
