GEO_ID,C27001_001E,C27001_001M,C27001_002E,C27001_002M,C27001_003E,C27001_003M,C27001_004E,C27001_004M,C27001_005E,C27001_005M,C27001_006E,C27001_006M,C27001_007E,C27001_007M,C27001_008E,C27001_008M,C27001_009E,C27001_009M,C27001_010E,C27001_010M,C27001_011E,C27001_011M,C27001_012E,C27001_012M,C27001_013E,C27001_013M,C27001_014E,C27001_014M,C27001_015E,C27001_015M,C27001_016E,C27001_016M,C27001_017E,C27001_017M,C27001_018E,C27001_018M,C27001_019E,C27001_019M,C27001_020E,C27001_020M,C27001_021E,C27001_021M,NAME,C27001_001EA,C27001_001MA,C27001_002EA,C27001_002MA,C27001_003EA,C27001_003MA,C27001_004MA,C27001_004EA,C27001_005MA,C27001_005EA,C27001_006EA,C27001_006MA,C27001_007EA,C27001_007MA,C27001_008EA,C27001_008MA,C27001_009MA,C27001_009EA,C27001_010MA,C27001_010EA,C27001_011EA,C27001_011MA,C27001_012EA,C27001_012MA,C27001_013EA,C27001_013MA,C27001_014EA,C27001_014MA,C27001_015MA,C27001_015EA,C27001_016EA,C27001_016MA,C27001_017EA,C27001_017MA,C27001_018EA,C27001_018MA,C27001_019EA,C27001_019MA,C27001_020MA,C27001_020EA,C27001_021MA,C27001_021EA,state
0400000US01,4755381,1814,2284668,5599,563117,4269,538523,5989,24594,3567,1418723,4731,1111097,9961,307626,9568,302828,1900,301511,1865,1317,709,2470713,5159,544727,4391,521140,4540,23587,3235,1526743,3765,1240944,9302,285799,9711,399243,1967,396731,1833,2512,917,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,712248,1963,366864,2541,96973,1734,86051,2375,10922,1631,237630,1974,176485,3689,61145,3205,32261,848,31922,847,339,232,345384,2157,90912,1717,79992,2362,10920,1891,222146,1283,173846,3709,48300,3558,32326,832,31966,825,360,254,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6521226,1734,3207062,2887,823870,1962,726169,6816,97701,6766,1920087,2842,1421808,9980,498279,9959,463105,1334,458506,1615,4599,1111,3314164,2699,789635,1895,695576,6129,94059,6104,1980813,2354,1561671,12712,419142,12705,543716,1448,539310,1571,4406,949,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2907014,1233,1427846,4941,369537,4011,348253,4959,21284,3455,862503,3593,642336,7419,220167,6478,195806,1562,195125,1601,681,429,1479168,4700,339588,3571,321613,4425,17975,2777,897397,3109,693540,8227,203857,7615,242183,2000,241197,2065,986,681,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37831553,5167,18678471,8174,4684835,4538,4345266,10951,339569,11328,11917914,6910,8770524,30062,3147390,28304,2075722,3272,2040662,4585,35060,3396,19153082,6595,4473120,4214,4139481,12175,333639,11948,12058604,4800,9462447,27454,2596157,27181,2621358,3316,2572994,4550,48364,3701,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5173272,2685,2571218,4738,633100,3639,582113,4517,50987,4054,1653136,3953,1309862,10456,343274,10175,284982,1510,282893,1521,2089,741,2602054,4073,606091,3326,554929,4617,51162,4088,1651804,2894,1372151,8931,279653,8283,344159,1664,342136,1854,2023,593,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541409,1156,1718699,2659,398790,1891,381432,3050,17358,2319,1093523,1944,926074,7499,167449,7813,226386,1298,224706,1383,1680,580,1822710,2714,385369,1796,369072,3055,16297,2673,1142172,1698,1015419,7718,126753,7770,295169,1346,292203,1552,2966,906,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,911502,1114,437592,1253,103087,830,98185,1409,4902,1177,270719,1081,230483,3288,40236,3284,63786,493,63327,592,459,303,473910,1235,100252,856,96066,1706,4186,1480,294419,998,261929,3538,32490,3198,79239,492,78228,644,1011,425,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,635833,581,298312,741,55867,410,54159,1124,1708,1100,213223,658,188594,2610,24629,2472,29222,519,29222,519,0,203,337521,821,55420,476,54498,727,922,512,239930,641,225158,2011,14772,1845,42171,552,41907,592,264,266,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19245127,3839,9333945,8603,2059975,6245,1833770,12343,226205,11587,5663869,6338,3877043,24834,1786826,23245,1610101,3180,1588051,3965,22050,2672,9911182,7269,1959860,6147,1741030,11113,218830,10161,5983026,4806,4421065,21496,1561961,21740,1968296,3245,1931205,5430,37091,3814,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
