GEO_ID,B17001A_001E,B17001A_001M,B17001A_002E,B17001A_002M,B17001A_003E,B17001A_003M,B17001A_004E,B17001A_004M,B17001A_005E,B17001A_005M,B17001A_006E,B17001A_006M,B17001A_007E,B17001A_007M,B17001A_008E,B17001A_008M,B17001A_009E,B17001A_009M,B17001A_010E,B17001A_010M,B17001A_011E,B17001A_011M,B17001A_012E,B17001A_012M,B17001A_013E,B17001A_013M,B17001A_014E,B17001A_014M,B17001A_015E,B17001A_015M,B17001A_016E,B17001A_016M,B17001A_017E,B17001A_017M,B17001A_018E,B17001A_018M,B17001A_019E,B17001A_019M,B17001A_020E,B17001A_020M,B17001A_021E,B17001A_021M,B17001A_022E,B17001A_022M,B17001A_023E,B17001A_023M,B17001A_024E,B17001A_024M,B17001A_025E,B17001A_025M,B17001A_026E,B17001A_026M,B17001A_027E,B17001A_027M,B17001A_028E,B17001A_028M,B17001A_029E,B17001A_029M,B17001A_030E,B17001A_030M,B17001A_031E,B17001A_031M,B17001A_032E,B17001A_032M,B17001A_033E,B17001A_033M,B17001A_034E,B17001A_034M,B17001A_035E,B17001A_035M,B17001A_036E,B17001A_036M,B17001A_037E,B17001A_037M,B17001A_038E,B17001A_038M,B17001A_039E,B17001A_039M,B17001A_040E,B17001A_040M,B17001A_041E,B17001A_041M,B17001A_042E,B17001A_042M,B17001A_043E,B17001A_043M,B17001A_044E,B17001A_044M,B17001A_045E,B17001A_045M,B17001A_046E,B17001A_046M,B17001A_047E,B17001A_047M,B17001A_048E,B17001A_048M,B17001A_049E,B17001A_049M,B17001A_050E,B17001A_050M,B17001A_051E,B17001A_051M,B17001A_052E,B17001A_052M,B17001A_053E,B17001A_053M,B17001A_054E,B17001A_054M,B17001A_055E,B17001A_055M,B17001A_056E,B17001A_056M,B17001A_057E,B17001A_057M,B17001A_058E,B17001A_058M,B17001A_059E,B17001A_059M,NAME,B17001A_001EA,B17001A_001MA,B17001A_002EA,B17001A_002MA,B17001A_003EA,B17001A_003MA,B17001A_004MA,B17001A_004EA,B17001A_005MA,B17001A_005EA,B17001A_006EA,B17001A_006MA,B17001A_007EA,B17001A_007MA,B17001A_008EA,B17001A_008MA,B17001A_009MA,B17001A_009EA,B17001A_010MA,B17001A_010EA,B17001A_011EA,B17001A_011MA,B17001A_012EA,B17001A_012MA,B17001A_013MA,B17001A_013EA,B17001A_014EA,B17001A_014MA,B17001A_015MA,B17001A_015EA,B17001A_016MA,B17001A_016EA,B17001A_017MA,B17001A_017EA,B17001A_018EA,B17001A_018MA,B17001A_019MA,B17001A_019EA,B17001A_020MA,B17001A_020EA,B17001A_021MA,B17001A_021EA,B17001A_022MA,B17001A_022EA,B17001A_023EA,B17001A_023MA,B17001A_024EA,B17001A_024MA,B17001A_025EA,B17001A_025MA,B17001A_026EA,B17001A_026MA,B17001A_027MA,B17001A_027EA,B17001A_028MA,B17001A_028EA,B17001A_029EA,B17001A_029MA,B17001A_030EA,B17001A_030MA,B17001A_031EA,B17001A_031MA,B17001A_032EA,B17001A_032MA,B17001A_033MA,B17001A_033EA,B17001A_034MA,B17001A_034EA,B17001A_035EA,B17001A_035MA,B17001A_036EA,B17001A_036MA,B17001A_037EA,B17001A_037MA,B17001A_038MA,B17001A_038EA,B17001A_039EA,B17001A_039MA,B17001A_040EA,B17001A_040MA,B17001A_041MA,B17001A_041EA,B17001A_042EA,B17001A_042MA,B17001A_043EA,B17001A_043MA,B17001A_044MA,B17001A_044EA,B17001A_045MA,B17001A_045EA,B17001A_046MA,B17001A_046EA,B17001A_047EA,B17001A_047MA,B17001A_048EA,B17001A_048MA,B17001A_049MA,B17001A_049EA,B17001A_050EA,B17001A_050MA,B17001A_051MA,B17001A_051EA,B17001A_052MA,B17001A_052EA,B17001A_053EA,B17001A_053MA,B17001A_054MA,B17001A_054EA,B17001A_055MA,B17001A_055EA,B17001A_056EA,B17001A_056MA,B17001A_057EA,B17001A_057MA,B17001A_058EA,B17001A_058MA,B17001A_059MA,B17001A_059EA,state
0400000US01,3264644,8343,450152,16420,201160,8373,18182,2021,5278,1387,23615,2586,9733,1683,3346,883,6226,1397,33072,3287,21672,2159,23515,2314,20815,2199,20866,1982,8813,1427,6027,1169,248992,10592,18480,2588,4018,912,20261,2602,9215,1835,3743,1116,5747,1234,37805,2889,36244,3207,30500,2891,29838,2651,25170,2168,13547,1646,14424,1522,2814492,17992,1402343,9742,70841,2183,16017,2005,92122,3403,55557,3095,19196,1975,32456,2425,115563,3622,176419,3218,180279,2764,210969,2273,197942,1968,145042,1708,89940,1522,1412149,11284,69795,2911,14985,2095,92170,4374,47755,3511,16934,1639,32556,2233,99080,3416,161803,3391,177763,3660,206071,2913,206660,2338,161534,1673,125043,1908,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,478022,2976,29384,3547,13979,1942,1571,645,260,218,1200,445,661,417,182,245,515,315,1577,744,1737,591,1613,459,1482,526,2172,600,421,276,588,476,15405,2026,1156,436,124,159,1342,586,666,381,71,76,487,310,2881,654,3027,708,1482,436,1454,632,1718,455,664,309,333,234,448638,4406,239445,2578,14620,848,2302,593,16665,1288,8124,1124,3629,656,4631,760,23804,1288,39016,1140,30590,667,36212,732,35222,788,17582,636,7048,815,209193,2578,13316,672,2434,728,13815,1554,8025,1289,2675,602,4660,923,17855,965,31475,910,27758,787,33039,810,31026,592,14884,553,8231,408,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5130999,20974,837235,28376,384915,16058,40965,3404,7922,1590,44492,4566,22045,2874,7798,1392,15131,2317,52617,4173,48412,4142,37320,2983,40292,3410,40936,3116,15452,1829,11533,1544,452320,16960,38309,3832,7887,1482,48004,4184,21647,2549,6782,1443,14358,2005,64392,5328,62910,4395,52057,3809,50066,3498,39955,3242,24431,2601,21522,2472,4293764,27420,2142647,15784,116284,3400,22033,2348,156594,6104,83626,4783,25352,2177,53857,2789,175474,5557,276725,4905,275865,4275,287756,3842,273344,3432,232972,2485,162765,1928,2151117,16877,107573,4111,24422,2631,145933,4977,75942,4285,25491,2408,50202,2664,158250,5966,258606,4804,264706,3948,287131,3405,307803,3408,253246,2476,191812,2619,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2245933,6982,356411,13726,160601,8297,17000,2565,5553,1415,19018,2471,7979,1528,2549,746,6219,1283,23580,2973,19217,2708,15280,1805,16988,2048,15755,1790,6078,1178,5385,847,195810,8612,16335,2262,3846,861,18193,2322,7487,1560,2169,752,5327,1153,29465,2727,30913,2499,22493,2295,20359,1981,16034,1945,11319,1775,11870,1482,1889522,13913,943724,8209,51519,2670,11168,1826,64916,3207,35940,2504,10793,1614,23771,1754,73397,3023,121119,3449,123246,2171,135769,2585,127970,2167,100696,1353,63420,1081,945798,8950,47086,2309,11796,1964,61266,3225,35433,2902,12706,1412,20443,1780,62725,3466,111814,3269,118599,2763,135277,2198,138665,2072,108519,1894,81469,1730,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23326800,60535,3553541,52560,1639798,26463,162169,6837,34114,3315,198906,8283,87067,5520,30998,2524,64507,3619,226757,10710,216952,8782,188748,6677,175401,6894,146820,7064,60235,3406,47124,3482,1913743,31051,156759,7835,34032,3332,192272,7772,81476,4899,33311,3191,58037,4185,272309,8775,285100,7419,246706,8377,196921,7816,162892,6217,86897,4041,107031,5007,19773259,69291,9978154,40300,542212,8477,113218,5420,691992,10639,361576,9411,122914,4327,247667,6077,900272,13694,1455213,14259,1333439,9902,1478991,9681,1305209,8423,844542,4753,580909,4735,9795105,36445,522817,8702,105797,5867,649058,11398,346504,9309,116616,4695,234697,6826,787116,11741,1295423,10060,1248180,9735,1433220,10168,1358624,8585,922095,5871,774958,5994,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4327283,16202,497725,18988,226667,10136,20313,2964,5642,1319,24112,3062,11682,1859,3174,918,5787,1107,45882,3945,31629,3382,20912,2196,20434,2055,22849,2225,9670,1372,4581,959,271058,11421,18131,2494,5092,1355,21905,2276,11025,2038,4975,1200,5641,1311,53416,3171,44311,3152,29894,2841,26053,3112,25506,2491,12529,1523,12580,1398,3829558,23245,1937732,12423,112779,3239,21303,2152,140751,4364,77092,4157,23883,2038,45240,2337,152481,4698,288805,4593,280008,3541,284045,3473,261062,2744,158260,1531,92023,1321,1891826,13322,102590,2853,21873,2414,139652,4147,69545,4237,24000,2051,43644,2861,125268,4116,262477,3943,258985,3226,283617,3461,271109,2734,167564,1960,121502,2228,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2703360,12191,214194,11728,94323,5577,8227,1672,996,500,9740,1575,4687,1246,1532,714,3207,1053,12685,2356,11204,1705,7946,1313,13023,1783,11542,1940,6070,923,3464,857,119871,7420,6599,1509,1462,706,7474,1704,3078,843,1719,749,3395,1115,16836,2604,17500,2250,12632,1584,16061,1901,13683,1948,9204,1458,10228,1295,2489166,16253,1225172,8545,56983,1996,13337,1691,86826,3546,46013,3061,16015,1570,33833,1821,94008,3300,139747,2747,151464,2476,205973,2012,186366,2205,112721,1424,81886,1221,1263994,9321,53711,1870,12655,1577,80389,2944,45647,2907,13503,1404,32908,1781,79739,2873,134110,2343,155901,2297,215280,2637,195555,2283,125649,1588,118947,1869,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,623035,4988,60851,6399,26740,3630,2040,804,672,420,2057,1204,1279,676,304,215,575,333,4008,1123,2747,771,3019,968,3580,933,3761,818,1298,548,1400,501,34111,3555,2718,838,465,343,2586,1207,929,444,400,317,658,365,3840,1192,6356,1117,3693,1020,4641,959,3126,774,2149,641,2550,657,562184,7452,275883,4299,15102,853,3246,991,16589,1552,10016,1659,3938,774,5579,755,20831,1330,34527,1530,33127,1254,41636,1218,40552,1069,31448,604,19292,634,286301,3943,13284,753,2614,935,18144,1437,8333,1328,3319,816,5317,873,21241,1458,31654,1420,33642,1152,42984,1088,44724,840,35007,680,26038,807,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,247573,5061,20758,2902,8744,1586,65,108,0,203,159,150,0,203,0,203,26,45,3529,1072,2829,806,167,183,864,364,431,342,229,233,445,523,12014,2201,0,203,135,207,566,559,168,215,0,203,136,192,4220,1257,3162,950,1152,648,359,222,788,358,522,412,806,577,226815,5093,115086,3103,7232,662,920,459,4227,631,1515,437,251,162,969,413,4731,1124,37218,1395,22135,850,13771,760,11339,559,7005,455,3773,341,111729,2792,6472,816,597,296,3854,764,1243,486,365,213,618,281,7785,1564,38773,1020,18115,969,10937,570,10796,554,7506,384,4668,612,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14629577,24480,2115697,50227,960227,26393,75559,5392,14562,2465,93201,6381,45774,4464,13577,2252,28285,2949,120772,7122,109355,6159,103751,6962,122376,7059,118072,6100,64333,4221,50610,3868,1155470,28652,73516,5131,18324,2944,89327,5985,37473,3807,12219,1892,31336,3521,130872,7797,156047,8631,139709,7354,145025,7385,130810,5619,94498,4837,96314,4775,12513880,50786,6196309,29215,281774,6349,55266,4151,358711,9204,199210,7606,69602,3457,139940,4039,466922,7429,761875,8153,776715,9185,914752,6969,844721,6591,745531,5087,581290,4285,6317571,27553,270687,5690,55769,4577,348791,9071,183103,6925,60746,3345,126231,4736,428584,8799,691129,9030,745437,8293,924879,8060,939450,6182,819464,5122,723301,5474,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
