GEO_ID,B07008_001E,B07008_001M,B07008_002E,B07008_002M,B07008_003E,B07008_003M,B07008_004E,B07008_004M,B07008_005E,B07008_005M,B07008_006E,B07008_006M,B07008_007E,B07008_007M,B07008_008E,B07008_008M,B07008_009E,B07008_009M,B07008_010E,B07008_010M,B07008_011E,B07008_011M,B07008_012E,B07008_012M,B07008_013E,B07008_013M,B07008_014E,B07008_014M,B07008_015E,B07008_015M,B07008_016E,B07008_016M,B07008_017E,B07008_017M,B07008_018E,B07008_018M,B07008_019E,B07008_019M,B07008_020E,B07008_020M,B07008_021E,B07008_021M,B07008_022E,B07008_022M,B07008_023E,B07008_023M,B07008_024E,B07008_024M,B07008_025E,B07008_025M,B07008_026E,B07008_026M,B07008_027E,B07008_027M,B07008_028E,B07008_028M,B07008_029E,B07008_029M,B07008_030E,B07008_030M,B07008_031E,B07008_031M,B07008_032E,B07008_032M,B07008_033E,B07008_033M,B07008_034E,B07008_034M,B07008_035E,B07008_035M,B07008_036E,B07008_036M,NAME,B07008_001MA,B07008_001EA,B07008_002EA,B07008_002MA,B07008_003EA,B07008_003MA,B07008_004EA,B07008_004MA,B07008_005MA,B07008_005EA,B07008_006EA,B07008_006MA,B07008_007EA,B07008_007MA,B07008_008EA,B07008_008MA,B07008_009EA,B07008_009MA,B07008_010MA,B07008_010EA,B07008_011EA,B07008_011MA,B07008_012MA,B07008_012EA,B07008_013EA,B07008_013MA,B07008_014EA,B07008_014MA,B07008_015EA,B07008_015MA,B07008_016EA,B07008_016MA,B07008_017EA,B07008_017MA,B07008_018MA,B07008_018EA,B07008_019EA,B07008_019MA,B07008_020EA,B07008_020MA,B07008_021MA,B07008_021EA,B07008_022EA,B07008_022MA,B07008_023MA,B07008_023EA,B07008_024EA,B07008_024MA,B07008_025EA,B07008_025MA,B07008_026EA,B07008_026MA,B07008_027MA,B07008_027EA,B07008_028EA,B07008_028MA,B07008_029MA,B07008_029EA,B07008_030EA,B07008_030MA,B07008_031MA,B07008_031EA,B07008_032MA,B07008_032EA,B07008_033MA,B07008_033EA,B07008_034EA,B07008_034MA,B07008_035MA,B07008_035EA,B07008_036MA,B07008_036EA,state
0400000US01,3910998,3826,1184204,13042,1847833,25344,489545,12815,100192,5720,289224,8046,3344543,15226,935348,15241,1662362,23589,408788,11552,73475,4936,264570,7390,336568,12022,145470,7781,109938,7050,48223,3823,18815,2342,14122,2090,129285,6340,59964,3735,37397,4157,21516,2363,5384,1257,5024,1102,88236,5932,39625,3637,31522,4393,9960,1898,2230,775,4899,1489,12366,2907,3797,1265,6614,2074,1058,508,288,246,609,361,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,576379,1408,201374,5998,280506,7736,62255,3881,9765,1622,22479,2174,467606,6890,150176,6544,239743,7911,50479,3318,7360,1381,19848,1971,60275,5420,28732,3593,21996,2897,7138,1466,1302,438,1107,507,14876,2375,8676,1708,3734,938,1963,616,176,104,327,193,27184,3225,10910,1784,12303,2303,2505,717,734,585,732,511,6438,1522,2880,1111,2730,858,170,179,193,294,465,512,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5281089,1395,1741179,16350,2488012,24486,659984,13526,102730,6233,289184,6951,4307033,21408,1301060,17864,2148986,21500,525858,12616,73981,5362,257148,6884,629402,17308,293103,9409,201850,12067,95025,5526,19846,2596,19578,2654,103995,6847,52289,4105,30791,3705,13825,2509,4053,1399,3037,809,202219,9037,79528,4933,86865,7223,22879,2713,4348,1137,8599,1460,38440,3511,15199,2098,19520,2321,2397,738,502,247,822,422,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2363879,3205,656011,11532,1178425,16770,315552,9842,54434,4450,159457,6041,2022203,11951,518819,11625,1059838,15573,257424,8902,42768,3738,143354,5415,198125,9876,80426,5889,66684,5872,35043,3281,6856,1619,9116,1677,82184,5861,33620,3171,27104,3218,14085,2069,3487,1076,3888,989,53892,5480,20541,2987,21185,2937,8291,1762,1202,497,2673,841,7475,1687,2605,810,3614,1169,709,549,121,151,426,284,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,30732852,3548,11303446,41679,14181247,60615,2981148,28520,718513,14945,1548498,18687,26145245,44628,9082476,39038,12598510,56072,2510946,26737,553283,13866,1400030,17688,2999460,40959,1422573,24137,1038815,26182,318850,10644,120215,6200,99007,5537,921694,19303,488167,13043,280566,10151,98557,5060,27930,2776,26474,3017,414186,14135,198477,8455,149802,8629,41663,3850,12050,2360,12194,1882,252267,11658,111753,7300,113554,7360,11132,2048,5035,1316,10793,1736,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4224677,3383,1326374,15491,2125695,22861,515662,13817,66352,4851,190594,5441,3393562,18519,926540,16830,1845083,20881,410780,11322,44774,3900,166385,4884,412540,16862,194166,9501,140451,9475,53925,5143,11919,2095,12079,2016,217346,9218,112742,5897,62640,6190,29692,3098,5402,1242,6870,1525,173064,9352,81530,5653,65007,5797,18361,2536,3269,941,4897,920,28165,3275,11396,2070,12514,2363,2904,1100,988,697,363,295,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2955331,1273,1005991,12762,1414080,18842,317898,9843,39667,3317,177695,5095,2597251,11128,826402,13824,1296918,16907,279100,9376,30684,3064,164147,5224,203771,8626,96152,6036,67058,6120,25998,2892,5941,1126,8622,1259,62729,4120,38960,3390,13653,2168,6796,1454,1127,489,2193,1104,73643,5553,35046,3252,30039,4324,5035,1318,1516,747,2007,614,17937,2444,9431,2131,6412,1459,969,482,399,311,726,467,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,754812,623,252727,5968,356232,8527,88051,4706,13695,2177,44107,2351,653582,6264,200286,6448,325511,8429,75741,4513,11130,1727,40914,2293,57232,4458,30340,3185,16389,2804,6705,1427,1709,759,2089,643,8110,1711,4133,1163,1909,730,1376,576,311,294,381,214,31682,3198,16986,2253,9607,1858,3979,875,522,336,588,259,4206,1089,982,452,2816,941,250,274,23,40,135,179,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,550110,307,308055,6071,150009,7041,54846,3678,13553,2014,23647,2362,435178,5081,225582,7020,129692,6146,47655,3521,10421,1768,21828,2247,60788,4582,42403,3907,10941,2065,4294,967,1714,812,1436,536,0,203,0,203,0,203,0,203,0,203,0,203,44369,3347,33330,2910,7102,1746,2308,740,1308,578,321,209,9775,1874,6740,1533,2274,838,589,437,110,136,62,102,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16226496,3939,5097873,32840,7453192,49943,2124737,31849,401610,12629,1149084,16997,13657036,41511,4000680,33075,6561638,50775,1759382,29644,307430,10439,1027906,15896,1466173,27902,643804,17243,469387,18061,222276,9770,61946,5872,68760,5369,505900,17517,252604,12123,145957,9793,66871,5547,19579,2920,20889,3020,450020,15742,150035,8299,201715,10577,63232,4800,10152,2085,24886,2919,147367,8905,50750,4608,74495,6705,12976,2513,2503,1133,6643,1367,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
