GEO_ID,B19202H_001E,B19202H_001M,NAME,B19202H_001EA,B19202H_001MA,state
0400000US01,26920,725,Alabama,null,null,01
0400000US02,50288,2680,Alaska,null,null,02
0400000US04,33567,1127,Arizona,null,null,04
0400000US05,24577,701,Arkansas,null,null,05
0400000US06,43814,735,California,null,null,06
0400000US08,39301,1066,Colorado,null,null,08
0400000US09,41555,952,Connecticut,null,null,09
0400000US10,36933,2229,Delaware,null,null,10
0400000US11,94091,6247,District of Columbia,null,null,11
0400000US12,31810,290,Florida,null,null,12
0400000US13,33450,981,Georgia,null,null,13
0400000US15,41948,2216,Hawaii,null,null,15
0400000US16,26887,1069,Idaho,null,null,16
0400000US17,35979,497,Illinois,null,null,17
0400000US18,29230,560,Indiana,null,null,18
0400000US19,30735,489,Iowa,null,null,19
0400000US20,30478,654,Kansas,null,null,20
0400000US21,25389,693,Kentucky,null,null,21
0400000US22,31132,719,Louisiana,null,null,22
0400000US23,27132,833,Maine,null,null,23
0400000US24,48480,1683,Maryland,null,null,24
0400000US25,40216,896,Massachusetts,null,null,25
0400000US26,30760,322,Michigan,null,null,26
0400000US27,35730,615,Minnesota,null,null,27
0400000US28,25848,874,Mississippi,null,null,28
0400000US29,29857,662,Missouri,null,null,29
0400000US30,26504,1148,Montana,null,null,30
0400000US31,31477,846,Nebraska,null,null,31
0400000US32,36838,1001,Nevada,null,null,32
0400000US33,36664,1296,New Hampshire,null,null,33
0400000US34,42386,1111,New Jersey,null,null,34
0400000US35,31749,890,New Mexico,null,null,35
0400000US36,40028,606,New York,null,null,36
0400000US37,30782,387,North Carolina,null,null,37
0400000US38,33622,2133,North Dakota,null,null,38
0400000US39,30375,371,Ohio,null,null,39
0400000US40,28767,880,Oklahoma,null,null,40
0400000US41,31857,726,Oregon,null,null,41
0400000US42,31223,341,Pennsylvania,null,null,42
0400000US44,36161,1719,Rhode Island,null,null,44
0400000US45,30611,644,South Carolina,null,null,45
0400000US46,30727,698,South Dakota,null,null,46
0400000US47,27348,661,Tennessee,null,null,47
0400000US48,36923,556,Texas,null,null,48
0400000US49,34917,1561,Utah,null,null,49
0400000US50,30787,1706,Vermont,null,null,50
0400000US51,41929,667,Virginia,null,null,51
0400000US53,37262,713,Washington,null,null,53
0400000US54,23055,970,West Virginia,null,null,54
0400000US55,31576,401,Wisconsin,null,null,55
0400000US56,33885,2130,Wyoming,null,null,56
0400000US72,18552,9353,Puerto Rico,null,null,72
