GEO_ID,B10051A_001E,B10051A_001M,B10051A_002E,B10051A_002M,B10051A_003E,B10051A_003M,B10051A_004E,B10051A_004M,B10051A_005E,B10051A_005M,B10051A_006E,B10051A_006M,B10051A_007E,B10051A_007M,NAME,B10051A_001MA,B10051A_001EA,B10051A_002MA,B10051A_002EA,B10051A_003MA,B10051A_003EA,B10051A_004EA,B10051A_004MA,B10051A_005EA,B10051A_005MA,B10051A_006MA,B10051A_006EA,B10051A_007MA,B10051A_007EA,state
0400000US41,55457,4947,18844,2808,11750,2539,7094,1448,36613,3818,19859,3056,16754,2036,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,172949,8296,66571,4774,42497,4047,24074,2574,106378,6234,46797,4097,59581,4161,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,15473,2267,4749,1555,3877,1508,872,426,10724,1699,3470,1070,7254,1477,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,65833,5536,31343,3721,18924,2827,12419,1997,34490,4061,15592,2969,18898,2483,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,8238,1384,3523,898,2443,804,1080,450,4715,1105,2933,905,1782,593,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,113461,6171,55282,3926,34031,3412,21251,2425,58179,4200,31251,3499,26928,2349,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,542540,16101,222414,10371,147796,8329,74618,4810,320126,11602,173615,9318,146511,7520,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,50602,4229,14657,2287,7060,1361,7597,1522,35945,3390,16989,2171,18956,2502,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7650,1481,2816,794,1678,649,1138,465,4834,1070,2618,843,2216,628,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,107982,5892,38254,3214,22954,2583,15300,2122,69728,5504,29282,2990,40446,4088,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,86507,5585,32825,3443,21051,2700,11774,2050,53682,4257,26654,3068,27028,2718,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,36038,3419,20049,2578,13317,2136,6732,1587,15989,2290,7731,1815,8258,1498,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,53232,3560,18232,2234,12650,1870,5582,1098,35000,2879,18233,2220,16767,1947,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,6427,1420,2959,906,1764,701,1195,633,3468,1052,1324,628,2144,825,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,77657,5066,34666,3513,19532,2691,15134,2300,42991,3910,19403,2975,23588,2358,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
