GEO_ID,B12002H_001E,B12002H_001M,B12002H_002E,B12002H_002M,B12002H_003E,B12002H_003M,B12002H_004E,B12002H_004M,B12002H_005E,B12002H_005M,B12002H_006E,B12002H_006M,B12002H_007E,B12002H_007M,B12002H_008E,B12002H_008M,B12002H_009E,B12002H_009M,B12002H_010E,B12002H_010M,B12002H_011E,B12002H_011M,B12002H_012E,B12002H_012M,B12002H_013E,B12002H_013M,NAME,B12002H_001EA,B12002H_001MA,B12002H_002EA,B12002H_002MA,B12002H_003EA,B12002H_003MA,B12002H_004EA,B12002H_004MA,B12002H_005MA,B12002H_005EA,B12002H_006EA,B12002H_006MA,B12002H_007EA,B12002H_007MA,B12002H_008EA,B12002H_008MA,B12002H_009MA,B12002H_009EA,B12002H_010EA,B12002H_010MA,B12002H_011MA,B12002H_011EA,B12002H_012EA,B12002H_012MA,B12002H_013EA,B12002H_013MA,state
0400000US30,736831,321,368547,757,107662,2889,198875,4460,4635,1061,11842,1275,45533,3104,368284,780,85646,3604,192243,4263,5123,1176,35002,2209,50270,3639,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1237465,783,606417,823,178503,3443,347240,4419,6038,1154,14945,1352,59691,2902,631048,781,149226,3292,339454,5285,7896,1618,59889,2628,74583,3424,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1247926,1730,634938,1176,192808,5793,312777,6948,9246,1653,22325,2005,97782,4796,612988,944,139521,4121,289560,5611,14341,2221,62499,2595,107067,4876,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1021301,953,499840,430,156520,4363,270856,5894,6071,1515,12208,1360,54185,3417,521461,556,134884,4339,262711,6234,7628,1608,44475,2789,71763,4495,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4299680,3800,2073770,1920,664786,8666,1164698,12097,23400,2481,67223,3807,153663,6045,2225910,2311,567826,7638,1131159,12139,30554,2657,260446,5571,235925,7872,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,713225,1203,350237,972,104169,3821,188544,4939,3663,1088,10542,1475,43319,3310,362988,1061,77553,3309,175756,4787,4573,1136,41643,2435,63463,3621,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,9476483,5308,4588287,2963,1638408,14102,2362863,19138,74465,4363,140399,4806,372152,10454,4888196,3420,1436286,14238,2315234,18724,92123,5087,533623,7254,510930,10104,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5314601,2425,2573226,2122,739405,10049,1455345,10981,55107,3669,71171,3748,252198,9348,2741375,2111,601503,8618,1432631,14248,73564,4613,288284,6880,345393,8207,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,523097,458,265860,615,91468,2799,141562,3724,2479,733,6056,950,24295,2359,257237,514,67387,2283,137171,3433,2368,945,25866,1311,24445,1988,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7707667,2435,3740526,1847,1176857,10373,1980756,14439,53073,4520,114680,4374,415160,9649,3967141,1876,997714,11145,1982711,16414,63410,4034,405359,6161,517947,10307,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2165843,463,1056069,749,284807,4930,583974,7806,15194,1689,35550,2217,136544,4791,1109774,726,221288,4429,578396,6367,24121,2553,124872,3930,161097,4693,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2583109,1545,1260484,1060,389310,5976,662617,7961,16042,2451,36779,2985,155736,5849,1322625,1384,323261,5809,644120,9736,26658,3006,122287,4130,206299,6951,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8460495,2991,4095288,2305,1334104,10158,2190147,13742,64318,3650,134194,4844,372525,9569,4365207,1441,1152972,9200,2151709,16302,87492,4739,498704,8145,474330,9705,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,679092,1885,323852,1066,113522,3923,163752,4898,3366,844,10487,1447,32725,2706,355240,1102,101505,3305,160665,4515,6164,1273,40432,2177,46474,3392,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2555828,1499,1240015,1670,354567,7819,687753,10978,26310,3011,39794,2773,131591,5706,1315813,1175,289081,5994,684656,10708,36480,3121,141229,4405,164367,7128,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,575640,906,285526,1059,84807,3059,163147,3707,1587,616,6935,1038,29050,2158,290114,810,68585,2690,158304,3795,2810,868,27937,2060,32478,2396,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4042814,1568,1954858,1854,535060,8907,1087609,10422,27907,3060,55513,3535,248769,7635,2087956,1572,444228,7870,1088533,11999,43469,2893,223521,6013,288205,7102,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9716486,3988,4777691,3876,1343715,13913,2701690,18159,68304,5491,135393,6094,528589,10606,4938795,3410,1074992,10563,2599364,16821,83973,4797,487751,9998,692715,13490,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1740807,1392,864152,1058,257003,5892,510199,6494,8292,1466,15042,1855,73616,3813,876655,881,212098,4861,499736,7009,14117,2163,56247,2947,94457,4550,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,498689,226,243881,401,85577,2971,121911,3821,3026,734,6054,844,27313,2170,254808,403,70487,2587,125127,3382,3625,883,21056,1443,34513,2340,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4396401,2016,2153628,1992,660131,9565,1202608,11662,38132,2921,55519,3012,197238,6196,2242773,1623,536145,7461,1175269,13003,54162,3849,210489,5358,266708,8865,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4172989,1648,2066437,1304,652133,8520,1104701,11706,29093,2859,50967,3690,229543,7524,2106552,1284,509318,7089,1059351,11987,32766,3169,176628,5216,328489,9481,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1434887,1345,700848,1320,214092,5487,367050,7662,7980,1316,23332,2171,88394,4547,734039,1220,169849,5093,360043,7513,12390,1951,89580,3774,102177,4930,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3961242,1302,1949111,1029,623474,7648,1058739,10403,13566,1659,54498,3055,198834,5230,2012131,521,516045,7300,1047192,10302,18375,2002,195947,4510,234572,6291,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,402049,1954,203409,1522,55980,2656,115075,3749,4658,1900,5200,1019,22496,2073,198640,1131,42970,2981,110027,3976,1844,824,16706,1607,27093,2556,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,18216,2752,8855,1955,2917,993,4763,1207,26,46,471,336,678,475,9361,1587,3036,930,4019,1052,103,165,1275,572,928,502,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
