GEO_ID,C23008_001E,C23008_001M,C23008_002E,C23008_002M,C23008_003E,C23008_003M,C23008_004E,C23008_004M,C23008_005E,C23008_005M,C23008_006E,C23008_006M,C23008_007E,C23008_007M,C23008_008E,C23008_008M,C23008_009E,C23008_009M,C23008_010E,C23008_010M,C23008_011E,C23008_011M,C23008_012E,C23008_012M,C23008_013E,C23008_013M,C23008_014E,C23008_014M,C23008_015E,C23008_015M,C23008_016E,C23008_016M,C23008_017E,C23008_017M,C23008_018E,C23008_018M,C23008_019E,C23008_019M,NAME,C23008_001MA,C23008_001EA,C23008_002EA,C23008_002MA,C23008_003MA,C23008_003EA,C23008_004MA,C23008_004EA,C23008_005EA,C23008_005MA,C23008_006MA,C23008_006EA,C23008_007EA,C23008_007MA,C23008_008MA,C23008_008EA,C23008_009MA,C23008_009EA,C23008_010EA,C23008_010MA,C23008_011MA,C23008_011EA,C23008_012MA,C23008_012EA,C23008_013EA,C23008_013MA,C23008_014MA,C23008_014EA,C23008_015MA,C23008_015EA,C23008_016EA,C23008_016MA,C23008_017MA,C23008_017EA,C23008_018MA,C23008_018EA,C23008_019EA,C23008_019MA,state
0400000US01,1035638,6328,335973,5597,187332,6066,111352,5714,64664,4371,8475,2084,2841,1011,148641,6135,113975,5852,34666,4113,699665,6619,420975,10292,262129,8069,126610,7323,22432,3543,9804,2185,278690,9584,216634,9603,62056,5084,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,178926,1905,63300,1688,41682,2351,22025,2219,17283,2363,1920,862,454,255,21618,2279,17750,2256,3868,734,115626,2326,82817,3520,52314,3962,23056,3273,5048,1611,2399,991,32809,3158,27713,3018,5096,1099,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1525864,5468,500961,4998,309334,8522,148730,7027,140871,7014,11510,2728,8223,1920,191627,8244,136074,6648,55553,5725,1024903,6619,646672,13043,360442,11926,239389,12018,30951,4643,15890,2859,378231,12193,304265,10999,73966,5941,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,665231,5056,226602,4551,135528,4457,75210,4690,54340,4705,3843,1024,2135,1033,91074,4321,68403,3630,22671,3235,438629,6010,276902,7319,177488,7364,76178,5333,15163,2065,8073,2366,161727,7631,126778,7146,34949,4126,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8744206,17423,2907836,14250,1862259,19570,1008960,16970,763109,17059,57621,5567,32569,3798,1045577,20731,758075,16699,287502,13129,5836370,20225,3851722,31242,2271021,30527,1349692,21043,150749,8210,80260,6942,1984648,27827,1569882,25887,414766,13133,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1191159,5504,392097,4792,280703,5946,153150,6183,115072,6239,9393,2025,3088,1057,111394,6215,86864,5931,24530,3868,799062,6599,551720,11239,365180,11215,160968,8286,18530,3034,7042,1532,247342,10252,210728,9693,36614,4458,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,757910,3534,227393,3507,152742,4598,96658,4405,49744,4067,5169,1164,1171,677,74651,3859,58302,3916,16349,2803,530517,4347,355094,8137,250171,8483,86824,5123,13898,2348,4201,1380,175423,8363,148670,8030,26753,3777,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,190832,2576,67080,2114,38806,2618,24916,2831,12619,2172,886,587,385,430,28274,2584,22382,2526,5892,1588,123752,3104,76483,4216,56075,4453,16147,2893,2753,1070,1508,1030,47269,3886,37767,3177,9502,2620,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,103260,1629,45897,1534,25016,2308,17710,2124,6076,1448,943,681,287,350,20881,2056,15362,2032,5519,1622,57363,1663,21708,2343,15339,1966,4780,1104,1240,525,349,307,35655,2495,26930,2059,8725,1999,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3810226,10857,1244079,9478,713677,13620,404853,12059,272349,12299,25141,4067,11334,2301,530402,14011,410196,12646,120206,7933,2566147,12303,1579405,22320,1024235,21316,452669,17067,71951,6183,30550,4926,986742,21223,810219,18433,176523,11307,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2347924,9470,767450,8572,442429,12095,260522,10573,163477,8337,11849,2071,6581,1746,325021,10496,250192,9680,74829,6145,1580474,9841,972375,16408,622581,15647,287839,13056,41324,4691,20631,3323,608099,16558,495418,14415,112681,9991,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,289374,3066,105078,2229,72274,3612,42324,3470,27398,3120,2130,1019,422,310,32804,3567,24587,3076,8217,2030,184296,3234,131370,5186,89846,5288,35465,4099,3199,1116,2860,1059,52926,4702,42521,4230,10405,2595,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,412236,2744,135415,3257,101646,3761,48302,3953,50620,3977,1707,1010,1017,570,33769,3256,26740,3349,7029,1742,276821,3977,203653,7984,120267,6890,70888,7396,7697,1911,4801,2386,73168,7468,59428,6834,13740,3229,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2890513,6570,924376,8295,598069,10270,363934,8879,210208,8153,16585,3103,7342,1538,326307,9012,266531,8270,59776,4981,1966137,9820,1316391,13405,870229,13577,378030,11417,49573,4178,18559,2694,649746,14236,555020,13972,94726,6662,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1503452,6191,491220,5268,315269,7210,184562,6889,116916,5164,10006,1950,3785,1283,175951,6444,137989,6086,37962,4181,1012232,7207,668616,9282,443903,10933,190797,7747,23000,2986,10916,2391,343616,9877,280889,9492,62727,6336,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,694268,3534,230199,3893,156763,4469,114133,3888,37258,3054,4428,1080,944,401,73436,4240,62633,4519,10803,1757,464069,4850,326608,5955,251946,5463,60393,4867,10546,1836,3723,1393,137461,6001,116127,5770,21334,2731,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,688943,4400,236371,3911,161589,5469,97110,4969,58350,4508,5110,1425,1019,541,74782,4383,58652,4131,16130,2462,452572,5053,320704,6834,225244,6691,81650,5790,11027,2470,2783,830,131868,6841,114612,6528,17256,2728,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,943560,5222,310151,4475,195812,6213,116633,5571,67721,4290,5547,1476,5911,1683,114339,5816,87776,5685,26563,2711,633409,6307,410477,9346,264607,8968,110902,5709,20712,3084,14256,2414,222932,8300,169901,8145,53031,5353,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1043036,5896,357193,4689,181226,6076,107546,4759,68061,4710,3847,1160,1772,705,175967,5565,129262,6060,46705,4246,685843,7133,382899,10087,251651,9396,107503,6559,14524,2897,9221,2406,302944,10315,241078,9413,61866,6485,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,246380,2535,73184,2360,47060,2865,30071,2724,12439,1835,3404,1183,1146,656,26124,2738,20630,2748,5494,1450,173196,2997,115803,4881,81178,4973,25093,2944,6951,1564,2581,978,57393,4822,46178,4256,11215,2693,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1287167,5139,423429,4445,266140,6759,176064,5794,81563,5529,5645,1147,2868,1290,157289,5900,122069,5428,35220,3915,863738,5753,553566,10318,404800,9681,125298,6911,18547,2566,4921,1456,310172,11421,264688,10650,45484,5085,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1336067,5188,430563,5634,293418,7118,194487,6596,86824,5121,8711,1677,3396,1484,137145,6103,102579,5670,34566,3648,905504,6675,609559,11808,437535,12654,139492,7523,24178,3189,8354,1609,295945,9873,232615,8716,63330,5435,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2133395,7614,671432,6494,411080,7617,238015,6398,145845,6523,17260,2365,9960,2005,260352,7715,205629,7888,54723,4426,1461963,9327,955640,11532,627695,12083,256727,9013,48110,4860,23108,3274,506323,10391,404386,10052,101937,7299,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1233088,4041,403824,4130,289640,5513,201358,6008,75026,4129,10556,2429,2700,931,114184,5098,96825,4918,17359,2708,829264,4770,587944,8401,436330,8770,122220,6686,22016,2947,7378,1595,241320,8283,212923,7975,28397,3511,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,684715,5204,226869,4004,108977,5279,70506,4743,31621,3502,4632,1360,2218,1181,117892,5467,87645,5408,30247,4242,457846,6188,249410,7146,168021,6966,59519,5696,14781,3216,7089,2207,208436,7169,163479,6384,44957,4596,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1316064,5997,433751,5515,274917,7636,166305,6895,95734,6052,7801,1560,5077,1790,158834,7607,125152,7109,33682,3887,882313,7312,586468,11191,394496,11406,150173,8203,25454,3100,16345,2952,295845,11230,250363,10475,45482,5705,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,212834,2068,73445,2162,48043,2350,26304,2376,18719,2442,2020,680,1000,445,25402,3000,20426,2939,4976,1171,139389,2365,94628,4235,63658,4108,24564,2630,4036,1158,2370,972,44761,3671,35349,3383,9412,2327,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,444477,2905,150574,2804,104264,3713,68414,3691,33227,3038,2096,684,527,253,46310,3636,37338,3329,8972,2329,293903,2923,208963,6027,151114,6255,49804,4741,5785,1344,2260,828,84940,5853,76001,5416,8939,2076,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,629710,3323,206831,3479,131345,5810,71479,5360,54246,5186,3129,1294,2491,1175,75486,5261,61655,4987,13831,2159,422879,3994,263790,7636,164075,7494,83270,6727,10785,2382,5660,1915,159089,7372,133369,7258,25720,4145,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,258563,2425,77319,2074,50402,2895,30788,2774,17130,1967,1967,852,517,347,26917,3013,22301,2783,4616,1517,181244,2947,129554,4638,93876,4963,30423,3342,3527,1043,1728,1078,51690,4221,44056,4354,7634,1967,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1951367,5309,624760,5820,424716,8573,260470,6816,145374,7285,15035,2677,3837,1530,200044,7490,154673,6502,45371,4844,1326607,6386,924828,11890,614579,12880,265706,10561,35438,4318,9105,2042,401779,12719,330522,10777,71257,7495,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,483883,3305,161028,3202,86995,4696,41710,4203,40967,4202,2927,1068,1391,585,74033,4599,55271,4783,18762,2358,322855,4088,186951,6216,110753,7254,63259,5885,9083,2341,3856,1000,135904,6398,103844,5346,32060,4040,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4047901,8465,1347838,9819,861952,13113,504214,13619,311157,10399,35394,3938,11187,1945,485886,9609,359062,8970,126824,7333,2700063,10547,1737117,17295,1096521,17243,512646,12932,90073,6771,37877,4372,962946,15085,762610,16706,200336,11503,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2158352,8924,708285,7585,433020,8534,258415,8109,152988,6646,15613,2985,6004,1408,275265,9154,219687,9391,55578,5161,1450067,9700,902642,12878,583812,11315,255631,9123,45091,5610,18108,3067,547425,11911,445588,11017,101837,6929,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
