GEO_ID,B08406_001E,B08406_001M,B08406_002E,B08406_002M,B08406_003E,B08406_003M,B08406_004E,B08406_004M,B08406_005E,B08406_005M,B08406_006E,B08406_006M,B08406_007E,B08406_007M,B08406_008E,B08406_008M,B08406_009E,B08406_009M,B08406_010E,B08406_010M,B08406_011E,B08406_011M,B08406_012E,B08406_012M,B08406_013E,B08406_013M,B08406_014E,B08406_014M,B08406_015E,B08406_015M,B08406_016E,B08406_016M,B08406_017E,B08406_017M,B08406_018E,B08406_018M,B08406_019E,B08406_019M,B08406_020E,B08406_020M,B08406_021E,B08406_021M,B08406_022E,B08406_022M,B08406_023E,B08406_023M,B08406_024E,B08406_024M,B08406_025E,B08406_025M,B08406_026E,B08406_026M,B08406_027E,B08406_027M,B08406_028E,B08406_028M,B08406_029E,B08406_029M,B08406_030E,B08406_030M,B08406_031E,B08406_031M,B08406_032E,B08406_032M,B08406_033E,B08406_033M,B08406_034E,B08406_034M,B08406_035E,B08406_035M,B08406_036E,B08406_036M,B08406_037E,B08406_037M,B08406_038E,B08406_038M,B08406_039E,B08406_039M,B08406_040E,B08406_040M,B08406_041E,B08406_041M,B08406_042E,B08406_042M,B08406_043E,B08406_043M,B08406_044E,B08406_044M,B08406_045E,B08406_045M,B08406_046E,B08406_046M,B08406_047E,B08406_047M,B08406_048E,B08406_048M,B08406_049E,B08406_049M,B08406_050E,B08406_050M,B08406_051E,B08406_051M,NAME,B08406_001EA,B08406_001MA,B08406_002MA,B08406_002EA,B08406_003EA,B08406_003MA,B08406_004MA,B08406_004EA,B08406_005MA,B08406_005EA,B08406_006EA,B08406_006MA,B08406_007EA,B08406_007MA,B08406_008MA,B08406_008EA,B08406_009MA,B08406_009EA,B08406_010EA,B08406_010MA,B08406_011EA,B08406_011MA,B08406_012MA,B08406_012EA,B08406_013EA,B08406_013MA,B08406_014MA,B08406_014EA,B08406_015MA,B08406_015EA,B08406_016MA,B08406_016EA,B08406_017EA,B08406_017MA,B08406_018MA,B08406_018EA,B08406_019MA,B08406_019EA,B08406_020MA,B08406_020EA,B08406_021MA,B08406_021EA,B08406_022MA,B08406_022EA,B08406_023MA,B08406_023EA,B08406_024EA,B08406_024MA,B08406_025MA,B08406_025EA,B08406_026MA,B08406_026EA,B08406_027EA,B08406_027MA,B08406_028EA,B08406_028MA,B08406_029MA,B08406_029EA,B08406_030EA,B08406_030MA,B08406_031MA,B08406_031EA,B08406_032MA,B08406_032EA,B08406_033EA,B08406_033MA,B08406_034EA,B08406_034MA,B08406_035EA,B08406_035MA,B08406_036MA,B08406_036EA,B08406_037EA,B08406_037MA,B08406_038MA,B08406_038EA,B08406_039EA,B08406_039MA,B08406_040EA,B08406_040MA,B08406_041MA,B08406_041EA,B08406_042MA,B08406_042EA,B08406_043EA,B08406_043MA,B08406_044MA,B08406_044EA,B08406_045EA,B08406_045MA,B08406_046MA,B08406_046EA,B08406_047MA,B08406_047EA,B08406_048MA,B08406_048EA,B08406_049MA,B08406_049EA,B08406_050MA,B08406_050EA,B08406_051EA,B08406_051MA,state
0400000US01,1932727,18015,1832636,17593,1666104,16636,166532,7567,138084,6837,18288,2354,10160,1619,9328,1493,8941,1470,55,86,52,83,151,213,129,127,2000,706,20791,2520,17917,2267,50055,3837,1019402,13311,964691,12849,871048,12865,93643,5216,76526,4550,10725,1752,6392,1246,5016,1181,4747,1151,0,192,52,83,138,213,79,95,1713,658,12213,1803,10210,1730,25559,2379,913325,10348,867945,10613,795056,9373,72889,4979,61558,4499,7563,1449,3768,903,4312,937,4194,925,55,86,0,192,13,23,50,83,287,213,8578,1622,7707,1290,24496,2765,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,366809,5441,288042,6033,240883,6349,47159,3880,38425,3762,5102,1370,3632,926,6712,1189,6216,1142,289,454,0,147,0,147,207,216,3633,883,32694,2865,20357,2136,15371,2129,206236,4334,154635,4033,129859,3955,24776,2563,19944,2424,2612,767,2220,725,3950,957,3479,859,289,454,0,147,0,147,182,208,2377,769,22224,2552,15226,1896,7824,1409,160573,3629,133407,4107,111024,4018,22383,2593,18481,2419,2490,981,1412,482,2762,815,2737,811,0,147,0,147,0,147,25,42,1256,554,10470,1270,5131,1117,7547,1409,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2727448,17333,2381294,17192,2080926,16932,300368,12248,230340,10214,42349,4136,27679,2681,64758,5527,61740,5487,1287,654,378,234,1292,875,61,100,26565,2649,56928,4479,47556,4352,150347,7170,1463204,11280,1266252,11650,1100902,12155,165350,7665,124037,5741,23974,3212,17339,2334,33987,3577,32104,3474,863,529,294,214,665,489,61,100,18726,2098,35278,3327,34156,3292,74805,4642,1264244,13472,1115042,12577,980024,11620,135018,6788,106303,6347,18375,1963,10340,1479,30771,3834,29636,3898,424,397,84,98,627,603,0,203,7839,1711,21650,2590,13400,2189,75542,4247,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1225755,12155,1148137,11602,1023919,11729,124218,6827,94420,5937,18225,2215,11573,2046,5754,1314,5715,1299,0,192,0,192,0,192,39,69,2560,962,20012,2524,14703,1943,34589,3457,653356,7460,609203,7781,545589,8218,63614,4422,48701,3780,8559,1638,6354,1409,2980,963,2941,957,0,192,0,192,0,192,39,69,2115,830,11290,1882,10065,1653,17703,2235,572399,8473,538934,8192,478330,8181,60604,4206,45719,3771,9666,1448,5219,1339,2774,932,2774,932,0,192,0,192,0,192,0,192,445,398,8722,1493,4638,1136,16886,2253,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16740038,39419,14087612,38324,12262665,43018,1824947,24455,1363351,20272,271567,11234,190029,9332,886923,17701,613998,15811,20987,2448,176264,6754,66977,4010,8697,1464,189467,6800,455763,12824,242440,8839,877833,17079,9166152,30029,7721949,30621,6707854,31447,1014095,17398,748873,14317,147238,7768,117984,7258,456011,13895,305430,12277,11774,1678,93800,4930,39348,2747,5659,1026,141078,5217,245216,9077,158456,7840,443442,12045,7573886,29421,6365663,28868,5554811,29912,810852,13511,614478,12163,124329,6178,72045,4169,430912,10153,308568,8977,9213,1762,82464,4504,27629,2677,3038,1035,48389,3913,210547,7962,83984,4940,434391,9926,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2564044,16271,2165149,17745,1917766,18291,247383,8812,188059,7338,35241,3085,24083,3820,85858,4515,73807,4457,2271,796,6687,1125,2800,884,293,217,33356,3925,75145,4508,26916,2706,177620,7065,1388712,10869,1171824,11233,1031588,11328,140236,5807,105809,5181,19582,2197,14845,2465,43224,3111,36745,3027,1129,516,3571,882,1531,640,248,206,22622,2944,42673,3720,18757,2244,89612,4779,1175332,10479,993325,11434,886178,11071,107147,5142,82250,4367,15659,1959,9238,1845,42634,3642,37062,3692,1142,513,3116,675,1269,578,45,75,10734,2240,32472,2774,8159,1267,88008,4634,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1719042,11585,1508325,11728,1362261,13434,146064,6905,115436,6290,17004,2819,13624,1856,61529,4431,44362,3847,194,182,2070,805,14811,2203,92,152,5132,1192,53983,3898,14944,2277,75129,4216,888964,8184,778596,8628,702431,9097,76165,5244,57944,4467,10260,2217,7961,1420,30360,3242,20321,2740,194,182,840,467,8913,1754,92,152,4082,1057,29197,2991,8509,1617,38220,2683,830078,9179,729729,8787,659830,9464,69899,4373,57492,4041,6744,1332,5663,1228,31169,3314,24041,2777,0,201,1230,676,5898,1314,0,201,1050,428,24786,2646,6435,1447,36909,2675,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,424042,7520,382385,7688,344378,8116,38007,3569,30903,3199,3894,1317,3210,1321,11755,1913,10716,1916,0,189,0,189,902,446,137,193,1753,736,8842,1465,3461,1080,15846,1986,214677,5175,193771,5212,174688,5072,19083,2416,15147,2046,2156,1219,1780,667,4912,1203,4414,1146,0,189,0,189,464,314,34,56,1147,534,5215,1264,2249,972,7383,1263,209365,5265,188614,5308,169690,5447,18924,2411,15756,2038,1738,530,1430,930,6843,1413,6302,1476,0,189,0,189,438,268,103,182,606,412,3627,843,1212,625,8463,1548,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,799166,13648,405392,11143,333043,10568,72349,4666,49167,4055,13917,2119,9265,1537,306122,8284,87294,4662,1247,772,192601,6922,24905,2523,75,95,17816,2261,46392,3659,8970,1928,14474,2265,412910,10712,217947,7838,182668,7564,35279,2945,23198,2412,6808,1216,5273,1279,149050,6314,39691,3455,264,255,94287,4707,14808,1859,0,203,11683,1565,22310,2423,5351,1439,6569,1299,386256,7466,187445,6310,150375,5722,37070,3166,25969,2631,7109,1442,3992,878,157072,5958,47603,3400,983,729,98314,5052,10097,1724,75,95,6133,1248,24082,2706,3619,1099,7905,1527,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8313689,34529,7411798,35587,6628307,35438,783491,19087,609246,16621,107575,7303,66670,5610,174603,7504,163693,7566,1354,612,4881,1054,4112,1139,563,464,58278,4866,126442,7100,118387,7996,424181,12099,4339682,25882,3826451,28396,3405305,27189,421146,13500,320660,10957,58663,5147,41823,4285,87621,5270,81194,5609,928,539,2859,852,2213,772,427,446,42077,3823,69325,6759,81231,6841,232977,8492,3974007,24646,3585347,21258,3223002,21145,362345,9999,288586,9244,48912,4019,24847,3839,86982,5631,82499,5407,426,292,2022,618,1899,785,136,126,16201,2547,57117,4032,37156,3222,191204,7708,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4286025,25812,3855495,24334,3418991,24013,436504,14774,327126,12817,63700,6076,45678,5237,88821,6025,65972,5380,907,524,18834,2293,2579,1090,529,385,9718,1798,64066,5098,59480,5325,208445,8238,2249789,16511,2007172,18600,1765083,20150,242089,10519,176877,8104,36616,4513,28596,4200,46467,3960,34092,3314,250,173,10068,1951,1736,811,321,271,7873,1643,39715,4552,37595,4177,110967,5617,2036236,18257,1848323,16900,1653908,14797,194415,8680,150249,7761,27084,3471,17082,2633,42354,3850,31880,3654,657,502,8766,1413,843,408,208,200,1845,612,24351,2761,21885,3161,97478,5258,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,673305,7037,545352,8139,455034,8127,90318,5317,65750,4396,14623,2420,9945,2106,41119,3576,40920,3584,199,126,0,185,0,185,0,185,9288,1575,28121,2532,19806,2515,29619,3070,367640,5783,297754,5503,257905,5234,39849,2904,29292,2230,5494,1173,5063,1421,18283,2309,18232,2303,51,66,0,185,0,185,0,185,6384,1181,16032,1997,13629,1939,15558,2465,305665,5301,247598,5704,197129,6031,50469,3856,36458,3276,9129,1686,4882,1028,22836,2314,22688,2321,148,109,0,185,0,185,0,185,2904,1035,12089,1818,6177,1360,14061,1757,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,673949,9425,594952,9321,531908,9894,63044,4879,48488,4627,8396,1478,6160,1556,4529,1104,4500,1101,0,193,0,193,16,28,13,22,6923,1488,21149,2288,8018,1393,38378,3045,369854,6324,323146,6356,287897,6477,35249,3360,26579,2832,4761,1248,3909,1120,2856,914,2827,911,0,193,0,193,16,28,13,22,5299,1223,13269,1906,5410,1057,19874,2593,304095,6780,271806,6477,244011,6723,27795,2925,21909,2806,3635,802,2251,1163,1673,629,1673,629,0,193,0,193,0,193,0,193,1624,577,7880,1195,2608,815,18504,1761,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5960853,22997,4878866,27226,4384980,27860,493886,11657,386484,10550,63790,4838,43612,3708,547271,13985,230516,9976,4199,1462,169730,6583,142185,6128,641,381,33096,2668,185702,8401,64970,4172,250948,8615,3129091,17902,2570694,18794,2311970,20153,258724,8884,199521,7619,34971,3319,24232,2754,271150,9176,103525,5899,2465,1062,87944,5432,76943,4274,273,219,24368,2302,99609,5953,39070,3068,124200,5475,2831762,16545,2308172,18752,2073010,18195,235162,8240,186963,7059,28819,3050,19380,2135,276121,9493,126991,7200,1734,839,81786,3847,65242,4250,368,314,8728,1260,86093,5103,25900,2339,126748,5854,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2913661,17619,2678921,18978,2418842,18155,260079,8370,207228,6978,29099,3267,23752,2533,29600,2776,28103,2634,363,314,256,243,831,515,47,68,14218,1978,58939,4231,33347,3372,98636,5088,1529940,12681,1400796,14034,1259348,12722,141448,6335,111944,5363,15518,2364,13986,2046,13418,2141,12750,1947,140,231,223,237,280,301,25,50,10480,1543,33156,3042,21984,2686,50106,4023,1383721,11973,1278125,12395,1159494,12225,118631,4809,95284,4551,13581,1730,9766,1301,16182,1962,15353,1822,223,207,33,54,551,427,22,44,3738,960,25783,2349,11363,1795,48530,3279,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1549841,9644,1386650,10152,1251692,11586,134958,5054,102467,4678,17643,1827,14848,1853,17172,2248,17003,2247,16,27,0,157,146,154,7,13,8741,1534,57029,3354,15848,1832,64401,3558,808482,6908,720957,7403,647822,7875,73135,3362,56085,2877,9516,1238,7534,1265,9260,1499,9160,1483,0,157,0,157,100,135,0,157,6117,1063,30745,2272,11296,1627,30107,2127,741359,6990,665693,7038,603870,7888,61823,3180,46382,2701,8127,1273,7314,1083,7912,1478,7843,1477,16,27,0,157,46,75,7,13,2624,1030,26284,1986,4552,1067,34294,2437,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1404005,10889,1286914,11885,1156572,11285,130342,5373,101108,4578,16750,1874,12484,2037,6744,1264,6355,1238,0,170,40,65,303,273,46,76,5307,1139,34350,2706,15284,1741,55406,3290,755760,7980,689431,8365,618969,8338,70462,3976,54366,3306,8659,1444,7437,1600,3628,1065,3402,1072,0,170,0,170,226,204,0,170,3893,1037,20294,2245,11411,1489,27103,2290,648245,7629,597483,8313,537603,8402,59880,3488,46742,2977,8091,1087,5047,1243,3116,761,2953,721,0,170,40,65,77,126,46,76,1414,509,14056,1512,3873,860,28303,2476,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1893943,15108,1752160,15325,1573114,16406,179046,6707,143314,6352,20321,2437,15411,2284,18267,2316,18104,2298,0,189,0,189,24,42,139,149,4266,1070,42430,3650,17059,1929,59761,4269,1010316,10031,931362,10023,831063,10684,100299,4276,78642,4350,11350,2027,10307,2098,7764,1447,7670,1447,0,189,0,189,24,42,70,85,2983,868,25159,2652,10709,1643,32339,3223,883627,9554,820798,10318,742051,10284,78747,4273,64672,3993,8971,1247,5104,957,10503,1626,10434,1626,0,189,0,189,0,189,69,117,1283,628,17271,2187,6350,1239,27422,2443,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1994143,15690,1839263,14489,1644426,14104,194837,9158,146431,7256,25091,2886,23315,3400,26900,3207,24937,3146,1194,478,122,155,0,203,647,451,11712,1901,34099,3054,34796,3497,47373,4325,1058735,11130,969318,10566,858862,10098,110456,6786,80162,5023,14536,2539,15758,3014,13500,2217,12246,2095,734,377,40,68,0,203,480,400,8988,1713,18863,2377,23926,2856,24140,2678,935408,9799,869945,9911,785564,9154,84381,4667,66269,4198,10555,1774,7557,1525,13400,1838,12691,1864,460,317,82,141,0,203,167,210,2724,722,15236,2109,10870,1957,23233,2861,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
