GEO_ID,C24080_001E,C24080_001M,C24080_002E,C24080_002M,C24080_003E,C24080_003M,C24080_004E,C24080_004M,C24080_005E,C24080_005M,C24080_006E,C24080_006M,C24080_007E,C24080_007M,C24080_008E,C24080_008M,C24080_009E,C24080_009M,C24080_010E,C24080_010M,C24080_011E,C24080_011M,C24080_012E,C24080_012M,C24080_013E,C24080_013M,C24080_014E,C24080_014M,C24080_015E,C24080_015M,C24080_016E,C24080_016M,C24080_017E,C24080_017M,C24080_018E,C24080_018M,C24080_019E,C24080_019M,NAME,C24080_001MA,C24080_001EA,C24080_002EA,C24080_002MA,C24080_003EA,C24080_003MA,C24080_004EA,C24080_004MA,C24080_005EA,C24080_005MA,C24080_006MA,C24080_006EA,C24080_007EA,C24080_007MA,C24080_008EA,C24080_008MA,C24080_009MA,C24080_009EA,C24080_010EA,C24080_010MA,C24080_011EA,C24080_011MA,C24080_012EA,C24080_012MA,C24080_013EA,C24080_013MA,C24080_014MA,C24080_014EA,C24080_015EA,C24080_015MA,C24080_016EA,C24080_016MA,C24080_017MA,C24080_017EA,C24080_018EA,C24080_018MA,C24080_019EA,C24080_019MA,state
0400000US01,2010934,16887,1053795,12624,794469,11968,754767,11425,39702,2776,41158,2978,55522,3419,49015,3579,42349,3422,71282,4634,957139,10689,649485,9925,636754,10207,12731,2092,89456,4998,72820,4756,76202,4174,30318,2874,38858,3711,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,352822,5552,190610,4233,126060,4250,119612,4136,6448,1295,12843,1855,13387,1746,14449,1745,11955,1681,11916,1538,162212,3399,87251,3520,83948,3519,3303,768,22342,1936,17613,1762,16438,1689,8982,1509,9586,1585,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2791546,16636,1489709,10551,1138837,11029,1067763,11497,71074,4413,63383,4431,88158,4956,51501,4077,49525,3616,98305,4999,1301837,13302,895376,12273,863686,11991,31690,2358,115078,5651,104649,5063,83746,3766,32819,2866,70169,4446,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1241828,12352,655176,7224,488535,6910,460723,6698,27812,2608,34792,3586,32060,2672,36380,2923,14791,2012,48618,4019,586652,8402,383437,6992,373126,6750,10311,1637,59576,3842,38955,3033,65459,3654,10913,1835,28312,2548,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17132696,40053,9285337,29717,7002598,37815,6610772,35787,391826,10344,428597,11369,504554,10358,294107,9352,207390,8053,848091,16022,7847359,28950,5235062,27727,5066807,28598,168255,6657,711465,13609,752267,13896,412773,10188,137284,6618,598508,15522,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2593798,15783,1390204,9509,1061375,11503,973548,11885,87827,4952,69887,3925,73620,4193,45784,3429,44848,3168,94690,5325,1203594,11162,802589,11543,759528,11325,43061,3219,129206,5525,106481,4317,57621,3060,30540,2336,77157,4327,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1771141,10471,912563,6843,690034,8192,644939,8490,45095,3268,56782,3710,49376,3088,31392,2822,16100,1858,68879,3869,858578,8591,564786,9638,548569,9406,16217,1991,112446,5157,81224,4328,41325,3575,10354,1422,48443,3305,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,430247,5961,218471,3712,164005,4339,153357,4173,10648,1422,16508,1996,6931,1097,14790,1685,6147,1457,10090,1843,211776,4130,147248,4547,143807,4321,3441,840,25278,2726,5902,1107,23524,2219,3906,1122,5918,1124,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,333111,4763,160992,3096,88865,3389,83440,3463,5425,1131,24323,2099,8308,1506,3596,1074,28378,2476,7522,1378,172119,3738,82068,4041,79359,4137,2709,766,39982,2733,8570,1241,2814,943,31684,2718,7001,1123,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8459990,34236,4398690,25807,3468529,26109,3118959,24906,349570,10585,185472,7222,254118,7729,109550,6200,103242,5551,277779,9092,4061300,23925,2934041,24418,2794895,23341,139146,6268,341086,10053,346915,9801,158743,6734,70132,5066,210383,7817,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
