GEO_ID,B19129_001E,B19129_001M,B19129_002E,B19129_002M,B19129_003E,B19129_003M,B19129_004E,B19129_004M,B19129_005E,B19129_005M,B19129_006E,B19129_006M,B19129_007E,B19129_007M,NAME,B19129_001MA,B19129_001EA,B19129_002EA,B19129_002MA,B19129_003EA,B19129_003MA,B19129_004MA,B19129_004EA,B19129_005MA,B19129_005EA,B19129_006MA,B19129_006EA,B19129_007MA,B19129_007EA,state
0400000US01,86125858400,1589857841,8561985900,356834814,26188712200,916365708,34737649000,1060227124,7081059900,485585275,7897872200,565406850,1658579200,211605509,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,16798534400,617745071,840567700,219254240,3923380400,382127930,7669009400,472547585,1582991000,251982612,2292590900,238701048,489995000,113979049,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,119679285700,1783193045,14345552000,504083777,35819852900,1272461114,45223142900,1189905369,9376096500,527113200,11762673300,656626495,3151967900,322643929,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,49256887200,952936048,5050194500,225465069,14366251700,609805786,20619437100,733469581,3959446600,366874652,4287567200,322412413,973990100,185299216,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,823373550100,5239453574,57022149100,1164683638,226818045900,2966833725,325862296600,3685810979,77052525500,1693501048,99428193600,2329274165,37190339500,1225907578,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,119080029200,1759754226,7989014000,462224834,32326915300,1087196388,54863158800,1359155954,9225482500,795860925,12288162000,684676055,2387296600,236806816,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,105361851000,2005324727,5933930400,380844742,27719826800,1269975059,45043553100,1370791318,8755606300,644771458,14918652800,877732583,2990281500,382191681,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,20328056300,674174919,1970850600,207440918,5096442500,372987128,8157932300,503453549,1964870100,355293061,2588497300,316642530,549463500,138961949,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,15282699200,943718407,623269400,112219601,3855536400,415338425,8148291000,781050778,1373238800,304689057,939347800,284919008,343015800,122502236,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,354905041900,3339028109,49611133600,1227867608,101206223100,2255282910,131902880600,2132394025,29972779400,977817591,32614952900,1350046907,9597072300,540223107,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,185899614000,2006793801,14740220200,689204599,54507804100,1379244393,79191256200,1506293443,15223400800,796255875,17324437500,1031832013,4912495200,399176811,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,30467932700,776042164,2346539500,336427421,7320060100,498988913,11138865100,606947882,2662882300,303890285,4684139100,395016655,2315446800,251543245,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,28715373900,837026948,2643308100,241104623,8217113100,488481139,12285959300,704914373,1993931500,202207252,3071515800,259831648,503546100,116496607,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,288922985400,2670487076,18916781800,593134029,72570951800,1684555360,123199225100,2098130005,23690126400,939712545,40701373300,1311122626,9844527000,630206909,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,122929315200,1632769954,9297869300,336342586,32424035500,1112132003,53767957100,1279365694,8977220700,455167694,15823861800,919743818,2638370800,312925017,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,65107443000,1122176720,4942206400,305360421,13981585800,671198579,32611571900,878221110,3795003100,259185583,8680984700,502661399,1096091000,174511291,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,60953969200,1517161339,3947991800,230235033,15655109300,946271321,28421975300,911159185,4287876300,411387407,7405573100,401025134,1235443400,153936864,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,79771553800,1409612554,7711777100,278350863,22066938700,849710311,33878476900,935346962,6249037500,521916426,8169435900,512030528,1695887600,251785546,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,84090869200,1449038959,5544808200,244377352,24623840800,766962908,35143590600,1233231895,7933761300,565872561,8548486800,585891640,2296381600,330659269,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,25378630100,695999943,2317576700,176856674,6259338400,441221200,11625224100,541170850,1658546400,225509755,3034756800,299684214,483187700,107910669,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,161168082700,2258161292,8203681300,383126055,37131716500,1335100848,71158059800,1738296361,15319876100,702638241,23235799800,1046116253,6118949200,464087189,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,178109249800,2430126096,9986666900,606462705,39722612200,1117440641,80571067500,1915873400,14904046700,882118316,27054640700,1049294325,5870215800,631991675,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,193167323700,1973112929,19654812400,531695629,51142411100,1127814898,78679392500,1419589499,14797218900,482552650,24200162800,818082414,4693326000,335451834,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,127909428800,1613524755,8486011100,376980504,26659133400,809817914,64638536000,1202140450,8140787700,398472473,17298743500,611935547,2686217000,292632185,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
