GEO_ID,B17007_001E,B17007_001M,B17007_002E,B17007_002M,B17007_003E,B17007_003M,B17007_004E,B17007_004M,B17007_005E,B17007_005M,B17007_006E,B17007_006M,B17007_007E,B17007_007M,B17007_008E,B17007_008M,B17007_009E,B17007_009M,B17007_010E,B17007_010M,B17007_011E,B17007_011M,B17007_012E,B17007_012M,B17007_013E,B17007_013M,B17007_014E,B17007_014M,B17007_015E,B17007_015M,B17007_016E,B17007_016M,B17007_017E,B17007_017M,B17007_018E,B17007_018M,B17007_019E,B17007_019M,B17007_020E,B17007_020M,B17007_021E,B17007_021M,B17007_022E,B17007_022M,B17007_023E,B17007_023M,B17007_024E,B17007_024M,B17007_025E,B17007_025M,B17007_026E,B17007_026M,B17007_027E,B17007_027M,B17007_028E,B17007_028M,B17007_029E,B17007_029M,B17007_030E,B17007_030M,B17007_031E,B17007_031M,B17007_032E,B17007_032M,B17007_033E,B17007_033M,B17007_034E,B17007_034M,B17007_035E,B17007_035M,B17007_036E,B17007_036M,B17007_037E,B17007_037M,B17007_038E,B17007_038M,B17007_039E,B17007_039M,B17007_040E,B17007_040M,B17007_041E,B17007_041M,B17007_042E,B17007_042M,B17007_043E,B17007_043M,NAME,B17007_001MA,B17007_001EA,B17007_002EA,B17007_002MA,B17007_003MA,B17007_003EA,B17007_004EA,B17007_004MA,B17007_005EA,B17007_005MA,B17007_006MA,B17007_006EA,B17007_007EA,B17007_007MA,B17007_008EA,B17007_008MA,B17007_009EA,B17007_009MA,B17007_010EA,B17007_010MA,B17007_011EA,B17007_011MA,B17007_012EA,B17007_012MA,B17007_013MA,B17007_013EA,B17007_014EA,B17007_014MA,B17007_015MA,B17007_015EA,B17007_016EA,B17007_016MA,B17007_017EA,B17007_017MA,B17007_018MA,B17007_018EA,B17007_019EA,B17007_019MA,B17007_020EA,B17007_020MA,B17007_021EA,B17007_021MA,B17007_022MA,B17007_022EA,B17007_023MA,B17007_023EA,B17007_024MA,B17007_024EA,B17007_025EA,B17007_025MA,B17007_026MA,B17007_026EA,B17007_027EA,B17007_027MA,B17007_028MA,B17007_028EA,B17007_029MA,B17007_029EA,B17007_030EA,B17007_030MA,B17007_031MA,B17007_031EA,B17007_032EA,B17007_032MA,B17007_033MA,B17007_033EA,B17007_034MA,B17007_034EA,B17007_035EA,B17007_035MA,B17007_036MA,B17007_036EA,B17007_037EA,B17007_037MA,B17007_038EA,B17007_038MA,B17007_039EA,B17007_039MA,B17007_040EA,B17007_040MA,B17007_041MA,B17007_041EA,B17007_042EA,B17007_042MA,B17007_043EA,B17007_043MA,state
0400000US01,802623,16883,258963,9403,115113,5889,769,419,964,637,28311,3483,19212,1969,13025,1978,16207,1904,22272,2373,8919,1393,5434,1157,143850,6393,539,362,1115,544,29990,3417,17859,2609,13135,2023,22594,2410,25151,2621,15557,1782,17910,1661,543660,13276,271610,9444,0,192,45,84,21145,3364,55504,4270,45638,3935,46367,3408,47775,3361,31180,2531,23956,1904,272050,7948,0,192,0,192,15356,2361,32560,3348,25594,2448,36294,2727,48896,3063,53326,2574,60024,2406,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,141727,5747,26629,2497,13542,1788,245,227,173,175,2550,919,2379,755,2041,461,2338,745,2723,690,474,309,619,494,13087,1323,113,143,166,102,3751,833,2966,806,779,320,2295,700,1851,569,624,306,542,429,115098,5279,69423,4035,0,147,4,10,8413,1575,16541,2157,12146,1984,12938,1779,12062,1256,5223,1222,2096,786,45675,2640,0,147,2,4,4433,974,8992,1451,5121,1156,6919,1091,9546,1235,5678,1080,4984,728,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1264426,17862,351990,11822,166826,7871,1143,543,4093,1393,39169,3903,32141,3129,20250,2699,26966,2990,29253,2801,8315,1206,5496,1094,185164,7740,1245,726,3620,1132,45846,4472,30512,3696,17815,2703,26025,2636,26549,2603,16550,2186,17002,2117,912436,14058,474414,9829,0,203,71,117,43886,4112,119246,5735,78784,4095,78363,5218,65862,3666,51919,3501,36283,2268,438022,9374,0,203,0,203,30992,2887,70979,4766,46535,3766,61877,4098,78303,3891,68822,3109,80514,3294,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,523160,13051,172532,8727,78543,5388,200,180,2047,853,19421,3196,11006,2036,9574,1613,13781,1714,14203,1897,4901,1019,3410,781,93989,6279,158,176,1535,607,21741,2870,12423,1976,8940,2076,13554,2092,13849,1732,9575,1427,12214,1540,350628,10062,175043,6484,0,192,161,227,16582,2295,38137,3470,26242,3103,29198,2738,30306,2577,20250,1820,14167,1431,175585,6625,0,192,0,192,15707,2289,22359,3339,16893,2685,22700,2266,29645,2069,32463,2247,35818,2343,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6796336,51677,1951680,24499,897491,16531,7003,1364,13899,2510,206441,9351,190072,8715,124457,6002,130081,6232,132439,5341,52172,3527,40927,2955,1054189,16882,6596,1367,14215,1989,245329,9403,191584,7402,119651,6171,129336,5907,140634,5918,85974,4288,120870,5351,4844656,45399,2546248,33745,39,46,557,376,184042,9292,717840,18151,467257,11044,414564,11331,362817,10554,228181,6913,170951,5638,2298408,23745,33,55,92,109,152662,7107,481614,10911,276889,9730,315839,8656,371119,8041,318635,6690,381525,7472,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1096231,18182,259897,7460,117745,5983,483,316,1754,618,40099,3697,22408,2733,12198,2006,15237,1980,17246,2063,5501,1133,2819,758,142152,5350,1388,707,1190,493,47308,3103,23781,2559,10499,1868,16892,2342,19985,2190,8992,1272,12117,1365,836334,15545,447200,11211,90,146,69,90,42916,3340,132107,5316,80843,5034,70166,4571,63013,3873,35982,2146,22014,1792,389134,8711,67,78,0,195,33499,3292,85523,3712,44508,3411,49334,2972,67899,3538,54282,3120,54022,2353,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,644133,12755,141467,6961,66635,4942,383,253,493,309,11440,1864,12760,2234,7799,1221,14149,1991,11369,1941,5056,1204,3186,836,74832,4164,122,165,1274,599,13166,2241,10735,2011,6027,1353,11384,1851,13211,1874,8389,1257,10524,1329,502666,11827,243599,6602,0,201,25,41,13852,2114,55896,3477,34082,3489,47025,3163,43866,3005,26206,2113,22647,1751,259067,7823,0,201,156,199,11413,2007,41609,3068,25213,2618,36265,2427,45748,2792,41388,2555,57275,2588,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,169633,6183,40564,3850,18544,2974,80,140,281,262,4280,1253,2749,1032,1853,808,3505,934,3672,976,1193,532,931,404,22020,2280,53,67,453,360,3371,1042,3745,1183,2945,1017,3615,997,3421,880,2248,655,2169,654,129069,5070,62820,3700,0,189,0,189,5018,1141,15807,2032,10312,1600,10090,1410,10132,1198,6442,976,5019,771,66249,3201,0,189,0,189,5255,1276,10120,1520,6625,1363,9882,1633,11492,1720,11627,1141,11248,1073,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,236911,6809,52689,3677,24054,2497,0,203,275,280,6492,1483,4459,987,1640,525,4525,1007,3362,742,2370,715,931,389,28635,2545,0,203,350,314,6760,1539,6453,1434,2671,872,2912,855,3829,883,2257,654,3403,797,184222,6360,87507,4233,0,203,0,203,4724,951,33830,2256,16088,1959,13545,1692,11205,1247,4939,871,3176,645,96715,3827,0,203,0,203,8780,1515,39489,2052,14805,1698,8299,1254,10225,1333,8133,961,6984,1176,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3899049,35724,1105246,17368,510270,14390,1725,821,4854,1131,94080,6255,84948,5619,68729,5988,89307,5386,96299,5334,42198,3700,28130,2700,594976,11907,3659,1173,6824,1479,108102,6147,84139,5853,62008,4431,87286,5582,92004,4980,71344,4132,79610,4749,2793803,29517,1410335,21529,0,218,133,161,81575,5093,294292,11114,229942,9588,264151,10476,221467,7813,173348,6376,145427,5220,1383468,17031,0,218,123,132,79078,5213,197596,7767,129706,6916,193466,6864,234858,7068,243012,7510,305629,7660,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
