GEO_ID,B22005H_001E,B22005H_001M,B22005H_002E,B22005H_002M,B22005H_003E,B22005H_003M,NAME,B22005H_001EA,B22005H_001MA,B22005H_002EA,B22005H_002MA,B22005H_003EA,B22005H_003MA,state
0400000US01,1261458,9040,125750,5216,1135708,8608,Alabama,null,null,null,null,null,null,01
0400000US02,175887,2831,10434,1458,165453,3287,Alaska,null,null,null,null,null,null,02
0400000US04,1612773,9666,133476,5485,1479297,10253,Arizona,null,null,null,null,null,null,04
0400000US05,876376,6199,105716,4824,770660,7102,Arkansas,null,null,null,null,null,null,05
0400000US06,6321345,17380,318734,9403,6002611,18854,California,null,null,null,null,null,null,06
0400000US08,1528365,7645,87449,4604,1440916,8303,Colorado,null,null,null,null,null,null,08
0400000US09,1002969,6551,73188,3672,929781,7324,Connecticut,null,null,null,null,null,null,09
0400000US10,235718,3006,20114,2316,215604,3444,Delaware,null,null,null,null,null,null,10
0400000US11,110101,2547,1358,477,108743,2637,District of Columbia,null,null,null,null,null,null,11
0400000US12,4638445,20176,427943,10377,4210502,21549,Florida,null,null,null,null,null,null,12
0400000US13,2107325,11709,210278,6915,1897047,13411,Georgia,null,null,null,null,null,null,13
0400000US15,140589,2747,11232,1682,129357,2907,Hawaii,null,null,null,null,null,null,15
0400000US16,516994,5192,58128,4015,458866,5333,Idaho,null,null,null,null,null,null,16
0400000US17,3345445,11677,262891,6459,3082554,12551,Illinois,null,null,null,null,null,null,17
0400000US18,2095906,9212,217868,7242,1878038,9978,Indiana,null,null,null,null,null,null,18
0400000US19,1128156,6332,119597,4676,1008559,7689,Iowa,null,null,null,null,null,null,19
0400000US20,916154,5191,73884,3228,842270,5777,Kansas,null,null,null,null,null,null,20
0400000US21,1501073,8475,238983,6146,1262090,10054,Kentucky,null,null,null,null,null,null,21
0400000US22,1095138,8534,106697,5648,988441,9448,Louisiana,null,null,null,null,null,null,22
0400000US23,524584,5248,91676,4249,432908,5817,Maine,null,null,null,null,null,null,23
0400000US24,1253845,7821,81472,3948,1172373,8374,Maryland,null,null,null,null,null,null,24
0400000US25,2018300,8929,175924,5939,1842376,8663,Massachusetts,null,null,null,null,null,null,25
0400000US26,3048515,9429,388606,7902,2659909,11033,Michigan,null,null,null,null,null,null,26
0400000US27,1852018,6675,123426,4969,1728592,8046,Minnesota,null,null,null,null,null,null,27
0400000US28,667853,5942,71004,4404,596849,6459,Mississippi,null,null,null,null,null,null,28
0400000US29,1971499,8021,218544,7651,1752955,9564,Missouri,null,null,null,null,null,null,29
0400000US30,370962,3787,34192,2738,336770,3506,Montana,null,null,null,null,null,null,30
0400000US31,630649,4183,44040,2838,586609,4850,Nebraska,null,null,null,null,null,null,31
0400000US32,623268,4852,51684,2910,571584,5007,Nevada,null,null,null,null,null,null,32
0400000US33,486669,4053,39251,3044,447418,4416,New Hampshire,null,null,null,null,null,null,33
0400000US34,2001189,9086,91234,3597,1909955,8735,New Jersey,null,null,null,null,null,null,34
0400000US35,368265,5137,31613,2479,336652,5421,New Mexico,null,null,null,null,null,null,35
0400000US36,4579793,13146,406027,9304,4173766,15570,New York,null,null,null,null,null,null,36
0400000US37,2611001,12225,249698,7488,2361303,14067,North Carolina,null,null,null,null,null,null,37
0400000US38,270915,2725,15353,1976,255562,3150,North Dakota,null,null,null,null,null,null,38
0400000US39,3770251,12407,449100,9486,3321151,15143,Ohio,null,null,null,null,null,null,39
0400000US40,1070180,6211,121978,4508,948202,6522,Oklahoma,null,null,null,null,null,null,40
0400000US41,1275629,8046,224195,6595,1051434,8459,Oregon,null,null,null,null,null,null,41
0400000US42,4070764,12924,364139,9135,3706625,14438,Pennsylvania,null,null,null,null,null,null,42
0400000US44,327332,3803,37364,2885,289968,4233,Rhode Island,null,null,null,null,null,null,44
0400000US45,1217230,7827,121601,6008,1095629,8846,South Carolina,null,null,null,null,null,null,45
0400000US46,294998,3100,26910,2007,268088,3701,South Dakota,null,null,null,null,null,null,46
0400000US47,1948777,11318,267870,7260,1680907,13457,Tennessee,null,null,null,null,null,null,47
0400000US48,4765847,15462,317455,9101,4448392,16239,Texas,null,null,null,null,null,null,48
0400000US49,760142,4588,58073,3176,702069,6031,Utah,null,null,null,null,null,null,49
0400000US50,242868,2521,35736,2192,207132,2956,Vermont,null,null,null,null,null,null,50
0400000US51,2113244,9956,138858,4844,1974386,10362,Virginia,null,null,null,null,null,null,51
0400000US53,2060481,10822,250639,7948,1809842,12337,Washington,null,null,null,null,null,null,53
0400000US54,698299,5179,109100,4878,589199,5977,West Virginia,null,null,null,null,null,null,54
0400000US55,1994480,7404,197120,5537,1797360,8158,Wisconsin,null,null,null,null,null,null,55
0400000US56,199121,3288,10111,1443,189010,3596,Wyoming,null,null,null,null,null,null,56
0400000US72,8674,1412,1609,685,7065,1287,Puerto Rico,null,null,null,null,null,null,72
