GEO_ID,C08528_001E,C08528_001M,C08528_002E,C08528_002M,C08528_003E,C08528_003M,C08528_004E,C08528_004M,C08528_005E,C08528_005M,C08528_006E,C08528_006M,C08528_007E,C08528_007M,C08528_008E,C08528_008M,C08528_009E,C08528_009M,C08528_010E,C08528_010M,C08528_011E,C08528_011M,C08528_012E,C08528_012M,C08528_013E,C08528_013M,C08528_014E,C08528_014M,C08528_015E,C08528_015M,C08528_016E,C08528_016M,C08528_017E,C08528_017M,C08528_018E,C08528_018M,C08528_019E,C08528_019M,C08528_020E,C08528_020M,C08528_021E,C08528_021M,C08528_022E,C08528_022M,C08528_023E,C08528_023M,C08528_024E,C08528_024M,C08528_025E,C08528_025M,C08528_026E,C08528_026M,C08528_027E,C08528_027M,C08528_028E,C08528_028M,C08528_029E,C08528_029M,C08528_030E,C08528_030M,NAME,C08528_001EA,C08528_001MA,C08528_002EA,C08528_002MA,C08528_003MA,C08528_003EA,C08528_004EA,C08528_004MA,C08528_005EA,C08528_005MA,C08528_006MA,C08528_006EA,C08528_007EA,C08528_007MA,C08528_008EA,C08528_008MA,C08528_009MA,C08528_009EA,C08528_010EA,C08528_010MA,C08528_011MA,C08528_011EA,C08528_012EA,C08528_012MA,C08528_013EA,C08528_013MA,C08528_014MA,C08528_014EA,C08528_015EA,C08528_015MA,C08528_016MA,C08528_016EA,C08528_017MA,C08528_017EA,C08528_018EA,C08528_018MA,C08528_019EA,C08528_019MA,C08528_020MA,C08528_020EA,C08528_021EA,C08528_021MA,C08528_022MA,C08528_022EA,C08528_023MA,C08528_023EA,C08528_024EA,C08528_024MA,C08528_025MA,C08528_025EA,C08528_026EA,C08528_026MA,C08528_027EA,C08528_027MA,C08528_028EA,C08528_028MA,C08528_029MA,C08528_029EA,C08528_030MA,C08528_030EA,state
0400000US01,1932727,18015,1508599,15987,318403,9635,102422,5987,3303,1052,1666104,16636,1312992,15240,279606,8443,71284,4587,2222,907,166532,7567,128393,6257,27333,3338,10552,2109,254,215,9328,1493,6607,1220,2281,811,409,312,31,51,40708,3859,29273,3388,6085,1093,5171,1220,179,144,50055,3837,31334,2786,3098,924,15006,2404,617,399,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,366809,5441,249361,6252,96971,4540,19987,2339,490,277,240883,6349,165692,6538,65345,3861,9647,1549,199,142,47159,3880,31183,3392,13387,1846,2573,800,16,21,6712,1189,5599,1056,1084,520,29,41,0,147,56684,4082,39066,3553,15261,1346,2351,619,6,11,15371,2129,7821,1703,1894,638,5387,1162,269,218,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2727448,17333,2154967,16122,410805,9614,156973,7115,4703,1072,2080926,16932,1662257,14698,319679,8603,96339,5719,2651,810,300368,12248,233475,10232,49579,3763,16449,2486,865,488,64758,5527,53769,5506,9343,1785,1621,605,25,44,131049,7063,99417,6463,23165,2234,7874,1626,593,588,150347,7170,106049,5890,9039,1483,34690,3458,569,296,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1225755,12155,954171,10236,197218,6768,72716,4354,1650,631,1023919,11729,807883,10177,168767,6480,46225,3167,1044,475,124218,6827,94726,6202,19990,2146,9342,1699,160,171,5754,1314,3724,1080,1741,771,289,287,0,192,37275,3119,29812,2970,4492,988,2798,966,173,230,34589,3457,18026,2217,2228,777,14062,2288,273,205,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16740038,39419,12995216,48352,2346391,24166,1371255,23592,27176,2467,12262665,43018,9686020,44540,1749685,20560,813006,17386,13954,1491,1824947,24455,1434828,23792,243025,8404,141633,6925,5461,1241,886923,17701,720015,15896,117562,6465,48548,3458,798,359,887670,18034,677209,15839,143801,6234,65062,4357,1598,595,877833,17079,477144,11903,92318,5692,303006,10141,5365,1134,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2564044,16271,2017182,15399,381122,8023,161139,7205,4601,1158,1917766,18291,1524296,16502,297556,7889,93042,5986,2872,932,247383,8812,194651,7786,36552,3008,15838,2519,342,207,85858,4515,72103,3943,12140,1605,1457,642,158,193,135417,5899,100664,5388,26082,2396,8311,1356,360,305,177620,7065,125468,6156,8792,1494,42491,3232,869,459,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1719042,11585,1381161,13244,226375,7387,108590,5232,2916,905,1362261,13434,1097177,13305,195289,7099,68145,4164,1650,644,146064,6905,120925,6275,14209,1925,10349,2102,581,478,61529,4431,55991,4166,3628,902,1878,826,32,52,74059,4641,59619,4570,8901,1404,5267,1250,272,320,75129,4216,47449,3465,4348,944,22951,2411,381,269,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,424042,7520,347390,6986,60863,4273,15316,1960,473,301,344378,8116,281931,7219,52953,4003,9339,1533,155,161,38007,3569,32534,3324,4450,1020,860,530,163,143,11755,1913,10435,1849,1151,470,66,106,103,182,14056,1975,11125,1853,1560,601,1319,966,52,88,15846,1986,11365,1647,749,324,3732,1113,0,189,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,799166,13648,492453,9700,280765,7487,25174,2710,774,539,333043,10568,201631,7596,118626,6234,12511,2084,275,248,72349,4666,43327,4009,26927,2497,2044,629,51,83,306122,8284,184741,7160,116181,4389,4939,1272,261,361,73178,4633,53281,3717,17220,2147,2490,781,187,297,14474,2265,9473,1673,1811,863,3190,931,0,203,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8313689,34529,6779996,37437,1063405,16000,459210,11904,11078,1617,6628307,35438,5433795,33619,901695,13993,287686,9880,5131,1071,783491,19087,648835,17866,90279,5834,42291,4669,2086,679,174603,7504,144694,7238,16848,2300,12988,2271,73,86,303107,10722,249536,10400,29131,3344,23200,2670,1240,547,424181,12099,303136,10180,25452,3632,93045,5834,2548,1051,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
