GEO_ID,B13002G_001E,B13002G_001M,B13002G_002E,B13002G_002M,B13002G_003E,B13002G_003M,B13002G_004E,B13002G_004M,B13002G_005E,B13002G_005M,B13002G_006E,B13002G_006M,B13002G_007E,B13002G_007M,NAME,B13002G_001MA,B13002G_001EA,B13002G_002EA,B13002G_002MA,B13002G_003MA,B13002G_003EA,B13002G_004EA,B13002G_004MA,B13002G_005MA,B13002G_005EA,B13002G_006MA,B13002G_006EA,B13002G_007MA,B13002G_007EA,state
0400000US01,16424,2426,651,450,573,453,78,84,15773,2385,5792,1250,9981,1683,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,14599,1632,785,429,451,316,334,260,13814,1611,4561,997,9253,1455,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,49076,4201,3018,811,1856,674,1162,525,46058,4125,14230,1709,31828,3439,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,12627,1503,95,77,95,77,0,192,12532,1502,4599,1016,7933,1377,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,411581,10943,19214,2281,11481,1639,7733,1680,392367,10499,120289,5210,272078,8468,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,43286,3527,2130,874,834,478,1296,711,41156,3552,15494,1984,25662,2727,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,23410,2756,919,504,337,266,582,411,22491,2633,5718,1102,16773,2416,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,4871,1241,141,221,0,189,141,221,4730,1253,1356,567,3374,976,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,6374,1158,201,171,148,143,53,87,6173,1147,1410,616,4763,1025,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,104594,6740,6093,1729,3405,1279,2688,1021,98501,6450,30764,3765,67737,5632,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,49811,4526,2937,785,2002,596,935,572,46874,4378,14591,2137,32283,4005,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,82758,4060,4997,1302,2598,882,2399,991,77761,4026,26504,2410,51257,3492,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,8544,1781,151,146,136,146,15,30,8393,1764,2844,953,5549,1254,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,69014,4640,2881,730,1501,623,1380,546,66133,4548,15771,2058,50362,4101,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,29399,2649,1830,733,651,377,1179,569,27569,2766,8754,1506,18815,2449,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,10135,1705,375,261,168,164,207,198,9760,1619,2478,829,7282,1412,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,19454,1993,1680,631,781,367,899,462,17774,1960,6773,1223,11001,1626,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,17653,1852,1155,586,934,561,221,202,16498,1876,5912,1302,10586,1651,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,17907,2552,736,456,148,186,588,433,17171,2490,4984,1217,12187,2126,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,6288,1162,455,369,21,33,434,365,5833,1189,1908,558,3925,901,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,37148,3641,2093,838,1123,478,970,688,35055,3490,11386,1899,23669,2545,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,50109,3540,3493,1107,2031,732,1462,818,46616,3422,14244,1917,32372,2733,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,65895,3658,3755,920,1928,566,1827,700,62140,3582,16190,1615,45950,3297,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,30539,2642,1785,497,638,234,1147,477,28754,2572,7687,1308,21067,2389,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
