GEO_ID,B10001_001E,B10001_001M,B10001_002E,B10001_002M,B10001_003E,B10001_003M,B10001_004E,B10001_004M,NAME,B10001_001MA,B10001_001EA,B10001_002MA,B10001_002EA,B10001_003EA,B10001_003MA,B10001_004MA,B10001_004EA,state
0400000US01,117763,7012,52446,4456,38620,3601,26697,2594,Alabama,null,null,null,null,null,null,null,null,01
0400000US02,15681,2979,7833,1651,5446,1517,2402,767,Alaska,null,null,null,null,null,null,null,null,02
0400000US04,130057,8284,60015,4949,41805,4160,28237,2751,Arizona,null,null,null,null,null,null,null,null,04
0400000US05,61390,5418,26124,3212,19107,2725,16159,2356,Arkansas,null,null,null,null,null,null,null,null,05
0400000US06,778088,22060,387284,14893,232328,8993,158476,7581,California,null,null,null,null,null,null,null,null,06
0400000US08,77836,6348,35242,3492,25136,3245,17458,2226,Colorado,null,null,null,null,null,null,null,null,08
0400000US09,45178,3617,19040,2206,15703,1932,10435,1543,Connecticut,null,null,null,null,null,null,null,null,09
0400000US10,19775,3030,8032,1719,6118,1540,5625,1271,Delaware,null,null,null,null,null,null,null,null,10
0400000US11,10925,1988,5558,1376,2950,992,2417,715,District of Columbia,null,null,null,null,null,null,null,null,11
0400000US12,347420,12358,164886,8519,107172,5803,75362,5153,Florida,null,null,null,null,null,null,null,null,12
0400000US13,213417,12224,96280,6620,64781,5186,52356,4988,Georgia,null,null,null,null,null,null,null,null,13
0400000US15,47679,3902,21179,2198,14850,1997,11650,1712,Hawaii,null,null,null,null,null,null,null,null,15
0400000US16,21621,3375,9541,1804,7554,1633,4526,1275,Idaho,null,null,null,null,null,null,null,null,16
0400000US17,218089,10753,96933,5931,70696,4669,50460,3971,Illinois,null,null,null,null,null,null,null,null,17
0400000US18,113444,7318,52937,5434,34083,2980,26424,2434,Indiana,null,null,null,null,null,null,null,null,18
0400000US19,34008,3795,17102,2668,8928,1263,7978,1647,Iowa,null,null,null,null,null,null,null,null,19
0400000US20,39556,4302,18430,2562,11965,2008,9161,1515,Kansas,null,null,null,null,null,null,null,null,20
0400000US21,89144,6605,36684,3547,30678,2916,21782,3047,Kentucky,null,null,null,null,null,null,null,null,21
0400000US22,121746,7905,51663,3956,39765,5193,30318,3030,Louisiana,null,null,null,null,null,null,null,null,22
0400000US23,17117,2295,6825,1446,5996,1242,4296,1012,Maine,null,null,null,null,null,null,null,null,23
0400000US24,111665,7331,54419,4880,33687,2994,23559,2518,Maryland,null,null,null,null,null,null,null,null,24
0400000US25,84692,5579,42346,3636,25140,2876,17206,2104,Massachusetts,null,null,null,null,null,null,null,null,25
0400000US26,146730,7312,70921,5270,41087,3135,34722,3086,Michigan,null,null,null,null,null,null,null,null,26
0400000US27,50291,3597,24042,2437,15017,1683,11232,1315,Minnesota,null,null,null,null,null,null,null,null,27
0400000US28,92971,6782,44584,3964,26847,3205,21540,3013,Mississippi,null,null,null,null,null,null,null,null,28
0400000US29,103100,7372,46995,4138,30777,3394,25328,3214,Missouri,null,null,null,null,null,null,null,null,29
0400000US30,13285,2019,6157,1274,4086,912,3042,846,Montana,null,null,null,null,null,null,null,null,30
0400000US31,20582,3009,9304,1866,6566,1293,4712,1067,Nebraska,null,null,null,null,null,null,null,null,31
0400000US32,45288,5206,20700,3268,13546,2190,11042,1725,Nevada,null,null,null,null,null,null,null,null,32
0400000US33,15046,2321,8457,1770,4338,1225,2251,713,New Hampshire,null,null,null,null,null,null,null,null,33
0400000US34,131546,7043,61282,4541,38828,3581,31436,2963,New Jersey,null,null,null,null,null,null,null,null,34
0400000US35,53254,4945,24701,2850,15801,2097,12752,2411,New Mexico,null,null,null,null,null,null,null,null,35
0400000US36,322377,10541,165354,5535,90733,6236,66290,4321,New York,null,null,null,null,null,null,null,null,36
0400000US37,182021,8865,79136,5662,58418,4568,44467,3518,North Carolina,null,null,null,null,null,null,null,null,37
0400000US38,8341,1727,3765,1111,2748,815,1828,680,North Dakota,null,null,null,null,null,null,null,null,38
0400000US39,185588,9153,83642,4667,55970,4793,45976,3655,Ohio,null,null,null,null,null,null,null,null,39
0400000US40,76948,4399,34230,2525,24675,2494,18043,1909,Oklahoma,null,null,null,null,null,null,null,null,40
0400000US41,49681,4999,21340,3003,15686,2005,12655,1996,Oregon,null,null,null,null,null,null,null,null,41
0400000US42,193695,10312,97869,6251,56110,3987,39716,4161,Pennsylvania,null,null,null,null,null,null,null,null,42
0400000US44,12303,2128,6054,1291,3517,1157,2732,1110,Rhode Island,null,null,null,null,null,null,null,null,44
0400000US45,116991,8277,49627,4523,39007,4260,28357,2720,South Carolina,null,null,null,null,null,null,null,null,45
0400000US46,13784,1683,5697,812,5582,1260,2505,632,South Dakota,null,null,null,null,null,null,null,null,46
0400000US47,137310,6676,59829,4032,42684,3558,34797,3317,Tennessee,null,null,null,null,null,null,null,null,47
0400000US48,644989,18561,306839,11454,198137,9851,140013,8332,Texas,null,null,null,null,null,null,null,null,48
0400000US49,49770,5152,22837,2798,16118,2459,10815,1735,Utah,null,null,null,null,null,null,null,null,49
0400000US50,7385,1704,3885,1116,2198,567,1302,464,Vermont,null,null,null,null,null,null,null,null,50
0400000US51,138813,8085,63955,4264,43582,3730,31276,3458,Virginia,null,null,null,null,null,null,null,null,51
0400000US53,82832,6203,37628,4154,27692,2853,17512,2519,Washington,null,null,null,null,null,null,null,null,53
0400000US54,32138,3516,12941,1950,10887,1816,8310,1743,West Virginia,null,null,null,null,null,null,null,null,54
0400000US55,61568,4590,28700,2850,19622,2376,13246,1583,Wisconsin,null,null,null,null,null,null,null,null,55
0400000US56,7239,1698,2828,907,2205,734,2206,992,Wyoming,null,null,null,null,null,null,null,null,56
0400000US72,110759,8061,48371,4302,29876,3523,32512,3261,Puerto Rico,null,null,null,null,null,null,null,null,72
