GEO_ID,C08128_001E,C08128_001M,C08128_002E,C08128_002M,C08128_003E,C08128_003M,C08128_004E,C08128_004M,C08128_005E,C08128_005M,C08128_006E,C08128_006M,C08128_007E,C08128_007M,C08128_008E,C08128_008M,C08128_009E,C08128_009M,C08128_010E,C08128_010M,C08128_011E,C08128_011M,C08128_012E,C08128_012M,C08128_013E,C08128_013M,C08128_014E,C08128_014M,C08128_015E,C08128_015M,C08128_016E,C08128_016M,C08128_017E,C08128_017M,C08128_018E,C08128_018M,C08128_019E,C08128_019M,C08128_020E,C08128_020M,C08128_021E,C08128_021M,C08128_022E,C08128_022M,C08128_023E,C08128_023M,C08128_024E,C08128_024M,C08128_025E,C08128_025M,C08128_026E,C08128_026M,C08128_027E,C08128_027M,C08128_028E,C08128_028M,C08128_029E,C08128_029M,C08128_030E,C08128_030M,NAME,C08128_001EA,C08128_001MA,C08128_002EA,C08128_002MA,C08128_003MA,C08128_003EA,C08128_004EA,C08128_004MA,C08128_005EA,C08128_005MA,C08128_006MA,C08128_006EA,C08128_007EA,C08128_007MA,C08128_008EA,C08128_008MA,C08128_009EA,C08128_009MA,C08128_010EA,C08128_010MA,C08128_011EA,C08128_011MA,C08128_012EA,C08128_012MA,C08128_013EA,C08128_013MA,C08128_014MA,C08128_014EA,C08128_015EA,C08128_015MA,C08128_016EA,C08128_016MA,C08128_017MA,C08128_017EA,C08128_018EA,C08128_018MA,C08128_019MA,C08128_019EA,C08128_020EA,C08128_020MA,C08128_021MA,C08128_021EA,C08128_022EA,C08128_022MA,C08128_023MA,C08128_023EA,C08128_024EA,C08128_024MA,C08128_025MA,C08128_025EA,C08128_026MA,C08128_026EA,C08128_027EA,C08128_027MA,C08128_028MA,C08128_028EA,C08128_029MA,C08128_029EA,C08128_030EA,C08128_030MA,state
0400000US01,1983610,17231,1547911,15629,329133,9485,103257,5949,3309,1041,1713067,16092,1348719,15279,289845,8435,72310,4558,2193,906,169281,7633,130999,6247,27811,3301,10182,1956,289,220,9592,1522,6840,1246,2318,804,403,315,31,51,41615,3929,30019,3419,6061,1092,5356,1227,179,144,50055,3837,31334,2786,3098,924,15006,2404,617,399,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,357776,5366,241841,6144,95678,4512,19767,2381,490,277,238572,6380,163935,6503,64921,3936,9517,1562,199,142,46463,3762,30559,3356,13362,1846,2526,798,16,21,6589,1186,5496,1055,1084,520,9,21,0,147,50781,3871,34030,3373,14417,1283,2328,637,6,11,15371,2129,7821,1703,1894,638,5387,1162,269,218,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2754451,16364,2177018,15579,413775,9543,158988,7300,4670,1070,2100376,17326,1678647,15182,321714,8717,97374,5886,2641,813,304044,12325,236117,10220,50075,3821,17010,2548,842,486,64986,5490,54049,5463,9371,1800,1541,573,25,44,134698,7413,102156,6460,23576,2380,8373,1648,593,588,150347,7170,106049,5890,9039,1483,34690,3458,569,296,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1223214,12038,950020,10318,198344,6630,73221,4325,1629,631,1020341,11819,803365,10306,169060,6332,46928,3178,988,467,124069,6716,94260,6256,20383,2273,9231,1644,195,184,5803,1288,3863,1002,1701,759,239,282,0,192,38412,3101,30506,2948,4972,1125,2761,957,173,230,34589,3457,18026,2217,2228,777,14062,2288,273,205,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16745843,39207,13001261,47713,2344816,24176,1372695,23992,27071,2470,12260080,42986,9684066,44223,1748802,20450,813363,17497,13849,1500,1825475,24341,1436156,23612,242400,8547,141458,6864,5461,1241,889921,17947,722835,16133,117653,6493,48635,3462,798,359,892534,18223,681060,15659,143643,6042,66233,4336,1598,595,877833,17079,477144,11903,92318,5692,303006,10141,5365,1134,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2577184,15140,2027542,15046,383334,8193,161707,7132,4601,1158,1923952,17524,1529131,15867,298410,8010,93539,5947,2872,932,250316,8641,197442,7602,36602,3020,15930,2562,342,207,86249,4528,72323,3948,12311,1614,1457,642,158,193,139047,5633,103178,5055,27219,2594,8290,1372,360,305,177620,7065,125468,6156,8792,1494,42491,3232,869,459,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1736156,10689,1393003,12771,229319,6928,110881,5486,2953,907,1353252,13031,1087183,12916,195638,6655,68757,4420,1674,633,143902,6763,118203,6301,14764,1921,10341,2022,594,481,89137,5194,80566,4987,5416,1100,3123,1037,32,52,74736,4683,59602,4512,9153,1472,5709,1284,272,320,75129,4216,47449,3465,4348,944,22951,2411,381,269,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,423542,6339,345169,6460,62797,4005,15313,2031,263,203,340270,7136,277089,6491,54090,3734,8944,1571,147,160,38451,3555,32636,3211,4677,1103,1074,594,64,84,14919,2159,12993,2048,1708,608,218,191,0,189,14056,1969,11086,1771,1573,587,1345,1014,52,88,15846,1986,11365,1647,749,324,3732,1113,0,189,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,330087,4834,230826,4964,85106,4165,13915,1820,240,312,106657,5460,71928,4031,30089,2906,4640,1089,0,203,17512,2064,11430,1658,5260,959,769,438,53,85,127045,5859,89242,5252,34574,2881,3229,1115,0,203,64399,4235,48753,3650,13372,1839,2087,717,187,297,14474,2265,9473,1673,1811,863,3190,931,0,203,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8353263,33034,6813363,35510,1067710,15827,461050,11899,11140,1632,6652563,35087,5453990,32649,904156,14130,289196,9861,5221,1081,786821,18680,651206,17678,91191,5766,42366,4665,2058,678,175495,7663,145563,7317,16803,2360,13056,2272,73,86,314203,10765,259468,10458,30108,3235,23387,2677,1240,547,424181,12099,303136,10180,25452,3632,93045,5834,2548,1051,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
