GEO_ID,C27006_001E,C27006_001M,C27006_002E,C27006_002M,C27006_003E,C27006_003M,C27006_004E,C27006_004M,C27006_005E,C27006_005M,C27006_006E,C27006_006M,C27006_007E,C27006_007M,C27006_008E,C27006_008M,C27006_009E,C27006_009M,C27006_010E,C27006_010M,C27006_011E,C27006_011M,C27006_012E,C27006_012M,C27006_013E,C27006_013M,C27006_014E,C27006_014M,C27006_015E,C27006_015M,C27006_016E,C27006_016M,C27006_017E,C27006_017M,C27006_018E,C27006_018M,C27006_019E,C27006_019M,C27006_020E,C27006_020M,C27006_021E,C27006_021M,NAME,C27006_001EA,C27006_001MA,C27006_002EA,C27006_002MA,C27006_003EA,C27006_003MA,C27006_004MA,C27006_004EA,C27006_005MA,C27006_005EA,C27006_006MA,C27006_006EA,C27006_007EA,C27006_007MA,C27006_008MA,C27006_008EA,C27006_009MA,C27006_009EA,C27006_010MA,C27006_010EA,C27006_011EA,C27006_011MA,C27006_012EA,C27006_012MA,C27006_013EA,C27006_013MA,C27006_014MA,C27006_014EA,C27006_015MA,C27006_015EA,C27006_016MA,C27006_016EA,C27006_017EA,C27006_017MA,C27006_018EA,C27006_018MA,C27006_019MA,C27006_019EA,C27006_020EA,C27006_020MA,C27006_021MA,C27006_021EA,state
0400000US01,4755381,1814,2284668,5599,563117,4269,5497,1661,557620,4886,1418723,4731,89058,4828,1329665,6455,302828,1900,294125,2016,8703,1483,2470713,5159,544727,4391,7228,1895,537499,4358,1526743,3765,100135,5372,1426608,6678,399243,1967,389793,2151,9450,1573,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,712248,1963,366864,2541,96973,1734,278,343,96695,1761,237630,1974,5612,1249,232018,2466,32261,848,29711,1063,2550,850,345384,2157,90912,1717,384,319,90528,1735,222146,1283,4167,945,217979,1484,32326,832,30574,853,1752,699,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6521226,1734,3207062,2887,823870,1962,3588,1204,820282,2199,1920087,2842,63048,4264,1857039,4808,463105,1334,444848,2565,18257,2179,3314164,2699,789635,1895,3782,1116,785853,2410,1980813,2354,68484,4216,1912329,4314,543716,1448,527125,2181,16591,1867,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2907014,1233,1427846,4941,369537,4011,3023,1152,366514,4206,862503,3593,60406,3979,802097,4582,195806,1562,190702,1800,5104,984,1479168,4700,339588,3571,1833,722,337755,3760,897397,3109,60998,3710,836399,4483,242183,2000,237967,2217,4216,1013,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37831553,5167,18678471,8174,4684835,4538,38824,4249,4646011,6543,11917914,6910,318374,9436,11599540,11178,2075722,3272,1948602,6521,127120,5563,19153082,6595,4473120,4214,34945,3803,4438175,4823,12058604,4800,326461,8991,11732143,11041,2621358,3316,2483011,6450,138347,5776,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5173272,2685,2571218,4738,633100,3639,3805,1342,629295,3519,1653136,3953,46993,2984,1606143,4894,284982,1510,273650,1895,11332,1594,2602054,4073,606091,3326,4421,1365,601670,3778,1651804,2894,44776,3374,1607028,4579,344159,1664,332185,2263,11974,1455,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541409,1156,1718699,2659,398790,1891,2877,1354,395913,2515,1093523,1944,34766,3284,1058757,4059,226386,1298,215326,1882,11060,1524,1822710,2714,385369,1796,1452,757,383917,1952,1142172,1698,37056,3367,1105116,3849,295169,1346,282931,2056,12238,1660,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,911502,1114,437592,1253,103087,830,565,358,102522,870,270719,1081,12862,2075,257857,2383,63786,493,61485,866,2301,706,473910,1235,100252,856,1402,1144,98850,1223,294419,998,13983,1867,280436,2165,79239,492,77193,722,2046,571,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,635833,581,298312,741,55867,410,255,231,55612,447,213223,658,6195,1206,207028,1302,29222,519,26557,793,2665,662,337521,821,55420,476,476,379,54944,621,239930,641,8012,1236,231918,1340,42171,552,38764,847,3407,661,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19245127,3839,9333945,8603,2059975,6245,13719,2655,2046256,6756,5663869,6338,233573,9569,5430296,11065,1610101,3180,1540925,5664,69176,4548,9911182,7269,1959860,6147,12287,2584,1947573,6754,5983026,4806,235426,10295,5747600,11293,1968296,3245,1886959,5974,81337,4531,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
