GEO_ID,C27012_001E,C27012_001M,C27012_002E,C27012_002M,C27012_003E,C27012_003M,C27012_004E,C27012_004M,C27012_005E,C27012_005M,C27012_006E,C27012_006M,C27012_007E,C27012_007M,C27012_008E,C27012_008M,C27012_009E,C27012_009M,C27012_010E,C27012_010M,C27012_011E,C27012_011M,C27012_012E,C27012_012M,C27012_013E,C27012_013M,C27012_014E,C27012_014M,C27012_015E,C27012_015M,C27012_016E,C27012_016M,C27012_017E,C27012_017M,C27012_018E,C27012_018M,C27012_019E,C27012_019M,C27012_020E,C27012_020M,C27012_021E,C27012_021M,C27012_022E,C27012_022M,C27012_023E,C27012_023M,C27012_024E,C27012_024M,C27012_025E,C27012_025M,C27012_026E,C27012_026M,C27012_027E,C27012_027M,C27012_028E,C27012_028M,C27012_029E,C27012_029M,C27012_030E,C27012_030M,C27012_031E,C27012_031M,C27012_032E,C27012_032M,C27012_033E,C27012_033M,C27012_034E,C27012_034M,C27012_035E,C27012_035M,C27012_036E,C27012_036M,C27012_037E,C27012_037M,C27012_038E,C27012_038M,C27012_039E,C27012_039M,C27012_040E,C27012_040M,C27012_041E,C27012_041M,C27012_042E,C27012_042M,C27012_043E,C27012_043M,C27012_044E,C27012_044M,C27012_045E,C27012_045M,C27012_046E,C27012_046M,NAME,C27012_001MA,C27012_001EA,C27012_002MA,C27012_002EA,C27012_003MA,C27012_003EA,C27012_004EA,C27012_004MA,C27012_005EA,C27012_005MA,C27012_006MA,C27012_006EA,C27012_007MA,C27012_007EA,C27012_008MA,C27012_008EA,C27012_009EA,C27012_009MA,C27012_010EA,C27012_010MA,C27012_011MA,C27012_011EA,C27012_012EA,C27012_012MA,C27012_013MA,C27012_013EA,C27012_014MA,C27012_014EA,C27012_015EA,C27012_015MA,C27012_016EA,C27012_016MA,C27012_017EA,C27012_017MA,C27012_018EA,C27012_018MA,C27012_019MA,C27012_019EA,C27012_020EA,C27012_020MA,C27012_021MA,C27012_021EA,C27012_022EA,C27012_022MA,C27012_023EA,C27012_023MA,C27012_024MA,C27012_024EA,C27012_025EA,C27012_025MA,C27012_026MA,C27012_026EA,C27012_027EA,C27012_027MA,C27012_028EA,C27012_028MA,C27012_029MA,C27012_029EA,C27012_030MA,C27012_030EA,C27012_031MA,C27012_031EA,C27012_032EA,C27012_032MA,C27012_033MA,C27012_033EA,C27012_034MA,C27012_034EA,C27012_035EA,C27012_035MA,C27012_036EA,C27012_036MA,C27012_037MA,C27012_037EA,C27012_038EA,C27012_038MA,C27012_039EA,C27012_039MA,C27012_040EA,C27012_040MA,C27012_041MA,C27012_041EA,C27012_042EA,C27012_042MA,C27012_043EA,C27012_043MA,C27012_044EA,C27012_044MA,C27012_045EA,C27012_045MA,C27012_046MA,C27012_046EA,state
0400000US01,3647537,3371,1443438,16734,1388370,16286,1206159,16646,1078639,16445,129034,6792,6955,1202,33985,3459,182211,8989,55068,3990,54544,3997,35016,2845,14614,1822,46469,3575,2902,819,524,346,789246,13587,720727,13363,512207,11088,363063,8816,90168,6040,13199,2116,62331,4264,208520,9258,68519,3816,67958,3759,30001,2751,20560,1877,66552,3590,4664,807,561,413,1414853,14414,836369,12437,633675,11847,274882,7659,93994,5636,169039,6543,223336,8834,202694,8550,578484,5776,575740,5575,193052,5278,188998,5815,570897,5547,97166,4653,2744,1049,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,524363,2065,231589,5912,221795,5643,182771,5752,163624,6252,15722,2459,442,250,5307,1360,39024,3619,9794,1504,9761,1506,7177,1326,1206,497,7800,1231,302,264,33,34,169253,4699,159082,4441,109294,4064,81690,3932,9683,1558,1331,460,14851,1608,49788,3106,10171,1355,9938,1344,5348,1021,1534,485,9016,1280,959,477,233,175,123521,4327,78899,3775,58266,3512,29888,2728,3549,946,8006,1480,20169,2238,20633,2159,44622,1912,44189,1920,20902,1847,5753,1135,43469,1890,7768,1150,433,257,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4907721,1948,1925101,17003,1861997,17578,1548088,18075,1336225,17825,151772,7002,5745,1095,88046,5386,313909,10436,63104,3445,62501,3394,33285,2779,13839,1858,53251,3086,4342,1249,603,362,1148117,18548,1035052,17247,716360,13211,467601,10836,114488,4892,14215,2072,139552,6389,318692,9973,113065,5325,111919,5330,36859,3101,34927,3481,109209,5288,7567,1158,1146,551,1834503,15737,1003851,14461,719031,12573,292420,8997,103760,5257,111572,6361,289908,9277,284820,9106,830652,5989,823396,6216,222409,7240,266777,7581,809513,6745,106023,5305,7256,1479,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2197889,2534,895469,11142,859312,10480,717793,10437,641230,10249,76042,4875,4724,1127,20887,2254,141519,7198,36157,2791,35284,2787,20110,1861,9095,1311,30659,2695,1947,569,873,900,466296,9974,418076,9281,263723,8052,181826,7633,45461,3442,11738,1550,34389,2811,154353,6485,48220,2957,48158,2951,13437,1692,17263,1639,47151,2899,4904,1138,62,71,836124,12404,482512,10650,354360,9180,128335,5991,46675,3415,104942,4249,138428,6721,128152,6511,353612,4285,352880,4286,77157,4210,124625,4934,350859,4369,57293,3104,732,333,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,28673598,5547,11376821,48529,10964462,45798,9041634,40989,7898451,40579,877747,13871,42215,3270,447729,12499,1922828,29812,412359,9128,400281,8890,235140,8445,83000,4435,314502,7347,22135,2692,12078,1667,7455091,41595,6926859,41683,4792197,35992,3175611,30306,834821,15885,77777,4733,874170,15587,2134662,28691,528232,10583,516911,10279,200532,6246,148030,5324,489114,9779,44687,3150,11321,1509,9841686,37814,6085197,34981,4399140,33420,1964633,24156,668360,13647,524843,12972,1697418,24710,1686057,24513,3756489,13208,3696464,14317,1086074,12901,895032,13500,3627997,14186,844559,13235,60025,4479,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3934081,4210,1754226,15821,1698662,15084,1463477,14408,1260224,14638,165672,6937,6099,1220,52583,3854,235185,9427,55564,2700,54869,2732,29991,2294,12685,1524,45378,2605,1723,497,695,341,1107035,15790,1010330,14746,748953,13269,489060,9732,150191,5624,11363,1639,105327,6279,261377,9755,96705,3693,95904,3670,30949,2426,31294,2123,92440,3744,5592,1191,801,455,1072820,12726,595948,11850,469583,9995,218063,7284,83836,4318,74307,4339,139237,6165,126365,6532,476872,4995,474256,5067,142187,5850,157033,4351,468017,4922,61092,3017,2616,839,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2757250,1455,1184273,12438,1129153,12312,1028099,13852,920301,14359,82550,5551,5065,1413,49916,5229,101054,6380,55120,2514,54243,2505,37721,2590,11053,1367,42884,2249,1948,699,877,451,749657,12600,675696,11822,557251,9650,389863,7901,73978,3879,13138,2077,104169,5465,118445,6980,73961,3178,73357,3200,33984,2983,22078,2224,70798,3152,5947,1248,604,420,823320,9510,430846,8432,356143,8327,167417,6615,48229,3161,53619,4318,131432,7046,74703,4909,392474,3979,389309,4160,141102,4855,126961,4447,384575,4314,58215,3390,3165,1051,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,708163,1158,301052,6737,291313,6545,263482,6326,237763,6332,17893,2451,1204,469,14338,2613,27831,3224,9739,1179,9739,1179,7115,995,1756,627,8225,1031,400,252,0,189,177726,5674,157824,5236,128863,4252,86035,4418,12927,1500,4026,1218,32892,3374,28961,3453,19902,1621,19856,1626,9268,1238,6643,1040,19472,1649,1351,479,46,78,229385,4788,116001,4532,100067,4303,46508,3373,9456,1492,21615,2411,40939,3238,15934,2179,113384,1957,111960,1906,51266,2461,41289,2494,110981,1900,13455,1550,1424,572,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,524546,632,249938,5705,240827,5542,226953,5258,197681,5540,21546,2534,1291,509,17297,2361,13874,2181,9111,1212,9111,1212,7439,1086,1160,391,6933,987,462,287,0,203,127053,5515,117354,5346,102956,5111,62772,4025,20070,2169,2763,958,27348,3010,14398,2107,9699,1296,9699,1296,6566,1147,1758,494,9207,1266,1208,456,0,203,147555,4721,94972,4623,83843,4437,25651,2177,11220,1646,10153,1607,48878,3533,11129,2022,52583,1506,52319,1533,25218,2062,11029,1358,49181,1707,15167,1799,264,266,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15225292,4755,5888749,33035,5641211,31195,4402999,32434,3783026,33503,475692,14979,21619,2683,167109,8438,1238212,22547,247538,8880,239923,8736,118228,5730,49255,4001,202639,7884,13967,1736,7615,1563,3378977,31319,3005034,29436,1853311,22204,1201611,21438,340272,11059,39294,3872,291501,9915,1151723,21002,373943,10842,368295,10706,110679,5478,109548,4395,356708,10847,26534,2580,5648,1491,5957566,30547,3000650,30641,2041798,25176,820493,17485,328151,9748,408086,13504,739377,16940,958852,20940,2956916,13534,2911038,14115,751904,13431,865162,13279,2868537,14813,454955,10600,45878,4784,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
