GEO_ID,C27001H_001E,C27001H_001M,C27001H_002E,C27001H_002M,C27001H_003E,C27001H_003M,C27001H_004E,C27001H_004M,C27001H_005E,C27001H_005M,C27001H_006E,C27001H_006M,C27001H_007E,C27001H_007M,C27001H_008E,C27001H_008M,C27001H_009E,C27001H_009M,C27001H_010E,C27001H_010M,NAME,C27001H_001EA,C27001H_001MA,C27001H_002EA,C27001H_002MA,C27001H_003MA,C27001H_003EA,C27001H_004EA,C27001H_004MA,C27001H_005EA,C27001H_005MA,C27001H_006EA,C27001H_006MA,C27001H_007EA,C27001H_007MA,C27001H_008MA,C27001H_008EA,C27001H_009EA,C27001H_009MA,C27001H_010EA,C27001H_010MA,state
0400000US19,2666322,2722,577354,1582,556306,3366,21048,2923,1648144,1625,1484179,6317,163965,6116,440824,657,439789,828,1035,476,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2191409,1929,487182,714,465405,3433,21777,3377,1353969,1808,1170022,7112,183947,7348,350258,836,349484,922,774,302,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3705660,2132,809683,924,761624,4879,48059,4734,2327367,1975,1887061,11538,440306,11251,568610,1115,567364,1258,1246,470,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2708750,2760,577324,983,547141,3756,30183,3435,1701775,2169,1388592,11311,313183,10774,429651,1116,427892,1399,1759,684,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1234608,1462,232234,865,218635,2443,13599,2370,779292,874,657814,5817,121478,5841,223082,427,222805,486,277,202,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3104325,3363,600575,1350,581553,3122,19022,2850,1971373,2691,1802601,8287,168772,7571,532377,1660,530425,2117,1952,906,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4939753,5075,905129,2085,891806,3559,13323,2771,3193927,3802,3064905,8298,129022,7100,840697,1563,840018,1627,679,371,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7449175,2809,1521679,1086,1467742,4862,53937,4854,4680823,2561,4032462,12798,648361,12622,1246673,1184,1242973,1891,3700,1302,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4393688,2597,916828,1410,877587,3439,39241,3140,2790477,1931,2560770,6975,229707,6945,686383,973,685198,1135,1185,484,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1685313,2675,361921,1215,336828,4213,25093,3923,1028419,2157,821777,9278,206642,9002,294973,970,294416,1034,557,340,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4779638,2698,1028518,1803,962027,5638,66491,5159,2971963,2591,2494468,12697,477495,12250,779157,1275,776290,1608,2867,883,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,872132,915,176683,242,162713,2600,13970,2592,543408,915,435082,5626,108326,5591,152041,334,151591,378,450,251,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1490641,1619,329373,674,313083,2414,16290,2328,924667,1339,811643,5908,113024,5782,236601,530,236056,640,545,329,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1437501,2570,249423,756,222174,3567,27249,3462,908131,1975,725906,8235,182225,7870,279947,649,279050,783,897,390,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1196439,2149,233523,1214,224348,2035,9175,1799,773996,1206,660032,6132,113964,6220,188920,377,188899,383,21,25,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5046754,4909,988541,1997,953924,5125,34617,4495,3125080,4010,2783509,9734,341571,9782,933133,1525,928140,2004,4993,1354,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,807290,1545,128389,651,121140,1724,7249,1665,497390,1391,420177,4847,77213,4781,181511,773,180616,1077,895,717,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,11058323,8608,2087692,3501,2008257,7235,79435,6317,7019682,5090,6347233,17255,672449,16210,1950949,3097,1944186,3404,6763,1517,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6210399,5563,1224200,2732,1165037,5696,59163,5092,3892191,4212,3241236,15911,650955,15482,1094008,1524,1091620,1610,2388,725,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,619536,881,130108,93,122123,1758,7985,1751,396135,890,353894,3678,42241,3788,93293,334,93145,360,148,96,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9179765,4642,1940154,2050,1835229,8175,104925,7674,5746593,3465,4937907,16218,808686,15412,1493018,2204,1487795,2329,5223,1067,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2548514,2097,518219,775,483411,3320,34808,3164,1583041,1952,1276212,8133,306829,8294,447254,877,445936,928,1318,437,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3015882,2099,556023,1035,528725,3758,27298,3640,1910745,1354,1565201,11358,345544,11225,549114,854,548063,978,1051,459,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9874118,5141,1880090,1815,1778963,7848,101127,7410,6193811,4051,5511903,12755,681908,12706,1800217,2021,1791935,2555,8282,1549,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,771840,2897,130725,1249,125621,1881,5104,1428,501279,1795,444074,4327,57205,4094,139836,659,139719,691,117,143,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2999558,2603,591942,760,552569,5185,39373,5141,1857367,2396,1515937,11539,341430,11798,550249,918,548611,1135,1638,592,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,692212,1387,153960,492,147717,1547,6243,1454,426129,1297,376693,3591,49436,3478,112123,394,111609,593,514,408,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4796591,2659,992214,1180,944569,4873,47645,4773,2998264,2345,2491674,13181,506590,13044,806113,1059,804188,1256,1925,692,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11417866,6204,2303570,2217,2110831,11817,192739,11353,7218709,5233,5968402,20361,1250307,20466,1895587,2799,1886712,3161,8875,1943,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2287394,3014,668046,1941,623695,4375,44351,4388,1363008,1809,1173822,7974,189186,7941,256340,560,255117,890,1223,735,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,583493,396,110900,215,107512,1188,3388,1172,375919,325,338711,2844,37208,2830,96674,212,96416,266,258,164,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5129854,3969,1029542,1321,983270,5241,46272,5070,3258123,3585,2851211,11833,406912,11811,842189,1478,838664,1678,3525,992,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4869065,3420,935483,992,887717,5613,47766,5662,3126403,3349,2642432,13172,483971,12759,807179,934,805124,1228,2055,712,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1696893,1555,341568,875,323203,3527,18365,3433,1056866,1324,843191,8617,213675,8455,298459,626,297807,716,652,390,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4685690,2268,944374,1107,906435,4100,37939,3514,2969100,2015,2664731,8647,304369,8509,772216,1046,770755,1125,1461,475,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,487242,2243,108598,781,103809,1339,4789,1132,308468,1874,254675,4158,53793,4123,70176,309,69937,373,239,238,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,21449,3084,4112,1403,4112,1403,0,225,13810,2500,12213,2085,1597,791,3527,963,3464,957,63,103,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
