GEO_ID,C15003_001E,C15003_001M,C15003_002E,C15003_002M,C15003_003E,C15003_003M,C15003_004E,C15003_004M,C15003_005E,C15003_005M,C15003_006E,C15003_006M,C15003_007E,C15003_007M,C15003_008E,C15003_008M,C15003_009E,C15003_009M,C15003_010E,C15003_010M,C15003_011E,C15003_011M,C15003_012E,C15003_012M,C15003_013E,C15003_013M,C15003_014E,C15003_014M,C15003_015E,C15003_015M,C15003_016E,C15003_016M,C15003_017E,C15003_017M,C15003_018E,C15003_018M,NAME,C15003_001EA,C15003_001MA,C15003_002MA,C15003_002EA,C15003_003MA,C15003_003EA,C15003_004EA,C15003_004MA,C15003_005EA,C15003_005MA,C15003_006MA,C15003_006EA,C15003_007MA,C15003_007EA,C15003_008MA,C15003_008EA,C15003_009MA,C15003_009EA,C15003_010MA,C15003_010EA,C15003_011EA,C15003_011MA,C15003_012EA,C15003_012MA,C15003_013MA,C15003_013EA,C15003_014EA,C15003_014MA,C15003_015EA,C15003_015MA,C15003_016MA,C15003_016EA,C15003_017EA,C15003_017MA,C15003_018EA,C15003_018MA,state
0400000US01,3225447,5448,41140,3583,13011,2310,31883,3296,72157,4722,71859,4511,104170,4623,104361,5486,60067,4010,824476,14489,176658,7071,193365,6974,517237,11470,258110,8627,476016,11067,202435,6985,44899,3190,33603,2776,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,462659,1764,3877,1301,1793,454,2449,717,6173,1043,3118,653,6397,1333,9724,1485,5146,900,106234,4185,22795,2513,32801,2520,94253,4027,38486,3052,84038,4340,32966,2693,7246,1078,5163,1249,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4344737,3583,54599,3976,37888,3230,86342,4784,97362,5877,69286,5038,76352,4747,101028,5864,89347,4879,902311,12744,176838,6735,320720,8712,769346,12964,374877,10980,741982,11809,319970,9832,72087,4454,54402,3727,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1960503,4652,24334,2727,13395,2220,22540,2579,48637,4197,43747,3636,55032,3987,63861,4652,33892,3018,570932,10434,120882,5099,130892,5430,308610,9154,119812,5503,262755,8175,101291,5065,23117,2473,16774,1867,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25147232,5443,636554,14538,449025,10906,975937,16917,475895,13624,522217,15790,376987,9515,525015,12012,646377,13388,4660364,37031,568529,10778,1458165,18766,4066032,36457,1980401,23011,4905468,31636,1935122,20141,583878,12926,381266,10031,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3514235,4596,32988,3135,16519,2163,40535,3976,40142,4071,45386,4039,48911,3468,54455,4478,53448,4255,623953,12159,137150,6188,220290,6278,581004,11076,291173,7133,837913,11378,355393,8389,74424,4085,60551,3349,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2465315,2243,24099,2928,20331,2590,27808,2827,38398,3647,31994,3664,37642,3465,38482,3076,36236,3059,596039,11210,77416,4332,134044,5368,301263,9462,184109,6748,508487,10447,300673,8132,68737,3906,39557,2876,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,629730,1121,7620,1464,2777,1113,4906,1113,9459,1261,8701,1467,17069,2281,14000,2077,9015,1268,175148,5961,21578,2342,38700,3063,85095,4965,48277,3571,108075,5152,57865,3086,11174,1316,10271,1342,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,453014,428,3651,969,3085,1008,3285,1013,7238,1618,4857,1222,7068,1417,9791,1416,5871,1018,72608,3437,11612,1634,15746,1812,44778,2959,13818,2165,102958,5690,88292,4529,40345,2954,18011,1945,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13726996,7120,202183,9053,110532,7268,200652,10587,213946,9011,210305,10294,267765,10598,297382,9899,304404,10007,3461436,30974,581272,11261,877232,15750,1965096,24607,1300616,20246,2409162,26123,902539,18474,274082,9206,148392,6166,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
