GEO_ID,B19301C_001E,B19301C_001M,NAME,B19301C_001EA,B19301C_001MA,state
0400000US01,23044,3712,Alabama,null,null,01
0400000US02,17901,1593,Alaska,null,null,02
0400000US04,12863,602,Arizona,null,null,04
0400000US05,19553,3851,Arkansas,null,null,05
0400000US06,20337,1057,California,null,null,06
0400000US08,19761,2643,Colorado,null,null,08
0400000US09,17983,3145,Connecticut,null,null,09
0400000US10,16084,4304,Delaware,null,null,10
0400000US11,38404,15581,District of Columbia,null,null,11
0400000US12,20626,2378,Florida,null,null,12
0400000US13,20010,3259,Georgia,null,null,13
0400000US15,28004,7959,Hawaii,null,null,15
0400000US16,14080,2474,Idaho,null,null,16
0400000US17,21887,4555,Illinois,null,null,17
0400000US18,18221,2445,Indiana,null,null,18
0400000US19,15855,3620,Iowa,null,null,19
0400000US20,23168,3770,Kansas,null,null,20
0400000US21,15371,3264,Kentucky,null,null,21
0400000US22,19069,2954,Louisiana,null,null,22
0400000US23,15776,2866,Maine,null,null,23
0400000US24,22537,4299,Maryland,null,null,24
0400000US25,19637,2886,Massachusetts,null,null,25
0400000US26,17449,1444,Michigan,null,null,26
0400000US27,16146,1359,Minnesota,null,null,27
0400000US28,8375,1517,Mississippi,null,null,28
0400000US29,21537,4098,Missouri,null,null,29
0400000US30,11569,987,Montana,null,null,30
0400000US31,12510,2402,Nebraska,null,null,31
0400000US32,17042,1604,Nevada,null,null,32
0400000US33,17247,4607,New Hampshire,null,null,33
0400000US34,16064,2155,New Jersey,null,null,34
0400000US35,12248,635,New Mexico,null,null,35
0400000US36,18433,2332,New York,null,null,36
0400000US37,14540,922,North Carolina,null,null,37
0400000US38,13687,1229,North Dakota,null,null,38
0400000US39,16923,2117,Ohio,null,null,39
0400000US40,16874,784,Oklahoma,null,null,40
0400000US41,16478,2032,Oregon,null,null,41
0400000US42,19372,3903,Pennsylvania,null,null,42
0400000US44,19497,7241,Rhode Island,null,null,44
0400000US45,17962,3089,South Carolina,null,null,45
0400000US46,10230,866,South Dakota,null,null,46
0400000US47,20185,3032,Tennessee,null,null,47
0400000US48,19891,1359,Texas,null,null,48
0400000US49,16274,2839,Utah,null,null,49
0400000US50,16867,6906,Vermont,null,null,50
0400000US51,27260,3933,Virginia,null,null,51
0400000US53,19349,2050,Washington,null,null,53
0400000US54,14971,7811,West Virginia,null,null,54
0400000US55,17207,1679,Wisconsin,null,null,55
0400000US56,15132,2262,Wyoming,null,null,56
0400000US72,8451,2344,Puerto Rico,null,null,72
