GEO_ID,C17012_001E,C17012_001M,C17012_002E,C17012_002M,C17012_003E,C17012_003M,C17012_004E,C17012_004M,C17012_005E,C17012_005M,C17012_006E,C17012_006M,C17012_007E,C17012_007M,C17012_008E,C17012_008M,C17012_009E,C17012_009M,C17012_010E,C17012_010M,C17012_011E,C17012_011M,NAME,C17012_001EA,C17012_001MA,C17012_002MA,C17012_002EA,C17012_003EA,C17012_003MA,C17012_004EA,C17012_004MA,C17012_005MA,C17012_005EA,C17012_006EA,C17012_006MA,C17012_007MA,C17012_007EA,C17012_008MA,C17012_008EA,C17012_009EA,C17012_009MA,C17012_010MA,C17012_010EA,C17012_011MA,C17012_011EA,state
0400000US01,1222568,14007,174593,5454,42531,3544,94738,4573,33432,3260,3892,1041,1047975,12811,616644,8874,367614,9560,60172,4129,3545,983,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,165431,3617,9814,1095,1514,386,5232,755,2536,640,532,156,155617,3391,79807,2801,58906,2895,14729,1652,2175,539,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1572310,12708,213512,6823,53827,3452,93837,4575,54148,4061,11700,1898,1358798,12983,769954,10830,467496,9474,111600,5140,9748,1621,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,751124,10710,108793,4870,25180,2692,56954,3251,22378,2684,4281,1030,642331,9468,373657,7364,224705,6804,40263,2632,3706,1207,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8645970,31516,1092977,14174,246133,7293,537763,11394,266439,9212,42642,3574,7552993,30734,3949921,23777,2951020,22219,606161,12877,45891,3447,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1279941,10970,111594,5324,23972,2377,56676,3949,27882,2670,3064,1025,1168347,10778,623430,9734,443427,9081,94765,5114,6725,1279,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,890293,9252,67625,4089,17364,2057,33445,2964,15733,1990,1083,506,822668,9009,456141,7769,306812,8214,56917,3491,2798,929,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,228364,4558,19335,2274,4328,972,9166,1507,4695,1233,1146,575,209029,4873,122355,3732,73952,3915,11500,1532,1222,626,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,120467,4214,18901,2027,5087,1198,10960,1644,2669,874,185,195,101566,3750,56181,3254,40679,2588,4363,934,343,251,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4626388,25285,573647,14621,175691,7036,278467,9703,103416,5940,16073,2546,4052741,29605,2487260,20870,1335849,18051,215804,7889,13828,2171,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2389803,16893,346652,9098,83889,4943,170307,7208,78127,4768,14329,2467,2043151,17369,1087952,12993,786932,12706,159831,7951,8436,1846,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,311203,4720,22104,2150,7102,1152,9709,1460,4501,873,792,377,289099,4979,158402,4380,103661,4130,24376,2705,2660,941,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,410061,6537,42621,3508,9593,1636,21135,2426,9617,1744,2276,1241,367440,6439,196983,4762,127669,4217,38016,3139,4772,1198,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3128369,16865,336300,8797,74233,3995,171038,6499,78206,4441,12823,1849,2792069,16410,1536064,15263,1020417,14628,219080,7787,16508,2047,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1647941,12570,195995,6985,43627,2901,100930,5178,44672,3697,6766,1338,1451946,12889,815924,9427,509964,9892,116190,4332,9868,1540,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,793749,7802,64097,3688,13392,1560,33481,2813,15103,1708,2121,677,729652,7685,415773,5336,247310,5590,61702,3079,4867,859,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,735596,7493,70937,4162,14709,1585,35808,2827,17023,2150,3397,954,664659,8088,359435,5788,236822,6854,63080,3054,5322,1001,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1139596,10907,165026,5325,44503,3010,88959,4289,27717,2724,3847,962,974570,10050,567165,8587,338099,8355,65424,4108,3882,783,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1129437,12269,173115,5872,43123,2861,88935,5176,36588,3495,4469,1128,956322,11629,528404,8299,349400,7677,73369,4803,5149,1296,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,338609,6098,32477,2997,10037,1493,17654,2241,4215,1037,571,284,306132,5500,190144,4718,99888,3859,15063,2015,1037,494,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1443796,11656,101919,5268,24931,2579,53633,4290,20923,2831,2432,947,1341877,11651,712411,11313,523469,9717,100000,5140,5997,1135,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1620802,11444,138598,5776,31874,2676,77752,4328,26008,2622,2964,1011,1482204,12602,828447,12092,553934,9855,96427,4443,3396,874,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2484558,15688,305163,6944,71536,3307,160383,6242,62378,3410,10866,1361,2179395,15204,1282184,11026,725262,10649,160467,5449,11482,1427,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1372189,10600,99247,3669,19833,1635,52442,3083,22917,2506,4055,862,1272942,10831,701826,7950,448340,7289,111526,4296,11250,1307,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,745079,9844,141333,6145,33935,2858,73049,5134,30492,2909,3857,1285,603746,9725,345550,8169,213708,6847,41380,3079,3108,964,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1523085,12213,175804,7497,42427,3010,92349,5451,34877,2870,6151,1171,1347281,11142,770521,9993,472816,8942,95552,4574,8392,1486,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,256091,4820,28884,2866,7340,1268,15631,2198,4743,953,1170,570,227207,4879,135471,3433,73180,3402,16835,1707,1721,726,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,475000,5447,41593,2653,8569,1110,19219,1764,10867,1662,2938,862,433407,5681,240361,4979,145405,4646,43856,2321,3785,922,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
