GEO_ID,B08012_001E,B08012_001M,B08012_002E,B08012_002M,B08012_003E,B08012_003M,B08012_004E,B08012_004M,B08012_005E,B08012_005M,B08012_006E,B08012_006M,B08012_007E,B08012_007M,B08012_008E,B08012_008M,B08012_009E,B08012_009M,B08012_010E,B08012_010M,B08012_011E,B08012_011M,B08012_012E,B08012_012M,B08012_013E,B08012_013M,B08012_014E,B08012_014M,B08012_015E,B08012_015M,B08012_016E,B08012_016M,B08012_017E,B08012_017M,B08012_018E,B08012_018M,B08012_019E,B08012_019M,B08012_020E,B08012_020M,B08012_021E,B08012_021M,B08012_022E,B08012_022M,B08012_023E,B08012_023M,B08012_024E,B08012_024M,B08012_025E,B08012_025M,B08012_026E,B08012_026M,B08012_027E,B08012_027M,B08012_028E,B08012_028M,B08012_029E,B08012_029M,B08012_030E,B08012_030M,B08012_031E,B08012_031M,B08012_032E,B08012_032M,B08012_033E,B08012_033M,B08012_034E,B08012_034M,B08012_035E,B08012_035M,B08012_036E,B08012_036M,B08012_037E,B08012_037M,B08012_038E,B08012_038M,B08012_039E,B08012_039M,NAME,B08012_001EA,B08012_001MA,B08012_002MA,B08012_002EA,B08012_003EA,B08012_003MA,B08012_004MA,B08012_004EA,B08012_005EA,B08012_005MA,B08012_006MA,B08012_006EA,B08012_007MA,B08012_007EA,B08012_008EA,B08012_008MA,B08012_009EA,B08012_009MA,B08012_010MA,B08012_010EA,B08012_011EA,B08012_011MA,B08012_012EA,B08012_012MA,B08012_013MA,B08012_013EA,B08012_014EA,B08012_014MA,B08012_015EA,B08012_015MA,B08012_016EA,B08012_016MA,B08012_017EA,B08012_017MA,B08012_018MA,B08012_018EA,B08012_019MA,B08012_019EA,B08012_020EA,B08012_020MA,B08012_021MA,B08012_021EA,B08012_022EA,B08012_022MA,B08012_023EA,B08012_023MA,B08012_024MA,B08012_024EA,B08012_025MA,B08012_025EA,B08012_026EA,B08012_026MA,B08012_027EA,B08012_027MA,B08012_028MA,B08012_028EA,B08012_029MA,B08012_029EA,B08012_030MA,B08012_030EA,B08012_031MA,B08012_031EA,B08012_032EA,B08012_032MA,B08012_033EA,B08012_033MA,B08012_034MA,B08012_034EA,B08012_035MA,B08012_035EA,B08012_036MA,B08012_036EA,B08012_037MA,B08012_037EA,B08012_038EA,B08012_038MA,B08012_039EA,B08012_039MA,state
0400000US01,1933555,16895,53146,4040,189049,7112,276820,9473,338249,9817,300829,9011,122593,7231,292931,9182,52437,3887,55758,4107,141816,6112,74906,4444,35021,2962,1020805,12504,27751,2700,91597,5237,132328,6259,174827,6469,156524,5988,62730,4747,162243,6359,26978,2286,31420,2962,83289,4489,48536,3216,22582,2322,912750,10831,25395,3091,97452,4342,144492,6921,163422,7377,144305,6565,59863,4510,130688,6870,25459,2948,24338,2605,58527,3785,26370,2891,12439,2043,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,342405,5479,26539,2358,56348,3568,73269,4666,64630,4279,47412,3859,14560,1914,22915,3218,3761,1223,5057,1116,11732,1701,8534,1075,7648,1549,191120,4287,14517,1492,33102,2900,40028,3243,33806,2976,25614,2581,6708,1164,14044,2351,2310,1057,3128,747,6746,1217,4907,796,6210,1475,151285,3537,12022,1576,23246,2039,33241,2652,30824,2757,21798,2508,7852,1458,8871,1651,1451,655,1929,725,4986,1145,3627,803,1438,661,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2604104,16668,76149,4486,250598,8050,361047,9603,395842,12250,403131,10723,189030,7619,389640,9235,72311,3797,105989,5061,204629,7336,110447,4467,45291,3308,1404566,10727,39885,2883,119211,5486,179520,6562,204789,7552,217171,7811,103845,5135,228777,7984,43519,2750,55354,3596,114948,6013,67367,4327,30180,2969,1199538,13295,36264,3393,131387,6000,181527,6290,191053,8229,185960,6754,85185,5150,160863,4874,28792,2449,50635,3637,89681,4464,43080,3014,15111,2006,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1188625,11146,54554,4150,160604,5688,207026,8323,214569,8447,169537,7258,62755,4193,140330,6605,27183,3608,29245,2996,67909,4368,36115,2852,18798,2363,631044,6638,31755,3322,78602,4513,110597,6140,109502,5388,91573,4947,30913,2894,70575,4552,14136,2079,17206,2210,40637,3217,21284,2330,14264,2129,557581,8328,22799,2234,82002,3752,96429,4828,105067,5621,77964,4972,31842,2700,69755,4541,13047,2197,12039,1924,27272,2524,14831,1984,4534,967,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15868010,41013,313543,10108,1290625,21723,2098100,26643,2435511,27477,2355128,29161,934487,15811,2365170,27938,411587,10659,645501,13613,1313017,19668,1168216,21315,537125,13954,8726144,29660,166332,6990,621282,13890,1084839,20122,1278146,18971,1275253,21124,509769,12175,1353066,22557,238753,7917,369212,10472,768932,15914,713592,15233,346968,11238,7141866,29701,147211,6726,669343,13186,1013261,16716,1157365,16492,1079875,16809,424718,9715,1012104,14558,172834,6518,276289,8438,544085,11662,454624,12620,190157,7564,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2399564,16901,75445,3765,247977,8575,341301,11274,386505,10087,373411,10591,157885,7348,322238,8898,69694,3993,91044,4469,179526,5621,107412,6028,47126,3583,1309341,10577,40972,3016,121251,5020,179094,8388,201949,7258,200338,7534,86075,5356,178648,6561,40272,2680,53429,3514,107536,4440,68163,4854,31614,2997,1090223,11644,34473,2941,126726,5892,162207,6365,184556,7250,173073,6969,71810,4278,143590,5526,29422,2811,37615,3072,71990,3456,39249,3221,15512,1864,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1661027,10885,46952,3609,159851,6865,253778,7647,268673,8301,265181,8437,101594,5831,207527,8674,46738,3557,61462,4860,111664,5356,89594,5711,48013,3353,863415,7163,25668,2486,72109,4354,126622,5241,132096,5608,129975,6013,52973,4080,110527,5492,26259,2660,34860,3235,65184,3706,57504,4525,29638,2604,797612,9192,21284,2581,87742,4400,127156,5696,136577,6004,135206,5005,48621,3435,97000,5682,20479,2379,26602,2830,46480,3623,32090,2856,18375,2105,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,407696,6230,9955,1515,34726,3328,60604,4692,67958,3734,67243,3812,27738,2569,56305,4368,10204,1531,12786,1710,28096,2966,21647,2610,10434,1786,208760,3569,5061,1121,16723,2168,30912,3328,32273,2995,32222,2591,13599,2063,29945,2834,4979,1106,6226,1181,16112,2128,13836,1981,6872,1645,198936,4298,4894,1098,18003,2241,29692,2890,35685,3104,35021,2917,14139,1830,26360,2927,5225,1179,6560,1228,11984,1973,7811,1430,3562,1019,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,315613,5279,5115,1408,13177,1876,22103,2646,39732,3399,48862,3817,22816,2415,65502,4664,16957,2092,18782,2360,34239,2845,20322,2428,8006,1525,155239,3219,3339,1158,6308,1184,10698,1728,21071,2552,23831,2726,11841,1740,30834,2659,7922,1303,8825,1678,16726,1912,9149,1556,4695,1447,160374,4183,1776,636,6869,1310,11405,1753,18661,2425,25031,2549,10975,1762,34668,3439,9035,1521,9957,1474,17513,1820,11173,1643,3311,829,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7929082,32998,165763,8470,604394,15090,1001531,21120,1229093,17415,1308415,24584,532653,13570,1314471,22284,246270,10155,321647,10355,658779,16731,394788,12281,151278,7079,4140334,25094,86474,5790,288920,9125,500284,12826,614846,13657,660592,15839,275616,9256,710054,15289,130485,7468,175438,7288,369690,11865,233891,10469,94044,5679,3788748,22551,79289,5621,315474,10961,501247,14495,614247,14027,647823,14082,257037,9286,604417,15415,115785,6636,146209,8078,289089,10651,160897,7554,57234,4001,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
