GEO_ID,C27016_001E,C27016_001M,C27016_002E,C27016_002M,C27016_003E,C27016_003M,C27016_004E,C27016_004M,C27016_005E,C27016_005M,C27016_006E,C27016_006M,C27016_007E,C27016_007M,C27016_008E,C27016_008M,C27016_009E,C27016_009M,C27016_010E,C27016_010M,C27016_011E,C27016_011M,C27016_012E,C27016_012M,C27016_013E,C27016_013M,C27016_014E,C27016_014M,C27016_015E,C27016_015M,C27016_016E,C27016_016M,C27016_017E,C27016_017M,C27016_018E,C27016_018M,C27016_019E,C27016_019M,C27016_020E,C27016_020M,C27016_021E,C27016_021M,C27016_022E,C27016_022M,C27016_023E,C27016_023M,C27016_024E,C27016_024M,C27016_025E,C27016_025M,C27016_026E,C27016_026M,C27016_027E,C27016_027M,C27016_028E,C27016_028M,C27016_029E,C27016_029M,C27016_030E,C27016_030M,C27016_031E,C27016_031M,C27016_032E,C27016_032M,C27016_033E,C27016_033M,C27016_034E,C27016_034M,C27016_035E,C27016_035M,C27016_036E,C27016_036M,C27016_037E,C27016_037M,C27016_038E,C27016_038M,C27016_039E,C27016_039M,C27016_040E,C27016_040M,C27016_041E,C27016_041M,NAME,C27016_001EA,C27016_001MA,C27016_002MA,C27016_002EA,C27016_003EA,C27016_003MA,C27016_004EA,C27016_004MA,C27016_005MA,C27016_005EA,C27016_006MA,C27016_006EA,C27016_007EA,C27016_007MA,C27016_008MA,C27016_008EA,C27016_009EA,C27016_009MA,C27016_010MA,C27016_010EA,C27016_011EA,C27016_011MA,C27016_012EA,C27016_012MA,C27016_013MA,C27016_013EA,C27016_014EA,C27016_014MA,C27016_015EA,C27016_015MA,C27016_016MA,C27016_016EA,C27016_017MA,C27016_017EA,C27016_018MA,C27016_018EA,C27016_019EA,C27016_019MA,C27016_020EA,C27016_020MA,C27016_021MA,C27016_021EA,C27016_022MA,C27016_022EA,C27016_023EA,C27016_023MA,C27016_024MA,C27016_024EA,C27016_025EA,C27016_025MA,C27016_026EA,C27016_026MA,C27016_027EA,C27016_027MA,C27016_028EA,C27016_028MA,C27016_029EA,C27016_029MA,C27016_030MA,C27016_030EA,C27016_031EA,C27016_031MA,C27016_032EA,C27016_032MA,C27016_033EA,C27016_033MA,C27016_034MA,C27016_034EA,C27016_035EA,C27016_035MA,C27016_036EA,C27016_036MA,C27016_037MA,C27016_037EA,C27016_038EA,C27016_038MA,C27016_039MA,C27016_039EA,C27016_040EA,C27016_040MA,C27016_041MA,C27016_041EA,state
0400000US13,9689892,5962,2642310,44476,902026,22875,785015,22521,117011,8668,1513990,25011,773941,17788,740049,17525,226294,8096,220223,7586,6071,1434,1220933,34553,336666,15066,294420,13394,42246,5584,726869,21417,441550,13643,285319,13803,157398,7141,154036,7022,3362,1559,2848895,41865,677383,17483,623328,17420,54055,6479,1799527,26077,1406300,22450,393227,14505,371985,10025,368633,10234,3352,1191,2977754,44175,540179,17078,519566,16527,20613,2797,2031334,29909,1864866,29187,166468,9110,406241,9529,403401,9419,2840,1109,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1332859,3308,220903,11345,63894,5124,59553,4836,4341,1463,129398,6943,102830,5896,26568,3483,27611,2655,26808,2694,803,492,131333,9712,35812,4555,34658,4628,1154,537,73409,6041,58801,5706,14608,2807,22112,2608,21833,2573,279,290,410867,17099,101987,7906,100976,7896,1011,413,242386,10436,217577,9839,24809,3365,66494,3642,65836,3669,658,389,569756,15647,100561,6359,98001,6277,2560,1284,369634,10430,356905,10484,12729,2001,99561,4173,99142,4239,419,330,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1580745,1532,386205,15721,130922,8762,117748,8778,13174,3138,218187,8820,131609,6511,86578,6147,37096,3275,35837,3378,1259,1008,232699,12608,76470,6679,69033,6432,7437,1819,127867,7312,85506,5870,42361,4569,28362,2799,28278,2801,84,128,555967,19972,145578,8006,131482,7844,14096,2869,324717,12710,256328,11475,68389,6720,85672,4926,85161,4889,511,406,405874,14958,68676,4796,66020,4837,2656,1265,269047,10421,248991,9483,20056,2821,68151,3827,68012,3784,139,160,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12569349,4394,2684534,43305,872532,20968,823073,20256,49459,5572,1547505,26490,970932,18514,576573,14259,264497,7158,255528,6725,8969,1804,1329308,33327,361313,15544,340059,15433,21254,2971,741870,19264,495605,15009,246265,11464,226125,8281,222810,8139,3315,986,3728999,47166,869193,19634,832092,18379,37101,4428,2291111,28318,1846273,24833,444838,15812,568695,11315,563138,10990,5557,1782,4826508,46635,871851,18677,856590,18979,15261,2672,3338089,31028,3141311,28654,196778,9394,616568,10339,612446,10449,4122,1129,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6365561,3303,1490272,29484,494612,15069,441192,14281,53420,5168,859618,17245,521017,13095,338601,10648,136042,5313,133809,5278,2233,956,784844,21272,220626,10003,190528,9568,30098,4170,430156,12951,290796,10117,139360,8157,134062,5071,133694,5025,368,299,2154090,26083,504492,12275,472777,12310,31715,4271,1301734,17624,1093919,15493,207815,8303,347864,6892,347018,6858,846,443,1936355,25763,333667,11817,322565,11646,11102,2166,1342070,18064,1263069,17460,79001,5763,260618,6985,260098,6988,520,322,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2989818,1785,564945,15694,171043,8683,160159,8446,10884,2275,323271,8780,238324,7295,84947,4591,70631,3153,69812,3203,819,453,333626,14540,95740,6042,91758,5877,3982,1191,173176,8402,135068,7357,38108,3234,64710,3318,64685,3316,25,53,1033877,18857,256329,8894,245210,9007,11119,2247,612042,10765,545453,10189,66589,4105,165506,4098,165190,4118,316,249,1057370,18306,188959,7743,186095,7766,2864,1062,714090,11871,689809,11331,24281,2798,154321,4456,153990,4467,331,311,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2799859,2732,580672,17676,193286,9534,174740,8530,18546,3307,328302,9382,196435,7425,131867,6734,59084,3245,58327,3247,757,376,331235,12333,100387,6585,91899,6259,8488,2077,177530,6863,124155,5795,53375,3955,53318,2633,53012,2606,306,243,946645,20780,250744,9579,237763,9342,12981,2934,556129,12894,471511,12059,84618,5891,139772,4478,139597,4450,175,165,941307,18159,165396,7829,162220,7735,3176,913,640655,12081,610509,11542,30146,3061,135256,4884,135099,4866,157,143,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4259458,2767,1154449,23578,349678,12425,324046,11730,25632,3895,676910,13107,400734,11453,276176,8541,127861,5997,126863,5972,998,377,513391,15989,124963,7044,116156,6638,8807,1766,299512,10792,212249,8782,87263,4562,88916,4435,88789,4472,127,180,1363828,21680,306337,10018,288229,9645,18108,2905,835086,14864,697105,14203,137981,7918,222405,6668,221914,6696,491,338,1227790,21190,213948,9204,208398,9173,5550,1581,840223,14601,790532,14327,49691,4853,173619,4555,172821,4518,798,486,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4484207,3378,1262481,26411,409235,12268,383830,11514,25405,3895,720421,17876,415486,12805,304935,12495,132825,4747,130705,4823,2120,812,533084,19051,140578,8364,129539,8127,11039,2691,303908,13265,194816,9682,109092,7513,88598,4200,88191,4255,407,293,1313006,26296,301338,11295,285619,11107,15719,2545,819787,18953,644084,14965,175703,10053,191881,6298,189702,6296,2179,838,1375636,28455,245769,10105,235868,9603,9901,2286,956339,20236,866994,18981,89345,7128,173528,5088,172572,5083,956,534,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1292303,1341,287905,10667,71239,4721,68243,4589,2996,1067,173910,6777,132329,6131,41581,3401,42756,2775,42553,2784,203,170,161080,9274,36629,4121,32718,3644,3911,1335,88234,5561,61423,4097,26811,3091,36217,2673,36143,2654,74,87,427573,13282,88790,5691,82570,5483,6220,1469,261308,8462,216277,7902,45031,3758,77475,4080,77359,4035,116,184,415745,11297,58545,4111,56650,4104,1895,823,284791,7769,267838,8087,16953,2150,72409,3182,72409,3182,0,165,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5768429,3604,859754,22248,267420,12961,253744,12384,13676,2457,488003,12045,350105,9810,137898,7521,104331,4519,101488,4445,2843,1040,499023,21155,145272,10840,132980,10195,12292,2866,279568,12505,189649,9381,89919,7153,74183,5084,72860,5056,1323,459,1549902,32518,382191,13489,363097,13353,19094,2922,952072,21343,777659,19234,174413,8797,215639,6192,211547,6263,4092,1040,2859750,28448,531492,11510,518881,11355,12611,2683,1953691,21246,1833758,20720,119933,8014,374567,7444,372029,7486,2538,669,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6452700,2880,1098752,27164,303953,11758,297602,11279,6351,1874,642523,16491,579017,15175,63506,4900,152276,5760,151196,5737,1080,472,532555,21406,120201,8409,117964,8331,2237,814,301231,14362,269522,13045,31709,4136,111123,5785,111034,5764,89,121,1677749,31806,353297,11689,346295,11488,7002,1717,1030218,22875,955302,22837,74916,5372,294234,7100,292637,7046,1597,780,3143644,39607,592845,12857,588134,12741,4711,1324,2156786,27549,2109742,27039,47044,3923,394013,9312,393261,9262,752,418,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9665788,4136,2312969,30097,711268,15062,671952,14881,39316,4821,1380995,19495,956863,15295,424132,11856,220706,5672,217921,5720,2785,809,1132879,24643,287602,12972,272464,12843,15138,2411,637487,14960,461172,12862,176315,8574,207790,5901,207170,5833,620,570,3062701,30972,663970,14519,640020,13927,23950,3176,1849626,19317,1586783,18364,262843,8772,549105,10573,547027,10559,2078,810,3157239,32719,536136,13009,526682,12822,9454,2012,2151017,23735,2045111,21683,105906,5534,470086,8518,467997,8510,2089,1100,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5290973,2396,897585,20882,267447,10197,241819,9360,25628,3400,523382,11970,403579,10729,119803,6486,106756,4070,105606,4004,1150,659,523276,18992,151394,9285,137720,9081,13674,2722,278277,10605,210664,8692,67613,5723,93605,3945,93288,3928,317,176,1641585,22608,412751,10425,388045,10027,24706,2835,973947,13195,851236,12745,122711,5407,254887,5831,254202,5849,685,337,2228527,24404,427337,8810,421020,8818,6317,993,1531164,16272,1477791,15322,53373,4275,270026,5524,268639,5572,1387,670,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2888312,2935,966560,22918,324687,10893,293646,10430,31041,4296,538475,14196,313542,11342,224933,9484,103398,4415,102967,4475,431,262,387341,15865,94241,7119,86060,6792,8181,2399,228317,10915,158420,8456,69897,5482,64783,3918,64712,3927,71,114,875491,22116,194034,9267,181043,9136,12991,2702,552632,14721,446621,12800,106011,7009,128825,5242,128455,5273,370,296,658920,18977,111616,6565,108104,6600,3512,1120,443920,13193,405197,12662,38723,4225,103384,4958,103337,4945,47,79,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5851462,3315,1369914,28202,427979,14365,387614,14864,40365,4745,785939,15872,489429,12785,296510,10714,155996,5768,154310,5793,1686,596,723944,22438,193336,10472,171854,9634,21482,3866,403214,12922,282586,9365,120628,7666,127394,5191,126774,5225,620,387,1937517,30924,437260,12305,410427,11944,26833,3431,1174057,19428,988597,18172,185460,8182,326200,7656,324735,7716,1465,824,1820087,26707,309191,10965,302511,11123,6680,2334,1250416,18602,1186665,18371,63751,4709,260480,6678,259794,6746,686,386,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,987383,1322,241243,9340,68979,4538,61449,4221,7530,1477,145245,5883,87596,4567,57649,3596,27019,2252,26716,2229,303,167,114801,7620,27294,3212,24025,3053,3269,1035,64254,4691,41463,3330,22791,2878,23253,2135,23143,2145,110,188,326787,11106,74801,4632,67136,4282,7665,1915,197853,7441,154248,6370,43605,4392,54133,3343,54032,3340,101,85,304552,10408,48276,3545,44376,3696,3900,1029,200459,7147,183500,6412,16959,2195,55817,3281,55680,3267,137,132,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
