B17001H_048E,B17001H_048M,B17001H_049E,B17001H_049M,B17001H_050E,B17001H_050M,B17001H_051E,B17001H_051M,B17001H_052E,B17001H_052M,B17001H_053E,B17001H_053M,B17001H_054E,B17001H_054M,B17001H_055E,B17001H_055M,B17001H_056E,B17001H_056M,B17001H_057E,B17001H_057M,B17001H_058E,GEO_ID,B17001H_001E,B17001H_001M,B17001H_002E,B17001H_002M,B17001H_003E,B17001H_003M,B17001H_004E,B17001H_004M,B17001H_005E,B17001H_005M,B17001H_006E,B17001H_006M,B17001H_007E,B17001H_007M,B17001H_008E,B17001H_008M,B17001H_009E,B17001H_009M,B17001H_010E,B17001H_010M,B17001H_011E,B17001H_011M,B17001H_012E,B17001H_012M,B17001H_013E,B17001H_013M,B17001H_014E,B17001H_014M,B17001H_015E,B17001H_015M,B17001H_016E,B17001H_016M,B17001H_017E,B17001H_017M,B17001H_018E,B17001H_018M,B17001H_019E,B17001H_019M,B17001H_020E,B17001H_020M,B17001H_021E,B17001H_021M,B17001H_022E,B17001H_022M,B17001H_023E,B17001H_023M,B17001H_024E,B17001H_024M,B17001H_025E,B17001H_025M,B17001H_026E,B17001H_026M,B17001H_027E,B17001H_027M,B17001H_028E,B17001H_028M,B17001H_029E,B17001H_029M,B17001H_030E,B17001H_030M,B17001H_031E,B17001H_031M,B17001H_032E,B17001H_032M,B17001H_033E,B17001H_033M,B17001H_034E,B17001H_034M,B17001H_035E,B17001H_035M,B17001H_036E,B17001H_036M,B17001H_037E,B17001H_037M,B17001H_038E,B17001H_038M,B17001H_039E,B17001H_039M,B17001H_040E,B17001H_040M,B17001H_041E,B17001H_041M,B17001H_042E,B17001H_042M,B17001H_043E,B17001H_043M,B17001H_044E,B17001H_044M,B17001H_045E,B17001H_045M,B17001H_046E,B17001H_046M,B17001H_047E,B17001H_047M,B17001H_058M,B17001H_059E,B17001H_059M,B17001H_048EA,B17001H_048MA,B17001H_049EA,B17001H_049MA,B17001H_050EA,B17001H_050MA,B17001H_051EA,B17001H_051MA,B17001H_052EA,B17001H_052MA,B17001H_053MA,B17001H_053EA,B17001H_054MA,B17001H_054EA,B17001H_055EA,B17001H_055MA,B17001H_056MA,B17001H_056EA,B17001H_057EA,B17001H_057MA,B17001H_058MA,B17001H_058EA,NAME,B17001H_001EA,B17001H_001MA,B17001H_002MA,B17001H_002EA,B17001H_003MA,B17001H_003EA,B17001H_004EA,B17001H_004MA,B17001H_005MA,B17001H_005EA,B17001H_006EA,B17001H_006MA,B17001H_007EA,B17001H_007MA,B17001H_008MA,B17001H_008EA,B17001H_009MA,B17001H_009EA,B17001H_010EA,B17001H_010MA,B17001H_011MA,B17001H_011EA,B17001H_012EA,B17001H_012MA,B17001H_013EA,B17001H_013MA,B17001H_014EA,B17001H_014MA,B17001H_015EA,B17001H_015MA,B17001H_016EA,B17001H_016MA,B17001H_017EA,B17001H_017MA,B17001H_018EA,B17001H_018MA,B17001H_019EA,B17001H_019MA,B17001H_020EA,B17001H_020MA,B17001H_021EA,B17001H_021MA,B17001H_022EA,B17001H_022MA,B17001H_023EA,B17001H_023MA,B17001H_024EA,B17001H_024MA,B17001H_025EA,B17001H_025MA,B17001H_026EA,B17001H_026MA,B17001H_027EA,B17001H_027MA,B17001H_028MA,B17001H_028EA,B17001H_029MA,B17001H_029EA,B17001H_030EA,B17001H_030MA,B17001H_031MA,B17001H_031EA,B17001H_032MA,B17001H_032EA,B17001H_033EA,B17001H_033MA,B17001H_034MA,B17001H_034EA,B17001H_035EA,B17001H_035MA,B17001H_036MA,B17001H_036EA,B17001H_037MA,B17001H_037EA,B17001H_038EA,B17001H_038MA,B17001H_039MA,B17001H_039EA,B17001H_040EA,B17001H_040MA,B17001H_041EA,B17001H_041MA,B17001H_042MA,B17001H_042EA,B17001H_043EA,B17001H_043MA,B17001H_044EA,B17001H_044MA,B17001H_045EA,B17001H_045MA,B17001H_046MA,B17001H_046EA,B17001H_047MA,B17001H_047EA,B17001H_059MA,B17001H_059EA,state
20557,2354,145102,4191,83465,3496,29318,1894,56284,2022,157695,2452,245539,2864,281530,2471,396911,2408,371677,2116,252954,0400000US34,5011453,5716,330915,14788,147067,8751,11290,1726,1797,709,14759,2439,6316,1393,2351,749,5553,1213,15868,2786,15023,2208,15370,2118,23773,2597,18613,2013,7780,1216,8574,1335,183848,7792,9515,1834,1770,595,14698,2344,6488,1425,2299,788,4109,1051,17092,2236,24399,2784,21928,2486,24341,2249,21620,2018,13948,1858,21641,1768,4680538,15450,2293400,9051,108215,1787,22598,2311,154527,4162,87371,3823,29702,2639,59252,2838,169338,3189,259132,2441,280061,2254,384204,2743,353635,1987,223285,1386,162080,1786,2387138,8453,103235,1953,1900,242871,2616,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
2238,634,17612,1590,8636,1348,3667,910,6869,921,20364,1422,33748,1584,38057,1264,52547,1473,66227,1582,49956,0400000US35,806601,1559,101944,7891,43608,4634,2244,739,530,303,3935,1380,1859,714,352,340,382,339,8083,1598,6008,1294,3508,1298,5816,1094,6743,1260,2283,761,1865,683,58336,4663,2389,677,635,477,4170,1169,1009,411,503,377,1163,420,7416,1254,9680,1437,6179,1013,6658,1303,8825,1587,5039,1067,4670,863,704657,7656,353303,5021,14777,901,3434,752,17405,1662,9332,1442,3288,793,6558,863,24074,1863,41756,1826,40204,1712,50161,1553,61911,1257,48692,1031,31711,743,351354,4574,14138,999,1281,37295,888,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
44859,3029,288060,5963,148687,5283,54216,2895,108270,3065,334081,5679,632466,5347,603131,3847,773673,4411,758791,3662,516034,0400000US36,10896775,10026,1114585,26787,502787,13371,45169,3364,8430,1325,48997,3281,23039,2393,8960,1511,14630,1687,69659,4044,64888,4341,50867,3491,61419,3574,57539,3671,26735,2529,22455,2037,611798,17393,41429,3369,9521,1536,47178,3146,21543,2558,6395,1157,14545,1708,87900,5264,89335,5095,60615,3767,68650,4252,61533,3432,43909,2742,59245,3409,9782190,28633,4819175,14730,228335,3647,50092,3409,298033,6163,160933,5032,53403,3006,116375,3038,361344,5051,649048,4720,612221,3773,765510,3827,723743,3709,464305,2797,335833,2776,4963015,18260,218314,3555,2920,482433,4583,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
26300,2481,172719,5037,89752,4278,29839,2653,58319,2793,171486,5644,321614,3964,362342,3807,422850,4009,416289,3760,314824,0400000US37,6186423,5773,760449,20091,335918,11308,25856,3140,4719,1039,30238,2788,15939,2396,5120,928,10674,1447,60250,3965,36803,3408,35528,3091,45233,3601,38617,2756,16213,1877,10728,1361,424531,12005,24123,2415,4990,1241,29301,3591,12640,1928,5297,1235,9146,1562,74344,4884,59449,3945,49197,3528,50369,3698,45873,3714,27888,2052,31914,2486,5425974,22181,2682098,12194,130200,3574,24600,2005,183039,3644,96581,4467,33562,2362,61349,2713,201097,4361,327414,4393,367290,3955,411140,3775,385865,2778,288733,1971,171228,1672,2743876,13594,125062,2968,2131,232480,2840,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
3233,798,19830,1554,9182,1591,4910,882,5856,892,20674,1532,36242,1085,31855,683,37452,736,38836,650,23189,0400000US38,610644,941,53332,4237,24391,2269,1389,689,184,203,1015,416,660,349,475,344,217,121,8318,1352,2370,704,1313,476,2768,587,2685,784,1464,401,1533,400,28941,2686,1311,674,253,147,1152,423,334,165,43,44,219,165,10176,1465,2996,793,1712,624,3033,720,2280,614,1487,388,3945,700,557312,4269,286413,2625,17506,966,3686,945,18878,1511,11502,1304,3186,729,6301,796,26155,1520,44053,1151,36180,736,38769,698,40679,843,22676,428,16842,485,270899,2944,17483,930,435,22157,771,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
41739,2905,255516,6151,140786,5542,50913,3374,96190,3836,266558,5401,460666,4667,488729,4510,616692,3789,621966,3161,411029,0400000US39,9065011,6021,1149533,26745,517559,12926,49939,3507,9248,1498,57179,3971,28843,2502,8420,1409,14310,1777,78425,5176,66992,3372,53645,3594,62677,4249,52625,3452,19354,1963,15902,1755,631974,17062,41647,3388,8736,1313,52033,3629,24711,2903,7553,1243,16928,2178,99648,4739,97424,4395,77970,4397,72126,3684,59262,3018,33859,2316,40077,2323,7915478,27641,3921497,13380,197811,3706,46092,3565,264572,5648,144975,5644,53698,3301,103780,3382,298632,6130,486441,3508,504344,3923,606468,4291,592368,3804,375139,2312,247177,2107,3993981,18172,192716,3647,2390,350481,3098,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
11406,1553,68913,2870,34770,2348,12269,1321,24083,1326,74742,2496,136234,2503,131378,1904,160168,1778,168777,1475,124255,0400000US40,2529208,2164,334630,11244,142471,5482,14442,1832,2374,626,14835,1636,6572,1123,2408,734,4718,820,22325,2325,18653,1814,12939,1308,15996,1355,15018,1489,6990,930,5201,693,192159,7574,13955,1631,2572,764,14849,1888,6548,1073,2079,606,4007,781,29508,2695,29571,2361,22590,1774,22070,1689,19521,1502,11594,1324,13295,1276,2194578,10755,1097400,5685,55691,2075,13326,1365,73888,2471,36105,2032,13269,1222,24717,1251,85711,2420,143464,2042,142471,1593,159558,1575,160519,1653,113989,1065,74692,1135,1097178,7170,52990,1752,1473,97193,1374,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
10895,1526,73598,2906,39020,2542,12567,1547,27182,1907,75632,3205,160831,3369,164559,2227,185278,2805,218555,2262,150795,0400000US41,2987669,2803,426766,15995,197668,9715,16586,2939,2250,734,15263,1930,6480,1376,3243,881,3980,1044,35240,3769,32231,3165,18838,2260,23917,2744,24348,2246,8953,1577,6339,1244,229098,8474,13545,2016,3523,1280,13099,2193,7299,1303,2678,856,5443,1285,40728,2986,35632,3282,24360,2200,27102,2783,25307,2287,15397,2143,14985,1721,2560903,16040,1267831,9839,56462,2974,13752,2027,76114,3159,41195,2531,15911,1811,28443,1895,85753,3640,160875,3154,172594,2517,180263,2858,202698,2389,144397,1583,89374,1390,1293072,8479,55286,2223,2197,118874,1828,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
42097,2557,265055,4674,141275,5249,51342,2860,99385,3145,283917,4589,505524,3916,524201,3689,695389,3534,699444,3770,474457,0400000US42,9710832,6096,962787,27444,422500,15118,35232,3215,8808,1655,39167,3457,17437,2149,6044,1013,12258,1590,69551,5547,51794,3784,40378,3198,53054,3470,46812,2915,23080,1933,18885,2034,540287,15318,35450,3077,6252,1095,37440,2792,15345,1764,5823,985,11765,1733,82811,4436,78182,4026,56448,3611,63801,3603,58206,3717,38906,2395,49858,2913,8748045,27778,4320023,15479,205489,3268,42917,2502,271611,5117,149437,4275,52408,2932,107210,2851,312057,6384,537684,4052,535425,3574,684872,3473,678544,3093,431424,2189,310945,2506,4428022,15638,193274,3197,2540,452662,3607,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
3754,1128,17306,1557,11520,1698,3389,758,7517,909,22979,1664,39032,1412,43317,1184,58964,1168,57641,957,37232,0400000US44,753552,3380,65921,5683,27531,3236,1977,713,705,470,1938,805,856,401,88,113,1241,583,4595,1238,3063,832,3434,1073,3149,747,3174,1010,1317,602,1994,766,38390,3721,2591,865,184,226,2259,854,753,541,517,411,549,327,6645,1490,5868,1294,3256,1094,5227,1107,3893,919,2776,627,3872,974,687631,6617,336662,4173,13101,1039,3200,923,19270,1716,11050,1455,2618,769,9355,894,27595,1303,41597,1060,40845,1146,56699,928,54408,993,34070,624,22854,902,350969,3941,12597,880,737,35721,1140,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
14538,2059,75666,4075,45466,3858,14539,1985,26394,1890,83447,3214,153210,3739,166041,2767,195824,2847,205650,2593,160935,0400000US45,2972084,3145,374469,17143,161493,8514,14930,2536,2653,784,16616,2340,7000,1360,1796,642,5317,1433,26253,2965,19650,2280,16303,2337,18657,1899,20835,2300,7351,1161,4132,834,212976,11611,15908,2388,3112,959,16944,2805,6404,1317,2932,839,4029,865,36082,2977,29269,3778,23165,2679,23448,2743,21617,2566,14624,1956,15442,1472,2597615,17171,1287063,8621,63331,2282,10190,1613,87959,3638,44498,3064,14929,1630,30748,1831,96130,3257,155421,2790,168519,2675,192186,1909,185250,2417,153604,1303,84298,1153,1310552,11977,58979,2555,1913,109863,1759,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
3337,703,22895,1437,10187,1153,3894,767,7662,864,19305,1288,37844,1015,34689,991,43402,934,46711,820,28536,0400000US46,682279,1601,66873,4956,28968,2569,2514,777,431,372,3242,770,1122,503,912,555,724,430,5116,1134,3097,759,2624,981,2647,676,3044,707,1925,594,1570,420,37905,3670,2111,641,207,148,2948,928,875,538,269,202,815,438,7636,1247,5421,967,4052,964,4290,984,2765,805,1643,489,4873,1223,615406,5371,312746,3029,19675,845,3658,682,23148,1453,11449,1249,4726,813,5987,852,24554,1305,42214,897,38074,1019,44304,870,46953,896,28035,607,19969,629,302660,3754,18626,710,553,25572,1218,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
21677,2335,129627,4168,69951,3755,24690,2164,44879,2394,142193,4428,244755,3345,266836,4056,312101,3472,311671,3085,229898,0400000US47,4754842,3618,676651,19583,304223,10424,29970,2778,5880,1285,31305,3386,16116,2331,6230,1161,9841,1370,40082,2987,37350,3228,35937,3326,36334,3544,31498,2361,14723,1622,8957,1366,372428,11777,25931,2716,6274,1157,29271,2745,13866,2060,4874,1131,8519,1438,54370,4062,52970,3702,45879,3937,46465,3407,38116,3005,22525,1937,23368,1729,4078191,19570,2014664,10759,97546,3095,21376,2483,133159,4540,76690,4084,24333,1958,50147,2250,159678,3880,245739,3554,271418,3607,306517,3737,291811,2390,215144,1724,121106,1653,2063527,12798,94857,2764,1984,170392,1970,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
48107,3239,332472,6946,175723,6955,53117,3137,115351,3068,337515,6353,660736,5503,664570,5446,776651,5961,778641,4338,539363,0400000US48,11365596,6717,1070030,22655,463176,11522,34844,3495,6331,1246,39404,3767,17757,2183,6492,1254,12770,1776,89415,6026,60020,4421,43283,3388,54004,3997,57207,3748,24173,2545,17476,2150,606854,16243,34556,3402,7777,1610,41988,4231,18430,2369,7402,1407,15008,2100,114338,5592,82193,4815,65136,4639,72631,5082,66371,4415,36800,3128,44224,2992,10295566,22676,5145402,12186,271638,3934,61312,3943,352277,8155,183778,6765,62148,3685,126473,3692,378743,6615,679744,6111,682142,4234,779276,4956,747870,4016,504899,2868,315102,2411,5150164,17115,254368,3925,3122,413550,3657,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
17878,2045,100204,3393,46953,2837,14371,1554,29429,1687,89645,3130,151518,2418,131128,1464,116431,1532,111303,1412,71720,0400000US49,2270747,3564,224736,12811,105076,8033,11483,1783,2016,618,11606,2069,4549,1300,1700,468,4289,1032,27849,3331,12547,1620,8853,1716,7350,1245,6930,1227,3447,846,2457,792,119660,6896,9141,1773,1540,692,10550,2068,5092,1255,1309,501,4125,1058,29175,2865,18718,2321,12459,1413,8346,1434,8600,1409,4861,1041,5744,1102,2046011,12614,1029070,7867,82761,1820,18241,1550,103677,3499,52685,2650,15770,1652,30684,1503,93156,3319,157007,1844,138075,2097,115470,1499,108645,1230,67441,895,45458,861,1016941,6992,81149,1813,1095,55212,1207,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
2304,598,15098,1235,8485,980,2437,581,5977,614,15145,1304,27482,886,30336,874,42254,765,42286,1050,27476,0400000US50,567384,773,67578,4954,29218,2901,2141,700,550,339,3101,857,1159,487,438,178,778,379,4022,1130,3845,848,2984,831,3965,745,3585,671,1345,580,1305,419,38360,3420,2883,742,477,339,2341,680,1223,419,616,272,994,392,6819,1293,5585,896,4294,839,3809,757,4450,1017,1897,424,2972,804,499806,4971,250482,2852,12004,668,3059,788,15725,1040,8084,944,3123,581,6575,706,19631,1135,28759,899,30556,800,39904,821,41467,683,26538,600,15057,474,249324,3449,9960,742,467,20084,869,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
24398,2359,150051,4530,78407,3666,28731,1935,51523,2037,152371,3805,299066,4230,300963,3214,369079,2400,346100,2826,245656,0400000US51,5108538,4906,450581,18274,196947,9261,16456,2324,4032,1178,17027,2504,7901,1502,3772,945,4212,845,36264,3257,26402,2711,21814,2856,23614,2294,20085,1972,9018,1374,6350,1244,253634,11097,15448,2006,2075,835,15431,2585,7846,1416,3032,919,5364,1081,49447,2938,36120,3579,28529,2926,29008,2246,28489,2704,13433,1631,19412,1892,4657957,19824,2313432,10576,122871,2673,24259,2315,160222,3640,79577,4219,27387,2043,55648,2480,168833,3798,308782,3717,305666,3181,363553,2647,334197,2097,226863,1667,135574,1496,2344525,12305,112297,1993,1785,185883,2072,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
20071,2310,129041,4048,66127,3509,23918,2341,45455,2673,144020,3938,269588,3909,273128,3340,329591,2849,340583,3242,229929,0400000US53,4854186,3627,543367,18287,247444,10688,14173,2351,3601,1081,21186,2473,10301,2032,3813,954,7392,1507,43110,3858,34684,3271,23815,2426,35825,2564,29463,2659,11174,1872,8907,1523,295923,11226,15572,1937,1767,551,20641,2529,10519,1839,3824,985,7803,1593,46291,4090,49988,3752,33907,3371,34798,2839,36767,3117,16432,1799,17614,1725,4310819,18555,2163396,10811,110951,2719,23616,2173,131694,4226,71757,3696,24686,2074,49954,2575,158108,3746,295841,3571,288862,2782,325782,2589,331492,2678,218755,1997,131898,1625,2147423,11189,103502,2301,1863,172470,1775,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
6379,1343,40036,2777,23655,2376,8678,1166,13813,1323,47728,2356,72568,2195,87492,2018,103208,2207,112650,2058,81371,0400000US54,1676213,2400,296013,11388,131746,5909,12785,1695,2331,745,16329,2230,6700,1352,2555,812,3775,916,19325,1798,14966,1609,15283,2045,14713,2133,13974,1635,5415,918,3595,903,164267,7133,14214,2001,2143,841,12549,1677,6758,1256,1723,576,3416,800,24801,2292,23255,1990,19431,1923,18503,2039,18646,2033,8742,1171,10086,1498,1380200,11493,691438,6261,32639,1798,6206,1096,41281,2860,22575,2259,9650,1300,15193,1522,52640,2070,80287,1886,91268,2146,102259,2294,111318,1644,79729,1039,46393,1045,688762,7085,28056,2115,1249,63128,1647,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
21625,1910,134253,3296,71446,3136,24066,2025,50053,2010,132281,3633,244346,2261,253912,2426,336756,2343,322465,2192,203623,0400000US55,4624468,3281,465506,12255,202491,7191,15619,1814,3514,893,16826,1986,7883,934,3004,737,4958,914,43309,3184,23168,2127,18743,1895,24490,2071,21745,1688,9615,1230,9617,1199,263015,8294,13698,1690,4076,1036,15173,2097,7785,1198,3183,667,5608,867,55392,3238,34892,2151,23836,2349,28289,2357,24845,2103,17765,1593,28473,2157,4158962,12700,2087033,7284,105549,1816,21607,1687,139027,3095,78581,2836,26733,1654,52116,1706,149127,3214,261397,2329,262591,1910,338337,2115,324062,1722,195835,1290,132071,1522,2071929,9221,101886,1874,1691,175217,2348,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
