GEO_ID,B16005A_001E,B16005A_001M,B16005A_002E,B16005A_002M,B16005A_003E,B16005A_003M,B16005A_004E,B16005A_004M,B16005A_005E,B16005A_005M,B16005A_006E,B16005A_006M,B16005A_007E,B16005A_007M,B16005A_008E,B16005A_008M,B16005A_009E,B16005A_009M,B16005A_010E,B16005A_010M,B16005A_011E,B16005A_011M,NAME,B16005A_001MA,B16005A_001EA,B16005A_002MA,B16005A_002EA,B16005A_003MA,B16005A_003EA,B16005A_004EA,B16005A_004MA,B16005A_005EA,B16005A_005MA,B16005A_006EA,B16005A_006MA,B16005A_007MA,B16005A_007EA,B16005A_008EA,B16005A_008MA,B16005A_009EA,B16005A_009MA,B16005A_010EA,B16005A_010MA,B16005A_011EA,B16005A_011MA,state
0400000US22,2740051,6210,2647013,6130,2500579,8268,146434,6971,123746,6399,22688,2654,93038,7356,15901,1929,77137,6941,32809,4181,44328,5438,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1202373,1731,1175632,2471,1127842,4012,47790,3393,40150,3362,7640,1213,26741,2582,14608,1617,12133,2328,7595,1459,4538,1527,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3240111,12715,2987956,11970,2844350,12178,143606,8290,125293,7339,18313,2649,252155,13049,62814,5283,189341,11638,98573,6725,90768,6993,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5076447,12234,4612591,13178,4299798,16652,312793,10244,256247,9486,56546,4929,463856,15350,115893,6006,347963,13167,167746,8319,180217,9582,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7422552,6835,7078073,12529,6817556,17220,260517,11202,217155,10577,43362,3247,344479,11601,93791,5220,250688,10683,121521,6980,129167,7669,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4336352,6686,4211881,8154,4095903,9070,115978,5244,97084,4709,18894,2366,124471,6915,32132,2848,92339,6409,42867,4030,49472,4515,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1665079,4274,1637223,4345,1609764,5261,27459,3627,21038,2880,6421,1868,27856,3746,8090,1573,19766,3331,8861,1820,10905,2544,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4716814,5683,4610547,7183,4511124,8739,99423,5665,79991,5239,19432,3165,106267,6650,25800,2552,80467,5901,39896,3388,40571,5197,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,855395,2225,841929,2681,824568,3492,17361,2179,15725,2156,1636,571,13466,2212,8194,1402,5272,1605,2965,1055,2307,861,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1543209,5110,1476549,4549,1421861,5111,54688,3843,43804,3338,10884,1466,66660,4835,10540,2055,56120,4965,17001,2385,39119,4370,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1799516,15057,1562708,12203,1381477,10512,181231,10121,155867,10277,25364,3582,236808,10845,32714,2856,204094,9934,87009,6096,117085,7887,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1178740,2978,1138344,4806,1095843,6207,42501,4184,36548,3759,5953,1455,40396,4279,15890,1667,24506,3649,13721,2268,10785,2573,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5745894,22142,4914484,22194,4384983,21153,529501,16929,449236,14422,80265,5580,831410,20632,127687,6304,703723,20209,299502,11924,404221,13469,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1474741,12125,1321003,12110,1008153,13207,312850,12659,271239,12032,41611,3710,153738,8664,15289,2345,138449,8603,47830,4620,90619,7079,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12038953,25873,10501636,26184,9406884,27487,1094752,19301,875403,15998,219349,9588,1537317,25565,296044,10715,1241273,25248,536681,13737,704592,19316,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6444560,14714,6114660,11662,5890041,10604,224619,9364,180651,9500,43968,4938,329900,11465,68629,4560,261271,10401,100066,6068,161205,8861,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,603600,1225,594789,1984,578601,2798,16188,2039,13688,1830,2500,813,8811,1516,4302,1029,4509,1233,2347,798,2162,857,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9023582,7536,8799800,12347,8544604,16568,255196,10471,196842,9632,58354,5160,223782,10295,65753,4019,158029,9771,75666,6010,82363,6648,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2650420,5825,2547219,5294,2457159,5988,90060,5300,75547,4707,14513,1945,103201,5283,15475,1712,87726,4679,31852,3545,55874,3815,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3187099,9274,2974161,10456,2820101,11001,154060,7183,131087,6761,22973,3332,212938,8547,46729,3587,166209,8543,68904,4780,97305,7192,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9909975,13136,9584933,13468,9175671,17831,409262,12757,310164,10807,99098,6239,325042,12223,87598,5564,237444,10811,108683,5993,128761,8512,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,809622,6075,753561,6730,698165,5864,55396,5241,47957,4638,7439,1491,56061,4673,11774,1759,44287,4090,20581,2639,23706,3033,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3037714,6569,2905003,7388,2819732,9402,85271,5621,72730,5171,12541,2362,132711,7524,33665,3028,99046,7116,40388,3920,58658,5859,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,673488,2072,664829,2383,649110,2683,15719,1984,13393,1903,2326,640,8659,1881,2935,1001,5724,1595,3516,1134,2208,1088,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4781321,8860,4633482,8304,4537255,9553,96227,6205,79214,5747,17013,2387,147839,8841,33384,3879,114455,7912,48189,5328,66266,5413,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,18448589,38645,15749126,39841,12073256,37255,3675870,38096,2961520,37312,714350,18382,2699463,33509,240574,9727,2458889,33016,752067,19228,1706822,27651,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2320732,10209,2204571,8929,2099799,9995,104772,6689,90784,6075,13988,2258,116161,7808,29310,2921,86851,7496,40573,4193,46278,4641,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,567195,598,551268,1946,538646,2303,12622,1344,11537,1353,1085,359,15927,1968,8322,1371,7605,1346,4955,1054,2650,717,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5408555,10823,5012424,11464,4797767,13517,214657,8047,184231,7665,30426,3336,396131,12935,93611,7487,302520,12176,151916,7967,150604,8117,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5128297,15180,4736036,15852,4473182,17157,262854,12069,220507,11667,42347,4247,392261,11666,101586,5580,290675,11316,139405,7663,151270,7551,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1644898,2301,1631923,2692,1613428,3095,18495,2490,13121,1955,5374,1196,12975,1923,4651,1028,8324,1735,5063,1372,3261,1113,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4705509,7580,4572421,7244,4405413,9157,167008,7735,130152,6606,36856,3023,133088,7581,30409,3154,102679,6400,45576,3259,57103,4785,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,495358,3905,484824,3898,470284,4209,14540,1899,12642,1760,1898,754,10534,1668,3836,920,6698,1625,3318,1224,3380,962,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2453523,20590,2406866,20799,153512,9314,2253354,22532,401346,12899,1852008,23426,46657,4070,3365,1095,43292,4046,8754,1564,34538,3711,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
