GEO_ID,B13004_001E,B13004_001M,B13004_002E,B13004_002M,B13004_003E,B13004_003M,B13004_004E,B13004_004M,B13004_005E,B13004_005M,B13004_006E,B13004_006M,B13004_007E,B13004_007M,B13004_008E,B13004_008M,B13004_009E,B13004_009M,B13004_010E,B13004_010M,B13004_011E,B13004_011M,NAME,B13004_001EA,B13004_001MA,B13004_002EA,B13004_002MA,B13004_003EA,B13004_003MA,B13004_004MA,B13004_004EA,B13004_005MA,B13004_005EA,B13004_006EA,B13004_006MA,B13004_007EA,B13004_007MA,B13004_008MA,B13004_008EA,B13004_009EA,B13004_009MA,B13004_010MA,B13004_010EA,B13004_011MA,B13004_011EA,state
0400000US39,2620162,7175,135993,5714,81703,4372,54290,3728,16602,2100,37688,3227,2484169,8856,1081377,14144,1402792,15025,206676,7350,1196116,15416,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,882153,3393,52096,2723,33614,2515,18482,1819,5957,1102,12525,1398,830057,4568,403810,5502,426247,5554,53456,3143,372791,6291,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,899917,4505,44514,3951,31083,3122,13431,2040,5330,1371,8101,1716,855403,5875,390917,8470,464486,8294,80439,5050,384047,8623,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2838128,6610,140178,4972,86897,3651,53281,4067,16141,1980,37140,3491,2697950,8404,1163795,11537,1534155,11800,210563,7529,1323592,12436,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,240282,2029,11485,1997,6276,1323,5209,1347,1693,748,3516,1164,228797,2575,93568,4201,135229,4108,18251,2508,116978,4513,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1104592,4902,58272,4249,32837,3024,25435,3125,4504,1225,20931,2896,1046320,5477,460093,9039,586227,9223,64243,4278,521984,9992,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,180980,1790,13315,1567,8268,1208,5047,862,2372,648,2675,633,167665,2240,81434,2889,86231,3034,14136,1743,72095,3281,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1519221,5783,82876,5066,47251,3387,35625,3758,9152,1756,26473,3188,1436345,7675,677546,9261,758799,9727,92282,4935,666517,10195,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6479356,9390,385145,9903,253035,8694,132110,7443,34149,3385,97961,6361,6094211,12788,2862380,22621,3231831,25508,370120,12068,2861711,23745,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,707451,2793,51794,3033,43273,2769,8521,1597,3335,1095,5186,1051,655657,4106,348197,5595,307460,5637,29528,2900,277932,5790,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,133077,1662,4967,808,3624,736,1343,461,803,328,540,298,128110,1842,56128,2165,71982,2743,15861,2059,56121,2987,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1979965,5559,102439,4824,70780,3997,31659,3315,6967,1514,24692,2894,1877526,7629,885281,10200,992245,12645,114768,5669,877477,12443,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1634419,4559,84674,5107,61334,4102,23340,3077,11067,1833,12273,2408,1549745,5974,722140,11445,827605,12002,136369,6053,691236,11362,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,400315,2777,16535,1947,9901,1455,6634,1429,1851,667,4783,1177,383780,2921,177467,4905,206313,5361,31481,2842,174832,5708,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1288903,3846,63679,3960,43230,3288,20449,2119,8059,1366,12390,1679,1225224,5220,550611,7877,674613,9351,114545,5295,560068,10446,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,129726,2417,7179,1219,5350,1102,1829,562,672,445,1157,465,122547,2464,62308,3184,60239,3717,10757,1634,49482,3857,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,887363,3479,33440,2560,14378,1830,19062,2043,5400,1188,13662,1744,853923,4557,278306,7360,575617,8358,72981,4640,502636,8781,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
