GEO_ID,B13004_001E,B13004_001M,B13004_002E,B13004_002M,B13004_003E,B13004_003M,B13004_004E,B13004_004M,B13004_005E,B13004_005M,B13004_006E,B13004_006M,B13004_007E,B13004_007M,B13004_008E,B13004_008M,B13004_009E,B13004_009M,B13004_010E,B13004_010M,B13004_011E,B13004_011M,NAME,B13004_001EA,B13004_001MA,B13004_002EA,B13004_002MA,B13004_003EA,B13004_003MA,B13004_004MA,B13004_004EA,B13004_005MA,B13004_005EA,B13004_006EA,B13004_006MA,B13004_007EA,B13004_007MA,B13004_008MA,B13004_008EA,B13004_009EA,B13004_009MA,B13004_010MA,B13004_010EA,B13004_011MA,B13004_011EA,state
0400000US01,1133790,5789,57963,4139,34544,3167,23419,2727,2953,866,20466,2551,1075827,6992,477198,9425,598629,10102,47475,4289,551154,10151,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,172140,2103,10345,1560,6480,1398,3865,773,1344,423,2521,683,161795,2727,76863,2828,84932,2786,14691,1861,70241,2949,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1516896,4149,82564,4442,50063,3059,32501,3807,11896,2172,20605,2938,1434332,6248,606389,9490,827943,9179,122866,5432,705077,9656,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,666828,4692,38899,3317,23581,2388,15318,2155,4274,1065,11044,1920,627929,6036,302522,7859,325407,6649,41518,3689,283889,7261,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9387078,10738,474178,10056,311920,7595,162258,6666,49618,3763,112640,5747,8912900,15546,3847017,24201,5065883,23318,625461,13164,4440422,25846,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1245829,4595,64843,3655,45761,2966,19082,2503,6196,1324,12886,1926,1180986,6062,566303,9044,614683,9608,88954,4762,525729,9183,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,820163,3308,35469,3372,24097,2521,11372,2131,3206,962,8166,1719,784694,4632,340171,7377,444523,8677,52571,3538,391952,8923,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,212034,1911,12562,1817,7966,1406,4596,960,1307,591,3289,861,199472,2480,80414,3579,119058,3728,16477,2248,102581,3999,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,179865,1676,9430,1543,4990,1293,4440,1160,401,286,4039,1129,170435,2440,40876,3082,129559,3681,14477,1882,115082,3830,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4387983,9354,212441,8758,124208,6931,88233,5389,23817,2995,64416,4808,4175542,13326,1730372,20078,2445170,19632,302056,9302,2143114,19914,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2464263,8193,126129,6287,74972,5559,51157,3994,13251,2177,37906,3206,2338134,10077,1014595,11557,1323539,14616,125343,7339,1198196,16092,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,310439,2183,18194,2058,12366,1794,5828,1292,1870,701,3958,1121,292245,2939,139273,4961,152972,5272,16528,1976,136444,5208,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,359222,2668,20940,2444,16309,1990,4631,1331,2334,1007,2297,806,338282,3447,171440,5196,166842,4789,23643,2694,143199,4450,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3082421,6684,156277,6301,98117,4264,58160,4935,15288,2060,42872,4170,2926144,8423,1277618,12198,1648526,13623,202842,6680,1445684,14509,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1512913,5316,82866,4345,50650,3514,32216,3259,9068,1717,23148,3123,1430047,6335,651292,10254,778755,10039,114248,5525,664507,10823,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,679687,4162,37402,2909,26662,2313,10740,1694,4014,789,6726,1398,642285,4797,314324,6156,327961,6596,63104,3662,264857,7222,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,650863,3584,43436,3091,29831,2657,13605,2219,4021,1167,9584,1822,607427,4653,298457,5699,308970,6420,46854,3620,262116,6602,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1003652,5080,52668,3682,34482,3160,18186,1949,4694,1053,13492,1925,950984,6389,462152,7378,488832,7852,74661,4020,414171,7788,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1104057,4689,64169,4295,32571,3128,31598,2868,6636,1404,24962,2833,1039888,5676,428196,9701,611692,11127,67358,4126,544334,11361,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,283761,2218,13584,1708,7982,1328,5602,1160,2827,843,2775,864,270177,2898,117337,3818,152840,4446,33262,2775,119578,4829,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1437047,4521,76727,4380,49926,3433,26801,2627,8123,1696,18678,2232,1360320,6403,576145,9475,784175,9751,81612,5029,702563,9891,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1577651,4949,77068,4233,54083,3736,22985,2799,7429,1732,15556,1927,1500583,6359,624311,8915,876272,9318,113547,5369,762725,9802,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2262019,5195,121346,5940,70847,3951,50499,4700,18211,2714,32288,3431,2140673,8269,911138,10481,1229535,12771,179790,6088,1049745,11822,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1236465,4022,71382,4850,49420,3510,21962,2712,8393,1500,13569,2121,1165083,6168,553132,6987,611951,8444,110727,4110,501224,8931,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,701216,5116,38336,3343,19510,2556,18826,2417,3091,1045,15735,2229,662880,6515,280697,7098,382183,8388,37542,3486,344641,8856,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1377806,4643,76711,4373,48664,3421,28047,2860,7878,1391,20169,2606,1301095,6318,595785,8176,705310,9855,107472,4760,597838,10448,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,216990,2475,12090,1716,7901,1324,4189,1030,1922,827,2267,622,204900,2897,94111,3774,110789,4063,18033,2142,92756,4579,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,419241,2773,25699,2472,18654,2077,7045,1215,3127,945,3918,889,393542,3496,190210,4935,203332,4827,30112,2508,173220,4726,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,665046,2575,35444,2946,23896,2526,11548,1919,5356,1372,6192,1313,629602,3770,277259,7428,352343,7528,48957,3663,303386,7827,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,293998,2987,15582,2123,10268,1607,5314,1545,2568,1218,2746,898,278416,3632,129352,4919,149064,5562,31712,2999,117352,5573,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2099495,4624,99616,5038,68097,4088,31519,3199,8034,1513,23485,2974,1999879,7252,896628,10708,1103251,11877,121055,5688,982196,11383,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,473494,2730,28010,2665,15381,2198,12629,1920,3478,1078,9151,1604,445484,3295,179253,5147,266231,5595,37904,3022,228327,6336,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4743484,8371,228029,7182,154646,6768,73383,3893,21299,2435,52084,3758,4515455,11825,1840747,16841,2674708,20823,289766,8916,2384942,20603,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2331087,6438,117732,5715,75074,4482,42658,3492,12652,2006,30006,3023,2213355,8354,1011942,12410,1201413,14694,143341,6771,1058072,16101,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,159128,1810,10054,1537,6767,1161,3287,916,1781,871,1506,598,149074,2264,74244,2531,74830,2991,14715,2113,60115,3683,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
