GEO_ID,B05008_001E,B05008_001M,B05008_002E,B05008_002M,B05008_003E,B05008_003M,B05008_004E,B05008_004M,B05008_005E,B05008_005M,B05008_006E,B05008_006M,B05008_007E,B05008_007M,B05008_008E,B05008_008M,B05008_009E,B05008_009M,B05008_010E,B05008_010M,B05008_011E,B05008_011M,B05008_012E,B05008_012M,B05008_013E,B05008_013M,B05008_014E,B05008_014M,B05008_015E,B05008_015M,B05008_016E,B05008_016M,B05008_017E,B05008_017M,B05008_018E,B05008_018M,B05008_019E,B05008_019M,B05008_020E,B05008_020M,B05008_021E,B05008_021M,B05008_022E,B05008_022M,B05008_023E,B05008_023M,B05008_024E,B05008_024M,B05008_025E,B05008_025M,B05008_026E,B05008_026M,B05008_027E,B05008_027M,B05008_028E,B05008_028M,B05008_029E,B05008_029M,B05008_030E,B05008_030M,B05008_031E,B05008_031M,B05008_032E,B05008_032M,B05008_033E,B05008_033M,B05008_034E,B05008_034M,B05008_035E,B05008_035M,B05008_036E,B05008_036M,B05008_037E,B05008_037M,B05008_038E,B05008_038M,B05008_039E,B05008_039M,B05008_040E,B05008_040M,B05008_041E,B05008_041M,B05008_042E,B05008_042M,B05008_043E,B05008_043M,B05008_044E,B05008_044M,B05008_045E,B05008_045M,B05008_046E,B05008_046M,B05008_047E,B05008_047M,B05008_048E,B05008_048M,B05008_049E,B05008_049M,B05008_050E,B05008_050M,B05008_051E,B05008_051M,B05008_052E,B05008_052M,B05008_053E,B05008_053M,B05008_054E,B05008_054M,B05008_055E,B05008_055M,B05008_056E,B05008_056M,B05008_057E,B05008_057M,B05008_058E,B05008_058M,B05008_059E,B05008_059M,B05008_060E,B05008_060M,B05008_061E,B05008_061M,B05008_062E,B05008_062M,B05008_063E,B05008_063M,B05008_064E,B05008_064M,B05008_065E,B05008_065M,B05008_066E,B05008_066M,B05008_067E,B05008_067M,B05008_068E,B05008_068M,B05008_069E,B05008_069M,NAME,B05008_001EA,B05008_001MA,B05008_002MA,B05008_002EA,B05008_003MA,B05008_003EA,B05008_004MA,B05008_004EA,B05008_005EA,B05008_005MA,B05008_006EA,B05008_006MA,B05008_007MA,B05008_007EA,B05008_008MA,B05008_008EA,B05008_009MA,B05008_009EA,B05008_010MA,B05008_010EA,B05008_011EA,B05008_011MA,B05008_012EA,B05008_012MA,B05008_013MA,B05008_013EA,B05008_014MA,B05008_014EA,B05008_015MA,B05008_015EA,B05008_016MA,B05008_016EA,B05008_017EA,B05008_017MA,B05008_018MA,B05008_018EA,B05008_019MA,B05008_019EA,B05008_020EA,B05008_020MA,B05008_021EA,B05008_021MA,B05008_022MA,B05008_022EA,B05008_023EA,B05008_023MA,B05008_024MA,B05008_024EA,B05008_025MA,B05008_025EA,B05008_026EA,B05008_026MA,B05008_027EA,B05008_027MA,B05008_028EA,B05008_028MA,B05008_029MA,B05008_029EA,B05008_030EA,B05008_030MA,B05008_031MA,B05008_031EA,B05008_032EA,B05008_032MA,B05008_033EA,B05008_033MA,B05008_034EA,B05008_034MA,B05008_035MA,B05008_035EA,B05008_036MA,B05008_036EA,B05008_037MA,B05008_037EA,B05008_038MA,B05008_038EA,B05008_039MA,B05008_039EA,B05008_040MA,B05008_040EA,B05008_041MA,B05008_041EA,B05008_042MA,B05008_042EA,B05008_043MA,B05008_043EA,B05008_044EA,B05008_044MA,B05008_045MA,B05008_045EA,B05008_046MA,B05008_046EA,B05008_047EA,B05008_047MA,B05008_048EA,B05008_048MA,B05008_049EA,B05008_049MA,B05008_050EA,B05008_050MA,B05008_051EA,B05008_051MA,B05008_052MA,B05008_052EA,B05008_053MA,B05008_053EA,B05008_054EA,B05008_054MA,B05008_055EA,B05008_055MA,B05008_056EA,B05008_056MA,B05008_057EA,B05008_057MA,B05008_058MA,B05008_058EA,B05008_059MA,B05008_059EA,B05008_060EA,B05008_060MA,B05008_061EA,B05008_061MA,B05008_062MA,B05008_062EA,B05008_063EA,B05008_063MA,B05008_064MA,B05008_064EA,B05008_065MA,B05008_065EA,B05008_066EA,B05008_066MA,B05008_067EA,B05008_067MA,B05008_068MA,B05008_068EA,B05008_069MA,B05008_069EA,state
0400000US01,162226,7768,84002,5311,7128,1427,1152,565,1449,599,4527,1117,22565,2035,4237,1088,6931,1592,11397,1387,48041,4339,3298,1532,27332,3809,17411,3224,3235,1279,1063,1171,711,440,1461,686,41965,4357,33185,4095,1465,854,19852,3177,11868,2735,8780,2623,298,367,5949,2513,2533,1116,2841,1083,472,391,820,543,1549,847,6268,1645,503,326,2454,1113,3311,1073,78224,4643,10189,1431,1519,596,1566,621,7104,1097,27594,1984,5399,1264,8128,1581,14067,1663,34887,3371,2623,929,18552,2520,13712,2111,2609,1009,323,289,801,493,1485,627,29653,3010,21875,2714,1527,874,11534,2036,8814,1913,7778,1875,367,358,4975,1552,2436,815,2625,823,406,241,1242,544,977,431,5554,1379,505,318,2367,987,2682,699,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,50760,3428,23953,1851,3316,930,344,425,342,258,2630,737,12784,937,1754,853,3520,1118,7510,1073,4601,993,137,190,838,555,3626,727,1326,745,88,178,451,430,787,494,2528,702,2089,652,0,147,269,300,1820,596,439,283,49,76,0,147,390,274,747,464,0,147,118,160,629,432,3252,1012,758,681,1161,671,1333,570,26807,2581,3913,827,25,40,1085,461,2803,668,15854,1772,1899,709,4703,1665,9252,1252,4133,1133,408,431,1344,630,2381,879,624,333,17,27,268,262,339,252,2473,983,1677,841,198,315,644,590,835,556,796,501,193,294,277,170,326,193,1036,615,0,147,155,153,881,586,2907,977,115,153,1043,567,1749,848,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,896310,18572,434620,10022,35266,3044,3085,899,5185,1267,26996,2739,73682,4316,15404,2175,22455,2896,35823,2977,286412,8378,18553,2674,75396,5386,192463,7158,5843,1332,580,532,1724,845,3539,938,273499,8461,257579,8278,14018,2559,66777,5270,176784,6881,15920,3178,3364,1201,4825,2107,7731,1769,7070,1354,591,330,2070,739,4409,1052,39260,3604,9538,2290,11263,2262,18459,2377,461690,11771,45437,3322,2885,739,7752,1444,34800,2735,88026,4545,13428,2221,26326,2653,48272,3150,290008,8493,13430,2845,80694,5648,195884,6573,4682,1582,579,463,1115,723,2988,1313,274061,8533,262390,8750,11352,2676,73709,5280,177329,7055,11671,1849,578,449,2604,820,8489,1465,11265,2151,921,437,3266,1273,7078,1568,38219,3313,8061,1799,11754,2210,18404,2240,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,133888,5487,67462,3442,4571,1164,549,293,996,532,3026,1024,14743,1918,4513,1083,4102,1308,6128,991,45014,2370,3852,1519,16984,2434,24178,2425,462,382,85,149,0,192,377,342,42842,2392,34917,2216,2004,705,14031,2235,18882,1944,7925,2242,1459,1304,2610,1073,3856,1285,1710,770,304,259,343,310,1063,576,3134,929,863,639,680,422,1591,688,66426,3278,5088,1319,336,254,902,480,3850,1138,18190,1825,3016,809,5983,1375,9191,1361,39862,2463,4226,1226,15359,2576,20277,2290,203,207,0,192,109,164,94,113,38137,2458,31308,2822,2732,960,12945,2517,15631,2523,6829,1590,896,601,2069,1021,3864,1185,1522,684,598,485,236,207,688,439,3286,901,810,511,1045,551,1431,593,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,10311200,53780,4997386,32294,313341,10095,31525,3154,63573,4755,218243,7474,1753659,14880,186350,8911,414737,12348,1152572,12428,2744428,22334,96340,7812,695189,16471,1952899,19122,34424,3124,1420,539,4491,1141,28513,2929,2591202,21411,2162285,19972,66959,6238,531857,15443,1563469,18956,428917,12074,19349,2702,124877,8131,284691,8253,118802,7423,8612,1890,33964,4129,76226,5631,185958,8154,22475,3492,50798,4874,112685,5483,5313814,31014,359590,10963,28229,3511,65869,4819,265492,8950,2079665,15487,209394,7895,530492,13088,1339779,13688,2682207,22647,89299,6841,662070,15884,1930838,20649,38974,4135,2508,1108,4719,1194,31747,3534,2508123,21894,2070089,21021,61281,5362,514265,14325,1494543,19277,438034,10852,16355,2688,105657,6395,316022,8302,135110,8148,9155,1697,37429,4522,88526,5657,192352,8251,21220,3310,48981,4296,122151,5632,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,500634,11600,243688,7662,30327,2957,2612,756,7763,1881,19952,2162,50733,2718,7385,1439,13791,2131,29557,2232,139689,6042,7546,1751,46329,4563,85814,4941,3877,1254,939,986,807,499,2131,683,129662,5635,117660,5738,5196,1307,37692,4239,74772,4557,12002,2043,770,549,5701,1428,5531,1326,6150,1196,641,474,2129,655,3380,980,22939,2837,4698,1783,8645,1776,9596,1366,256946,6645,40610,3188,2904,826,9084,1701,28622,2498,62740,2778,9593,1811,18480,1803,34667,1992,127865,4725,7263,1862,46588,4560,74014,4070,2943,1045,318,274,136,173,2489,981,114378,4925,104328,4568,4883,1363,38532,4269,60913,3875,10050,2156,1206,734,4049,1236,4795,1166,10544,1728,856,586,3871,962,5817,1336,25731,2902,5297,1816,10004,2029,10430,1585,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,499643,13006,241094,7686,58601,3583,3737,1167,8059,1262,46805,3222,56916,3181,10308,1916,18198,1803,28410,2279,111300,5738,10672,2551,43711,4121,56917,4519,36289,3647,3113,1396,10885,2268,22291,2617,36584,4312,16532,3663,1088,753,7353,2002,8091,2267,20052,3932,2429,1434,10496,2687,7127,2276,38427,4444,4042,1481,14977,2693,19408,3190,14277,2175,1394,678,4508,1141,8375,1354,258549,7350,71028,4135,3480,1029,11608,1876,55940,3649,59580,2385,9722,1671,21003,2282,28855,1570,113756,6361,10822,2850,39127,4355,63807,3671,50140,4535,4682,1881,15033,2529,30425,2892,24288,3846,11383,2225,1007,672,6009,1529,4367,1423,12905,2782,799,588,6098,2464,6008,1467,39328,3778,4334,1575,11987,1821,23007,2583,14185,1894,1523,706,3397,1081,9265,1324,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,76768,4344,38900,2422,4415,948,615,360,820,499,2980,739,12685,1400,2843,1183,3744,917,6098,975,17422,2291,788,529,7624,1842,9010,1457,4152,1443,41,73,1471,1129,2640,808,12280,1956,7931,1899,685,508,3486,1336,3760,1325,4349,1068,62,85,2369,952,1918,723,990,543,0,189,298,288,692,405,4378,1114,573,468,1725,711,2080,668,37868,2863,6934,1178,351,372,1312,563,5271,966,12058,1193,2492,893,3087,864,6479,1161,13309,2113,1176,503,5057,1397,7076,1172,3825,1191,653,465,754,589,2418,765,8168,1524,5720,1458,348,328,2699,1008,2673,914,2448,854,30,52,1213,673,1205,489,1316,690,145,233,391,309,780,499,5567,1628,1106,934,2517,985,1944,756,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,92819,5381,45377,2802,9113,1604,2687,927,2559,839,3867,1025,7205,1238,1430,810,2246,792,3529,723,19116,1618,1841,721,8210,1605,9065,1209,4486,1294,37,84,1516,771,2933,858,9245,1669,1099,621,65,112,717,561,317,309,8146,1666,621,414,4230,1291,3295,982,5385,1295,1118,539,1747,763,2520,789,9943,2151,1552,690,3986,1342,4405,1348,47442,3675,8649,1623,2242,774,2595,1016,3812,893,9065,1254,1516,726,2409,756,5140,911,20931,2345,3339,1657,6907,1510,10685,1610,5438,1537,266,297,1303,665,3869,1108,8748,1855,1311,679,53,87,651,581,607,404,7437,1794,561,468,2741,997,4135,1219,6745,1844,2459,1426,2212,697,2074,822,8797,1825,1450,706,4345,1514,3002,830,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3798062,37577,1788879,19444,160714,7098,15932,2792,30606,3173,114176,4902,185714,6355,21777,2599,54766,4642,109171,4694,1351978,17008,130234,8885,435234,14515,786510,14342,732522,13637,73175,5930,205169,9110,454178,12018,330716,13842,146590,8970,12447,2810,54699,5775,79444,6233,184126,12527,17153,3731,68985,7708,97988,6866,288740,9213,27459,3643,106381,5686,154900,7016,90473,5968,14032,2452,22596,2851,53845,4515,2009183,24573,210330,9440,15630,2275,37520,3668,157180,7684,219679,6278,27101,3661,62999,4490,129579,4399,1487774,19758,145236,8149,475625,14331,866913,13665,841992,14716,94479,6194,238012,10504,509501,10121,278471,11309,107266,7360,4923,1378,50320,5672,52023,4406,171205,9031,11796,2475,47840,4802,111569,7069,367311,14423,34038,4425,139453,8986,193820,9090,91400,5442,15432,2424,21101,2738,54867,4197,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
