GEO_ID,C27008_001E,C27008_001M,C27008_002E,C27008_002M,C27008_003E,C27008_003M,C27008_004E,C27008_004M,C27008_005E,C27008_005M,C27008_006E,C27008_006M,C27008_007E,C27008_007M,C27008_008E,C27008_008M,C27008_009E,C27008_009M,C27008_010E,C27008_010M,C27008_011E,C27008_011M,C27008_012E,C27008_012M,C27008_013E,C27008_013M,C27008_014E,C27008_014M,C27008_015E,C27008_015M,C27008_016E,C27008_016M,C27008_017E,C27008_017M,C27008_018E,C27008_018M,C27008_019E,C27008_019M,C27008_020E,C27008_020M,C27008_021E,C27008_021M,NAME,C27008_001MA,C27008_001EA,C27008_002EA,C27008_002MA,C27008_003EA,C27008_003MA,C27008_004MA,C27008_004EA,C27008_005MA,C27008_005EA,C27008_006MA,C27008_006EA,C27008_007EA,C27008_007MA,C27008_008EA,C27008_008MA,C27008_009EA,C27008_009MA,C27008_010MA,C27008_010EA,C27008_011MA,C27008_011EA,C27008_012EA,C27008_012MA,C27008_013EA,C27008_013MA,C27008_014MA,C27008_014EA,C27008_015MA,C27008_015EA,C27008_016MA,C27008_016EA,C27008_017MA,C27008_017EA,C27008_018EA,C27008_018MA,C27008_019EA,C27008_019MA,C27008_020EA,C27008_020MA,C27008_021MA,C27008_021EA,state
0400000US01,4755381,1814,2284668,5599,563117,4269,17972,2475,545145,4965,1418723,4731,44573,3720,1374150,5472,302828,1900,38290,2394,264538,2784,2470713,5159,544727,4391,16420,2404,528307,4754,1526743,3765,49987,3478,1476756,4810,399243,1967,38885,2946,360358,3042,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,712248,1963,366864,2541,96973,1734,10135,1666,86838,2124,237630,1974,12301,1587,225329,2471,32261,848,3309,872,28952,1086,345384,2157,90912,1717,9949,1760,80963,2386,222146,1283,18037,2090,204109,2376,32326,832,2849,642,29477,967,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6521226,1734,3207062,2887,823870,1962,19833,2924,804037,3341,1920087,2842,40273,3027,1879814,4121,463105,1334,43016,2797,420089,3321,3314164,2699,789635,1895,19186,2446,770449,2920,1980813,2354,45593,3331,1935220,3838,543716,1448,41120,3203,502596,3319,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2907014,1233,1427846,4941,369537,4011,7396,1873,362141,4278,862503,3593,18692,2096,843811,4166,195806,1562,19361,1798,176445,2418,1479168,4700,339588,3571,8380,2391,331208,4339,897397,3109,23232,2719,874165,3925,242183,2000,17627,1894,224556,2918,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37831553,5167,18678471,8174,4684835,4538,71630,5328,4613205,6933,11917914,6910,138356,7029,11779558,10084,2075722,3272,112228,4321,1963494,5344,19153082,6595,4473120,4214,70772,5647,4402348,6802,12058604,4800,161847,6104,11896757,8191,2621358,3316,107363,4273,2513995,4942,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5173272,2685,2571218,4738,633100,3639,34299,3672,598801,5153,1653136,3953,49353,3979,1603783,5445,284982,1510,26817,1868,258165,2588,2602054,4073,606091,3326,30272,3089,575819,4243,1651804,2894,61927,4133,1589877,4810,344159,1664,28103,1910,316056,2415,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541409,1156,1718699,2659,398790,1891,4988,1520,393802,1949,1093523,1944,11753,2003,1081770,2829,226386,1298,7245,962,219141,1614,1822710,2714,385369,1796,7387,2299,377982,3041,1142172,1698,11951,1926,1130221,2610,295169,1346,7554,1089,287615,1674,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,911502,1114,437592,1253,103087,830,3260,993,99827,1333,270719,1081,7621,1445,263098,1765,63786,493,6265,973,57521,1091,473910,1235,100252,856,2394,891,97858,1284,294419,998,6622,1299,287797,1759,79239,492,6165,1360,73074,1546,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,635833,581,298312,741,55867,410,774,353,55093,515,213223,658,2655,784,210568,1050,29222,519,1208,334,28014,644,337521,821,55420,476,1070,500,54350,731,239930,641,2851,609,237079,876,42171,552,1135,435,41036,679,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19245127,3839,9333945,8603,2059975,6245,59190,5624,2000785,8770,5663869,6338,146250,6843,5517619,10074,1610101,3180,133706,5964,1476395,6745,9911182,7269,1959860,6147,60777,5054,1899083,7699,5983026,4806,163421,7046,5819605,7849,1968296,3245,124531,4919,1843765,6176,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9800887,3675,4727828,8687,1269050,6733,50136,4782,1218914,8424,2952986,6612,88689,5906,2864297,8662,505792,2817,49569,3144,456223,4216,5073059,7882,1218029,6673,48735,4208,1169294,8124,3198904,4639,113111,6521,3085793,7540,656126,2761,48882,3894,607244,4471,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1345168,3281,661352,3290,158445,1211,26114,2972,132331,3431,406345,3039,23233,2759,383112,3430,96562,764,11490,1478,85072,1661,683816,2110,148403,1187,22440,2468,125963,2665,416197,1526,36167,2459,380030,2881,119216,740,11062,1301,108154,1413,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1592172,685,796967,2603,221768,2389,4819,1449,216949,2702,472071,2045,11993,2014,460078,2924,103128,1063,9012,1304,94116,1607,795205,2627,204180,2104,4991,1330,199189,2450,474872,1821,12262,1842,462610,2653,116153,1047,7467,1144,108686,1392,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12704616,1398,6216793,5500,1541919,3308,13153,2158,1528766,3960,3944682,4452,36519,3406,3908163,5457,730192,1870,24691,1696,705501,2728,6487823,5356,1476041,3833,12652,1780,1463389,4645,4066089,3904,32613,2291,4033476,4878,945693,2495,17607,1566,928086,2860,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6471551,786,3165813,4997,808450,3634,8562,1886,799888,4016,1971787,3603,23895,2478,1947892,4497,385576,2103,17006,1717,368570,2487,3305738,5074,775565,4146,8584,1785,766981,4241,2037163,3120,20958,2462,2016205,4101,493010,2060,14385,1728,478625,2522,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
