GEO_ID,B05009_001E,B05009_001M,B05009_002E,B05009_002M,B05009_003E,B05009_003M,B05009_004E,B05009_004M,B05009_005E,B05009_005M,B05009_006E,B05009_006M,B05009_007E,B05009_007M,B05009_008E,B05009_008M,B05009_009E,B05009_009M,B05009_010E,B05009_010M,B05009_011E,B05009_011M,B05009_012E,B05009_012M,B05009_013E,B05009_013M,B05009_014E,B05009_014M,B05009_015E,B05009_015M,B05009_016E,B05009_016M,B05009_017E,B05009_017M,B05009_018E,B05009_018M,B05009_019E,B05009_019M,B05009_020E,B05009_020M,B05009_021E,B05009_021M,B05009_022E,B05009_022M,B05009_023E,B05009_023M,B05009_024E,B05009_024M,B05009_025E,B05009_025M,B05009_026E,B05009_026M,B05009_027E,B05009_027M,B05009_028E,B05009_028M,B05009_029E,B05009_029M,B05009_030E,B05009_030M,B05009_031E,B05009_031M,B05009_032E,B05009_032M,B05009_033E,B05009_033M,B05009_034E,B05009_034M,B05009_035E,B05009_035M,B05009_036E,B05009_036M,B05009_037E,B05009_037M,NAME,B05009_001MA,B05009_001EA,B05009_002MA,B05009_002EA,B05009_003EA,B05009_003MA,B05009_004MA,B05009_004EA,B05009_005MA,B05009_005EA,B05009_006MA,B05009_006EA,B05009_007EA,B05009_007MA,B05009_008EA,B05009_008MA,B05009_009EA,B05009_009MA,B05009_010MA,B05009_010EA,B05009_011EA,B05009_011MA,B05009_012EA,B05009_012MA,B05009_013MA,B05009_013EA,B05009_014EA,B05009_014MA,B05009_015MA,B05009_015EA,B05009_016MA,B05009_016EA,B05009_017EA,B05009_017MA,B05009_018MA,B05009_018EA,B05009_019EA,B05009_019MA,B05009_020EA,B05009_020MA,B05009_021MA,B05009_021EA,B05009_022EA,B05009_022MA,B05009_023EA,B05009_023MA,B05009_024MA,B05009_024EA,B05009_025EA,B05009_025MA,B05009_026MA,B05009_026EA,B05009_027MA,B05009_027EA,B05009_028MA,B05009_028EA,B05009_029MA,B05009_029EA,B05009_030EA,B05009_030MA,B05009_031EA,B05009_031MA,B05009_032MA,B05009_032EA,B05009_033EA,B05009_033MA,B05009_034EA,B05009_034MA,B05009_035EA,B05009_035MA,B05009_036EA,B05009_036MA,B05009_037EA,B05009_037MA,state
0400000US13,2347924,9470,767450,8572,441641,12059,433295,12239,8346,2109,323880,10873,81935,5539,75180,5740,6755,2056,35826,4131,35090,4084,736,637,325021,10496,323887,10441,1134,612,281305,9746,43716,5912,42789,5926,927,532,1580474,9841,969925,16409,925574,16574,44351,4901,743158,14701,158139,8317,121717,7432,36422,4410,68628,6345,65129,6156,3499,1203,608099,16558,594497,16426,13602,2474,526680,16399,81419,8106,68997,6943,12422,2534,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,289374,3066,105078,2229,72186,3633,71190,3617,996,567,50667,3967,8956,1915,8182,1824,774,545,12563,1944,12424,1954,139,126,32804,3567,32207,3567,597,353,26193,3450,6611,1657,6014,1647,597,353,184296,3234,131205,5192,124098,5259,7107,1624,88190,5236,24069,3499,18109,3304,5960,1599,18946,2943,18131,2973,815,437,52926,4702,48737,4558,4189,1452,42046,4599,10880,2505,6977,1813,3903,1382,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,412236,2744,135415,3257,101551,3779,100021,3838,1530,685,83492,3517,10942,1830,9726,1784,1216,612,7117,2086,7047,2081,70,120,33769,3256,33769,3256,0,193,30733,3267,3036,1278,3036,1278,0,193,276821,3977,203583,7984,197492,7856,6091,1663,170476,7245,20239,3049,15326,3017,4913,1507,12868,2801,12281,2738,587,421,73168,7468,71339,7192,1829,1300,66522,7025,6646,2024,4984,1465,1662,1268,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2890513,6570,924376,8295,596487,10234,584783,10081,11704,2162,394332,9799,134735,7401,124988,7192,9747,2238,67420,4519,66602,4467,818,480,326307,9012,323605,9149,2702,823,270833,8489,55474,4820,53002,4971,2472,860,1966137,9820,1312736,13375,1250457,13280,62279,5215,895587,12998,305874,11958,253595,11097,52279,4803,111275,6234,108027,6193,3248,990,649746,14236,629576,13613,20170,2803,540170,12203,109576,8404,91411,7081,18165,2807,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1503452,6191,491220,5268,314928,7133,311077,7041,3851,1039,270013,7020,26872,3455,24281,3259,2591,786,18043,2737,17630,2716,413,387,175951,6444,175613,6462,338,324,165149,6195,10802,2595,10491,2613,311,326,1012232,7207,667723,9290,650392,9333,17331,2597,596134,9161,44566,4975,32506,3593,12060,2502,27023,3748,25009,3790,2014,767,343616,9877,339870,9676,3746,1211,325217,9657,18399,3328,15241,2915,3158,1068,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,694268,3534,230199,3893,156552,4422,154641,4366,1911,779,138436,3926,11964,2120,10350,1942,1614,739,6152,1362,6032,1341,120,185,73436,4240,72992,4280,444,335,66643,4288,6793,1544,6349,1469,444,335,464069,4850,325946,5894,317084,6013,8862,1862,292804,6084,21732,3327,14890,2389,6842,1813,11410,2334,10642,2294,768,427,137461,6001,134266,6035,3195,1212,127618,6264,9843,2181,7756,1797,2087,1054,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,688943,4400,236371,3911,161530,5458,159975,5226,1555,668,135329,4534,17327,2929,15847,2751,1480,663,8874,1911,8850,1920,24,41,74782,4383,74491,4376,291,303,65708,3950,9074,1865,8783,1874,291,303,452572,5053,320146,6807,309209,6927,10937,2527,267205,6568,37543,3987,28703,3382,8840,2266,15398,3117,14556,2993,842,693,131868,6841,128253,6780,3615,1319,113855,6201,18013,2862,14504,2672,3509,1323,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,943560,5222,310151,4475,195266,6186,193121,6217,2145,659,175372,5639,11123,2272,9556,2158,1567,573,8771,1815,8384,1648,387,361,114339,5816,114057,5784,282,248,107095,5495,7244,1696,7075,1667,169,207,633409,6307,409576,9321,399202,9119,10374,1963,379383,9487,17622,2870,11439,2457,6183,1533,12571,2513,11935,2525,636,565,222932,8300,219214,8209,3718,1131,212755,8360,10177,2478,7715,2068,2462,853,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1043036,5896,357193,4689,181049,6076,179962,6149,1087,596,161752,6409,9820,1826,8796,1788,1024,582,9477,2067,9414,2068,63,108,175967,5565,175306,5675,661,518,167664,5937,8303,2206,7642,2261,661,518,685843,7133,382565,10088,376247,10060,6318,1524,353483,10201,17171,1900,11603,1504,5568,1413,11911,2955,11898,2957,13,23,302944,10315,300995,10138,1949,741,294119,10321,8825,2144,7165,1931,1660,727,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,246380,2535,73184,2360,46988,2851,46620,2832,368,335,43148,2877,1202,516,894,516,308,318,2638,970,2638,970,0,165,26124,2738,26040,2723,84,144,25435,2657,689,472,605,463,84,144,173196,2997,115334,4884,112572,4923,2762,1089,106058,5384,3186,1094,1819,852,1367,863,6090,1586,5750,1547,340,272,57393,4822,56653,4746,740,502,53976,4508,3417,1194,2966,1085,451,458,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1287167,5139,423429,4445,264797,6764,258353,7052,6444,1327,177807,5675,59256,3988,53894,4095,5362,1245,27734,3336,27378,3320,356,237,157289,5900,156396,5931,893,446,127831,5294,29458,3748,28712,3689,746,409,863738,5753,550554,10620,516952,10106,33602,3208,393755,8909,111988,7061,83970,6001,28018,2804,44811,4305,43443,4303,1368,591,310172,11421,296612,11467,13560,2465,255985,10071,54187,4398,41619,3967,12568,2440,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1336067,5188,430563,5634,291081,6998,284067,6875,7014,1628,191667,6809,64859,4888,58629,4354,6230,1559,34555,3532,34164,3522,391,319,137145,6103,135637,6047,1508,739,105203,6115,31942,3213,30697,3087,1245,729,905504,6675,605434,11679,571644,11273,33790,3493,437910,8688,106680,5874,79279,5171,27401,3447,60844,5646,58886,5647,1958,767,295945,9873,280897,9441,15048,3004,230522,9199,65423,5203,52074,5007,13349,2909,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2133395,7614,671432,6494,410378,7557,403510,7647,6868,1625,335876,7709,45455,3772,40613,3617,4842,1271,29047,3191,28008,3129,1039,635,260352,7715,258946,7612,1406,972,248659,7651,11693,2168,10546,2194,1147,936,1461963,9327,954386,11598,918508,11973,35878,3530,801342,11087,100203,6433,74298,5840,25905,3082,52841,4661,50794,4490,2047,743,506323,10391,500203,10135,6120,1578,479810,9399,26513,3637,21891,3422,4622,1425,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1233088,4041,403824,4130,289102,5494,284772,5622,4330,1286,231906,4568,37132,3853,34328,3717,2804,1037,20064,2260,19791,2289,273,236,114184,5098,112826,5018,1358,561,96379,4685,17805,2239,16501,2190,1304,555,829264,4770,585893,8660,562161,8757,23732,3240,492220,7995,63630,4585,47845,4202,15785,2751,30043,3404,28115,3337,1928,740,241320,8283,233907,8326,7413,1575,203613,7697,37707,3949,31393,3630,6314,1454,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,684715,5204,226869,4004,108977,5279,108587,5326,390,336,101146,5046,4139,1168,4006,1131,133,137,3692,1143,3554,1136,138,246,117892,5467,117846,5483,46,78,115453,5480,2439,1136,2393,1142,46,78,457846,6188,248695,7280,245281,7207,3414,1118,235599,7195,8009,1447,5838,1338,2171,820,5087,1600,4250,1330,837,628,208436,7169,207415,7291,1021,606,203105,7123,5331,2134,4504,2075,827,548,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1316064,5997,433751,5515,274331,7596,272192,7492,2139,832,242325,6927,16348,2524,14951,2507,1397,735,15658,2569,15511,2548,147,138,158834,7607,158298,7512,536,387,152403,7268,6431,1622,5980,1472,451,378,882313,7312,585484,11253,571355,11337,14129,2372,535902,11167,29771,2917,19994,2228,9777,1762,19811,2578,18761,2589,1050,484,295845,11230,291413,11255,4432,1413,280565,10736,15280,3033,12366,2907,2914,1043,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,212834,2068,73445,2162,48034,2351,47984,2351,50,59,46206,2396,416,343,381,336,35,61,1412,671,1412,671,0,165,25402,3000,25303,2995,99,118,25151,3011,251,200,251,200,0,165,139389,2365,94449,4254,93793,4299,656,342,90018,4444,794,382,654,342,140,124,3637,1340,3621,1338,16,27,44761,3671,44339,3600,422,463,44108,3566,653,694,653,694,0,165,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,444477,2905,150574,2804,104142,3727,103280,3743,862,439,86220,3197,13226,2031,12582,1939,644,406,4696,1090,4670,1084,26,43,46310,3636,46089,3589,221,194,39332,3338,6978,1938,6793,1869,185,183,293903,2923,208791,6012,201947,5673,6844,1404,175603,4981,26265,2777,20776,2690,5489,1337,6923,1494,6730,1440,193,253,84940,5853,83586,5790,1354,557,74821,5398,10119,2301,8966,2254,1153,505,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,629710,3323,206831,3479,131263,5799,129738,5766,1525,572,71140,4774,36333,4187,34910,4178,1423,580,23790,4073,23733,4089,57,96,75486,5261,75112,5253,374,347,57599,4096,17887,2782,17561,2779,326,338,422879,3994,263490,7598,248230,7756,15260,2284,146954,6811,84580,4985,71257,4776,13323,2077,31956,3657,30425,3713,1531,1011,159089,7372,151304,7534,7785,1846,114691,6435,44398,5255,37227,4976,7171,1760,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,258563,2425,77319,2074,50200,2865,49804,2887,396,230,42135,3065,4630,1240,4321,1265,309,230,3435,942,3381,944,54,63,26917,3013,26917,3013,0,185,24820,2806,2097,1358,2097,1358,0,185,181244,2947,128775,4813,125055,4426,3720,1226,114261,4936,7254,1243,6233,1206,1021,449,7260,1481,7035,1431,225,191,51690,4221,51074,4175,616,498,49175,4224,2515,1493,2216,1447,299,267,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1951367,5309,624760,5820,423843,8562,413789,8606,10054,1519,243682,7461,124365,6074,115319,6105,9046,1449,55796,4940,55286,4875,510,306,200044,7490,195214,7482,4830,1460,140492,7028,59552,5032,55175,5005,4377,1365,1326607,6386,922895,11862,858188,12640,64707,4608,564290,11443,252830,8264,196355,7945,56475,4569,105775,7104,101797,7060,3978,1087,401779,12719,373520,12513,28259,3631,281222,11634,120557,7655,93441,6772,27116,3815,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
