GEO_ID,B05003A_001E,B05003A_001M,B05003A_002E,B05003A_002M,B05003A_003E,B05003A_003M,B05003A_004E,B05003A_004M,B05003A_005E,B05003A_005M,B05003A_006E,B05003A_006M,B05003A_007E,B05003A_007M,B05003A_008E,B05003A_008M,B05003A_009E,B05003A_009M,B05003A_010E,B05003A_010M,B05003A_011E,B05003A_011M,B05003A_012E,B05003A_012M,B05003A_013E,B05003A_013M,B05003A_014E,B05003A_014M,B05003A_015E,B05003A_015M,B05003A_016E,B05003A_016M,B05003A_017E,B05003A_017M,B05003A_018E,B05003A_018M,B05003A_019E,B05003A_019M,B05003A_020E,B05003A_020M,B05003A_021E,B05003A_021M,B05003A_022E,B05003A_022M,B05003A_023E,B05003A_023M,NAME,B05003A_001EA,B05003A_001MA,B05003A_002MA,B05003A_002EA,B05003A_003MA,B05003A_003EA,B05003A_004EA,B05003A_004MA,B05003A_005EA,B05003A_005MA,B05003A_006EA,B05003A_006MA,B05003A_007MA,B05003A_007EA,B05003A_008MA,B05003A_008EA,B05003A_009EA,B05003A_009MA,B05003A_010EA,B05003A_010MA,B05003A_011EA,B05003A_011MA,B05003A_012MA,B05003A_012EA,B05003A_013MA,B05003A_013EA,B05003A_014EA,B05003A_014MA,B05003A_015EA,B05003A_015MA,B05003A_016MA,B05003A_016EA,B05003A_017EA,B05003A_017MA,B05003A_018MA,B05003A_018EA,B05003A_019MA,B05003A_019EA,B05003A_020EA,B05003A_020MA,B05003A_021MA,B05003A_021EA,B05003A_022EA,B05003A_022MA,B05003A_023MA,B05003A_023EA,state
0400000US01,3330478,7452,1636606,4826,356627,3167,354145,3244,2482,1022,808,510,1674,842,1279979,3441,1240194,3323,39785,4290,13323,2673,26462,3687,1693872,4518,341119,2990,338955,2877,2164,900,248,294,1916,871,1352753,2606,1318567,3443,34186,3208,12017,1621,22169,2679,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,487762,2607,260408,1664,55117,1034,54906,1020,211,209,12,23,199,209,205291,1326,198400,1826,6891,1441,4097,993,2794,964,227354,1828,49713,1212,49621,1218,92,76,67,84,25,40,177641,1075,170177,1749,7464,1423,4956,1118,2508,666,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5233466,20452,2602090,11044,606864,5563,591063,5347,15801,2503,1255,556,14546,2397,1995226,8155,1728452,9382,266774,7980,94505,5672,172269,6909,2631376,12736,573051,6283,559575,6206,13476,2363,2128,794,11348,2284,2058325,8417,1774798,9315,283527,9024,110476,5361,173051,8063,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2305726,6481,1136538,4496,261861,3263,259261,3207,2600,1138,408,346,2192,1075,874677,2500,842174,2537,32503,2661,10644,1923,21859,2785,1169188,4616,246912,3187,244932,3326,1980,880,452,424,1528,727,922276,2634,891545,2684,30731,2554,9359,1647,21372,2597,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23741019,60867,11875514,35587,2698540,15193,2593962,15763,104578,6324,16755,2216,87823,5791,9176974,26961,7057933,27446,2119041,27450,890492,16928,1228549,19985,11865505,31224,2569356,15123,2466177,16888,103179,5991,15175,1837,88004,5694,9296149,21955,7141347,24249,2154802,25701,1013464,16907,1141338,19370,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4415852,16310,2218289,8895,498311,4670,487629,4913,10682,2135,1143,705,9539,1914,1719978,7102,1586222,6646,133756,6090,46983,3593,86773,5089,2197563,9550,473352,5855,461738,5997,11614,1665,1919,772,9695,1593,1724211,6033,1587651,5861,136560,4819,55724,3301,80836,3914,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2778681,12024,1353292,7482,284161,3259,279024,3347,5137,1054,1140,531,3997,928,1069131,5697,963367,6584,105764,5884,56884,3500,48880,4225,1425389,6205,265129,3477,260199,3566,4930,1009,1048,504,3882,930,1160260,4016,1043281,5591,116979,5266,71526,4249,45453,3566,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,637606,5016,310286,3075,62009,1325,61548,1366,461,283,114,138,347,260,248277,2380,234534,2003,13743,2201,5594,1275,8149,1919,327320,2490,59465,1414,58841,1423,624,409,312,297,312,281,267855,1634,253950,2296,13905,1821,6598,1301,7307,1465,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,264080,4748,132675,2898,15726,1009,14774,991,952,512,261,198,691,470,116949,2257,98403,2258,18546,2459,7158,1640,11388,1900,131405,2459,14398,1154,12868,1273,1530,700,241,249,1289,658,117007,1712,99280,2328,17727,2545,6111,1339,11616,1925,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14897782,23979,7315145,14779,1401375,8298,1336249,9343,65126,5230,14531,2649,50595,4707,5913770,10640,4772701,15807,1141069,16323,574915,14513,566154,15273,7582637,14873,1328544,7691,1268998,9023,59546,4150,12155,1865,47391,3660,6254093,10752,4994102,16709,1259991,17500,713758,12151,546233,13001,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6035159,18488,2991801,11637,692268,7430,675402,7092,16866,3146,5647,1797,11219,2484,2299533,7921,2099269,7470,200264,8258,60324,4571,139940,6864,3043358,10412,658727,6338,644177,6656,14550,2198,3817,1143,10733,1823,2384631,6510,2203365,6483,181266,7503,63972,4643,117294,6057,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
