GEO_ID,B19037A_001E,B19037A_001M,B19037A_002E,B19037A_002M,B19037A_003E,B19037A_003M,B19037A_004E,B19037A_004M,B19037A_005E,B19037A_005M,B19037A_006E,B19037A_006M,B19037A_007E,B19037A_007M,B19037A_008E,B19037A_008M,B19037A_009E,B19037A_009M,B19037A_010E,B19037A_010M,B19037A_011E,B19037A_011M,B19037A_012E,B19037A_012M,B19037A_013E,B19037A_013M,B19037A_014E,B19037A_014M,B19037A_015E,B19037A_015M,B19037A_016E,B19037A_016M,B19037A_017E,B19037A_017M,B19037A_018E,B19037A_018M,B19037A_019E,B19037A_019M,B19037A_020E,B19037A_020M,B19037A_021E,B19037A_021M,B19037A_022E,B19037A_022M,B19037A_023E,B19037A_023M,B19037A_024E,B19037A_024M,B19037A_025E,B19037A_025M,B19037A_026E,B19037A_026M,B19037A_027E,B19037A_027M,B19037A_028E,B19037A_028M,B19037A_029E,B19037A_029M,B19037A_030E,B19037A_030M,B19037A_031E,B19037A_031M,B19037A_032E,B19037A_032M,B19037A_033E,B19037A_033M,B19037A_034E,B19037A_034M,B19037A_035E,B19037A_035M,B19037A_036E,B19037A_036M,B19037A_037E,B19037A_037M,B19037A_038E,B19037A_038M,B19037A_039E,B19037A_039M,B19037A_040E,B19037A_040M,B19037A_041E,B19037A_041M,B19037A_042E,B19037A_042M,B19037A_043E,B19037A_043M,B19037A_044E,B19037A_044M,B19037A_045E,B19037A_045M,B19037A_046E,B19037A_046M,B19037A_047E,B19037A_047M,B19037A_048E,B19037A_048M,B19037A_049E,B19037A_049M,B19037A_050E,B19037A_050M,B19037A_051E,B19037A_051M,B19037A_052E,B19037A_052M,B19037A_053E,B19037A_053M,B19037A_054E,B19037A_054M,B19037A_055E,B19037A_055M,B19037A_056E,B19037A_056M,B19037A_057E,B19037A_057M,B19037A_058E,B19037A_058M,B19037A_059E,B19037A_059M,B19037A_060E,B19037A_060M,B19037A_061E,B19037A_061M,B19037A_062E,B19037A_062M,B19037A_063E,B19037A_063M,B19037A_064E,B19037A_064M,B19037A_065E,B19037A_065M,B19037A_066E,B19037A_066M,B19037A_067E,B19037A_067M,B19037A_068E,B19037A_068M,B19037A_069E,B19037A_069M,NAME,B19037A_001EA,B19037A_001MA,B19037A_002EA,B19037A_002MA,B19037A_003MA,B19037A_003EA,B19037A_004EA,B19037A_004MA,B19037A_005EA,B19037A_005MA,B19037A_006EA,B19037A_006MA,B19037A_007EA,B19037A_007MA,B19037A_008MA,B19037A_008EA,B19037A_009EA,B19037A_009MA,B19037A_010EA,B19037A_010MA,B19037A_011EA,B19037A_011MA,B19037A_012EA,B19037A_012MA,B19037A_013MA,B19037A_013EA,B19037A_014MA,B19037A_014EA,B19037A_015EA,B19037A_015MA,B19037A_016EA,B19037A_016MA,B19037A_017MA,B19037A_017EA,B19037A_018MA,B19037A_018EA,B19037A_019MA,B19037A_019EA,B19037A_020EA,B19037A_020MA,B19037A_021EA,B19037A_021MA,B19037A_022EA,B19037A_022MA,B19037A_023MA,B19037A_023EA,B19037A_024EA,B19037A_024MA,B19037A_025MA,B19037A_025EA,B19037A_026EA,B19037A_026MA,B19037A_027EA,B19037A_027MA,B19037A_028EA,B19037A_028MA,B19037A_029MA,B19037A_029EA,B19037A_030MA,B19037A_030EA,B19037A_031EA,B19037A_031MA,B19037A_032EA,B19037A_032MA,B19037A_033EA,B19037A_033MA,B19037A_034EA,B19037A_034MA,B19037A_035MA,B19037A_035EA,B19037A_036EA,B19037A_036MA,B19037A_037EA,B19037A_037MA,B19037A_038EA,B19037A_038MA,B19037A_039MA,B19037A_039EA,B19037A_040MA,B19037A_040EA,B19037A_041MA,B19037A_041EA,B19037A_042EA,B19037A_042MA,B19037A_043EA,B19037A_043MA,B19037A_044MA,B19037A_044EA,B19037A_045EA,B19037A_045MA,B19037A_046MA,B19037A_046EA,B19037A_047MA,B19037A_047EA,B19037A_048EA,B19037A_048MA,B19037A_049EA,B19037A_049MA,B19037A_050EA,B19037A_050MA,B19037A_051MA,B19037A_051EA,B19037A_052MA,B19037A_052EA,B19037A_053EA,B19037A_053MA,B19037A_054EA,B19037A_054MA,B19037A_055MA,B19037A_055EA,B19037A_056MA,B19037A_056EA,B19037A_057EA,B19037A_057MA,B19037A_058MA,B19037A_058EA,B19037A_059EA,B19037A_059MA,B19037A_060MA,B19037A_060EA,B19037A_061MA,B19037A_061EA,B19037A_062MA,B19037A_062EA,B19037A_063EA,B19037A_063MA,B19037A_064MA,B19037A_064EA,B19037A_065MA,B19037A_065EA,B19037A_066EA,B19037A_066MA,B19037A_067MA,B19037A_067EA,B19037A_068EA,B19037A_068MA,B19037A_069MA,B19037A_069EA,state
0400000US01,1292500,9446,48915,3466,12579,1901,4709,1032,5042,1129,5028,1156,3091,940,2835,763,3454,1037,1639,669,2024,817,3148,1279,2589,704,1942,715,646,491,69,78,0,192,120,151,371695,7553,25433,2896,12741,2091,15289,2083,19979,2611,18203,2700,19139,2269,15440,1845,21667,2275,16467,2150,33383,3103,45578,3786,56285,3875,33373,3057,17692,1994,12068,1595,8958,1402,509636,5560,35254,3096,23716,2427,21351,2099,21576,2017,21253,2060,22297,2151,22154,2240,23030,2288,22397,2343,42440,2878,56307,3311,67660,3860,49386,3372,27039,2317,29108,2379,24668,2388,362254,4254,23219,2009,31234,2419,31235,2347,32646,2018,29086,2558,27677,2442,23454,2327,18968,2021,17255,1964,31240,2256,30881,2471,27531,2201,14068,1478,7209,1031,6981,1098,9570,1621,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,183992,2701,7020,1244,418,276,26,44,250,213,575,346,334,208,295,253,402,317,1120,657,336,182,850,477,1470,520,467,303,418,282,46,81,13,22,0,147,64078,2083,1214,376,1178,407,1133,415,1554,664,1760,670,1652,642,2941,900,1951,586,1965,708,4298,973,9027,1612,12029,1653,8877,1522,6486,1203,4357,1039,3656,1001,82068,1942,2217,633,2458,682,1267,422,1654,476,1512,414,2369,682,2028,613,2785,887,1755,458,5518,1205,8949,1441,14137,1763,10719,1362,9152,1462,7940,1422,7608,1299,30826,1464,890,484,1866,591,2040,599,1340,378,891,326,1651,616,2138,730,1209,447,1358,680,2075,536,3294,864,3876,774,2573,682,1535,481,2345,661,1745,551,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2007134,11179,88572,4599,15684,2025,9983,1589,6607,1461,11425,2342,6580,1476,7579,1721,4856,1337,5713,1338,4202,1034,5321,1226,4953,1182,3492,986,1208,440,779,456,128,123,62,103,617016,7670,37245,3508,24234,2907,24947,2614,30477,3163,30315,3165,32473,3329,30918,3027,35801,3372,27226,2931,55810,3631,71691,4718,84501,4344,58212,3887,27328,2539,24255,2234,21583,2148,742853,6793,57145,4327,30183,2810,28297,2606,32132,3329,29174,2746,34378,3089,31794,2654,32402,2616,29482,2550,63296,4473,77162,3848,98290,4152,68052,4133,40980,2884,47674,2970,42412,2950,558693,4916,31194,2349,41181,3036,45679,3264,43734,2673,43313,2971,39170,2939,35186,2838,32354,2496,28994,2364,44610,2938,53381,2841,50412,2800,29539,2181,14819,1639,12629,1658,12498,1749,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,907067,6482,42765,3124,8624,1559,3681,940,4604,1277,3928,1138,3905,1111,2856,748,2676,896,3255,1177,2218,772,2779,893,1976,612,1540,674,360,287,193,211,155,177,15,27,272644,4884,20054,2552,11314,1669,12912,1799,15320,2008,14660,2190,17915,2330,16334,2052,15597,1996,13442,2095,26633,3034,30931,2770,33660,2839,19980,2442,8945,1375,8927,1699,6020,1217,342297,3385,26012,2441,17603,2297,18769,2731,15592,1914,16881,1785,17811,1995,18170,2100,17067,2079,15720,1795,29622,2156,35784,2839,43945,2628,28188,2338,15894,2083,12638,1695,12601,1519,249361,2683,18177,2019,26193,2560,25622,2299,23443,2171,19421,1793,16642,2124,14441,1864,13363,1379,12290,1574,19748,1756,20704,1788,17884,1711,8237,1289,4855,868,3706,758,4635,902,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8500341,20393,258232,7364,44746,3302,19865,2688,18921,2371,22081,2542,18897,2425,18694,2385,14638,2040,16739,2413,11563,1876,20860,2506,18217,2117,17202,2146,8226,1647,3220,985,2585,1115,1778,866,2720370,16131,139387,5990,92788,5683,106471,5800,114013,5931,114181,5460,121304,6073,110405,4795,117473,5412,106472,5367,217827,8820,290641,9188,367951,11480,267461,8960,166190,6576,187289,6819,200517,6813,3404443,17553,171982,7195,131109,5885,112233,4979,123817,5422,113421,5269,118322,6566,117104,5209,115772,5282,109745,5049,226258,6500,312876,8864,444620,8934,360698,8624,241941,7097,306647,7347,397898,9097,2117296,10979,115601,5047,161045,6182,155426,5739,143196,5705,132308,5410,120870,5108,108713,4052,103148,4440,92241,3971,150358,4416,192043,5638,211220,6809,141528,5529,81672,3399,91424,4851,116503,4682,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1745390,8598,80212,3656,13951,1659,6570,1130,6939,1469,7737,1729,7517,1737,7224,1617,5443,1446,4301,1072,3632,993,5224,1192,4939,1108,4204,1035,1159,606,429,293,648,490,295,366,604654,6269,23383,2322,13371,1660,17706,2147,26277,3367,27984,2488,26833,3273,24790,2594,30932,3237,26355,2627,51327,3033,72147,3758,93165,4500,62804,3221,37919,3056,39132,2780,30529,2629,689730,6282,35881,2661,21148,2315,20462,2086,22793,2246,24828,2650,28823,2801,25627,2843,26830,2160,24781,2566,50226,3231,70965,3693,100939,4377,75790,4311,46017,3046,56275,3249,58345,2903,370794,3617,19950,1831,26640,2510,30851,2311,27618,2315,26276,2157,20676,1879,19545,1710,18321,1805,16564,1917,30427,2278,35979,2372,39056,2636,20460,1955,13314,1714,12576,1412,12541,1296,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1088563,7503,19730,2234,3082,980,792,380,1130,475,2417,937,1790,916,887,506,982,491,1150,475,806,395,1217,545,1519,583,1528,555,1119,635,493,355,48,57,770,602,290881,5730,10732,1784,6425,1499,6747,1526,9437,1832,7258,1555,10094,1903,7756,1456,11342,1854,11246,1606,23551,2394,31275,3034,41602,3205,36137,2417,22291,2239,25141,2134,29847,2526,481188,4922,21287,2264,12337,1773,8791,1507,12174,1708,11667,1873,13796,1936,12375,1800,11741,1667,11720,1511,33291,2696,44807,2926,67312,3705,54677,3511,43843,2930,53631,3467,67739,3292,296764,4279,16206,1622,17608,2146,23415,2038,23586,2401,16855,1855,17175,1977,15882,1688,15296,1906,13459,1368,22369,2107,26019,2102,30631,2354,20637,1661,11131,1441,11965,1564,14530,1514,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,246749,3058,6286,1237,854,501,337,255,364,257,377,288,531,343,629,426,620,342,681,390,330,238,417,293,597,355,341,261,76,93,132,146,0,189,0,189,66215,2365,2709,715,1222,545,2600,831,1498,575,2808,1238,3710,937,1998,729,3523,949,3509,1027,4387,920,8709,1407,10430,1530,6497,1070,5420,1085,3710,906,3485,850,99910,2319,4786,1104,3392,824,2612,731,2590,815,4027,1096,3255,718,3688,781,3233,795,3759,861,8147,1433,10579,1610,14897,1460,10785,1378,6822,1005,9619,1419,7719,961,74338,1782,4198,918,4982,956,5415,969,4865,816,4104,839,4200,765,5075,807,4472,1047,4297,823,6416,934,8057,1142,8816,1210,3803,694,1584,495,1966,522,2088,579,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,122616,3161,5883,1067,1400,468,71,57,451,290,216,173,82,82,233,192,134,131,649,484,132,101,342,207,734,346,318,236,440,264,371,257,151,133,159,154,67393,2465,1505,718,714,406,519,395,874,559,645,404,765,431,1397,653,1469,592,1891,889,4009,990,6490,1256,10097,1503,9489,1405,7319,1044,8233,1242,11977,1261,32079,1680,1074,443,581,409,495,436,877,604,412,327,590,537,198,209,149,146,238,249,1093,422,1911,778,2097,701,2927,856,2951,775,5830,1256,10656,1266,17261,976,1023,553,677,493,596,510,547,366,243,204,580,391,374,245,657,377,224,203,1183,620,641,316,1404,482,1669,534,1044,384,1770,487,4629,618,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5807003,23278,155564,7178,31437,2915,13001,2239,11911,2083,15216,2264,11547,1585,10745,1859,9693,1605,9532,1902,7318,1595,14011,2109,9549,1769,7111,1430,2502,919,852,634,947,555,192,203,1508679,14405,85006,5691,52900,4164,62491,4954,72416,4621,77978,4631,92231,5843,84488,5926,88003,6951,72308,4400,136053,7646,177912,8324,210389,7926,126450,6621,59870,4257,56678,3220,53506,3549,2216239,14869,154211,6524,90278,5006,97838,4547,111048,5756,96285,4821,104638,5289,101344,4773,105129,5248,89707,4943,185812,6360,235900,7682,278358,8613,193668,6445,110569,4889,119961,5480,141493,6695,1926521,13567,143359,5973,158896,6331,157589,6151,158668,7015,142063,5352,126224,5626,116064,5772,106637,5262,90411,4504,154683,5040,160048,6132,160773,6291,93800,4508,47313,3053,45008,3009,64985,3436,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
