GEO_ID,B23006_001E,B23006_001M,B23006_002E,B23006_002M,B23006_003E,B23006_003M,B23006_004E,B23006_004M,B23006_005E,B23006_005M,B23006_006E,B23006_006M,B23006_007E,B23006_007M,B23006_008E,B23006_008M,B23006_009E,B23006_009M,B23006_010E,B23006_010M,B23006_011E,B23006_011M,B23006_012E,B23006_012M,B23006_013E,B23006_013M,B23006_014E,B23006_014M,B23006_015E,B23006_015M,B23006_016E,B23006_016M,B23006_017E,B23006_017M,B23006_018E,B23006_018M,B23006_019E,B23006_019M,B23006_020E,B23006_020M,B23006_021E,B23006_021M,B23006_022E,B23006_022M,B23006_023E,B23006_023M,B23006_024E,B23006_024M,B23006_025E,B23006_025M,B23006_026E,B23006_026M,B23006_027E,B23006_027M,B23006_028E,B23006_028M,B23006_029E,B23006_029M,NAME,B23006_001MA,B23006_001EA,B23006_002EA,B23006_002MA,B23006_003MA,B23006_003EA,B23006_004EA,B23006_004MA,B23006_005EA,B23006_005MA,B23006_006MA,B23006_006EA,B23006_007EA,B23006_007MA,B23006_008EA,B23006_008MA,B23006_009MA,B23006_009EA,B23006_010EA,B23006_010MA,B23006_011EA,B23006_011MA,B23006_012MA,B23006_012EA,B23006_013EA,B23006_013MA,B23006_014EA,B23006_014MA,B23006_015MA,B23006_015EA,B23006_016MA,B23006_016EA,B23006_017EA,B23006_017MA,B23006_018MA,B23006_018EA,B23006_019EA,B23006_019MA,B23006_020EA,B23006_020MA,B23006_021EA,B23006_021MA,B23006_022EA,B23006_022MA,B23006_023MA,B23006_023EA,B23006_024MA,B23006_024EA,B23006_025EA,B23006_025MA,B23006_026MA,B23006_026EA,B23006_027EA,B23006_027MA,B23006_028EA,B23006_028MA,B23006_029MA,B23006_029EA,state
0400000US01,2503909,6074,335663,10070,166667,7788,0,192,166667,7788,137585,7031,29082,3326,168996,7080,751131,14642,508322,11163,510,346,507812,11171,460819,11305,46993,3548,242809,7415,801814,12658,600162,12461,3545,937,596617,12231,554964,11794,41653,3521,201652,6859,615301,13559,514798,12271,4004,1054,510794,12221,492483,11752,18311,2033,100503,4846,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,397075,2142,27735,2238,16556,1916,0,147,16556,1916,14113,1779,2443,767,11179,1398,112993,4379,85683,4197,1562,550,84121,4195,74326,4248,9795,1564,27310,2434,146225,4495,119044,4351,5853,1353,113191,4207,106285,4287,6906,1085,27181,2252,110122,4765,96840,4577,2879,678,93961,4737,91025,4704,2936,825,13282,1559,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3326013,3874,467229,12112,277296,9059,0,203,277296,9059,241767,9812,35529,3651,189933,6960,794871,13342,548957,11410,619,396,548338,11497,496040,11112,52298,4523,245914,9111,1147205,14070,866844,15128,4653,1008,862191,15089,800649,14199,61542,4426,280361,6919,916708,12950,756165,11697,2827,810,753338,11650,726102,11448,27236,2604,160543,6019,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1506961,4769,201452,7222,107348,5750,0,192,107348,5750,95481,5546,11867,2130,94104,4866,521674,10444,357455,9030,469,372,356986,8998,328129,8803,28857,2936,164219,5544,456149,10750,338518,9561,2034,926,336484,9535,315111,9155,21373,2021,117631,5989,327686,9775,274213,9115,894,443,273319,9063,265273,8971,8046,1262,53473,3156,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,20353124,6007,3580971,28303,2358783,20377,375,249,2358408,20402,2078241,18166,280167,9622,1222188,17251,4162926,33434,3038630,28609,15223,2676,3023407,28732,2692015,26036,331392,11360,1124296,15534,6186318,37911,4783208,36090,33817,3197,4749391,35955,4325786,32467,423605,11723,1403110,21737,6422909,32798,5461545,32550,23566,2918,5437979,32549,5153257,32867,284722,8536,961364,13739,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2869292,4830,259311,8790,171273,7780,0,195,171273,7780,154732,7153,16541,2320,88038,5035,590610,11665,439571,10848,3140,919,436431,10911,403283,10566,33148,3158,151039,6373,910892,12738,726019,13142,8353,1563,717666,13078,676290,12965,41376,3409,184873,6517,1108479,10734,956371,10905,8062,1688,948309,11191,914040,11132,34269,3031,152108,5986,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1920809,2415,160023,7817,103127,5693,0,201,103127,5693,86057,5035,17070,2069,56896,4702,490894,10952,386338,10161,321,260,386017,10194,340999,10088,45018,4101,104556,6003,506598,10483,421361,9497,2371,1034,418990,9352,385232,8820,33758,2660,85237,4984,763294,12424,662614,11126,1559,527,661055,11108,634779,10539,26276,2236,100680,4758,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,482785,1256,49895,3373,28325,2629,0,189,28325,2629,23705,2432,4620,1011,21570,2147,143087,4438,105062,4184,155,185,104907,4181,93988,4259,10919,1783,38025,3143,136667,5645,111499,5430,1287,833,110212,5312,103273,5187,6939,1242,25168,2045,153136,4921,134576,4719,512,492,134064,4655,129525,4713,4539,1019,18560,2253,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,379053,643,30435,2869,16507,2256,0,203,16507,2256,13543,2191,2964,803,13928,1947,66076,3705,44527,3118,85,131,44442,3152,35825,2818,8617,1521,21549,2526,61938,3106,48891,3120,250,215,48641,3131,42425,3182,6216,1277,13047,1808,220604,5208,199722,5098,1231,555,198491,5026,189778,4793,8713,1501,20882,2200,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10082713,8226,1176057,23083,715236,17294,0,218,715236,17294,608733,16664,106503,6585,460821,14288,2880789,25564,2062502,21687,2836,663,2059666,21700,1844929,21287,214737,7722,818287,16264,3212677,27497,2498257,24933,16248,2320,2482009,24982,2279608,24535,202401,8916,714420,15104,2813190,26801,2348257,27585,13712,2144,2334545,27170,2228050,27868,106495,6323,464933,11289,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5281399,9869,680557,17416,402633,13912,316,290,402317,13890,340798,12451,61519,5366,277924,11272,1457834,20626,1023180,17885,4882,844,1018298,17786,908095,16804,110203,6619,434654,10444,1583674,20906,1231416,19841,12769,2329,1218647,19686,1114098,19061,104549,5275,352258,11481,1559334,19043,1333189,16634,12140,2126,1321049,16778,1266677,16514,54372,4035,226145,7579,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,739795,1493,48100,3641,30120,2683,116,153,30004,2688,27662,2745,2342,623,17980,2428,191031,6605,144237,5441,4072,881,140165,5497,129698,5154,10467,1792,46794,3314,258675,7460,207125,6662,16396,1883,190729,6568,179930,6461,10799,1565,51550,3431,241989,7397,206534,6853,9992,1776,196542,7053,191619,7167,4923,942,35455,2502,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,803785,3178,78290,4549,51540,3682,0,193,51540,3682,46166,3492,5374,1195,26750,2517,213545,8063,155403,6243,0,193,155403,6243,146024,6250,9379,1688,58142,4378,295530,7687,224614,6716,902,440,223712,6748,210601,6840,13111,2231,70916,4249,216420,7620,180139,6811,623,360,179516,6826,174650,6670,4866,1147,36281,3235,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
