GEO_ID,B22002_001E,B22002_001M,B22002_002E,B22002_002M,B22002_003E,B22002_003M,B22002_004E,B22002_004M,B22002_005E,B22002_005M,B22002_006E,B22002_006M,B22002_007E,B22002_007M,B22002_008E,B22002_008M,B22002_009E,B22002_009M,B22002_010E,B22002_010M,B22002_011E,B22002_011M,B22002_012E,B22002_012M,B22002_013E,B22002_013M,B22002_014E,B22002_014M,B22002_015E,B22002_015M,B22002_016E,B22002_016M,B22002_017E,B22002_017M,B22002_018E,B22002_018M,B22002_019E,B22002_019M,B22002_020E,B22002_020M,B22002_021E,B22002_021M,B22002_022E,B22002_022M,B22002_023E,B22002_023M,B22002_024E,B22002_024M,B22002_025E,B22002_025M,B22002_026E,B22002_026M,B22002_027E,B22002_027M,NAME,B22002_001EA,B22002_001MA,B22002_002EA,B22002_002MA,B22002_003EA,B22002_003MA,B22002_004MA,B22002_004EA,B22002_005EA,B22002_005MA,B22002_006EA,B22002_006MA,B22002_007EA,B22002_007MA,B22002_008MA,B22002_008EA,B22002_009MA,B22002_009EA,B22002_010MA,B22002_010EA,B22002_011MA,B22002_011EA,B22002_012EA,B22002_012MA,B22002_013MA,B22002_013EA,B22002_014MA,B22002_014EA,B22002_015EA,B22002_015MA,B22002_016EA,B22002_016MA,B22002_017MA,B22002_017EA,B22002_018EA,B22002_018MA,B22002_019EA,B22002_019MA,B22002_020MA,B22002_020EA,B22002_021MA,B22002_021EA,B22002_022EA,B22002_022MA,B22002_023EA,B22002_023MA,B22002_024EA,B22002_024MA,B22002_025EA,B22002_025MA,B22002_026MA,B22002_026EA,B22002_027EA,B22002_027MA,state
0400000US01,1822439,11200,283047,7581,151828,4922,43966,3613,106126,4707,11697,1617,94429,4473,1736,590,131219,6370,18818,2141,31398,3002,6187,1119,25211,2802,81003,4973,1539392,11859,418291,9799,292003,9215,123768,5510,30294,3085,93474,4825,2520,794,1121101,10892,503078,8882,103411,5514,32304,3267,71107,4102,514612,10498,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,246015,2720,24098,1853,13537,1412,5879,1160,7274,1056,2179,529,5095,945,384,392,10561,1181,1262,526,1640,427,494,209,1146,381,7659,1089,221917,3164,71834,3156,52847,2964,18391,1935,6730,1343,11661,1402,596,412,150083,3239,66514,2842,11624,1723,4701,1148,6923,1169,71945,3487,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2400809,11557,323485,7641,194141,6905,78213,4659,113833,5089,21080,2603,92753,4751,2095,905,129344,5886,22627,2215,32209,3169,10867,1694,21342,2368,74508,4782,2077324,11851,564987,9647,387683,7974,171962,8608,54915,4685,117047,6217,5342,1399,1512337,12343,648070,9017,117713,5424,42599,3898,75114,4218,746554,11639,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1125899,6925,172725,6435,91396,4576,33112,2789,57185,3520,9227,1594,47958,3412,1099,605,81329,4703,12345,1805,17332,2036,4700,1085,12632,1714,51652,3817,953174,8189,266467,7367,190191,5902,73311,4490,21580,2635,51731,3892,2965,1057,686707,9443,312889,7076,54759,3263,16995,1808,37764,2822,319059,8838,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12650592,16944,1192254,17617,851053,16038,346602,9490,494720,11330,102051,5471,392669,9793,9731,1905,341201,8639,71917,4001,99505,4593,27895,3033,71610,4117,169779,6274,11458338,23729,3654249,23209,2635983,19697,992370,15322,310376,9719,681994,12354,25896,3027,7804089,26848,3105812,19638,899061,15457,318040,9799,581021,11140,3799216,26562,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2002800,8550,172179,6718,99437,5168,39401,3555,58995,4070,9157,1341,49838,3821,1041,481,72742,4308,9968,1498,13017,1636,3842,1068,9175,1362,49757,3688,1830621,9817,541141,9169,397459,8402,139096,6401,44004,3809,95092,5427,4586,1017,1289480,9973,535374,9340,86631,4069,31383,2632,55248,3330,667475,10360,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1339860,7005,165367,5592,74543,3759,18457,2248,55106,3396,7623,1415,47483,2896,980,549,90824,4758,11576,1651,19404,2376,4136,1088,15268,2151,59844,4004,1174493,7921,347588,7359,258171,6309,86900,4992,21127,2558,65773,4285,2517,793,826905,8321,369681,7783,70998,4351,24382,2588,46616,3286,386226,7773,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,339071,3144,46663,3062,26036,2856,8070,1839,17798,2123,2284,854,15514,1895,168,161,20627,2024,3814,939,4894,1005,1099,480,3795,876,11919,1611,292408,3767,76706,3816,53685,3209,22399,2762,6617,1524,15782,2106,622,471,215702,4619,99164,2978,18540,2191,4648,816,13892,2107,97998,3972,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,271651,3228,42612,2327,20082,2015,3095,718,16795,1962,2087,674,14708,1897,192,196,22530,2099,2002,789,6975,1191,1081,354,5894,1121,13553,1672,229039,3443,39946,2448,23810,2181,15702,1795,4275,1071,11427,1610,434,301,189093,3966,36898,2476,15190,1906,4326,1227,10864,1358,137005,4215,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7211584,26752,1089738,15353,531941,11474,198580,6872,326185,10790,55282,4273,270903,9712,7176,1467,557797,11372,118865,6150,136921,6051,36713,3811,100208,5309,302011,7489,6121846,26844,1463251,17621,1001804,15538,445640,11309,120447,6856,325193,9920,15807,2570,4658595,25545,2015134,21594,383259,10065,123176,6196,260083,8183,2260202,23555,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3546965,15286,575317,10489,326143,8485,108938,5225,213872,8099,33114,3653,180758,7150,3333,1053,249174,6968,47678,3535,60627,4162,13106,2307,47521,3571,140869,5402,2971648,15364,905938,12987,641403,11212,257943,8883,69397,5101,188546,6608,6592,1248,2065710,15584,874685,11463,184657,6737,60085,3415,124572,5773,1006368,13452,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,450120,4406,51033,3610,27375,2675,11248,1590,15867,2406,3953,1186,11914,2091,260,194,23658,2077,5922,1068,5477,1040,1312,598,4165,850,12259,1673,399087,5094,120689,4080,94200,4024,25294,2441,8460,1428,16834,2110,1195,532,278398,5926,123820,3930,29375,2360,9319,1499,20056,1896,125203,4522,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,588489,5467,76343,5069,44074,3614,21480,2600,22256,2664,5593,1578,16663,2065,338,261,32269,3249,6381,1405,4227,879,1158,480,3069,821,21661,2775,512146,6084,161394,4652,123793,4639,36788,3435,13364,2187,23424,2604,813,376,350752,5870,173268,4118,21868,2426,7503,1234,14365,2072,155616,6281,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4783421,13914,645686,12230,342683,8330,117429,6188,221138,6787,40155,3620,180983,6666,4116,981,303003,7293,48296,3094,71741,3559,18875,1877,52866,3169,182966,5913,4137735,17095,1194447,13985,894683,12598,290528,7448,81240,4335,209288,6733,9236,1404,2943288,16756,1239236,13239,245318,7458,81989,4084,163329,5109,1458734,16670,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2498395,10688,326546,9256,185315,6892,61661,3308,120043,5348,20157,2432,99886,5137,3611,932,141231,5181,20852,2183,26706,2365,6319,1073,20387,2127,93673,4654,2171849,12084,618864,10160,450674,9227,160038,6918,49345,4063,110693,5980,8152,1775,1552985,10975,693017,9124,114950,5126,38452,2359,76498,4770,745018,10617,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1236209,7287,150086,5354,78929,4035,24826,2447,52978,3139,9966,1353,43012,2831,1125,482,71157,3585,10080,1346,11131,1404,3358,827,7773,1173,49946,2877,1086123,8394,291379,5797,224645,5208,63824,4093,24415,2454,39409,2918,2910,780,794744,7531,365556,5790,40709,3057,15293,1850,25416,2287,388479,7215,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1113729,6143,113599,3555,61173,3230,22963,2192,37084,3173,5481,1191,31603,2874,1126,574,52426,3339,7494,1210,9322,1384,2085,625,7237,1216,35610,2925,1000130,6972,304237,6330,227282,5330,75379,3924,24542,2460,50837,3510,1576,506,695893,7642,310426,5855,45646,2905,16236,2102,29410,2209,339821,7311,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1705623,9376,297015,6875,145235,4708,53632,3173,89610,4386,15920,2138,73690,3706,1993,750,151780,5608,26895,2387,30828,2830,10139,1755,20689,2273,94057,4906,1408608,10898,391404,8163,282581,7098,105001,5314,32382,2964,72619,4404,3822,1120,1017204,9257,470232,7086,80817,4297,28430,2658,52387,3416,466155,9078,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1728149,9677,297204,7881,152515,5984,39260,3125,111485,5038,11616,2065,99869,4807,1770,810,144689,6478,22794,2398,35187,3012,8689,1850,26498,2724,86708,5201,1430945,10783,412337,9824,275010,8518,134244,5865,35966,3672,98278,5448,3083,976,1018608,10451,408568,8213,102889,4162,34534,2945,68355,3905,507151,10421,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,547686,5711,98315,4211,40547,2789,14958,1909,25200,2405,6524,1448,18676,2096,389,262,57768,3194,8445,1262,7560,1332,1942,689,5618,1194,41763,3202,449371,6231,99814,3656,72928,3261,25948,2674,9954,1866,15994,1851,938,333,349557,6060,167182,4336,16388,1825,5291,1127,11097,1357,165987,5832,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
