GEO_ID,B19326_001E,B19326_001M,B19326_002E,B19326_002M,B19326_003E,B19326_003M,B19326_004E,B19326_004M,B19326_005E,B19326_005M,B19326_006E,B19326_006M,B19326_007E,B19326_007M,NAME,B19326_001EA,B19326_001MA,B19326_002EA,B19326_002MA,B19326_003MA,B19326_003EA,B19326_004MA,B19326_004EA,B19326_005EA,B19326_005MA,B19326_006EA,B19326_006MA,B19326_007MA,B19326_007EA,state
0400000US31,26633,304,33090,860,46160,593,15318,557,21300,321,35193,510,12072,209,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,26429,279,31048,336,44787,1304,17690,515,22247,377,36335,656,13250,368,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,30781,400,38787,1017,55635,1294,18362,792,23907,715,42386,841,13434,525,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,31947,208,40893,356,61776,335,18548,386,25678,268,50341,452,14176,171,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,22820,449,28750,1221,44393,1690,14557,516,18798,566,35783,738,11356,267,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,28681,224,34306,490,52162,226,16374,199,23791,209,45561,314,12634,138,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,24240,203,29652,431,44047,860,15251,213,20147,194,35833,279,11879,121,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,29921,626,37885,1301,50440,675,16790,819,22746,755,35659,874,12399,427,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,25209,149,31731,182,49041,649,16258,181,20206,157,37445,413,12072,82,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,24227,280,30872,255,44077,1290,15236,293,19134,303,32182,235,11180,154,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,24794,317,30792,385,48211,1149,17266,353,20284,365,39866,894,12768,316,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,26410,139,33686,335,51019,216,17383,191,20779,162,39970,382,12341,80,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,27358,608,34435,1739,52624,1773,16273,600,22094,655,44324,2390,13309,376,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,23034,328,29146,589,42679,1142,15326,304,19069,366,34094,874,11640,135,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,25803,403,32170,618,42390,1105,15967,875,20399,451,31688,455,11615,302,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,22761,305,28412,512,42258,392,14545,238,18944,312,35432,354,11520,125,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,25765,115,31706,154,46819,265,14646,168,20462,125,36880,246,11039,81,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,25454,297,35090,570,50986,488,15678,430,17791,565,35786,503,10515,203,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,26334,554,31123,691,48121,1676,15827,822,22115,544,40269,837,12832,493,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,30554,218,38097,770,55308,606,17334,267,24030,400,42341,293,12648,216,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,29770,344,36984,294,55107,672,18784,445,22491,301,43173,901,13068,251,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,21648,323,28515,945,46401,936,15740,454,16667,353,32182,646,10683,218,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,26857,177,33070,452,47988,579,17467,275,21562,176,37850,536,12808,169,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,29697,1098,37949,1899,54478,3007,18172,1599,22164,623,38305,2177,12144,535,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,12283,141,13867,218,22647,563,9074,153,10902,192,23848,415,7478,118,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
