GEO_ID,B25013_001E,B25013_001M,B25013_002E,B25013_002M,B25013_003E,B25013_003M,B25013_004E,B25013_004M,B25013_005E,B25013_005M,B25013_006E,B25013_006M,B25013_007E,B25013_007M,B25013_008E,B25013_008M,B25013_009E,B25013_009M,B25013_010E,B25013_010M,B25013_011E,B25013_011M,NAME,B25013_001EA,B25013_001MA,B25013_002MA,B25013_002EA,B25013_003EA,B25013_003MA,B25013_004MA,B25013_004EA,B25013_005EA,B25013_005MA,B25013_006EA,B25013_006MA,B25013_007MA,B25013_007EA,B25013_008EA,B25013_008MA,B25013_009EA,B25013_009MA,B25013_010MA,B25013_010EA,B25013_011EA,B25013_011MA,state
0400000US01,1822439,11200,1240017,12974,145970,5227,343559,7883,389162,9685,361326,7596,582422,10924,105257,4762,170940,7013,200516,8077,105709,5764,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,246015,2720,156107,3268,10108,1223,36615,2433,56250,3108,53134,3275,89908,3375,8247,1375,23061,2143,38798,2555,19802,1978,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2400809,11557,1490031,12319,134111,4938,298685,7598,535682,9950,521553,9312,910778,13688,140240,5574,213242,7933,345888,9782,211408,6692,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1125899,6925,739987,8706,92341,3522,238898,6246,220652,7285,188096,6147,385912,7213,68558,4507,124732,5984,130365,6626,62257,3999,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12650592,16944,6804639,28833,697332,12283,1090604,15663,2195818,21676,2820885,21829,5845953,25919,1155552,15510,1168529,16987,1912219,19156,1609653,16858,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2002800,8550,1291945,10661,70895,3847,216895,7178,401342,8462,602813,7402,710855,11436,84482,5013,153229,5581,264078,8255,209066,6743,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1339860,7005,888478,8542,49451,3679,196514,5699,229476,6091,413037,7584,451382,9182,76026,4262,133615,5561,126628,6245,115113,5561,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,339071,3144,243047,3975,18852,2053,65391,3017,71933,3564,86871,3378,96024,4093,16285,2575,28727,2569,28193,2950,22819,2182,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,271651,3228,110513,3814,5076,948,11764,1445,14983,1620,78690,3215,161138,4370,19244,2452,32544,2917,31796,2494,77554,3005,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7211584,26752,4672482,24352,406307,9017,1158557,16367,1482305,15869,1625313,17882,2539102,20898,366705,10260,725381,12893,862589,16340,584427,12354,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
