GEO_ID,C24010_001E,C24010_001M,C24010_002E,C24010_002M,C24010_003E,C24010_003M,C24010_004E,C24010_004M,C24010_005E,C24010_005M,C24010_006E,C24010_006M,C24010_007E,C24010_007M,C24010_008E,C24010_008M,C24010_009E,C24010_009M,C24010_010E,C24010_010M,C24010_011E,C24010_011M,C24010_012E,C24010_012M,C24010_013E,C24010_013M,C24010_014E,C24010_014M,C24010_015E,C24010_015M,C24010_016E,C24010_016M,C24010_017E,C24010_017M,C24010_018E,C24010_018M,C24010_019E,C24010_019M,C24010_020E,C24010_020M,C24010_021E,C24010_021M,C24010_022E,C24010_022M,C24010_023E,C24010_023M,C24010_024E,C24010_024M,C24010_025E,C24010_025M,C24010_026E,C24010_026M,C24010_027E,C24010_027M,C24010_028E,C24010_028M,C24010_029E,C24010_029M,C24010_030E,C24010_030M,C24010_031E,C24010_031M,C24010_032E,C24010_032M,C24010_033E,C24010_033M,C24010_034E,C24010_034M,C24010_035E,C24010_035M,C24010_036E,C24010_036M,C24010_037E,C24010_037M,C24010_038E,C24010_038M,C24010_039E,C24010_039M,C24010_040E,C24010_040M,C24010_041E,C24010_041M,C24010_042E,C24010_042M,C24010_043E,C24010_043M,C24010_044E,C24010_044M,C24010_045E,C24010_045M,C24010_046E,C24010_046M,C24010_047E,C24010_047M,C24010_048E,C24010_048M,C24010_049E,C24010_049M,C24010_050E,C24010_050M,C24010_051E,C24010_051M,C24010_052E,C24010_052M,C24010_053E,C24010_053M,C24010_054E,C24010_054M,C24010_055E,C24010_055M,C24010_056E,C24010_056M,C24010_057E,C24010_057M,C24010_058E,C24010_058M,C24010_059E,C24010_059M,C24010_060E,C24010_060M,C24010_061E,C24010_061M,C24010_062E,C24010_062M,C24010_063E,C24010_063M,C24010_064E,C24010_064M,C24010_065E,C24010_065M,C24010_066E,C24010_066M,C24010_067E,C24010_067M,C24010_068E,C24010_068M,C24010_069E,C24010_069M,C24010_070E,C24010_070M,C24010_071E,C24010_071M,C24010_072E,C24010_072M,C24010_073E,C24010_073M,NAME,C24010_001EA,C24010_001MA,C24010_002MA,C24010_002EA,C24010_003EA,C24010_003MA,C24010_004EA,C24010_004MA,C24010_005MA,C24010_005EA,C24010_006EA,C24010_006MA,C24010_007EA,C24010_007MA,C24010_008EA,C24010_008MA,C24010_009MA,C24010_009EA,C24010_010MA,C24010_010EA,C24010_011MA,C24010_011EA,C24010_012EA,C24010_012MA,C24010_013EA,C24010_013MA,C24010_014MA,C24010_014EA,C24010_015MA,C24010_015EA,C24010_016EA,C24010_016MA,C24010_017EA,C24010_017MA,C24010_018EA,C24010_018MA,C24010_019MA,C24010_019EA,C24010_020EA,C24010_020MA,C24010_021MA,C24010_021EA,C24010_022EA,C24010_022MA,C24010_023EA,C24010_023MA,C24010_024MA,C24010_024EA,C24010_025EA,C24010_025MA,C24010_026EA,C24010_026MA,C24010_027EA,C24010_027MA,C24010_028MA,C24010_028EA,C24010_029EA,C24010_029MA,C24010_030EA,C24010_030MA,C24010_031MA,C24010_031EA,C24010_032MA,C24010_032EA,C24010_033EA,C24010_033MA,C24010_034MA,C24010_034EA,C24010_035EA,C24010_035MA,C24010_036EA,C24010_036MA,C24010_037MA,C24010_037EA,C24010_038MA,C24010_038EA,C24010_039EA,C24010_039MA,C24010_040EA,C24010_040MA,C24010_041MA,C24010_041EA,C24010_042EA,C24010_042MA,C24010_043MA,C24010_043EA,C24010_044MA,C24010_044EA,C24010_045EA,C24010_045MA,C24010_046EA,C24010_046MA,C24010_047EA,C24010_047MA,C24010_048EA,C24010_048MA,C24010_049MA,C24010_049EA,C24010_050EA,C24010_050MA,C24010_051EA,C24010_051MA,C24010_052EA,C24010_052MA,C24010_053MA,C24010_053EA,C24010_054MA,C24010_054EA,C24010_055EA,C24010_055MA,C24010_056MA,C24010_056EA,C24010_057MA,C24010_057EA,C24010_058EA,C24010_058MA,C24010_059MA,C24010_059EA,C24010_060MA,C24010_060EA,C24010_061EA,C24010_061MA,C24010_062MA,C24010_062EA,C24010_063MA,C24010_063EA,C24010_064EA,C24010_064MA,C24010_065MA,C24010_065EA,C24010_066MA,C24010_066EA,C24010_067EA,C24010_067MA,C24010_068EA,C24010_068MA,C24010_069MA,C24010_069EA,C24010_070EA,C24010_070MA,C24010_071EA,C24010_071MA,C24010_072MA,C24010_072EA,C24010_073EA,C24010_073MA,state
0400000US01,2010934,16887,1053795,12624,306496,8022,137157,6274,107600,5437,29557,3026,70594,3858,27111,2505,36409,3021,7074,1407,69417,3854,16271,2210,7363,1380,32554,2906,13229,1900,29328,2387,21463,1967,7865,1492,146106,7072,4680,1139,31741,2835,15800,1784,15941,2222,46126,4387,51868,4603,11691,1779,166449,5570,101290,4225,65159,4003,189905,7288,10974,2232,100251,5628,78680,5273,244839,7684,125818,5655,69453,4334,49568,3831,957139,10689,363871,8995,112164,5295,67848,4342,44316,3264,20631,2495,10731,1735,5711,1282,4189,1253,136768,6088,20412,2568,10000,1486,93580,5625,12776,1905,94308,4366,60162,3650,34146,2813,197083,6997,41258,3609,9023,1433,5268,1135,3755,929,66020,4234,31521,3307,49261,4042,313634,10086,116090,6239,197544,7789,9859,1840,1999,676,4214,1378,3646,1155,72692,4731,53215,4158,9225,1535,10252,1915,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,352822,5552,190610,4233,59146,3424,24565,2136,19383,1808,5182,1014,17543,2215,4766,1318,8084,1427,4693,1388,13666,1838,3499,918,1251,417,6505,1259,2411,957,3372,923,2401,693,971,592,26498,2736,1219,537,5801,960,3160,781,2641,679,9231,1678,6232,1347,4015,1074,30737,3043,15704,2229,15033,1903,42628,2718,3912,765,24144,2143,14572,1950,31601,3229,9253,1364,12930,2001,9418,2144,162212,3399,67302,3596,22314,1970,13478,1503,8836,1457,5351,1207,1169,426,1684,842,2498,648,26817,2412,5418,1035,2432,810,16693,1901,2274,825,12820,1755,8594,1425,4226,1068,30808,2597,6215,1108,1277,399,763,343,514,251,9161,1631,4329,969,9826,1572,55595,3467,15876,1959,39719,2965,1937,756,331,184,1270,669,336,236,6570,1317,2885,723,2525,840,1160,764,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2791546,16636,1489709,10551,482369,9739,216206,6015,159103,5894,57103,3911,120355,5523,60857,4500,49860,3258,9638,1625,104742,5806,18886,2338,12196,1843,45278,3482,28382,3080,41066,3647,28534,2488,12532,2272,265051,8393,9929,1636,64185,4407,34632,3481,29553,3107,82588,5183,80338,4897,28011,2984,289661,7952,176249,6302,113412,5478,249599,7637,13337,2273,140517,6511,95745,5664,203029,7649,82555,4861,74988,4770,45486,3924,1301837,13302,497678,10738,177100,7048,102060,5166,75040,4642,36696,2760,19254,2206,9348,1536,8094,1148,176511,6946,29642,2815,14586,1861,111542,5657,20741,2343,107371,5050,72278,3757,35093,3068,297535,9410,50259,3897,16583,2276,8725,1659,7858,1628,90727,4823,50095,4528,89871,5034,435830,9892,159253,7102,276577,8003,13207,2279,3900,1478,4585,1277,4722,1165,57587,4669,32361,3659,15077,2228,10149,1418,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1241828,12352,655176,7224,177811,6401,87962,5103,68040,4624,19922,2820,30349,2647,15654,2061,10680,1570,4015,1216,42642,3440,10742,1778,3559,1005,21434,2498,6907,1385,16858,1813,12513,1537,4345,1042,89364,5344,3880,1057,15995,1801,8256,1235,7739,1335,29041,3428,32926,3249,7522,1482,103183,5092,62238,4315,40945,3058,123678,5267,11526,1686,65370,4437,46782,3322,161140,6579,81582,4685,47837,3377,31721,3064,586652,8402,218505,7264,62209,3544,39626,2954,22583,2278,11304,1747,5748,1186,1616,565,3940,1084,83242,4056,11577,1668,4533,1006,61126,3369,6006,1385,61750,3976,39393,3238,22357,2860,123289,5842,27820,2660,4997,1375,2489,1075,2508,742,39011,3244,20772,2210,30689,3101,193412,6307,66679,4388,126733,5860,5631,1275,1993,763,2199,921,1439,658,45815,3986,33731,3450,5917,1311,6167,1260,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17132696,40053,9285337,29717,3213790,24246,1421393,18748,1036854,14954,384539,10693,781868,13454,391822,9663,302339,9642,87707,4748,760291,12514,92208,4815,107922,5204,280018,7114,280143,8914,250238,7699,177658,6455,72580,4240,1482825,20275,64068,4253,280778,7050,177883,6323,102895,4769,497568,13282,461424,13444,178987,7292,1642762,20604,965862,17288,676900,11544,1483530,21582,206667,9703,808444,13601,468419,13995,1462430,19099,621669,12475,490864,10724,349897,10899,7847359,28950,3103757,23994,1158643,17320,688545,13276,470098,11329,274490,8541,127253,5900,63262,4276,83975,4224,1101545,15839,158910,5863,107144,5477,639539,12998,195952,6849,569079,12338,408258,9839,160821,7377,1752091,23610,283266,8437,70015,4655,44752,4065,25263,2797,480972,10730,294739,9526,623099,13795,2451827,27727,922400,18439,1529427,19552,112411,6208,75496,4874,17597,2749,19318,2042,427273,11149,269068,8506,59712,4046,98493,4947,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2593798,15783,1390204,9509,523077,9400,251456,6710,187529,5890,63927,4110,141249,5222,75064,4074,50828,3582,15357,1732,97416,4683,12378,1483,12408,1463,42454,3328,30176,2950,32956,2375,24541,2114,8415,1152,205399,8084,8955,1769,43931,3282,25100,2659,18831,2156,74094,5305,55670,4413,22749,2624,247451,7747,152316,6388,95135,4584,224184,7754,10947,1902,140610,6246,72627,4283,190093,7589,70974,4479,75602,4388,43517,4145,1203594,11162,516975,9602,190191,6715,110074,5540,80117,4218,51210,3278,23839,2055,12887,1904,14484,1748,180292,5621,27745,2322,14499,1882,105846,4842,32202,2463,95282,3923,68488,3188,26794,2664,257205,7251,48738,3292,11651,1549,6655,1096,4996,1105,86566,4754,38955,3556,71295,3817,369694,9542,137953,5873,231741,7358,12888,2194,4170,1361,4903,1158,3815,964,46832,3637,27150,2496,10354,1830,9328,1656,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1771141,10471,912563,6843,341479,9120,162971,6302,112360,4623,50611,3517,76958,3938,36657,2974,30852,2552,9449,1439,74078,4285,11301,1851,11987,1341,31297,2424,19493,2477,27472,2678,21087,2258,6385,1341,146377,6690,5442,1182,28413,2736,15401,1932,13012,1964,41931,3828,54394,4725,16197,2174,166593,6220,102500,4734,64093,4280,128596,6572,3564,1253,78378,5489,46654,3950,129518,5748,65819,4122,41413,2957,22286,2712,858578,8591,374505,8291,122627,5984,72489,4577,50138,3714,26528,2560,12544,1842,5499,1047,8485,1357,147010,6174,24245,2206,11348,1535,94617,4846,16800,1837,78340,3769,55028,3520,23312,2166,185692,6461,51532,4114,7097,1203,4925,1022,2172,882,45704,3314,24883,3224,56476,3843,253966,8025,95120,5744,158846,5693,3996,788,1439,532,1184,468,1373,536,40419,3377,27078,2543,6793,1259,6548,1701,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,430247,5961,218471,3712,76575,3707,34237,2495,24483,2076,9754,1632,20301,2142,10166,1621,6308,1138,3827,801,15562,2191,2698,847,2067,697,8068,1684,2729,802,6475,1316,4473,855,2002,896,37958,3425,1743,914,9122,1564,4936,1274,4186,986,11599,2085,11226,1641,4268,1215,36388,3015,21095,2268,15293,1927,32616,3070,1388,683,17542,2131,13686,1749,34934,2981,12349,1721,14925,1883,7660,1726,211776,4130,89380,4041,31970,2615,20014,2243,11956,1897,6087,1257,2848,966,996,514,2243,829,31944,2681,5598,1311,2954,811,20403,2069,2989,924,19379,2113,12534,1889,6845,1330,45380,3827,12001,2353,2870,826,2531,785,339,182,13627,1864,4736,1244,12146,2212,67066,3828,23038,2343,44028,3270,728,353,89,109,273,180,366,240,9222,1598,4785,1299,2215,592,2222,787,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,333111,4763,160992,3096,100549,3306,43759,2506,27999,2071,15760,1886,20486,2123,10601,1591,3555,901,6330,1191,33963,2850,1781,509,14834,1885,10341,1947,7007,1362,2341,715,1681,529,660,481,22834,2354,1159,602,4589,1112,3850,1071,739,335,9106,1612,4894,1014,3086,767,20714,2092,8970,1510,11744,1703,8212,1885,546,499,5636,1630,2030,779,8683,1605,979,496,5102,1269,2602,775,172119,3738,105125,3740,44933,2900,23322,2408,21611,2444,14066,1788,7546,1408,1235,449,5285,944,39881,2942,5190,1311,11832,1606,11876,1604,10983,1898,6245,1200,4749,978,1496,631,28699,2942,5912,1295,3366,1049,3056,967,310,271,7206,1673,5951,1400,6264,1507,35835,3274,10499,1709,25336,2680,549,342,0,203,187,216,362,295,1911,665,837,434,788,450,286,217,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8459990,34236,4398690,25807,1335356,19875,664226,13249,489208,11690,175018,7640,244549,8109,131718,6327,90093,5007,22738,2594,286299,9889,42346,3805,46982,3759,113013,5488,83958,4529,140282,7092,101869,5767,38413,3466,828271,16157,29109,3126,176914,8414,107701,6949,69213,4894,280757,9735,258975,9484,82516,5985,899159,15501,548832,11975,350327,10711,735448,18637,44519,4567,412660,13561,278269,9902,600456,12883,203876,7215,262886,11386,133694,7240,4061300,23925,1505044,20005,522684,11403,317749,9378,204935,7226,79836,5425,43618,3831,15337,2386,20881,2217,541015,13314,70958,5347,61036,4583,335704,10919,73317,5180,361509,11264,231746,8050,129763,6983,927563,20549,194257,9464,49855,4638,27905,2771,21950,2996,295831,11599,185239,9388,202381,8890,1433334,21021,565355,14179,867979,18726,33151,3769,12870,2287,10375,1630,9906,2103,162208,7307,89999,5542,43365,4208,28844,3141,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
