GEO_ID,B01001F_001E,B01001F_001M,B01001F_002E,B01001F_002M,B01001F_003E,B01001F_003M,B01001F_004E,B01001F_004M,B01001F_005E,B01001F_005M,B01001F_006E,B01001F_006M,B01001F_007E,B01001F_007M,B01001F_008E,B01001F_008M,B01001F_009E,B01001F_009M,B01001F_010E,B01001F_010M,B01001F_011E,B01001F_011M,B01001F_012E,B01001F_012M,B01001F_013E,B01001F_013M,B01001F_014E,B01001F_014M,B01001F_015E,B01001F_015M,B01001F_016E,B01001F_016M,B01001F_017E,B01001F_017M,B01001F_018E,B01001F_018M,B01001F_019E,B01001F_019M,B01001F_020E,B01001F_020M,B01001F_021E,B01001F_021M,B01001F_022E,B01001F_022M,B01001F_023E,B01001F_023M,B01001F_024E,B01001F_024M,B01001F_025E,B01001F_025M,B01001F_026E,B01001F_026M,B01001F_027E,B01001F_027M,B01001F_028E,B01001F_028M,B01001F_029E,B01001F_029M,B01001F_030E,B01001F_030M,B01001F_031E,B01001F_031M,NAME,B01001F_001MA,B01001F_001EA,B01001F_002MA,B01001F_002EA,B01001F_003EA,B01001F_003MA,B01001F_004EA,B01001F_004MA,B01001F_005EA,B01001F_005MA,B01001F_006EA,B01001F_006MA,B01001F_007MA,B01001F_007EA,B01001F_008MA,B01001F_008EA,B01001F_009EA,B01001F_009MA,B01001F_010EA,B01001F_010MA,B01001F_011EA,B01001F_011MA,B01001F_012MA,B01001F_012EA,B01001F_013MA,B01001F_013EA,B01001F_014EA,B01001F_014MA,B01001F_015EA,B01001F_015MA,B01001F_016MA,B01001F_016EA,B01001F_017MA,B01001F_017EA,B01001F_018MA,B01001F_018EA,B01001F_019MA,B01001F_019EA,B01001F_020MA,B01001F_020EA,B01001F_021MA,B01001F_021EA,B01001F_022MA,B01001F_022EA,B01001F_023MA,B01001F_023EA,B01001F_024MA,B01001F_024EA,B01001F_025EA,B01001F_025MA,B01001F_026MA,B01001F_026EA,B01001F_027MA,B01001F_027EA,B01001F_028MA,B01001F_028EA,B01001F_029EA,B01001F_029MA,B01001F_030MA,B01001F_030EA,B01001F_031EA,B01001F_031MA,state
0400000US01,54784,6398,29987,4174,3624,1361,4372,1303,1475,525,1420,734,1387,527,3112,896,3103,960,4623,1149,4721,1490,1570,658,486,343,94,122,0,192,0,192,24797,3613,2127,751,2988,1029,2642,936,467,311,648,494,2896,1380,4265,1138,2384,921,2635,897,2591,1070,491,321,559,565,98,139,6,12,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,9508,2162,5751,1278,299,323,461,288,505,258,324,285,321,326,397,262,678,387,370,222,994,555,653,436,623,359,126,137,0,147,0,147,3757,1265,370,295,480,458,193,238,8,11,157,222,492,273,314,287,228,159,381,271,324,270,547,278,242,225,21,37,0,147,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,410756,18564,205471,10004,14305,1917,19520,2676,17130,2399,11000,1784,8422,1651,23249,3056,18270,2324,18319,2273,28726,2655,24411,2374,11783,1739,7341,1286,2090,629,905,478,205285,11148,17184,2109,18662,2573,17521,2628,11057,1932,7517,1345,19803,2383,16852,2078,15542,2261,29304,2706,23674,2525,15859,2105,7756,1355,3426,841,1128,485,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,66953,6137,36719,3875,3668,886,5324,1048,3099,1276,1663,501,1335,487,2981,632,4454,1610,2274,1035,6888,1531,2805,923,1608,591,516,448,104,135,0,192,30234,3552,3016,811,3724,1437,2928,1105,1823,622,1034,449,2973,576,2797,1024,2578,764,5069,1108,2136,645,1356,665,393,437,281,337,126,250,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4961376,59949,2527901,34525,221176,6970,207648,6486,209601,7977,128160,4400,96399,4387,242057,9873,232901,9058,215155,6282,398237,8047,300809,8126,169182,5032,69641,3795,25737,2213,11198,1630,2433475,30934,203693,7539,209031,7457,204531,7606,125623,5275,91601,3908,224221,7923,202572,7546,196303,5984,364214,8151,295901,6349,170848,5755,87506,4329,41925,2888,15506,2470,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,251148,13750,127767,7842,11674,1883,11501,2202,12959,2342,7685,1478,4203,995,11112,2050,12031,1973,11424,1548,18751,2019,11646,1515,10667,1558,2833,701,1185,430,96,115,123381,7196,11786,1733,11900,1899,10507,1335,5428,1136,4165,927,11240,1617,11568,1779,9551,1624,18409,1904,12417,1561,9694,1669,3782,806,1720,597,1214,503,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,185341,11698,94178,6811,6540,1155,7628,1791,5190,1462,4459,1014,2592,900,10414,1949,11053,1703,10377,1448,16002,2168,10811,1619,5545,1149,2289,914,949,409,329,309,91163,6493,8550,1525,8827,1318,8155,1796,3768,1039,1949,606,7398,1460,8789,1191,9830,1495,13408,1931,10067,1751,5922,1267,2869,797,1028,465,603,414,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,23029,4146,12974,2285,1086,520,963,501,993,464,411,282,177,238,1712,723,2659,1184,1560,670,1895,792,776,418,474,298,214,192,54,73,0,189,10055,2349,672,479,913,604,536,342,653,363,534,314,954,573,1176,454,1007,518,1876,709,368,250,1182,611,158,165,26,41,0,189,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,21681,4483,10748,2528,989,574,686,501,247,237,135,162,241,292,1144,669,1341,630,1685,715,1655,707,1593,721,488,350,371,421,173,213,0,203,10933,2506,1359,882,897,463,452,352,648,441,301,307,676,375,1354,576,1602,676,1387,678,1241,529,582,471,162,238,139,141,133,176,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,486005,23054,247619,12856,20261,3112,18721,2605,18837,2773,11610,1994,9290,1838,22078,2769,21829,3334,25002,3035,38957,4078,32205,3415,15964,2167,8318,1752,3405,1044,1142,547,238386,13928,16157,2623,16194,3528,17365,2820,11351,2169,6357,1519,19588,2824,20438,2922,22186,3006,37969,3451,35373,3577,18065,2398,10033,1745,5737,1480,1573,616,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
