GEO_ID,B12503_001E,B12503_001M,B12503_002E,B12503_002M,B12503_003E,B12503_003M,B12503_004E,B12503_004M,B12503_005E,B12503_005M,B12503_006E,B12503_006M,B12503_007E,B12503_007M,B12503_008E,B12503_008M,B12503_009E,B12503_009M,B12503_010E,B12503_010M,B12503_011E,B12503_011M,NAME,B12503_001MA,B12503_001EA,B12503_002EA,B12503_002MA,B12503_003EA,B12503_003MA,B12503_004MA,B12503_004EA,B12503_005EA,B12503_005MA,B12503_006EA,B12503_006MA,B12503_007MA,B12503_007EA,B12503_008EA,B12503_008MA,B12503_009EA,B12503_009MA,B12503_010MA,B12503_010EA,B12503_011EA,B12503_011MA,state
0400000US13,7916383,5465,3819234,6029,1410404,14484,2408830,14664,36063,3579,2372767,15240,4097149,5196,1273085,13197,2824064,12759,43504,3905,2780560,13340,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1145298,580,576976,1172,216508,5677,360468,5771,5216,1317,355252,5543,568322,1329,164423,5309,403899,4856,3618,996,400281,4951,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1255359,1802,626569,2254,186505,5265,440064,5014,6234,1349,433830,5211,628790,2074,140221,4368,488569,4592,7531,1503,481038,4560,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,10384284,2817,5049119,4117,1923606,17663,3125513,17496,34897,3351,3090616,17498,5335165,3542,1698611,15076,3636554,14050,37090,3027,3599464,14341,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5251594,2933,2552856,4027,842743,10353,1710113,10602,26618,2705,1683495,10778,2698738,3803,743422,10102,1955316,10025,29166,2558,1926150,10430,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2491492,2866,1221528,2870,398062,5415,823466,5258,10838,1347,812628,5560,1269964,3150,328721,6607,941243,6393,11239,1400,930004,6879,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2290928,2574,1130809,2750,359820,6554,770989,6273,11284,1644,759705,6409,1160119,2665,296352,5813,863767,6114,12598,1600,851169,6319,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3548465,3263,1729330,3231,547527,8385,1181803,8619,21426,2519,1160377,8999,1819135,3680,445870,7171,1373265,7062,22783,2167,1350482,7047,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3691400,2556,1786865,2976,670401,10854,1116464,10200,15672,2554,1100792,10330,1904535,2462,604250,10002,1300285,10023,21410,2595,1278875,10173,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1117118,1336,541865,1725,172441,4765,369424,4808,5845,1121,363579,5010,575253,1212,145948,3915,429305,3916,5720,1133,423585,4041,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4814206,1775,2306220,2592,871581,10614,1434639,10301,19721,2191,1414918,10600,2507986,2513,829558,9766,1678428,9562,22436,2286,1655992,9969,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5549790,1557,2659685,1971,1044106,12897,1615579,12537,17473,2127,1598106,12655,2890105,2081,972978,10455,1917127,10702,20733,2099,1896394,10656,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,8059716,2742,3916804,3315,1408176,12508,2508628,12582,34039,2375,2474589,12513,4142912,2965,1241279,10612,2901633,10427,38096,2894,2863537,10402,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4350698,2252,2145450,2883,746571,8790,1398879,9058,13562,1609,1385317,9340,2205248,3106,623984,7705,1581264,7225,16101,1892,1565163,7794,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2375554,2600,1139779,3710,417902,6690,721877,7031,10274,1702,711603,7170,1235775,3486,377042,7110,858733,7110,14597,2093,844136,7195,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4880485,3218,2366221,3877,782693,9925,1583528,10219,21797,1920,1561731,10510,2514264,3213,691404,9081,1822860,8948,25392,2689,1797468,8936,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,829189,1614,412935,1795,128515,3121,284420,3271,4190,946,280230,3412,416254,1957,105843,4034,310411,3850,4247,1098,306164,3950,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1478919,1630,728713,1781,235088,4390,493625,4119,7406,1522,486219,4166,750206,1721,201084,4223,549122,4435,7146,1257,541976,4363,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2239583,1421,1122350,1636,406698,8269,715652,8121,14669,2546,700983,8475,1117233,1522,322175,7064,795058,7152,10890,1920,784168,7129,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1103721,1201,541785,1783,172825,4810,368960,4873,4819,1160,364141,5020,561936,1716,149781,4948,412155,4873,5685,1310,406470,4876,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,7232903,1008,3492050,1876,1304207,12351,2187843,12208,22932,2485,2164911,12264,3740853,1535,1170129,10869,2570724,10859,25951,3010,2544773,11511,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1660531,2438,816904,2075,313146,6112,503758,5883,6096,1100,497662,6097,843627,2006,266305,6201,577322,6038,9120,1762,568202,6143,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,16147773,2664,7743068,3777,3198632,19874,4544436,20430,49873,3352,4494563,20911,8404705,3320,2981083,19027,5423622,18667,56386,3381,5367236,19196,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,7938624,4795,3823442,5160,1326796,13435,2496646,13573,33929,3017,2462717,13779,4115182,4444,1185472,12880,2929710,12559,38538,3608,2891172,13203,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,587479,1396,299510,1908,109938,3424,189572,3474,1942,519,187630,3391,287969,1484,79293,2890,208676,2717,2271,665,206405,2747,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9386353,3494,4540388,4518,1580390,12763,2959998,13576,37661,2809,2922337,13615,4845965,3750,1407273,13246,3438692,12971,43443,3624,3395249,13810,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3053500,1978,1497900,2484,470332,6443,1027568,6347,17856,1929,1009712,6647,1555600,2099,381976,6585,1173624,6322,20233,2002,1153391,6290,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3219159,2530,1581553,3138,535034,8367,1046519,7999,14367,2133,1032152,7830,1637606,2638,438915,8079,1198691,7869,17952,2410,1180739,8353,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10539705,2653,5101281,3423,1865351,12406,3235930,12024,37547,2807,3198383,11881,5438424,2901,1674861,11695,3763563,12017,38225,2834,3725338,12071,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,877192,1106,422789,1421,165025,4888,257764,4691,3854,1229,253910,4830,454403,1151,149747,4276,304656,4116,2342,716,302314,4266,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3872748,2384,1862523,3071,656215,11018,1206308,10505,14329,1805,1191979,10416,2010225,3108,591979,8692,1418246,8088,18963,2552,1399283,8282,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,668811,1397,333069,1857,110545,3797,222524,3419,2743,847,219781,3504,335742,1634,88949,3473,246793,3264,2979,823,243814,3336,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5255128,3510,2537029,3895,813995,11208,1723034,11355,27394,2987,1695640,11370,2718099,3905,722679,9892,1995420,9809,29893,2713,1965527,10103,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,20547265,4807,10130288,6889,3573092,23724,6557196,23208,99800,5738,6457396,23931,10416977,6724,3028462,21415,7388515,20309,109497,6796,7279018,20258,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2141536,1590,1067533,2093,343466,6568,724067,6786,11883,1821,712184,6679,1074003,1989,285821,5687,788182,5857,9507,1544,778675,5945,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,525951,888,256664,1131,91909,3046,164755,3158,1767,508,162988,3199,269287,1186,77217,3021,192070,2862,1898,698,190172,2873,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,6707967,3871,3270177,3947,1159664,11684,2110513,11254,29717,2743,2080796,11995,3437790,3835,995498,11577,2442292,11813,29696,3107,2412596,12100,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5639983,2184,2799219,2597,980648,11546,1818571,11595,23316,2281,1795255,11826,2840764,2953,773013,10199,2067751,10290,34027,3110,2033724,10476,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1537629,1480,754927,2170,241913,5855,513014,5789,7406,1415,505608,5671,782702,2035,190819,5289,591883,5488,9112,1428,582771,5308,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4661823,2630,2300997,3208,806954,8664,1494043,8708,19593,2220,1474450,9119,2360826,2729,684026,9054,1676800,9017,18961,1846,1657839,9219,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,464301,1506,235543,2066,71168,3595,164375,3465,2540,765,161835,3537,228758,1729,53292,3649,175466,3361,2464,727,173002,3482,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2955172,931,1387905,2147,588088,10278,799817,10260,6979,1180,792838,10076,1567267,2216,548626,8482,1018641,7718,11325,1847,1007316,7839,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
