GEO_ID,C24090_001E,C24090_001M,C24090_002E,C24090_002M,C24090_003E,C24090_003M,C24090_004E,C24090_004M,C24090_005E,C24090_005M,C24090_006E,C24090_006M,C24090_007E,C24090_007M,C24090_008E,C24090_008M,C24090_009E,C24090_009M,C24090_010E,C24090_010M,C24090_011E,C24090_011M,C24090_012E,C24090_012M,C24090_013E,C24090_013M,C24090_014E,C24090_014M,C24090_015E,C24090_015M,C24090_016E,C24090_016M,C24090_017E,C24090_017M,C24090_018E,C24090_018M,C24090_019E,C24090_019M,NAME,C24090_001EA,C24090_001MA,C24090_002EA,C24090_002MA,C24090_003EA,C24090_003MA,C24090_004MA,C24090_004EA,C24090_005EA,C24090_005MA,C24090_006EA,C24090_006MA,C24090_007EA,C24090_007MA,C24090_008MA,C24090_008EA,C24090_009MA,C24090_009EA,C24090_010MA,C24090_010EA,C24090_011EA,C24090_011MA,C24090_012EA,C24090_012MA,C24090_013EA,C24090_013MA,C24090_014EA,C24090_014MA,C24090_015MA,C24090_015EA,C24090_016EA,C24090_016MA,C24090_017EA,C24090_017MA,C24090_018EA,C24090_018MA,C24090_019EA,C24090_019MA,state
0400000US01,1433940,16795,805052,11471,611944,12137,580582,11514,31362,2593,30392,2513,46269,3256,37838,3207,38731,3304,39878,3308,628888,11337,421759,9261,413101,9659,8658,1747,57922,4344,50963,4067,56362,4021,25760,2827,16122,2116,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,230313,6044,131088,4457,83675,4362,79141,4219,4534,985,10071,1745,9455,1671,10593,1484,10797,1630,6497,1196,99225,3710,52373,3547,50363,3535,2010,643,14144,1908,10777,1484,10193,1454,7585,1377,4153,971,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1913642,16973,1096823,11111,843254,11870,790909,12072,52345,3831,45463,3400,71237,4270,38932,3234,41258,3144,56679,3884,816819,12103,559920,10491,541264,10195,18656,2057,76125,4701,70260,3941,55804,3785,26439,2501,28271,2799,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,889913,10968,500000,7629,376995,6602,354736,6238,22259,2235,23845,2924,26239,2312,28796,2458,13344,1901,30781,3257,389913,8153,252317,6626,246034,6577,6283,1142,40130,3334,26460,2393,50063,3316,8936,1727,12007,1855,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,11314749,48588,6668377,34483,5113562,36580,4814980,35796,298582,9144,300500,9482,382787,9610,219750,7957,180992,7328,470786,11745,4646372,28733,3158239,24553,3059853,25018,98386,5342,445347,10046,439141,10087,242140,7235,112574,5865,248931,9707,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1743702,15747,1020786,12179,781757,12223,716781,12820,64976,4350,53118,3671,59840,4154,35014,2694,38211,2764,52846,3942,722916,9838,484572,9327,460081,9330,24491,2416,79753,3915,65692,3616,37357,2361,24387,2024,31155,3160,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1177261,12461,671883,9237,517014,9124,480571,9122,36443,3134,37198,2914,36391,2756,24833,2669,13607,1538,42840,3630,505378,8762,330913,8036,321854,7987,9059,1536,70210,4025,45986,3246,29744,3004,8389,1366,20136,1891,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,297467,6645,160331,4597,120662,4432,112332,4321,8330,1291,11262,1716,5444,1033,12006,1416,5849,1435,5108,1239,137136,4176,94047,3853,91723,3760,2324,665,16714,2331,3583,843,16952,1914,3270,1026,2570,776,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,248040,5618,124819,3618,65617,3316,61737,3328,3880,846,19593,1729,6894,1331,2721,961,26392,2494,3602,938,123221,4331,54381,3599,52603,3678,1778,684,29873,2535,6811,1104,2025,752,27502,2503,2629,772,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5850974,32906,3223416,24655,2537385,24754,2270896,23571,266489,9028,136893,6507,210790,8169,87045,5713,93439,5186,157864,7410,2627558,23207,1888331,23070,1801030,22439,87301,4911,231675,8579,239079,8549,119492,5997,60529,4219,88452,5354,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3099574,25956,1736602,17357,1341027,17523,1242744,17749,98283,6459,72226,4408,99473,5282,58854,4278,70367,4900,94655,5523,1362972,17267,936473,14899,903952,14451,32521,2954,100368,5199,138091,5215,103485,5401,48953,3860,35602,4080,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,442243,7730,247836,5661,156584,5425,145660,5462,10924,1650,14422,2084,11807,1557,19474,1920,29787,2759,15762,2278,194407,5409,115946,4711,110712,4525,5234,1101,20761,2443,6799,1229,30965,2476,11918,1560,8018,1330,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,467330,7641,288692,6243,213062,5919,194357,6203,18705,2092,13224,1987,16597,2176,12702,1671,12447,1979,20660,2242,178638,5892,111910,5343,107316,5210,4594,1369,18334,2176,16553,2365,17997,2099,5426,1350,8418,1164,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4161719,20778,2370471,14686,1887440,17719,1771931,18500,115509,5866,126504,4743,133062,5868,68095,3620,51991,2777,103379,5389,1791248,13843,1243518,13841,1210490,13470,33028,3059,224321,6325,143023,4637,87633,4197,40302,3131,52451,3197,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2063876,15336,1192532,12429,960752,12464,907494,12148,53258,3548,60783,3371,56594,3463,37471,3027,25665,2447,51267,3546,871344,10733,606657,10755,593268,10421,13389,1780,113307,4121,60690,3998,48095,2937,18176,2213,24419,2552,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1094997,9287,624162,6936,478395,7010,446488,6538,31907,2525,32008,2763,29439,2410,28019,2436,12135,1784,44166,2596,470835,6899,310519,6394,303315,6461,7204,1054,59205,3514,32939,2327,37335,3112,10483,1376,20354,1961,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,981843,10670,568887,6505,431780,6620,404465,6531,27315,2127,24185,2126,34220,2358,23186,2261,17352,1737,38164,2111,412956,7510,262590,7577,255092,7765,7498,900,51413,3009,37305,2425,33475,2835,13745,1920,14428,1604,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1311163,13847,744777,9723,575380,10129,545534,9735,29846,2732,34362,3007,35324,2695,36822,2946,21580,2119,41309,3377,566386,9075,368681,8385,357942,8396,10739,1440,65018,3896,42855,3210,59337,4162,16364,1911,14131,2006,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1441400,15373,812602,10647,629432,11031,592683,11066,36749,3340,33661,3390,50668,3757,31599,3019,21898,2356,45344,4481,628798,10186,421909,9533,408561,9105,13348,2344,53569,3760,61415,4420,60476,4083,13606,1974,17823,2285,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,418266,6615,229362,4627,158284,4732,146249,4543,12035,1613,19321,1883,13326,1672,10388,1560,9492,1289,18551,1989,188904,4556,107783,3975,103814,3887,3969,971,39415,2429,16510,2089,11695,1676,5240,857,8261,1094,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2166795,13217,1158841,9250,779148,9119,731668,9948,47480,3118,77558,3954,69735,4010,41709,3220,147391,6201,43300,3566,1007954,10023,559028,10033,544130,10141,14898,1540,137095,6269,87168,4944,55136,3770,141296,5612,28231,3273,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2246168,19509,1274463,13114,940751,12415,884664,12237,56087,3596,110047,5230,71031,4202,49271,3291,32820,2938,70543,3981,971705,12408,617695,10965,602697,10795,14998,1806,176349,6297,77100,5086,48894,3322,17878,1973,33789,3222,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2841439,18127,1624310,11609,1291931,12621,1210647,12320,81284,3722,96640,4929,70069,3648,56843,3604,29808,2632,79019,3968,1217129,13306,838419,12980,815404,12624,23015,2239,166961,5731,76708,3883,69618,3399,27407,2272,38016,2744,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
