GEO_ID,B11001G_001E,B11001G_001M,B11001G_002E,B11001G_002M,B11001G_003E,B11001G_003M,B11001G_004E,B11001G_004M,B11001G_005E,B11001G_005M,B11001G_006E,B11001G_006M,B11001G_007E,B11001G_007M,B11001G_008E,B11001G_008M,B11001G_009E,B11001G_009M,NAME,B11001G_001EA,B11001G_001MA,B11001G_002MA,B11001G_002EA,B11001G_003EA,B11001G_003MA,B11001G_004MA,B11001G_004EA,B11001G_005MA,B11001G_005EA,B11001G_006MA,B11001G_006EA,B11001G_007EA,B11001G_007MA,B11001G_008EA,B11001G_008MA,B11001G_009EA,B11001G_009MA,state
0400000US13,45963,3704,31036,3160,20230,2683,10806,2030,2723,874,8083,1721,14927,2292,12008,1972,2919,894,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,68768,3702,50424,3087,33278,2548,17146,2240,5331,1141,11815,2042,18344,2110,13804,1940,4540,1081,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,9441,1709,5979,1169,3849,922,2130,739,511,236,1619,675,3462,1257,2569,959,893,659,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,62424,3548,37393,2728,21901,2070,15492,1886,3760,889,11732,1823,25031,2675,19944,2489,5087,1124,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,30597,2655,18114,2292,11630,2002,6484,1320,1423,629,5061,1053,12483,1774,9137,1708,3346,916,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,10270,1460,6636,1192,3734,877,2902,852,1081,480,1821,661,3634,838,2475,757,1159,385,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,18483,1995,12093,1610,8154,1302,3939,781,946,415,2993,601,6390,1374,5161,1154,1229,591,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,19115,1985,12035,1729,7175,1394,4860,1151,1589,760,3271,1014,7080,1313,5910,1263,1170,514,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,19678,2065,12486,1696,6212,1122,6274,1202,1584,652,4690,1006,7192,1271,5691,1090,1501,694,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,6676,976,4165,821,2724,787,1441,466,181,161,1260,432,2511,688,2035,669,476,238,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,38197,3032,24741,2269,16676,2025,8065,1182,2577,866,5488,968,13456,1741,10389,1476,3067,850,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,46610,3350,30125,2669,16413,1866,13712,1890,3902,932,9810,1724,16485,2093,11290,1636,5195,1346,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,56356,3157,35537,2123,19110,1759,16427,1743,2827,733,13600,1546,20819,2277,15448,1900,5371,1022,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,28240,2016,17674,1871,10526,1487,7148,1387,1308,503,5840,1299,10566,1337,7748,1145,2818,849,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,7121,1308,4043,863,2398,678,1645,574,410,290,1235,483,3078,1044,2237,794,841,590,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,33614,3011,19423,2048,11514,1413,7909,1428,2063,603,5846,1251,14191,2273,11108,1822,3083,1031,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,6537,1077,4244,988,2516,803,1728,606,269,173,1459,569,2293,654,1932,631,361,276,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,8890,1357,5928,1360,3210,699,2718,1114,520,402,2198,984,2962,783,2686,736,276,240,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,27161,2417,16258,1807,11502,1533,4756,1102,1257,568,3499,858,10903,1439,7604,1276,3299,933,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,5879,1137,3652,946,2644,841,1008,401,245,201,763,431,2227,805,1733,706,494,414,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,46029,3822,32290,2811,18515,1901,13775,1885,3532,997,10243,1712,13739,2267,10358,1877,3381,1106,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,16311,1969,9616,1558,7243,1286,2373,823,623,414,1750,708,6695,1337,4558,970,2137,889,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,135581,6274,87730,5184,50842,3938,36888,2946,9022,1623,27866,2660,47851,3399,37440,2858,10411,2194,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,50687,3459,34008,3106,18470,2260,15538,1951,2134,820,13404,1812,16679,1954,13155,1820,3524,1022,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,3630,904,1929,815,873,392,1056,678,285,283,771,555,1701,569,1191,433,510,393,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,61929,4299,37739,3382,19074,2536,18665,2056,3917,982,14748,2001,24190,2826,18631,2328,5559,1193,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,76537,3053,50947,2573,32399,1944,18548,1848,4756,833,13792,1573,25590,1930,21133,1681,4457,852,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,42053,3063,24320,2113,16722,1651,7598,1419,2420,904,5178,1120,17733,2447,12580,1806,5153,1264,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,57487,3809,34336,2885,18241,1977,16095,1797,4721,1263,11374,1494,23151,2473,17792,2193,5359,1275,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,5518,1228,3552,940,2038,622,1514,796,621,539,893,519,1966,709,1553,598,413,348,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,19566,2459,12217,1730,7279,1469,4938,1169,1748,797,3190,850,7349,1606,5602,1415,1747,769,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,5930,1233,3983,852,2330,625,1653,643,724,472,929,405,1947,782,1600,745,347,299,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,31092,2776,18870,2280,11594,1914,7276,1540,2104,853,5172,1215,12222,1665,9901,1388,2321,894,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,162771,7656,103492,6252,67277,5097,36215,3244,7629,1481,28586,3095,59279,4322,47374,3908,11905,2069,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,11229,1647,7236,1300,4576,1056,2660,865,586,380,2074,760,3993,1010,2485,807,1508,647,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,3415,693,2182,610,994,388,1188,532,138,185,1050,530,1233,540,877,443,356,242,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,57385,4161,37144,2903,25489,2456,11655,2047,2493,892,9162,1737,20241,2446,14599,2135,5642,1258,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,81145,4267,47975,3295,28574,2335,19401,2342,6000,1277,13401,2203,33170,3075,23054,2597,10116,1524,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,8762,1546,5200,1148,3138,882,2062,678,159,160,1903,681,3562,991,3172,954,390,327,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,25088,2436,15469,2033,8543,1277,6926,1427,2063,763,4863,1133,9619,1538,7228,1380,2391,868,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,3448,1210,2063,763,1628,673,435,329,0,193,435,329,1385,819,1181,766,204,218,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,108153,4503,77971,4112,41145,2965,36826,3403,6435,1209,30391,2927,30182,3016,23679,2745,6503,1484,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
