GEO_ID,B08501_001E,B08501_001M,B08501_002E,B08501_002M,B08501_003E,B08501_003M,B08501_004E,B08501_004M,B08501_005E,B08501_005M,B08501_006E,B08501_006M,B08501_007E,B08501_007M,B08501_008E,B08501_008M,B08501_009E,B08501_009M,B08501_010E,B08501_010M,B08501_011E,B08501_011M,B08501_012E,B08501_012M,B08501_013E,B08501_013M,B08501_014E,B08501_014M,B08501_015E,B08501_015M,B08501_016E,B08501_016M,B08501_017E,B08501_017M,B08501_018E,B08501_018M,B08501_019E,B08501_019M,B08501_020E,B08501_020M,B08501_021E,B08501_021M,B08501_022E,B08501_022M,B08501_023E,B08501_023M,B08501_024E,B08501_024M,B08501_025E,B08501_025M,B08501_026E,B08501_026M,B08501_027E,B08501_027M,B08501_028E,B08501_028M,B08501_029E,B08501_029M,B08501_030E,B08501_030M,B08501_031E,B08501_031M,B08501_032E,B08501_032M,B08501_033E,B08501_033M,B08501_034E,B08501_034M,B08501_035E,B08501_035M,B08501_036E,B08501_036M,B08501_037E,B08501_037M,B08501_038E,B08501_038M,B08501_039E,B08501_039M,B08501_040E,B08501_040M,B08501_041E,B08501_041M,B08501_042E,B08501_042M,B08501_043E,B08501_043M,B08501_044E,B08501_044M,B08501_045E,B08501_045M,B08501_046E,B08501_046M,B08501_047E,B08501_047M,B08501_048E,B08501_048M,B08501_049E,B08501_049M,B08501_050E,B08501_050M,B08501_051E,B08501_051M,B08501_052E,B08501_052M,B08501_053E,B08501_053M,B08501_054E,B08501_054M,B08501_055E,B08501_055M,B08501_056E,B08501_056M,NAME,B08501_001MA,B08501_001EA,B08501_002EA,B08501_002MA,B08501_003MA,B08501_003EA,B08501_004MA,B08501_004EA,B08501_005EA,B08501_005MA,B08501_006EA,B08501_006MA,B08501_007MA,B08501_007EA,B08501_008EA,B08501_008MA,B08501_009EA,B08501_009MA,B08501_010EA,B08501_010MA,B08501_011EA,B08501_011MA,B08501_012MA,B08501_012EA,B08501_013MA,B08501_013EA,B08501_014MA,B08501_014EA,B08501_015EA,B08501_015MA,B08501_016EA,B08501_016MA,B08501_017MA,B08501_017EA,B08501_018MA,B08501_018EA,B08501_019MA,B08501_019EA,B08501_020MA,B08501_020EA,B08501_021EA,B08501_021MA,B08501_022MA,B08501_022EA,B08501_023MA,B08501_023EA,B08501_024MA,B08501_024EA,B08501_025MA,B08501_025EA,B08501_026MA,B08501_026EA,B08501_027EA,B08501_027MA,B08501_028EA,B08501_028MA,B08501_029MA,B08501_029EA,B08501_030EA,B08501_030MA,B08501_031EA,B08501_031MA,B08501_032EA,B08501_032MA,B08501_033MA,B08501_033EA,B08501_034MA,B08501_034EA,B08501_035MA,B08501_035EA,B08501_036MA,B08501_036EA,B08501_037MA,B08501_037EA,B08501_038EA,B08501_038MA,B08501_039EA,B08501_039MA,B08501_040MA,B08501_040EA,B08501_041EA,B08501_041MA,B08501_042EA,B08501_042MA,B08501_043EA,B08501_043MA,B08501_044EA,B08501_044MA,B08501_045EA,B08501_045MA,B08501_046MA,B08501_046EA,B08501_047EA,B08501_047MA,B08501_048EA,B08501_048MA,B08501_049EA,B08501_049MA,B08501_050MA,B08501_050EA,B08501_051MA,B08501_051EA,B08501_052EA,B08501_052MA,B08501_053EA,B08501_053MA,B08501_054EA,B08501_054MA,B08501_055EA,B08501_055MA,B08501_056EA,B08501_056MA,state
0400000US01,1932727,18015,61026,3968,194722,6304,834767,10938,437540,6660,187120,6824,120090,5656,97462,4594,1666104,16636,49610,3212,163734,6174,723258,10590,380209,6568,163977,6309,103363,5095,81953,4203,166532,7567,7362,1893,19703,3048,76468,5555,35344,2938,12330,1597,8621,1300,6704,1206,9328,1493,424,268,1975,829,3490,1048,1657,580,761,402,705,365,316,212,20791,2520,2108,660,3899,969,7212,1323,3063,1105,1957,737,805,438,1747,699,19917,2352,785,310,2431,759,7499,1521,5058,1187,1669,629,1176,562,1299,577,50055,3837,737,406,2980,1132,16840,2282,12209,1850,6426,1281,5420,1044,5443,1209,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,366809,5441,14228,1971,42468,2399,156697,3401,78185,2761,36299,2770,23087,2206,15845,1586,240883,6349,8311,1559,26056,2488,104065,4274,52319,2632,25779,2398,14866,1696,9487,1332,47159,3880,3316,1457,6636,1333,21708,2711,8592,1762,2932,948,2595,829,1380,648,6712,1189,250,178,780,435,2525,859,1683,568,553,492,520,279,401,313,32694,2865,1466,391,4980,944,13602,1992,6154,934,2879,635,1932,422,1681,750,23990,2360,665,318,2541,911,8797,1615,5832,1186,2962,771,1860,863,1333,511,15371,2129,220,160,1475,916,6000,1186,3605,845,1194,434,1314,521,1563,559,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2727448,17333,95861,4910,294017,5819,1214546,10708,582664,7719,243557,5850,167572,5519,129231,4454,2080926,16932,61950,3822,210308,6710,934450,11174,453739,8695,189437,5264,132864,4940,98178,3855,300368,12248,14923,1849,38327,4149,149426,7791,55197,4039,20492,2016,12874,1990,9129,1448,64758,5527,4900,1530,12514,2350,27335,3519,12068,1893,3539,888,2914,883,1488,490,56928,4479,7456,1396,11651,2012,20936,2740,7361,1254,4477,1275,2180,845,2867,1031,74121,4727,5277,1464,14028,2151,29712,3102,12944,1966,6368,1266,3281,825,2511,860,150347,7170,1355,578,7189,1690,52687,4307,41355,3751,19244,1728,13459,1558,15058,1544,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1225755,12155,42299,3418,123274,4620,534318,8898,269750,6336,114391,4771,76051,3481,65672,3798,1023919,11729,32407,2778,97624,4465,445677,8529,228069,5494,101005,4510,64937,3127,54200,3078,124218,6827,5328,1239,15053,2304,61473,4384,24676,2407,6935,1182,5269,1277,5484,1227,5754,1314,332,283,982,556,2106,838,1496,683,379,227,364,264,95,97,20012,2524,2064,614,3833,1008,7716,1839,2914,794,882,354,1419,549,1184,478,17263,2138,1433,881,3518,1089,5749,1424,3774,895,1125,502,908,389,756,485,34589,3457,735,379,2264,813,11597,2027,8821,1562,4065,993,3154,811,3953,974,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16740038,39419,404708,10162,1697858,16261,7667019,23823,3700712,18011,1516042,14456,1000456,14459,753243,13065,12262665,43018,239809,8003,1175149,15974,5652167,24759,2769672,19900,1139534,13431,747389,12856,538945,9246,1824947,24455,62822,4106,216431,7633,866547,14714,389810,10307,141029,6341,88969,4432,59339,4106,886923,17701,27629,2954,110771,5407,436976,13291,160231,6086,74476,4590,45378,3068,31462,2721,455763,12824,38676,3504,88477,5818,186948,8570,73181,4638,29097,2757,19582,2294,19802,2105,431907,11189,21082,2579,65185,4802,203626,8423,82108,4692,29357,2385,18801,2165,11748,1468,877833,17079,14690,2168,41845,3832,320755,11357,225710,8098,102549,5030,80337,4418,91947,4990,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2564044,16271,81924,3922,249176,6121,1165412,10593,546622,5980,240120,5542,164497,5475,116293,3936,1917766,18291,52354,3230,171529,6487,874854,11511,420466,6295,184892,5184,128168,5102,85503,3314,247383,8812,13042,1725,31787,3418,122797,6589,44302,2547,18063,2096,11003,1670,6389,1086,85858,4515,4019,945,14532,2120,39747,3154,14565,2127,6048,1221,4022,1050,2925,708,75145,4508,6832,1155,16316,1978,29905,3582,10565,1620,5389,1195,3290,760,2848,1067,60272,4217,2724,1022,8561,1398,28321,3428,11144,1791,4548,1017,3240,690,1734,582,177620,7065,2953,808,6451,1263,69788,4254,45580,3079,21180,1939,14774,1861,16894,1740,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1719042,11585,60745,3276,149419,4794,676736,7351,415224,6779,186823,5319,125951,4346,104144,3814,1362261,13434,39360,2580,103021,4715,539683,8077,339264,7034,154108,4946,103090,4493,83735,3592,146064,6905,8431,1435,16660,2188,64012,4361,29314,3084,13109,2015,8397,1540,6141,1144,61529,4431,3168,1075,10139,1950,25134,2857,12285,1927,4057,745,3654,912,3092,856,53983,3898,6425,1096,13092,1507,16960,2458,10890,1675,3037,742,1452,612,2127,626,20076,2686,1913,853,2347,923,9979,1786,2111,758,1874,803,1253,523,599,315,75129,4216,1448,552,4160,1080,20968,2349,21360,2206,10638,1685,8105,1370,8450,1303,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,424042,7520,13291,1516,41662,2855,178229,4719,96411,3571,40769,3012,30487,1928,23193,1879,344378,8116,8595,1420,29938,2816,144584,5258,80658,2986,35208,2813,25711,1711,19684,1756,38007,3569,2380,890,5364,1385,16648,2101,8674,1447,2211,750,1795,713,935,383,11755,1913,879,390,2684,869,5178,1287,1448,611,836,411,201,158,529,291,8842,1465,943,418,2031,704,3509,878,951,434,346,207,841,554,221,178,5214,1349,172,152,893,497,2298,1044,1134,481,501,300,118,156,98,116,15846,1986,322,289,752,419,6012,1539,3546,786,1667,555,1821,567,1726,519,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,799166,13648,8617,1379,50605,3577,396063,9420,178887,5617,72746,4053,51933,3171,40315,2609,333043,10568,1804,632,11437,1990,156758,7076,84437,4358,33875,2820,23678,2099,21054,1900,72349,4666,1075,629,3259,907,33427,2868,17770,1873,7836,1337,5782,1298,3200,798,306122,8284,2644,865,24214,2327,158514,6213,63891,3772,26679,2114,18691,2154,11489,1565,46392,3659,2409,776,8795,1842,24513,2543,5034,1138,2061,604,1600,549,1980,658,26786,3021,486,315,1653,651,16104,2302,5216,1139,1404,613,1224,491,699,336,14474,2265,199,208,1247,725,6747,1381,2539,772,891,458,958,420,1893,632,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8313689,34529,212743,7389,786299,14587,3509504,22355,1958765,12343,818035,13251,549378,12538,478965,11778,6628307,35438,145805,6627,594703,12263,2805280,23989,1591788,13027,669395,11869,449234,11508,372102,10115,783491,19087,34046,3103,91422,6059,359161,13373,167208,7641,60897,4086,38604,3778,32153,2991,174603,7504,7346,1464,26809,3161,73822,5303,35566,3687,15101,2147,8842,1590,7117,1702,126442,7100,9448,1757,21842,2717,49599,4973,21757,2866,10520,1873,4820,1103,8456,1462,176665,9010,7073,1187,28658,3827,75380,6223,32671,3372,15309,1903,8111,1480,9463,1633,424181,12099,9025,1851,22865,3142,146262,7244,109775,6120,46813,4562,39767,3074,49674,3261,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
