GEO_ID,B17021_001E,B17021_001M,B17021_002E,B17021_002M,B17021_003E,B17021_003M,B17021_004E,B17021_004M,B17021_005E,B17021_005M,B17021_006E,B17021_006M,B17021_007E,B17021_007M,B17021_008E,B17021_008M,B17021_009E,B17021_009M,B17021_010E,B17021_010M,B17021_011E,B17021_011M,B17021_012E,B17021_012M,B17021_013E,B17021_013M,B17021_014E,B17021_014M,B17021_015E,B17021_015M,B17021_016E,B17021_016M,B17021_017E,B17021_017M,B17021_018E,B17021_018M,B17021_019E,B17021_019M,B17021_020E,B17021_020M,B17021_021E,B17021_021M,B17021_022E,B17021_022M,B17021_023E,B17021_023M,B17021_024E,B17021_024M,B17021_025E,B17021_025M,B17021_026E,B17021_026M,B17021_027E,B17021_027M,B17021_028E,B17021_028M,B17021_029E,B17021_029M,B17021_030E,B17021_030M,B17021_031E,B17021_031M,B17021_032E,B17021_032M,B17021_033E,B17021_033M,B17021_034E,B17021_034M,B17021_035E,B17021_035M,NAME,B17021_001EA,B17021_001MA,B17021_002MA,B17021_002EA,B17021_003EA,B17021_003MA,B17021_004MA,B17021_004EA,B17021_005MA,B17021_005EA,B17021_006MA,B17021_006EA,B17021_007MA,B17021_007EA,B17021_008EA,B17021_008MA,B17021_009EA,B17021_009MA,B17021_010EA,B17021_010MA,B17021_011MA,B17021_011EA,B17021_012MA,B17021_012EA,B17021_013EA,B17021_013MA,B17021_014MA,B17021_014EA,B17021_015EA,B17021_015MA,B17021_016EA,B17021_016MA,B17021_017EA,B17021_017MA,B17021_018EA,B17021_018MA,B17021_019MA,B17021_019EA,B17021_020EA,B17021_020MA,B17021_021EA,B17021_021MA,B17021_022MA,B17021_022EA,B17021_023MA,B17021_023EA,B17021_024EA,B17021_024MA,B17021_025EA,B17021_025MA,B17021_026EA,B17021_026MA,B17021_027EA,B17021_027MA,B17021_028EA,B17021_028MA,B17021_029EA,B17021_029MA,B17021_030EA,B17021_030MA,B17021_031EA,B17021_031MA,B17021_032EA,B17021_032MA,B17021_033EA,B17021_033MA,B17021_034MA,B17021_034EA,B17021_035EA,B17021_035MA,state
0400000US01,4716105,2548,883371,20758,661086,20126,201810,14018,194563,14006,7247,1494,459276,20007,65584,8210,52447,7408,13137,2627,393692,18955,377398,17987,16294,2586,222285,8485,156378,5681,132570,4997,23808,2652,65907,5333,3832734,21141,3329390,24333,2504859,33734,2499375,33888,5484,1492,824531,28901,216015,15799,205956,15058,10059,2475,608516,24430,583743,23795,24773,3047,503344,13215,443493,10535,395304,8944,48189,3953,59851,4933,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,718359,1166,67016,4778,48193,4367,17844,2928,15559,2926,2285,747,30349,3745,9441,2437,6020,1775,3421,963,20908,3324,18808,3207,2100,559,18823,2331,9900,1524,7184,1186,2716,842,8923,1561,651343,5197,549374,7196,427304,11859,424616,12018,2688,928,122070,8947,48101,6962,43657,6585,4444,1293,73969,5889,67972,5655,5997,1318,101969,5137,70684,3324,55616,3323,15068,1863,31285,3423,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6477191,3417,1206460,32132,928339,29770,401064,25785,385294,25501,15770,2571,527275,22556,119628,10977,92865,10192,26763,2901,407647,21713,376311,20551,31336,3667,278121,10544,168809,6481,128848,5894,39961,3568,109312,7915,5270731,31828,4448119,34506,3344222,39012,3334050,38963,10172,2141,1103897,32618,352932,22755,323484,20855,29448,3614,750965,23702,700761,22472,50204,4549,822612,14289,659690,11515,532667,10217,127023,5797,162922,7025,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2873340,3117,565469,16418,419173,15100,161065,11097,155826,11311,5239,1529,258108,13253,50255,7044,41310,6331,8945,1846,207853,12376,195801,11793,12052,1928,146296,7789,102425,5888,81697,5053,20728,2844,43871,4015,2307871,16913,1984629,18170,1549472,21650,1545506,21550,3966,1162,435157,17498,128829,11492,120466,11050,8363,1770,306328,14561,291271,14322,15057,2266,323242,9605,272350,7237,232085,7565,40265,3220,50892,4622,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37593091,8648,6328824,64631,4859414,63197,2174348,51120,2039739,50376,134609,5963,2685066,50291,658475,28070,481304,21012,177171,9675,2026591,37425,1856101,37329,170490,7222,1469410,22365,807345,14328,600989,12350,206356,7047,662065,15781,31264267,64133,27030595,76042,20295050,90521,20147265,91364,147785,8530,6735545,69207,2231281,45002,2071118,42293,160163,7726,4504264,56677,4201228,53886,303036,10104,4233672,41797,3197277,25242,2469110,23307,728167,14260,1036395,25377,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5151461,2077,667446,21463,445903,19910,195271,15713,184690,14961,10581,2479,250632,13691,52019,7516,37014,6585,15005,2529,198613,13085,185845,12665,12768,1970,221543,7508,128323,4867,91475,4437,36848,2614,93220,5285,4484015,21721,3711394,25964,2960649,34742,2946323,34766,14326,2373,750745,25144,238842,15156,221793,14282,17049,2461,511903,21049,479565,20090,32338,3273,772621,15204,594536,10223,467429,9175,127107,5183,178085,8330,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3485353,2242,373900,14722,258102,14008,75188,9383,68461,9535,6727,1563,182914,11026,25166,5035,17842,4607,7324,1335,157748,11048,146130,10258,11618,2030,115798,6133,73170,3935,62125,3786,11045,1680,42628,4872,3111453,14715,2650172,17318,2057836,27388,2050117,27387,7719,1638,592336,24272,165462,13088,153352,12161,12110,2326,426874,20743,405318,19467,21556,2610,461281,11776,376397,8609,308813,7787,67584,3430,84884,5461,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,900322,1123,111327,9589,80074,8879,26499,5783,24488,5540,2011,800,53575,6435,8651,3065,5729,2590,2922,992,44924,5863,40546,5628,4378,1347,31253,3166,18375,1880,14393,1636,3982,883,12878,2199,788995,9661,674470,10457,501495,13914,498594,13991,2901,910,172975,11259,45531,6421,40743,5916,4788,1326,127444,10366,120589,10101,6855,1617,114525,5064,92332,3769,75542,3505,16790,1849,22193,2547,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,611788,780,115551,7400,69054,6856,12336,2740,10267,2590,2069,738,56718,6492,7679,2487,6223,2335,1456,695,49039,6365,46372,6353,2667,1048,46497,3324,26471,2265,21099,2233,5372,1038,20026,2581,496237,7490,321305,8875,194942,9583,191083,9461,3859,1132,126363,7775,29618,4374,27340,4078,2278,827,96745,7800,93592,7430,3153,1416,174932,6628,124713,4212,93652,4189,31061,2285,50219,3785,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19129950,7199,3253333,61090,2358259,59725,935783,35087,882884,34496,52899,5293,1422476,45852,284948,18966,209595,15415,75353,6301,1137528,40711,1055608,40277,81920,6909,895074,16778,549852,12799,434977,11200,114875,6496,345222,11439,15876617,60744,13344960,70689,9796936,86493,9746474,86680,50462,5756,3548024,64443,1003762,32965,934729,30803,69033,5739,2544262,55390,2401611,53327,142651,9326,2531657,30727,2035344,23943,1678743,21908,356601,9792,496313,15782,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
