GEO_ID,B18101F_001E,B18101F_001M,B18101F_002E,B18101F_002M,B18101F_003E,B18101F_003M,B18101F_004E,B18101F_004M,B18101F_005E,B18101F_005M,B18101F_006E,B18101F_006M,B18101F_007E,B18101F_007M,B18101F_008E,B18101F_008M,B18101F_009E,B18101F_009M,B18101F_010E,B18101F_010M,NAME,B18101F_001EA,B18101F_001MA,B18101F_002EA,B18101F_002MA,B18101F_003EA,B18101F_003MA,B18101F_004EA,B18101F_004MA,B18101F_005MA,B18101F_005EA,B18101F_006MA,B18101F_006EA,B18101F_007EA,B18101F_007MA,B18101F_008EA,B18101F_008MA,B18101F_009EA,B18101F_009MA,B18101F_010MA,B18101F_010EA,state
0400000US01,54061,6443,19037,2814,539,399,18498,2752,34273,4391,2625,1036,31648,4327,751,563,263,292,488,487,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,8617,1961,2634,1254,109,171,2525,1180,5594,991,507,277,5087,939,389,268,99,136,290,231,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,401829,18543,126215,8314,4542,1200,121673,8165,253406,12063,25739,2975,227667,11210,22208,2699,10015,1816,12193,1869,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,66362,6097,25245,3143,492,262,24753,3158,39758,3807,2871,977,36887,3680,1359,774,461,419,898,686,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4908328,60120,1506116,22156,49202,4833,1456914,21404,3156164,43023,211661,7998,2944503,41306,246048,8090,97905,5292,148143,6456,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,247232,13731,83277,6808,2812,980,80465,6744,153255,8951,15678,2446,137577,8547,10700,1284,5246,943,5454,1017,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,179208,11623,53098,5327,3259,1028,49839,5043,119093,7645,10685,2313,108408,7256,7017,1477,3189,998,3828,1044,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,22713,4112,6220,1752,211,220,6009,1709,16056,2975,1221,571,14835,2942,437,282,26,41,411,285,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,21506,4426,5413,1770,123,192,5290,1798,15190,2902,649,593,14541,2807,903,593,170,218,733,557,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,480485,23141,130226,10677,7295,2117,122931,10393,320694,15084,21872,3295,298822,14481,29565,3476,10536,1914,19029,2983,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,261859,18212,93829,8645,2401,1067,91428,8450,163886,11493,6082,1791,157804,11170,4144,1483,1237,659,2907,1260,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,11944,2660,1788,1016,42,70,1746,1034,8858,1824,637,427,8221,1746,1298,681,451,344,847,438,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,42057,6169,15378,3487,339,336,15039,3513,24699,3407,2103,842,22596,3201,1980,747,908,481,1072,546,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,730190,21506,247609,10455,8341,1538,239268,10305,454263,13733,30396,3758,423867,13388,28318,2836,10707,1426,17611,2385,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,160587,9675,63041,5294,2087,1180,60954,4857,93478,5715,6666,1416,86812,5753,4068,919,1980,647,2088,738,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,37972,5721,12319,3031,728,452,11591,3008,25138,3496,2253,898,22885,3218,515,351,397,290,118,120,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,54647,6265,18418,3225,568,271,17850,3152,33747,3777,2811,642,30936,3609,2482,701,1004,440,1478,577,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
