GEO_ID,C17018_001E,C17018_001M,C17018_002E,C17018_002M,C17018_003E,C17018_003M,C17018_004E,C17018_004M,C17018_005E,C17018_005M,C17018_006E,C17018_006M,C17018_007E,C17018_007M,C17018_008E,C17018_008M,C17018_009E,C17018_009M,C17018_010E,C17018_010M,C17018_011E,C17018_011M,NAME,C17018_001EA,C17018_001MA,C17018_002EA,C17018_002MA,C17018_003MA,C17018_003EA,C17018_004EA,C17018_004MA,C17018_005EA,C17018_005MA,C17018_006EA,C17018_006MA,C17018_007MA,C17018_007EA,C17018_008EA,C17018_008MA,C17018_009MA,C17018_009EA,C17018_010MA,C17018_010EA,C17018_011EA,C17018_011MA,state
0400000US01,1222568,14007,174593,5454,47134,3413,58498,3816,57827,3701,11134,1676,1047975,12811,106308,4715,281514,8050,347601,10970,312552,8022,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,165431,3617,9814,1095,2153,655,4104,706,3058,561,499,232,155617,3391,8603,1207,35784,2766,61529,3345,49701,2987,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1572310,12708,213512,6823,68263,3787,61935,3845,64190,4439,19124,2368,1358798,12983,126310,5064,272340,8011,502994,9788,457154,9268,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,751124,10710,108793,4870,27955,2909,40994,3392,34088,3221,5756,1142,642331,9468,74170,3937,200833,5967,197109,7091,170219,5691,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8645970,31516,1092977,14174,422678,9277,263989,6977,301478,8317,104832,4913,7552993,30734,1036830,14217,1297885,16362,2445232,20630,2773046,21761,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1279941,10970,111594,5324,30747,2842,30701,3085,34833,2569,15313,1931,1168347,10778,78482,4637,198697,6204,383375,7821,507793,8822,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,890293,9252,67625,4089,18514,2535,22114,2833,20065,2268,6932,1254,822668,9009,53834,4184,182038,5991,220219,6139,366577,6956,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,228364,4558,19335,2274,6325,1376,7827,1458,4150,941,1033,466,209029,4873,15474,2158,55288,2776,64588,4125,73679,3012,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,120467,4214,18901,2027,5589,1392,6679,1056,5109,1122,1524,752,101566,3750,7200,1310,17765,1766,20575,1937,56026,3026,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4626388,25285,573647,14621,144316,7748,196955,8069,166318,7821,66058,4225,4052741,29605,347808,8763,987397,14918,1329889,17275,1387647,18896,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2389803,16893,346652,9098,99394,5197,114905,5619,105861,5507,26492,2581,2043151,17369,189583,7531,492113,11943,639601,12165,721854,11710,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,311203,4720,22104,2150,3854,802,7194,1326,8024,1366,3032,763,289099,4979,17880,1987,66156,3587,100985,4335,104078,4224,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,410061,6537,42621,3508,9438,1679,11102,1820,16924,2273,5157,1593,367440,6439,30092,2616,84339,4156,138162,4960,114847,4885,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3128369,16865,336300,8797,82643,4707,107467,5048,110933,4586,35257,3198,2792069,16410,239145,7577,648466,12277,858232,11646,1046226,13593,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1647941,12570,195995,6985,50416,3912,63637,4116,68379,4637,13563,2080,1451946,12889,117877,5205,449937,9072,463559,9117,420573,7506,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,793749,7802,64097,3688,11887,1605,23834,2322,23851,2102,4525,974,729652,7685,41709,2348,208237,4948,253215,5755,226491,5952,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,735596,7493,70937,4162,16995,1752,20962,2451,26108,2476,6872,1338,664659,8088,43526,2774,146801,4766,226471,6528,247861,5910,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1139596,10907,165026,5325,45787,3013,53694,3562,55974,3927,9571,1635,974570,10050,101093,3821,293922,6361,303086,7594,276469,8200,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1129437,12269,173115,5872,50756,3594,64222,3747,48139,3652,9998,1881,956322,11629,106149,4257,291580,7264,289857,8239,268736,6685,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,338609,6098,32477,2997,5122,1167,13471,1839,11033,1635,2851,681,306132,5500,16750,1784,88194,4058,99048,4302,102140,4083,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1443796,11656,101919,5268,24968,2843,34913,3078,30435,2912,11603,1394,1341877,11651,91794,4086,288353,8925,371955,9105,589775,10162,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1620802,11444,138598,5776,31261,2791,49383,4062,38301,3530,19653,2195,1482204,12602,101004,4744,316110,8253,380290,9136,684800,9803,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2484558,15688,305163,6944,65078,3340,97131,4573,120007,4585,22947,2318,2179395,15204,141238,5278,541718,9946,772246,11111,724193,10038,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1372189,10600,99247,3669,22272,2378,30047,1975,37656,3164,9272,1205,1272942,10831,62044,3272,276055,6078,439216,8354,495627,8271,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,745079,9844,141333,6145,37660,3535,46251,3740,47235,3760,10187,1594,603746,9725,68103,3244,159753,6190,213882,6621,162008,5489,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1523085,12213,175804,7497,39657,3317,59760,4132,62353,4211,14034,1813,1347281,11142,101220,4237,376136,8768,437694,9207,432231,7502,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,256091,4820,28884,2866,3792,1034,9762,1532,12136,1864,3194,946,227207,4879,11535,1559,56339,3292,82490,3585,76843,3182,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,475000,5447,41593,2653,10722,1636,10106,1163,16826,1888,3939,881,433407,5681,28346,2554,98837,4021,157371,4123,148853,4186,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,639825,9575,74004,4340,21332,2346,22360,2417,23446,2536,6866,1310,565821,9522,62713,3133,139284,5739,216508,7059,147316,4803,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
