GEO_ID,C17018_001E,C17018_001M,C17018_002E,C17018_002M,C17018_003E,C17018_003M,C17018_004E,C17018_004M,C17018_005E,C17018_005M,C17018_006E,C17018_006M,C17018_007E,C17018_007M,C17018_008E,C17018_008M,C17018_009E,C17018_009M,C17018_010E,C17018_010M,C17018_011E,C17018_011M,NAME,C17018_001EA,C17018_001MA,C17018_002EA,C17018_002MA,C17018_003MA,C17018_003EA,C17018_004EA,C17018_004MA,C17018_005EA,C17018_005MA,C17018_006EA,C17018_006MA,C17018_007MA,C17018_007EA,C17018_008EA,C17018_008MA,C17018_009MA,C17018_009EA,C17018_010MA,C17018_010EA,C17018_011EA,C17018_011MA,state
0400000US33,347272,6740,17721,2286,3164,1293,7502,1397,5333,1105,1722,571,329551,6516,14921,1828,82121,4812,101400,4086,131109,4215,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2207108,15690,191576,8242,46073,3694,70164,4318,50051,3918,25288,2456,2015532,14743,157253,6082,485954,9819,491937,9318,880388,11546,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,482570,8454,78772,4187,23859,2496,23614,2794,24847,2549,6452,1335,403798,6847,45176,3216,91437,3936,135148,5171,132037,4323,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4584095,23648,555715,11514,182202,6987,175410,5727,135063,6019,63040,3625,4028380,22401,393925,10788,964133,14420,1107545,15667,1562777,18095,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2474802,16886,323394,8533,95440,5176,93609,5265,107942,5056,26403,2303,2151408,15990,194613,6758,489885,11399,726812,12723,740098,12210,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,180213,4276,12577,1557,1350,460,4526,1061,5456,1224,1245,485,167636,4086,9221,1030,42201,2203,63468,3700,52746,2876,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2923404,17892,339646,9215,78483,4502,117361,5759,118342,5027,25460,2383,2583758,18414,181559,5845,779666,13297,793895,11929,828638,11061,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,956517,8198,119549,4250,29415,2377,42923,2684,39208,2601,8003,1106,836968,7115,81727,3382,233985,6048,278014,5140,243242,4457,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,961197,8560,108668,5173,24641,2767,31856,3368,40880,3312,11291,1642,852529,8622,59470,4010,179230,6453,308513,6315,305316,6929,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3152234,16466,293368,8876,73501,4358,115719,5548,78360,4537,25788,2547,2858866,18184,206368,6437,912224,12338,758478,10956,981796,12217,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,259863,5566,27696,2537,8802,1704,7618,1497,9019,1551,2257,743,232167,5994,22484,2332,51819,3537,68218,3844,89646,4090,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1195104,11860,168466,6140,48165,3657,57962,3999,50579,3146,11760,1689,1026638,11110,92626,5005,254604,7960,340424,8330,338984,7435,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,213838,4685,19632,1935,3545,714,6093,1062,8136,1424,1858,508,194206,4218,10436,1603,54590,2446,68924,3329,60256,2663,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1658071,14416,220449,7821,56825,4251,83455,5087,64613,4019,15556,2372,1437622,14381,139152,5436,418557,8646,440412,8351,439501,9304,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6322542,26601,860114,17817,340802,10096,245596,9763,214622,8012,59094,4583,5462428,27260,717426,14064,1175717,17110,1721304,19451,1847981,21182,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,677332,6098,63176,4036,13163,2150,17185,2198,23489,2555,9339,1428,614156,6429,34215,2562,112176,4880,240330,6190,227435,5402,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,155933,3601,12219,1569,1761,641,4688,1029,3833,883,1937,739,143714,3508,8891,995,36584,2182,37427,1898,60812,2862,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2049184,16114,172062,6900,40326,3140,54769,3886,56931,4465,20036,2136,1877122,15824,155896,4388,384366,9423,537372,11168,799488,13777,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1705112,13920,162515,6352,38216,3277,48167,3201,59112,4651,17020,2408,1542597,13775,101167,4838,294758,7561,548529,11052,598143,9872,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,479389,7296,64863,3957,17813,1954,24285,2570,19540,2338,3225,824,414526,7241,43601,3020,154192,4842,120537,5151,96196,4537,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1458482,10630,133902,5057,27105,2234,46108,3221,50062,2923,10627,1409,1324580,10607,80399,3420,362327,6506,445253,8959,436601,7969,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,148556,4206,12405,1756,2029,792,3339,1038,5916,1126,1121,513,136151,3857,6378,1221,34601,2395,55289,3396,39883,3003,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,895080,9229,371967,7912,133346,5078,120744,4950,86099,4754,31778,3088,523113,8900,80964,3853,118642,5165,129085,5961,194422,6367,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
