GEO_ID,B11010_001E,B11010_001M,B11010_002E,B11010_002M,B11010_003E,B11010_003M,B11010_004E,B11010_004M,B11010_005E,B11010_005M,B11010_006E,B11010_006M,B11010_007E,B11010_007M,B11010_008E,B11010_008M,B11010_009E,B11010_009M,B11010_010E,B11010_010M,B11010_011E,B11010_011M,B11010_012E,B11010_012M,B11010_013E,B11010_013M,B11010_014E,B11010_014M,B11010_015E,B11010_015M,NAME,B11010_001EA,B11010_001MA,B11010_002EA,B11010_002MA,B11010_003MA,B11010_003EA,B11010_004MA,B11010_004EA,B11010_005MA,B11010_005EA,B11010_006EA,B11010_006MA,B11010_007EA,B11010_007MA,B11010_008MA,B11010_008EA,B11010_009MA,B11010_009EA,B11010_010MA,B11010_010EA,B11010_011MA,B11010_011EA,B11010_012MA,B11010_012EA,B11010_013EA,B11010_013MA,B11010_014MA,B11010_014EA,B11010_015MA,B11010_015EA,state
0400000US13,1157162,14852,530053,10624,419105,9402,332464,8702,86641,3780,110948,5772,104066,5799,6882,1078,627109,11325,539973,10602,330186,8313,209787,6395,87136,5587,80957,5398,6179,1237,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,138917,4576,71009,3538,53777,3358,39559,3131,14218,1385,17232,1994,15125,1945,2107,622,67908,3242,54788,2909,28169,2459,26619,2022,13120,1798,10880,1776,2240,516,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,178428,6386,86898,4403,64689,3757,46581,3162,18108,1660,22209,2561,20811,2568,1398,501,91530,4415,77028,4050,39973,3406,37055,2657,14502,1826,13300,1640,1202,537,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1655052,16321,767847,10655,615230,9835,472776,9902,142454,4940,152617,5559,140290,5522,12327,1511,887205,12141,769165,12021,423106,9272,346059,6916,118040,4303,106361,4085,11679,1326,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,850454,10768,402492,9211,318676,7808,243615,7511,75061,3248,83816,5579,77192,5535,6624,1315,447962,8362,386264,8217,205467,7075,180797,4327,61698,3411,56277,3338,5421,1147,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,442460,7146,210261,5433,161916,4989,122888,4784,39028,2157,48345,3195,45895,3238,2450,573,232199,5970,196533,5498,97255,4545,99278,3177,35666,2899,32426,2703,3240,633,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,378133,7485,178760,5921,143085,5509,108829,4625,34256,2328,35675,2837,33900,2849,1775,495,199373,5510,171987,4861,88829,4167,83158,2696,27386,2266,25642,2192,1744,473,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,566027,10170,258877,7007,208502,6652,158191,6231,50311,3153,50375,3558,46761,3449,3614,783,307150,6869,264141,6244,142522,5558,121619,3858,43009,3204,39467,3019,3542,901,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,598712,10885,289316,7509,235300,6999,182208,6734,53092,3281,54016,3317,50265,3421,3751,878,309396,7578,271246,7372,157610,6154,113636,3594,38150,3297,33158,3299,4992,1007,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,209077,6463,94663,4607,70497,3931,50783,3622,19714,1633,24166,2577,21243,2567,2923,689,114414,4714,93569,4289,47617,3103,45952,2209,20845,2041,18391,2034,2454,668,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,717884,11210,310382,8375,239867,8154,182696,7327,57171,2821,70515,4034,64765,3891,5750,1087,407502,8009,347822,7774,202269,6743,145553,4376,59680,3580,53267,3551,6413,1193,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,915519,10663,401895,8625,298953,7447,216742,6501,82211,3254,102942,4384,96128,4486,6814,1164,513624,8614,422311,8999,221644,6654,200667,4790,91313,4792,83708,4375,7605,1183,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1347908,13939,639838,10484,508210,9384,379309,8968,128901,4581,131628,5461,120726,5364,10902,1222,708070,10506,603055,9179,315615,7134,287440,5508,105015,5138,94303,4894,10712,1172,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,747765,9538,352232,7029,271599,6375,208671,5622,62928,2813,80633,4070,75533,4001,5100,739,395533,5925,327849,5735,173851,4607,153998,3335,67684,3294,63318,3286,4366,713,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,345923,7315,161637,5895,131178,5479,99236,5155,31942,2668,30459,3279,27378,3246,3081,921,184286,5560,165609,5403,84242,4061,81367,3575,18677,2234,16489,2124,2188,701,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,839768,9411,389836,8250,306342,7791,233109,7523,73233,3378,83494,3825,77790,3645,5704,1089,449932,8170,386396,7818,207589,6879,178807,4548,63536,3912,58456,3638,5080,1018,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,150197,4059,73759,2873,57924,3129,41773,2993,16151,1402,15835,1731,14401,1651,1434,445,76438,2962,65055,2887,33576,2163,31479,1961,11383,1337,10546,1289,837,326,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,255579,5361,124082,4073,98923,3795,77954,3565,20969,1278,25159,2169,23536,2051,1623,532,131497,4029,111810,3645,58931,3206,52879,2229,19687,2056,17866,1960,1821,524,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,362746,7454,191381,5696,146849,5078,111805,5177,35044,2203,44532,3761,38935,3704,5597,1119,171365,5913,139962,5147,83026,4699,56936,2857,31403,2797,26499,2668,4904,1081,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,171974,6291,83093,4661,59508,4099,44686,3708,14822,1423,23585,2515,21422,2388,2163,759,88881,3805,73093,3497,38536,3165,34557,1964,15788,1916,14458,1880,1330,422,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,969031,14846,423067,10346,329973,8820,239566,7495,90407,4229,93094,5298,83732,5015,9362,1434,545964,10495,478696,9542,236890,7867,241806,5725,67268,4006,57747,3650,9521,1518,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,270937,6659,130435,5387,103387,4679,74966,3996,28421,2345,27048,3157,24635,3079,2413,547,140502,4467,119966,4550,64639,3736,55327,2571,20536,2352,17842,2294,2694,771,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2635261,22644,1176007,16474,913432,15050,681898,14396,231534,5546,262575,8541,239368,7970,23207,2506,1459254,15981,1248114,14756,679993,11146,568121,8692,211140,7335,189558,7346,21582,2087,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1282678,13756,576537,9817,447939,9582,340695,8675,107244,4487,128598,7075,120835,6868,7763,1116,706141,11207,607674,11172,341179,10239,266495,5852,98467,4644,90443,4543,8024,1181,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,118085,4315,63076,3347,45929,2835,37264,2686,8665,1049,17147,2008,16151,1971,996,381,55009,2875,45119,2693,22763,2390,22356,1300,9890,1313,9719,1285,171,89,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1641341,15862,765698,12757,610205,10609,461677,8949,148528,4984,155493,6568,140984,6174,14509,1852,875643,12088,754326,10797,400189,9473,354137,5909,121317,5360,109600,5320,11717,1168,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,490760,7057,232983,5406,188193,5104,143309,4778,44884,2391,44790,2813,40981,2650,3809,788,257777,5557,225700,5491,122288,4704,103412,3011,32077,2374,28964,2254,3113,660,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,562602,7826,263218,6675,192524,6070,141428,5621,51096,2985,70694,4485,64210,4476,6484,1215,299384,5755,238655,5744,127983,4672,110672,4060,60729,4176,54097,4015,6632,1201,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1786660,13639,803476,10105,638000,9688,466133,9033,171867,4797,165476,5411,150498,5065,14978,1743,983184,10811,847978,10231,430339,10311,417639,6617,135206,4969,121004,4859,14202,1583,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,146503,6019,68841,3769,53595,3562,40236,3318,13359,1337,15246,2073,13787,1853,1459,547,77662,4415,67535,4059,35548,2914,31987,2206,10127,1472,8796,1411,1331,604,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,599885,10932,273585,7884,218060,6860,163464,5631,54596,3242,55525,4371,50746,4146,4779,1049,326300,7649,284739,6929,155437,6172,129302,4329,41561,3214,38702,3274,2859,673,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,117568,4167,58194,3200,45598,2558,34558,2361,11040,1223,12596,1620,11865,1641,731,354,59374,3010,51072,2728,27550,2093,23522,1577,8302,1408,7735,1350,567,288,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,832178,12211,378068,8845,308506,8118,235981,7498,72525,3913,69562,4085,63033,4031,6529,1155,454110,8071,392055,8474,217914,7203,174141,4893,62055,3720,55564,3583,6491,1383,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2788311,23160,1342546,17285,1060211,16172,845832,14055,214379,6233,282335,8916,264103,8698,18232,1998,1445765,16458,1220861,15864,727027,13836,493834,7879,224904,7409,205678,6714,19226,2188,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,222143,5973,108936,4358,81061,3589,63518,3240,17543,1810,27875,2791,26180,2746,1695,728,113207,4348,91102,4032,46189,3494,44913,2532,22105,2147,20723,2047,1382,505,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,97301,3038,43760,2572,32246,2228,23381,1914,8865,1215,11514,1431,10321,1365,1193,465,53541,2153,43427,1966,23446,1458,19981,1427,10114,1476,8904,1321,1210,386,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1006679,14183,464119,9503,355984,8714,272262,7688,83722,3715,108135,5167,100437,5018,7698,1111,542560,11076,458679,10138,258568,8515,200111,4564,83881,3912,77424,3803,6457,1056,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,939445,10991,448277,10034,332480,9458,256324,9122,76156,3880,115797,5744,107873,5486,7924,1156,491168,8270,395734,8554,221626,7301,174108,4353,95434,5186,85620,4824,9814,1390,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,259264,6101,120942,4716,100048,4792,71328,4079,28720,1900,20894,2000,18998,1877,1896,668,138322,4478,123247,4315,63972,3685,59275,2606,15075,1793,13666,1660,1409,567,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,830942,10983,391226,7663,303476,7097,228951,6282,74525,3322,87750,4153,80877,3970,6873,893,439716,7637,364063,6544,189450,5561,174613,3846,75653,3686,68697,3593,6956,1104,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,75447,3774,37186,3002,29326,2761,22985,2441,6341,1142,7860,1349,6910,1253,950,426,38261,2487,31350,2430,17567,2070,13783,1295,6911,1576,6274,1567,637,394,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,358610,8397,156813,5311,134797,4896,86606,4734,48191,2743,22016,2693,18542,2385,3474,932,201797,6070,177709,5545,87387,4763,90322,3888,24088,2636,19501,2457,4587,1055,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
