GEO_ID,C05009_001E,C05009_001M,C05009_002E,C05009_002M,C05009_003E,C05009_003M,C05009_004E,C05009_004M,C05009_005E,C05009_005M,C05009_006E,C05009_006M,C05009_007E,C05009_007M,C05009_008E,C05009_008M,C05009_009E,C05009_009M,C05009_010E,C05009_010M,C05009_011E,C05009_011M,C05009_012E,C05009_012M,C05009_013E,C05009_013M,C05009_014E,C05009_014M,C05009_015E,C05009_015M,NAME,C05009_001EA,C05009_001MA,C05009_002MA,C05009_002EA,C05009_003EA,C05009_003MA,C05009_004MA,C05009_004EA,C05009_005EA,C05009_005MA,C05009_006MA,C05009_006EA,C05009_007EA,C05009_007MA,C05009_008EA,C05009_008MA,C05009_009EA,C05009_009MA,C05009_010MA,C05009_010EA,C05009_011MA,C05009_011EA,C05009_012EA,C05009_012MA,C05009_013MA,C05009_013EA,C05009_014EA,C05009_014MA,C05009_015EA,C05009_015MA,state
0400000US01,1035638,6328,335973,5597,334755,5617,1164,447,308958,5403,26961,3178,26166,3146,795,411,699665,6619,688715,6369,9781,2115,653194,6433,45302,4207,37397,4077,7905,2034,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,178926,1905,63300,1688,63195,1687,105,98,56872,2295,6428,1425,6400,1425,28,31,115626,2326,112768,2552,2833,844,100104,3001,15497,2202,13371,2108,2126,685,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1525864,5468,500961,4998,494263,5074,6442,1637,365400,6431,135305,6134,129811,6133,5494,1524,1024903,6619,979611,7029,44307,3860,717273,9623,306645,9525,264286,8976,42359,3734,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,665231,5056,226602,4551,224782,4637,1820,1069,200140,4764,26462,2768,24872,2588,1590,1003,438629,6010,430677,5910,7687,1531,389525,6116,48839,3807,42677,3629,6162,1284,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8744206,17423,2907836,14250,2850412,14126,52415,3958,1570178,18087,1332649,16460,1284560,16869,48089,3454,5836370,20225,5444612,22276,381234,11858,2844673,27520,2981173,29723,2612587,28406,368586,12223,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1191159,5504,392097,4792,387854,4936,3880,1096,302458,6322,89276,5694,86082,5608,3194,926,799062,6599,762901,7174,34722,3350,616705,8638,180918,7648,150358,7177,30560,3234,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,757910,3534,227393,3507,223402,3888,3313,1105,164487,4805,62228,3973,59213,3875,3015,1054,530517,4347,504339,5228,25059,2863,405945,6472,123453,5462,101852,5225,21601,2762,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,190832,2576,67080,2114,66685,2139,395,313,54650,2571,12430,1764,12035,1792,395,313,123752,3104,121487,3113,2200,779,105247,3301,18440,1977,16608,1927,1832,706,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,103260,1629,45897,1534,44108,1733,1155,514,32196,2120,13067,1746,11912,1806,1155,514,57363,1663,53086,1920,4084,1363,42718,2159,14452,1772,10736,1605,3716,1303,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3810226,10857,1244079,9478,1221936,9987,20277,2849,854488,12639,387725,10939,368351,11109,19374,2773,2566147,12303,2397575,14532,164385,8636,1709243,16932,852717,15478,694822,15294,157895,8268,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2347924,9470,767450,8572,757182,8796,9480,2195,605185,9516,161477,6913,153059,6982,8418,2157,1580474,9841,1520071,10732,57953,5318,1269838,11371,308186,9929,255843,9007,52343,5119,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,289374,3066,105078,2229,103397,2346,1593,696,76860,3574,28130,3015,26620,3016,1510,688,184296,3234,172835,3860,11296,2127,130236,5073,53895,4440,43217,4304,10678,2058,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,412236,2744,135415,3257,133790,3475,1530,685,114225,3756,21095,2672,19809,2713,1286,620,276821,3977,268831,4293,7920,2164,236998,4819,39753,4037,32591,3590,7162,2105,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2890513,6570,924376,8295,908388,8458,14406,2107,665165,9830,257629,9325,244592,9376,13037,2190,1966137,9820,1880033,10926,82449,5878,1435757,14533,526725,13995,453033,13639,73692,5593,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1503452,6191,491220,5268,486690,5152,4189,1075,435162,5985,55717,3958,52402,3787,3315,861,1012232,7207,990262,7241,21077,2835,921351,7946,89988,5796,72756,4773,17232,2680,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,694268,3534,230199,3893,227633,3796,2355,875,205079,3823,24909,2506,22731,2377,2178,829,464069,4850,451350,5309,12057,2136,420422,5824,42985,4516,33288,3631,9697,2029,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,688943,4400,236371,3911,234466,3854,1846,747,201037,3588,35275,3066,33480,2880,1795,740,452572,5053,437462,5702,14552,2622,381060,6270,70954,4576,57763,3879,13191,2482,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,943560,5222,310151,4475,307178,4567,2427,633,282467,4622,27138,2694,25015,2577,2123,638,633409,6307,618416,6519,14092,2228,592138,7305,40370,3995,31089,3803,9281,1792,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1043036,5896,357193,4689,355268,4852,1748,864,329416,5031,27600,2777,25852,3031,1748,864,685843,7133,677242,7138,8267,1652,647602,7787,37907,3838,30666,3876,7241,1580,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,246380,2535,73184,2360,72660,2314,452,359,68583,2463,4529,1170,4137,1156,392,346,173196,2997,169225,3213,3502,1151,160034,3956,12693,2276,10535,2142,2158,928,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1287167,5139,423429,4445,414749,4470,7337,1397,305638,5488,116448,4448,109984,4639,6464,1295,863738,5753,813564,7695,47162,4272,649740,9074,210986,7243,169032,7317,41954,4065,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
