GEO_ID,C06007_001E,C06007_001M,C06007_002E,C06007_002M,C06007_003E,C06007_003M,C06007_004E,C06007_004M,C06007_005E,C06007_005M,C06007_006E,C06007_006M,C06007_007E,C06007_007M,C06007_008E,C06007_008M,C06007_009E,C06007_009M,C06007_010E,C06007_010M,C06007_011E,C06007_011M,C06007_012E,C06007_012M,C06007_013E,C06007_013M,C06007_014E,C06007_014M,C06007_015E,C06007_015M,C06007_016E,C06007_016M,C06007_017E,C06007_017M,C06007_018E,C06007_018M,C06007_019E,C06007_019M,C06007_020E,C06007_020M,C06007_021E,C06007_021M,C06007_022E,C06007_022M,C06007_023E,C06007_023M,C06007_024E,C06007_024M,C06007_025E,C06007_025M,NAME,C06007_001MA,C06007_001EA,C06007_002MA,C06007_002EA,C06007_003MA,C06007_003EA,C06007_004MA,C06007_004EA,C06007_005EA,C06007_005MA,C06007_006MA,C06007_006EA,C06007_007MA,C06007_007EA,C06007_008EA,C06007_008MA,C06007_009EA,C06007_009MA,C06007_010MA,C06007_010EA,C06007_011EA,C06007_011MA,C06007_012EA,C06007_012MA,C06007_013MA,C06007_013EA,C06007_014EA,C06007_014MA,C06007_015EA,C06007_015MA,C06007_016EA,C06007_016MA,C06007_017MA,C06007_017EA,C06007_018EA,C06007_018MA,C06007_019EA,C06007_019MA,C06007_020MA,C06007_020EA,C06007_021EA,C06007_021MA,C06007_022EA,C06007_022MA,C06007_023MA,C06007_023EA,C06007_024MA,C06007_024EA,C06007_025EA,C06007_025MA,state
0400000US01,4541368,2912,4309662,8763,231706,8665,132100,7802,99606,7041,3122318,22115,3069361,21855,52957,5551,40286,4936,12671,2136,1217750,21680,1176058,20550,41692,4088,32614,3363,9078,2511,39863,4065,30423,3352,9440,1928,7083,1725,2357,1054,161437,7789,33820,3508,127617,6869,52117,4651,75500,5667,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,680427,1049,575025,5395,105402,5293,73068,4471,32334,4087,269635,6692,227619,7058,42016,3046,36110,2847,5906,1113,345575,5979,328152,6403,17423,1998,15717,1976,1706,701,14546,2349,9005,1837,5541,1696,3590,1154,1951,897,50671,3414,10249,1520,40422,3324,17651,1906,22771,3252,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6196543,887,4535677,23788,1660866,23605,1096196,20573,564670,13725,2184729,26266,1575985,26966,608744,13809,529765,13860,78979,5036,3042151,24189,2763635,22380,278516,10226,243092,9528,35424,3593,77752,5527,51946,4082,25806,3506,20085,3096,5721,1381,891911,18700,144111,7327,747800,17702,303254,12827,444546,12302,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2769171,2391,2578940,9058,190231,9277,104043,7287,86188,5269,1677836,13907,1636129,14272,41707,4845,31007,4080,10700,1933,939760,13035,899778,13288,39982,4384,33348,3945,6634,1613,19117,2973,14577,2391,4540,1243,2969,972,1571,795,132458,5314,28456,3539,104002,5433,36719,4020,67283,4403,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35831956,3033,20130999,53142,15700957,53056,8937348,49060,6763609,47001,18644942,60466,13025696,56648,5619246,41393,4825008,40339,794238,17168,6464455,41266,5828817,38334,635638,13720,535460,13823,100178,4837,455164,9335,243630,7738,211534,8107,152270,6959,59264,4305,10267395,53292,1032856,17937,9234539,50400,3424610,32778,5809929,43419,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4934794,2520,4109040,17037,825754,17381,520117,14531,305637,10416,1993509,18117,1749826,20453,243683,9835,202320,9098,41363,3341,2372214,17397,2220491,16833,151723,7336,130961,7010,20762,2841,71163,4366,55540,3721,15623,2223,11648,2147,3975,1202,497908,11444,83183,4849,414725,11125,175188,7416,239537,9091,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3405334,868,2671765,12576,733569,12580,453200,10645,280369,8899,1816344,16013,1643852,16593,172492,8507,153664,7985,18828,2448,969034,16089,881317,14326,87717,5545,77318,5101,10399,1617,123351,5836,28487,2602,94864,5599,50751,4316,44113,3449,496605,12800,118109,6701,378496,12588,171467,7845,207029,9488,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,869514,423,764157,5465,105357,5485,66586,4297,38771,3873,385597,8768,366384,8992,19213,2750,15125,2021,4088,1400,392297,7826,373729,7528,18568,2611,16501,2390,2067,659,15219,2524,6164,1453,9055,2117,5670,1399,3385,1170,76401,4389,17880,2908,58521,3942,29290,2579,29231,3320,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,605388,270,497028,5706,108360,5689,75170,4620,33190,3272,204287,6333,191156,6226,13131,1835,11624,1816,1507,696,297628,6799,273613,7038,24015,2621,22007,2591,2008,659,11658,2032,7322,1516,4336,1190,3590,1116,746,527,91815,5389,24937,3253,66878,4850,37949,3504,28929,3054,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18478811,3217,13411845,36998,5066966,36955,2942748,36363,2124218,31711,6123371,35935,5170157,36309,953214,19409,835330,18326,117884,7873,7918869,40379,7281350,34791,637519,18799,558605,18069,78914,5109,654510,19656,185501,9268,469009,17029,295737,12605,173272,10571,3782061,37276,774837,21578,3007224,34666,1253076,25227,1754148,27591,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
