GEO_ID,B25081_001E,B25081_001M,B25081_002E,B25081_002M,B25081_003E,B25081_003M,B25081_004E,B25081_004M,B25081_005E,B25081_005M,B25081_006E,B25081_006M,B25081_007E,B25081_007M,B25081_008E,B25081_008M,NAME,B25081_001MA,B25081_001EA,B25081_002EA,B25081_002MA,B25081_003EA,B25081_003MA,B25081_004MA,B25081_004EA,B25081_005EA,B25081_005MA,B25081_006MA,B25081_006EA,B25081_007EA,B25081_007MA,B25081_008MA,B25081_008EA,state
0400000US01,1240017,12974,719189,11998,95957,4808,25977,2622,69980,3967,4061,953,619171,10913,520828,7917,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,156107,3268,99127,3509,9261,1313,2643,919,6618,1109,588,329,89278,3529,56980,2687,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1490031,12319,962561,11844,141618,5322,35525,2783,106093,4758,6581,1011,814362,11606,527470,8593,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,739987,8706,412235,8171,28918,1879,12166,1563,16752,1681,1024,364,382293,8092,327752,6053,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6804639,28833,4941183,28332,914191,13306,230932,7124,683259,11851,53206,4037,3973786,25931,1863456,15586,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1291945,10661,934605,10783,175051,5324,65801,3511,109250,3722,7732,1490,751822,10454,357340,6897,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,888478,8542,614989,8583,126729,5096,28003,2355,98726,4530,4242,869,484018,8391,273489,6462,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,243047,3975,165067,4059,28582,2456,6089,1080,22493,2246,1461,657,135024,4253,77980,3302,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,110513,3814,84271,3620,16359,1720,5222,1013,11137,1284,904,433,67008,3285,26242,2017,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4672482,24352,2766041,21294,455869,11237,103561,5707,352308,9133,19015,2357,2291157,21382,1906441,20472,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2222377,19196,1501828,15909,242253,7937,76711,4690,165542,6730,10342,1477,1249233,14844,720549,11953,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
