GEO_ID,B05003G_001E,B05003G_001M,B05003G_002E,B05003G_002M,B05003G_003E,B05003G_003M,B05003G_004E,B05003G_004M,B05003G_005E,B05003G_005M,B05003G_006E,B05003G_006M,B05003G_007E,B05003G_007M,B05003G_008E,B05003G_008M,B05003G_009E,B05003G_009M,B05003G_010E,B05003G_010M,B05003G_011E,B05003G_011M,B05003G_012E,B05003G_012M,B05003G_013E,B05003G_013M,B05003G_014E,B05003G_014M,B05003G_015E,B05003G_015M,B05003G_016E,B05003G_016M,B05003G_017E,B05003G_017M,B05003G_018E,B05003G_018M,B05003G_019E,B05003G_019M,B05003G_020E,B05003G_020M,B05003G_021E,B05003G_021M,B05003G_022E,B05003G_022M,B05003G_023E,B05003G_023M,NAME,B05003G_001MA,B05003G_001EA,B05003G_002MA,B05003G_002EA,B05003G_003EA,B05003G_003MA,B05003G_004MA,B05003G_004EA,B05003G_005EA,B05003G_005MA,B05003G_006MA,B05003G_006EA,B05003G_007MA,B05003G_007EA,B05003G_008EA,B05003G_008MA,B05003G_009MA,B05003G_009EA,B05003G_010EA,B05003G_010MA,B05003G_011EA,B05003G_011MA,B05003G_012MA,B05003G_012EA,B05003G_013EA,B05003G_013MA,B05003G_014MA,B05003G_014EA,B05003G_015MA,B05003G_015EA,B05003G_016EA,B05003G_016MA,B05003G_017MA,B05003G_017EA,B05003G_018MA,B05003G_018EA,B05003G_019MA,B05003G_019EA,B05003G_020MA,B05003G_020EA,B05003G_021EA,B05003G_021MA,B05003G_022EA,B05003G_022MA,B05003G_023MA,B05003G_023EA,state
0400000US01,81754,6685,40420,4005,20975,3197,20975,3197,0,192,0,192,0,192,19445,1972,17291,2042,2154,1065,632,355,1522,937,41334,4066,19425,2745,19228,2743,197,198,0,192,197,198,21909,2417,20358,2333,1551,685,682,336,869,538,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,56906,5042,28480,3422,13495,1981,13495,1981,0,147,0,147,0,147,14985,2333,14053,2371,932,488,721,401,211,233,28426,2761,12511,1842,12511,1842,0,147,0,147,0,147,15915,1758,14744,1700,1171,727,992,688,179,167,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,211808,11630,105272,7045,51123,4498,50542,4494,581,398,20,35,561,391,54149,4365,47246,4139,6903,1395,2883,854,4020,1155,106536,6395,49710,4416,49098,4375,612,508,457,465,155,146,56826,4007,49294,3487,7532,1598,3694,1082,3838,943,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,65224,4906,33545,2965,16496,2428,16284,2393,212,334,0,192,212,334,17049,1864,15732,1731,1317,620,348,219,969,553,31679,3112,14832,2393,14768,2394,64,92,6,20,58,90,16847,2008,15327,1976,1520,781,673,615,847,517,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1729710,28372,876225,15628,400556,10299,394197,10032,6359,1504,2607,1056,3752,1024,475669,11646,376842,10356,98827,5092,53224,3251,45603,4437,853485,18782,367921,11255,363021,11207,4900,1153,1985,780,2915,816,485564,12020,387217,9593,98347,5762,56773,3560,41574,3633,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,189032,9967,94954,5904,41561,3606,40850,3549,711,447,561,421,150,166,53393,4016,47647,3928,5746,1226,2680,834,3066,895,94078,6049,41895,3947,41556,3966,339,233,261,208,78,99,52183,3770,47557,3447,4626,1372,2002,653,2624,1207,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,104927,7874,51152,4756,24665,3075,23832,2946,833,458,92,149,741,430,26487,3318,22173,2900,4314,1241,1623,565,2691,1077,53775,4929,26480,2755,26141,2754,339,225,117,136,222,177,27295,2901,23244,2536,4051,1002,2140,743,1911,660,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,26430,4367,12967,2781,7261,1743,7261,1743,0,189,0,189,0,189,5706,1811,5490,1787,216,167,124,121,92,120,13463,2282,7547,1638,7547,1638,0,189,0,189,0,189,5916,1370,5383,1348,533,306,199,179,334,254,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,20845,3333,10195,2335,3663,1396,3492,1373,171,241,73,122,98,158,6532,1417,4870,1175,1662,776,1022,545,640,466,10650,1787,2782,772,2485,766,297,290,199,243,98,159,7868,1447,6217,1314,1651,576,675,397,976,523,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,459313,17451,225870,11243,97002,7293,95400,7362,1602,797,492,319,1110,722,128868,7993,91591,6274,37277,3844,21552,2826,15725,2967,233443,10490,100551,5778,98472,5641,2079,902,636,347,1443,839,132892,7438,96612,6511,36280,3489,22601,2747,13679,2092,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,210843,11689,102266,6472,55013,4759,53408,4629,1605,980,778,755,827,600,47253,3823,37593,3209,9660,2089,3742,1192,5918,1739,108577,6988,54277,4181,51873,3927,2404,1361,551,419,1853,1233,54300,4654,45193,4392,9107,1928,4425,1299,4682,1482,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,330017,11789,164287,7078,65793,3796,65062,3762,731,491,215,239,516,394,98494,5386,95533,5282,2961,928,1517,572,1444,723,165730,6369,61666,3850,61304,3795,362,302,48,78,314,302,104064,4620,99886,4528,4178,1109,2232,788,1946,790,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,38746,4231,20767,2540,9928,1733,9831,1756,97,143,0,193,97,143,10839,1832,10196,1842,643,399,163,165,480,386,17979,2634,7844,1701,7844,1701,0,193,0,193,0,193,10135,1836,9334,1767,801,486,140,149,661,438,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,289362,10691,142389,6555,71338,4854,69882,4877,1456,630,988,565,468,287,71051,4382,56724,3659,14327,2182,7237,1311,7090,1598,146973,7068,68817,4902,68070,4934,747,412,386,313,361,260,78156,4464,65363,4244,12793,2229,7282,1740,5511,1296,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,142851,6340,70404,4215,39530,2662,39458,2654,72,127,0,190,72,127,30874,3078,28155,2901,2719,1064,1000,726,1719,698,72447,4331,37903,2977,37392,2955,511,300,0,190,511,300,34544,2578,31751,2294,2793,998,1554,608,1239,737,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,52836,4662,27268,3038,15138,2105,15060,2089,78,131,0,157,78,131,12130,1676,10554,1596,1576,663,410,359,1166,574,25568,3040,14884,2063,14884,2063,0,157,0,157,0,157,10684,1836,9602,1732,1082,523,364,255,718,482,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,95568,5350,48883,3498,23623,2504,23384,2469,239,225,100,154,139,159,25260,2510,23134,2308,2126,1084,557,315,1569,1032,46685,3889,23104,2680,23093,2680,11,19,11,19,0,170,23581,1908,22209,1850,1372,490,816,409,556,269,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
