GEO_ID,C08406_001E,C08406_001M,C08406_002E,C08406_002M,C08406_003E,C08406_003M,C08406_004E,C08406_004M,C08406_005E,C08406_005M,C08406_006E,C08406_006M,C08406_007E,C08406_007M,C08406_008E,C08406_008M,C08406_009E,C08406_009M,C08406_010E,C08406_010M,C08406_011E,C08406_011M,C08406_012E,C08406_012M,C08406_013E,C08406_013M,C08406_014E,C08406_014M,C08406_015E,C08406_015M,C08406_016E,C08406_016M,C08406_017E,C08406_017M,C08406_018E,C08406_018M,C08406_019E,C08406_019M,C08406_020E,C08406_020M,C08406_021E,C08406_021M,C08406_022E,C08406_022M,C08406_023E,C08406_023M,C08406_024E,C08406_024M,C08406_025E,C08406_025M,C08406_026E,C08406_026M,C08406_027E,C08406_027M,C08406_028E,C08406_028M,C08406_029E,C08406_029M,C08406_030E,C08406_030M,C08406_031E,C08406_031M,C08406_032E,C08406_032M,C08406_033E,C08406_033M,NAME,C08406_001MA,C08406_001EA,C08406_002EA,C08406_002MA,C08406_003EA,C08406_003MA,C08406_004MA,C08406_004EA,C08406_005EA,C08406_005MA,C08406_006EA,C08406_006MA,C08406_007EA,C08406_007MA,C08406_008EA,C08406_008MA,C08406_009EA,C08406_009MA,C08406_010EA,C08406_010MA,C08406_011EA,C08406_011MA,C08406_012EA,C08406_012MA,C08406_013MA,C08406_013EA,C08406_014EA,C08406_014MA,C08406_015EA,C08406_015MA,C08406_016MA,C08406_016EA,C08406_017EA,C08406_017MA,C08406_018EA,C08406_018MA,C08406_019MA,C08406_019EA,C08406_020EA,C08406_020MA,C08406_021EA,C08406_021MA,C08406_022EA,C08406_022MA,C08406_023MA,C08406_023EA,C08406_024MA,C08406_024EA,C08406_025MA,C08406_025EA,C08406_026MA,C08406_026EA,C08406_027MA,C08406_027EA,C08406_028EA,C08406_028MA,C08406_029MA,C08406_029EA,C08406_030MA,C08406_030EA,C08406_031EA,C08406_031MA,C08406_032EA,C08406_032MA,C08406_033MA,C08406_033EA,state
0400000US01,1932727,18015,1832636,17593,1666104,16636,166532,7567,138084,6837,18288,2354,10160,1619,9328,1493,20791,2520,19917,2352,50055,3837,1019402,13311,964691,12849,871048,12865,93643,5216,76526,4550,10725,1752,6392,1246,5016,1181,12213,1803,11923,1770,25559,2379,913325,10348,867945,10613,795056,9373,72889,4979,61558,4499,7563,1449,3768,903,4312,937,8578,1622,7994,1238,24496,2765,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,366809,5441,288042,6033,240883,6349,47159,3880,38425,3762,5102,1370,3632,926,6712,1189,32694,2865,23990,2360,15371,2129,206236,4334,154635,4033,129859,3955,24776,2563,19944,2424,2612,767,2220,725,3950,957,22224,2552,17603,2045,7824,1409,160573,3629,133407,4107,111024,4018,22383,2593,18481,2419,2490,981,1412,482,2762,815,10470,1270,6387,1356,7547,1409,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2727448,17333,2381294,17192,2080926,16932,300368,12248,230340,10214,42349,4136,27679,2681,64758,5527,56928,4479,74121,4727,150347,7170,1463204,11280,1266252,11650,1100902,12155,165350,7665,124037,5741,23974,3212,17339,2334,33987,3577,35278,3327,52882,4023,74805,4642,1264244,13472,1115042,12577,980024,11620,135018,6788,106303,6347,18375,1963,10340,1479,30771,3834,21650,2590,21239,2793,75542,4247,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1225755,12155,1148137,11602,1023919,11729,124218,6827,94420,5937,18225,2215,11573,2046,5754,1314,20012,2524,17263,2138,34589,3457,653356,7460,609203,7781,545589,8218,63614,4422,48701,3780,8559,1638,6354,1409,2980,963,11290,1882,12180,1852,17703,2235,572399,8473,538934,8192,478330,8181,60604,4206,45719,3771,9666,1448,5219,1339,2774,932,8722,1493,5083,1225,16886,2253,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16740038,39419,14087612,38324,12262665,43018,1824947,24455,1363351,20272,271567,11234,190029,9332,886923,17701,455763,12824,431907,11189,877833,17079,9166152,30029,7721949,30621,6707854,31447,1014095,17398,748873,14317,147238,7768,117984,7258,456011,13895,245216,9077,299534,9601,443442,12045,7573886,29421,6365663,28868,5554811,29912,810852,13511,614478,12163,124329,6178,72045,4169,430912,10153,210547,7962,132373,7045,434391,9926,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2564044,16271,2165149,17745,1917766,18291,247383,8812,188059,7338,35241,3085,24083,3820,85858,4515,75145,4508,60272,4217,177620,7065,1388712,10869,1171824,11233,1031588,11328,140236,5807,105809,5181,19582,2197,14845,2465,43224,3111,42673,3720,41379,3306,89612,4779,1175332,10479,993325,11434,886178,11071,107147,5142,82250,4367,15659,1959,9238,1845,42634,3642,32472,2774,18893,2588,88008,4634,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1719042,11585,1508325,11728,1362261,13434,146064,6905,115436,6290,17004,2819,13624,1856,61529,4431,53983,3898,20076,2686,75129,4216,888964,8184,778596,8628,702431,9097,76165,5244,57944,4467,10260,2217,7961,1420,30360,3242,29197,2991,12591,1964,38220,2683,830078,9179,729729,8787,659830,9464,69899,4373,57492,4041,6744,1332,5663,1228,31169,3314,24786,2646,7485,1487,36909,2675,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,424042,7520,382385,7688,344378,8116,38007,3569,30903,3199,3894,1317,3210,1321,11755,1913,8842,1465,5214,1349,15846,1986,214677,5175,193771,5212,174688,5072,19083,2416,15147,2046,2156,1219,1780,667,4912,1203,5215,1264,3396,1093,7383,1263,209365,5265,188614,5308,169690,5447,18924,2411,15756,2038,1738,530,1430,930,6843,1413,3627,843,1818,785,8463,1548,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,799166,13648,405392,11143,333043,10568,72349,4666,49167,4055,13917,2119,9265,1537,306122,8284,46392,3659,26786,3021,14474,2265,412910,10712,217947,7838,182668,7564,35279,2945,23198,2412,6808,1216,5273,1279,149050,6314,22310,2423,17034,2276,6569,1299,386256,7466,187445,6310,150375,5722,37070,3166,25969,2631,7109,1442,3992,878,157072,5958,24082,2706,9752,1685,7905,1527,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8313689,34529,7411798,35587,6628307,35438,783491,19087,609246,16621,107575,7303,66670,5610,174603,7504,126442,7100,176665,9010,424181,12099,4339682,25882,3826451,28396,3405305,27189,421146,13500,320660,10957,58663,5147,41823,4285,87621,5270,69325,6759,123308,7704,232977,8492,3974007,24646,3585347,21258,3223002,21145,362345,9999,288586,9244,48912,4019,24847,3839,86982,5631,57117,4032,53357,3836,191204,7708,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
