GEO_ID,B10052_001E,B10052_001M,B10052_002E,B10052_002M,B10052_003E,B10052_003M,B10052_004E,B10052_004M,B10052_005E,B10052_005M,B10052_006E,B10052_006M,B10052_007E,B10052_007M,B10052_008E,B10052_008M,B10052_009E,B10052_009M,B10052_010E,B10052_010M,B10052_011E,B10052_011M,NAME,B10052_001MA,B10052_001EA,B10052_002EA,B10052_002MA,B10052_003EA,B10052_003MA,B10052_004MA,B10052_004EA,B10052_005EA,B10052_005MA,B10052_006MA,B10052_006EA,B10052_007EA,B10052_007MA,B10052_008EA,B10052_008MA,B10052_009EA,B10052_009MA,B10052_010MA,B10052_010EA,B10052_011MA,B10052_011EA,state
0400000US13,252975,11456,71930,5781,30728,3388,17264,2794,13464,1750,41202,3714,181045,9155,79636,5809,54701,4662,24935,2963,101409,7192,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,56403,4535,12527,1868,1370,386,252,193,1118,392,11157,1840,43876,3983,10322,1726,5544,1247,4778,1186,33554,3336,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,26093,3318,8467,1696,3467,1064,1219,525,2248,962,5000,1408,17626,2873,7255,1817,4525,1412,2730,987,10371,1910,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,280388,9963,67936,4339,22483,2469,9429,1417,13054,1969,45453,3448,212452,8835,75663,4437,50215,3402,25448,2790,136789,7389,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,125802,6897,35240,3303,15486,2075,8178,1335,7308,1521,19754,2286,90562,6158,45143,4586,33231,4127,11912,1657,45419,4249,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,39846,3580,9823,1504,3947,900,1783,735,2164,643,5876,1070,30023,3401,12139,1819,8156,1406,3983,1058,17884,2392,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,47627,3873,10835,1799,3987,855,1610,482,2377,671,6848,1423,36792,3480,18789,2495,11332,2272,7457,1541,18003,2375,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,102113,6364,32821,2918,17069,2231,8775,1413,8294,1718,15752,2146,69292,4967,38201,3256,26081,2625,12120,1746,31091,3261,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,121468,6562,35373,3336,17456,2154,8688,1543,8768,1323,17917,2372,86095,5623,49181,5038,32778,3526,16403,2720,36914,3367,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,19196,2273,5293,854,1842,524,865,318,977,425,3451,674,13903,2081,4899,894,2970,820,1929,567,9004,1777,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,143000,6535,33696,2900,10426,1828,6152,1590,4274,1052,23270,2247,109304,6381,36113,3286,23352,2630,12761,2107,73191,5300,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,125145,6993,34969,3452,8483,1673,3926,1415,4557,973,26486,2987,90176,6006,27525,3195,16770,2719,10755,1748,62651,5062,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,176064,6908,53874,3678,18510,2088,10556,1470,7954,1277,35364,2817,122190,5761,44356,3690,28167,3114,16189,2010,77834,4366,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,67482,3620,17103,1884,5588,1020,2525,710,3063,713,11515,1804,50379,3186,19958,2163,14217,2029,5741,1045,30421,2523,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,90331,5971,30265,2912,15960,2120,8322,1452,7638,1561,14305,1898,60066,4905,34734,3599,26575,3332,8159,1419,25332,3128,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,118355,6255,34956,3161,15163,1971,7721,1522,7442,1260,19793,2510,83399,5233,41723,3715,26799,3241,14924,1920,41676,4133,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,16691,2381,5105,1204,2080,886,1374,695,706,392,3025,1001,11586,1868,5733,1401,3318,1027,2415,704,5853,1290,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,25961,2788,6492,1280,1904,575,1195,495,709,289,4588,1164,19469,2381,8430,1572,5637,1307,2793,680,11039,1759,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,74960,5487,19321,2641,4785,1190,2324,829,2461,794,14536,2177,55639,4844,20901,2870,13209,2523,7692,1243,34738,3617,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,21165,2644,5562,1112,2090,856,1103,658,987,517,3472,887,15603,2193,6141,1368,4143,1206,1998,704,9462,1744,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,201596,6501,48662,3636,12862,2071,5607,1225,7255,1476,35800,3206,152934,5853,40119,3973,23632,3070,16487,2177,112815,4967,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,59243,4556,17595,2110,7450,1373,4043,1066,3407,910,10145,1580,41648,3696,19882,2561,11770,2176,8112,1580,21766,2748,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,438426,12377,101439,5385,26804,2824,12692,1828,14112,1929,74635,4562,336987,9663,99945,4755,62765,4289,37180,3244,237042,8708,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,202326,7801,62369,4232,26984,2643,13350,1789,13634,1962,35385,3066,139957,6321,64676,4701,43551,4079,21125,2578,75281,4694,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,8694,1714,2419,885,1058,570,716,474,342,220,1361,650,6275,1256,2508,801,1609,594,899,465,3767,1042,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,219926,8333,60118,4415,25595,2813,14306,2164,11289,1700,34523,2977,159808,7038,73329,5121,52530,4522,20799,2411,86479,5317,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,90365,5196,28460,2218,14363,1863,8133,1212,6230,1076,14097,1409,61905,4242,29904,2469,21240,2213,8664,1181,32001,3025,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,67993,5484,21053,2728,6930,1671,3998,1540,2932,1008,14123,2125,46940,4237,15325,2117,9712,2083,5613,1171,31615,3572,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,241967,9826,65782,3812,23972,2540,13323,1942,10649,1523,41810,3044,176185,7628,68992,4580,47183,4180,21809,2431,107193,5650,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,20705,2429,5715,1474,1167,700,970,679,197,174,4548,1199,14990,2042,4299,1376,3394,1316,905,461,10691,1568,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,118035,6836,35936,3394,16326,2300,8870,1582,7456,1683,19610,2264,82099,5511,41918,4197,28004,3617,13914,1798,40181,3744,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,13842,1550,4181,899,2283,614,1302,566,981,316,1898,607,9661,1404,5521,1069,4204,978,1317,412,4140,939,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,155440,6579,46852,3849,21555,2345,12330,1848,9225,1709,25297,2835,108588,5391,54339,3681,35050,3183,19289,2237,54249,3747,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,760254,17961,186941,7216,69822,4719,35637,3466,34185,3236,117119,5043,573313,16182,238507,11403,170537,9418,67970,4972,334806,11208,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,60612,4724,14812,2303,4131,1090,1954,615,2177,761,10681,1909,45800,3861,14010,2132,7441,1408,6569,1426,31790,2981,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7887,1494,1975,711,576,368,145,107,431,350,1399,568,5912,1102,2240,705,1533,629,707,302,3672,904,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,185568,7518,46878,3632,16130,1646,7539,1147,8591,1399,30748,3074,138690,6886,49595,4404,32969,3530,16626,2236,89095,5418,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,123975,7183,34647,3387,10182,1873,5963,1468,4219,1249,24465,2688,89328,5686,32855,3252,22754,2591,10101,1748,56473,4769,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,38607,3553,13612,2132,7571,1708,4334,1177,3237,1163,6041,1219,24995,2989,13858,1906,9891,1729,3967,1046,11137,2277,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,72800,4606,19845,2154,6749,1379,4549,1176,2200,586,13096,1659,52955,3823,20663,2207,14829,1919,5834,1120,32292,2791,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,8562,1700,2726,921,1215,504,635,389,580,367,1511,775,5836,1359,3352,1059,2478,986,874,431,2484,756,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,111750,6747,39536,3440,15748,2261,7224,1561,8524,1441,23788,3066,72214,5469,35148,3915,21312,2780,13836,2183,37066,3727,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
