GEO_ID,C08101_001E,C08101_001M,C08101_002E,C08101_002M,C08101_003E,C08101_003M,C08101_004E,C08101_004M,C08101_005E,C08101_005M,C08101_006E,C08101_006M,C08101_007E,C08101_007M,C08101_008E,C08101_008M,C08101_009E,C08101_009M,C08101_010E,C08101_010M,C08101_011E,C08101_011M,C08101_012E,C08101_012M,C08101_013E,C08101_013M,C08101_014E,C08101_014M,C08101_015E,C08101_015M,C08101_016E,C08101_016M,C08101_017E,C08101_017M,C08101_018E,C08101_018M,C08101_019E,C08101_019M,C08101_020E,C08101_020M,C08101_021E,C08101_021M,C08101_022E,C08101_022M,C08101_023E,C08101_023M,C08101_024E,C08101_024M,C08101_025E,C08101_025M,C08101_026E,C08101_026M,C08101_027E,C08101_027M,C08101_028E,C08101_028M,C08101_029E,C08101_029M,C08101_030E,C08101_030M,C08101_031E,C08101_031M,C08101_032E,C08101_032M,C08101_033E,C08101_033M,C08101_034E,C08101_034M,C08101_035E,C08101_035M,C08101_036E,C08101_036M,C08101_037E,C08101_037M,C08101_038E,C08101_038M,C08101_039E,C08101_039M,C08101_040E,C08101_040M,C08101_041E,C08101_041M,C08101_042E,C08101_042M,NAME,C08101_001EA,C08101_001MA,C08101_002EA,C08101_002MA,C08101_003EA,C08101_003MA,C08101_004MA,C08101_004EA,C08101_005EA,C08101_005MA,C08101_006MA,C08101_006EA,C08101_007MA,C08101_007EA,C08101_008EA,C08101_008MA,C08101_009MA,C08101_009EA,C08101_010EA,C08101_010MA,C08101_011EA,C08101_011MA,C08101_012MA,C08101_012EA,C08101_013MA,C08101_013EA,C08101_014MA,C08101_014EA,C08101_015EA,C08101_015MA,C08101_016EA,C08101_016MA,C08101_017MA,C08101_017EA,C08101_018MA,C08101_018EA,C08101_019EA,C08101_019MA,C08101_020MA,C08101_020EA,C08101_021EA,C08101_021MA,C08101_022EA,C08101_022MA,C08101_023MA,C08101_023EA,C08101_024EA,C08101_024MA,C08101_025EA,C08101_025MA,C08101_026MA,C08101_026EA,C08101_027EA,C08101_027MA,C08101_028EA,C08101_028MA,C08101_029EA,C08101_029MA,C08101_030EA,C08101_030MA,C08101_031EA,C08101_031MA,C08101_032MA,C08101_032EA,C08101_033EA,C08101_033MA,C08101_034EA,C08101_034MA,C08101_035MA,C08101_035EA,C08101_036EA,C08101_036MA,C08101_037EA,C08101_037MA,C08101_038MA,C08101_038EA,C08101_039EA,C08101_039MA,C08101_040MA,C08101_040EA,C08101_041MA,C08101_041EA,C08101_042EA,C08101_042MA,state
0400000US01,1983610,17231,60970,4010,200466,6479,856341,10327,449148,7017,194095,6579,222590,8050,1713067,16092,49535,3202,168443,6223,743964,10378,390303,6655,170764,6183,190058,7131,169281,7633,7381,1851,20821,2982,76874,5458,36369,2945,12497,1690,15339,1996,9592,1522,424,268,1975,829,3595,1065,1753,584,761,402,1084,439,41615,3929,2893,754,6247,1208,15068,2359,8514,1689,3647,981,5246,1325,50055,3837,737,406,2980,1132,16840,2282,12209,1850,6426,1281,10863,1697,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,357776,5366,14155,1935,41923,2385,154583,3363,75722,2607,34697,2677,36696,2526,238572,6380,8289,1519,26070,2495,103596,4257,51877,2541,25297,2406,23443,2123,46463,3762,3334,1457,6636,1333,21179,2597,8630,1757,2932,948,3752,1098,6589,1186,250,178,780,435,2475,864,1630,554,533,491,921,406,50781,3871,2062,513,6962,1333,21333,2660,9980,1282,4741,861,5703,1148,15371,2129,220,160,1475,916,6000,1186,3605,845,1194,434,2877,808,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2754451,16364,96382,4863,294416,5809,1223792,10557,589115,7465,247625,5925,303121,7397,2100376,17326,62444,3815,210688,6744,941431,11304,456976,8919,192643,5295,236194,6156,304044,12325,14954,1883,38555,4152,150687,7679,56718,4052,20876,2064,22254,2630,64986,5490,4900,1530,12538,2361,27430,3495,12116,1899,3498,888,4504,1002,134698,7413,12729,1965,25446,2754,51557,4407,21950,2577,11364,2007,11652,1867,150347,7170,1355,578,7189,1690,52687,4307,41355,3751,19244,1728,28517,2040,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1223214,12038,42199,3466,124204,4298,533395,8322,268218,5959,113558,4961,141640,5175,1020341,11819,32283,2748,97665,4154,444060,8292,227122,5358,100109,4682,119102,4426,124069,6716,5458,1310,15548,2344,61687,4267,24056,2300,6802,1169,10518,1736,5803,1288,332,283,948,553,1932,777,1693,673,399,259,499,307,38412,3101,3391,1010,7779,1510,14119,2133,6526,1249,2183,538,4414,1063,34589,3457,735,379,2264,813,11597,2027,8821,1562,4065,993,7107,1347,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16745843,39207,403812,9907,1698549,16242,7670165,23964,3704529,17997,1515001,14462,1753787,19186,12260080,42986,239280,7904,1175024,15991,5652995,25064,2769235,19554,1138251,13416,1285295,15063,1825475,24341,62466,4003,216628,7675,866479,14575,390957,10520,140370,6337,148575,6256,889921,17947,27507,2965,111517,5469,438215,13366,161193,6156,74496,4551,76993,4230,892534,18223,59869,4273,153535,8041,391721,12547,157434,5921,59335,3655,70640,4045,877833,17079,14690,2168,41845,3832,320755,11357,225710,8098,102549,5030,172284,7310,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2577184,15140,81331,3905,250476,6018,1171881,9934,549209,5639,241533,5475,282754,6400,1923952,17524,52270,3249,171983,6393,877513,11160,421946,6280,185892,5275,214348,6080,250316,8641,12608,1723,32039,3411,124411,6621,45100,2636,18177,2089,17981,2015,86249,4528,4019,945,14845,2193,39678,3143,14713,2142,6094,1225,6900,1250,139047,5633,9481,1459,25158,2430,60491,4580,21870,2473,10190,1552,11857,1465,177620,7065,2953,808,6451,1263,69788,4254,45580,3079,21180,1939,31668,2646,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1736156,10689,62219,3156,148097,4259,679165,6545,424746,5965,189310,5139,232619,5821,1353252,13031,39771,2758,100397,4586,533096,7424,340447,6589,152970,4891,186571,6396,143902,6763,8715,1489,16703,2227,62727,4159,28904,2974,13225,2009,13628,1801,89137,5194,3970,1262,11195,1759,35602,3424,20901,2423,7299,1149,10170,1490,74736,4683,8315,1241,15642,1747,26772,3256,13134,1937,5178,1184,5695,1240,75129,4216,1448,552,4160,1080,20968,2349,21360,2206,10638,1685,16555,1961,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,423542,6339,12901,1508,42306,2361,174638,3446,99248,2443,39989,3031,54460,2640,340270,7136,8371,1498,30323,2516,139563,3847,81632,2621,34499,2957,45882,2505,38451,3555,2325,838,5400,1500,16952,2157,9021,1509,2178,773,2575,704,14919,2159,776,421,2785,892,6545,1485,2746,782,961,445,1106,454,14056,1969,1107,447,3046,884,5566,1160,2303,702,684,318,1350,614,15846,1986,322,289,752,419,6012,1539,3546,786,1667,555,3547,753,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,330087,4834,5611,1114,31374,2564,184938,3017,53209,2125,23115,1780,31840,2136,106657,5460,572,314,4724,1012,58800,3899,18245,1976,10468,1489,13848,1545,17512,2064,628,478,1355,477,8863,1470,3777,852,1303,521,1586,551,127045,5859,1325,639,14241,1648,73441,3838,21577,2460,6937,1177,9524,1383,64399,4235,2887,843,9807,1958,37087,3120,7071,1348,3516,958,4031,939,14474,2265,199,208,1247,725,6747,1381,2539,772,891,458,2851,807,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8353263,33034,212705,7407,786449,14666,3516093,21739,1969529,11820,826642,13036,1041845,16492,6652563,35087,146445,6700,594674,12379,2807013,23739,1598390,12704,675556,11696,830485,14607,786821,18680,33667,3087,91977,6041,360823,13258,167588,7446,61388,4177,71378,5182,175495,7663,7294,1447,26279,3141,74102,5330,36115,3744,15236,2145,16469,2405,314203,10765,16274,2227,50654,4531,127893,7599,57661,4289,27649,2835,34072,3002,424181,12099,9025,1851,22865,3142,146262,7244,109775,6120,46813,4562,89441,4659,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
