GEO_ID,B01001G_001E,B01001G_001M,B01001G_002E,B01001G_002M,B01001G_003E,B01001G_003M,B01001G_004E,B01001G_004M,B01001G_005E,B01001G_005M,B01001G_006E,B01001G_006M,B01001G_007E,B01001G_007M,B01001G_008E,B01001G_008M,B01001G_009E,B01001G_009M,B01001G_010E,B01001G_010M,B01001G_011E,B01001G_011M,B01001G_012E,B01001G_012M,B01001G_013E,B01001G_013M,B01001G_014E,B01001G_014M,B01001G_015E,B01001G_015M,B01001G_016E,B01001G_016M,B01001G_017E,B01001G_017M,B01001G_018E,B01001G_018M,B01001G_019E,B01001G_019M,B01001G_020E,B01001G_020M,B01001G_021E,B01001G_021M,B01001G_022E,B01001G_022M,B01001G_023E,B01001G_023M,B01001G_024E,B01001G_024M,B01001G_025E,B01001G_025M,B01001G_026E,B01001G_026M,B01001G_027E,B01001G_027M,B01001G_028E,B01001G_028M,B01001G_029E,B01001G_029M,B01001G_030E,B01001G_030M,B01001G_031E,B01001G_031M,NAME,B01001G_001EA,B01001G_001MA,B01001G_002MA,B01001G_002EA,B01001G_003EA,B01001G_003MA,B01001G_004MA,B01001G_004EA,B01001G_005EA,B01001G_005MA,B01001G_006EA,B01001G_006MA,B01001G_007EA,B01001G_007MA,B01001G_008EA,B01001G_008MA,B01001G_009MA,B01001G_009EA,B01001G_010MA,B01001G_010EA,B01001G_011EA,B01001G_011MA,B01001G_012EA,B01001G_012MA,B01001G_013EA,B01001G_013MA,B01001G_014MA,B01001G_014EA,B01001G_015MA,B01001G_015EA,B01001G_016EA,B01001G_016MA,B01001G_017EA,B01001G_017MA,B01001G_018MA,B01001G_018EA,B01001G_019MA,B01001G_019EA,B01001G_020MA,B01001G_020EA,B01001G_021MA,B01001G_021EA,B01001G_022EA,B01001G_022MA,B01001G_023EA,B01001G_023MA,B01001G_024MA,B01001G_024EA,B01001G_025MA,B01001G_025EA,B01001G_026EA,B01001G_026MA,B01001G_027EA,B01001G_027MA,B01001G_028EA,B01001G_028MA,B01001G_029MA,B01001G_029EA,B01001G_030EA,B01001G_030MA,B01001G_031EA,B01001G_031MA,state
0400000US01,81754,6685,40420,4005,7707,1999,5901,1342,5371,1275,1996,631,949,533,2950,1022,2207,967,1872,669,3829,881,3227,823,2630,610,1173,440,426,317,182,133,41334,4066,5600,1407,5481,1176,5739,1294,2605,861,1940,693,2276,717,1267,448,1830,842,4356,1043,3956,966,3468,867,1406,499,1078,531,332,227,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,56906,5042,28480,3422,4171,988,3574,981,3667,865,2083,605,1390,676,3012,918,2201,798,1691,637,3062,1020,1837,465,1085,372,534,308,154,167,19,22,28426,2761,4766,1079,3481,1086,3037,862,1227,491,1438,618,3757,1096,1854,608,2152,629,3031,857,1723,538,1280,413,516,295,109,116,55,76,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,211808,11630,105272,7045,17272,2409,14339,1992,12932,1967,6580,1373,4258,1187,9504,1416,8507,1637,6190,1295,8086,1596,8568,1789,4467,861,2447,561,2021,556,101,106,106536,6395,16495,2130,13609,1832,12871,1902,6735,1625,4785,1193,10277,1717,6786,1154,6337,1361,9162,1560,7370,1187,5631,1336,3723,757,1892,526,863,533,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,65224,4906,33545,2965,4908,1335,5292,1205,4390,1012,1906,640,1711,811,2238,846,2056,883,1420,619,2621,651,2026,539,3169,928,1203,518,527,308,78,88,31679,3112,4117,1397,4973,1551,4087,1044,1655,641,1243,780,2290,831,1732,591,1276,652,2239,578,3026,859,1501,647,2643,836,512,280,385,265,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1729710,28372,876225,15628,124068,6072,114078,4588,102209,5519,60201,4438,34159,3055,77712,4551,64335,4034,56736,3416,84221,3970,70739,3861,51652,3530,21038,1997,11637,1516,3440,722,853485,18782,120240,6430,100026,5320,94847,5243,52808,3679,32010,2778,75712,4693,62481,3718,54155,3870,86569,4256,74125,4368,52614,3619,26621,2175,14087,1752,7190,1335,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,189032,9967,94954,5904,13051,1893,12317,1666,11227,1711,4966,1242,4070,1268,9756,1641,6791,1171,6663,1443,11042,1751,7725,1439,4144,915,2136,655,605,329,461,309,94078,6049,14644,2085,11753,1927,10797,1834,4701,1178,2777,851,7673,1448,7085,1366,6132,1344,10650,1662,7569,1209,6276,1252,2312,835,1276,539,433,327,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,104927,7874,51152,4756,7367,1603,7470,1186,6266,1375,3562,1037,3216,672,4901,1155,2234,793,2984,1051,4625,1326,4579,1005,1720,645,1621,562,392,244,215,159,53775,4929,7609,1505,10050,1755,5667,1147,3154,841,2724,898,4111,1059,3853,1009,2887,945,4709,1015,3593,934,3107,780,924,522,1075,446,312,207,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,26430,4367,12967,2781,2621,896,2128,884,2296,1004,216,197,522,385,1868,1094,610,389,486,421,766,402,618,380,394,361,311,226,131,148,0,189,13463,2282,2330,765,2530,1008,2194,696,493,268,589,381,1136,569,591,409,391,268,784,523,1125,599,506,294,441,275,149,129,204,179,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,20845,3333,10195,2335,1781,660,922,503,342,280,618,438,434,322,905,469,1045,635,719,324,1328,611,1105,521,516,402,60,75,208,277,212,297,10650,1787,1445,629,701,333,378,261,258,187,509,306,745,350,1657,609,1394,658,1087,547,1364,558,544,331,319,191,156,132,93,149,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,459313,17451,225870,11243,30412,3436,28546,3265,26507,3188,11537,1748,10592,1844,18549,3258,18271,2892,11287,2216,23117,2708,20112,2601,15408,1861,6222,965,4249,968,1061,655,233443,10490,31499,3493,28786,3175,27178,3304,13088,1950,9875,2072,21382,2915,13617,2029,13405,2511,20817,2607,20912,2330,17500,2348,8412,1343,5190,1120,1782,642,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
