GEO_ID,B01002B_001E,B01002B_001M,B01002B_002E,B01002B_002M,B01002B_003E,B01002B_003M,NAME,B01002B_001MA,B01002B_001EA,B01002B_002MA,B01002B_002EA,B01002B_003EA,B01002B_003MA,state
0400000US01,33.1,0.3,31.4,0.4,35.0,0.3,Alabama,null,null,null,null,null,null,01
0400000US02,28.1,2.0,33.5,3.6,23.7,3.2,Alaska,null,null,null,null,null,null,02
0400000US04,31.7,0.7,31.5,0.9,32.0,1.0,Arizona,null,null,null,null,null,null,04
0400000US05,31.8,0.6,29.5,0.8,34.5,0.7,Arkansas,null,null,null,null,null,null,05
0400000US06,35.5,0.2,34.2,0.3,36.7,0.3,California,null,null,null,null,null,null,06
0400000US08,33.3,0.7,33.6,0.7,32.6,0.8,Colorado,null,null,null,null,null,null,08
0400000US09,33.0,0.6,31.1,0.8,35.3,0.8,Connecticut,null,null,null,null,null,null,09
0400000US10,33.6,0.9,31.3,1.1,35.7,0.8,Delaware,null,null,null,null,null,null,10
0400000US11,37.2,0.5,35.5,0.6,39.0,1.0,District of Columbia,null,null,null,null,null,null,11
0400000US12,31.8,0.2,30.2,0.2,33.5,0.3,Florida,null,null,null,null,null,null,12
0400000US13,32.6,0.2,30.4,0.3,34.4,0.2,Georgia,null,null,null,null,null,null,13
0400000US15,27.7,1.5,28.0,2.2,27.1,2.1,Hawaii,null,null,null,null,null,null,15
0400000US16,23.6,5.8,26.6,14.1,19.5,6.0,Idaho,null,null,null,null,null,null,16
0400000US17,33.6,0.2,31.4,0.4,35.6,0.3,Illinois,null,null,null,null,null,null,17
0400000US18,31.5,0.5,29.7,0.6,33.1,0.5,Indiana,null,null,null,null,null,null,18
0400000US19,24.3,1.2,23.4,1.1,25.5,1.0,Iowa,null,null,null,null,null,null,19
0400000US20,31.0,1.3,29.6,1.1,32.8,1.1,Kansas,null,null,null,null,null,null,20
0400000US21,31.9,0.8,30.6,0.8,33.7,1.0,Kentucky,null,null,null,null,null,null,21
0400000US22,31.4,0.2,30.1,0.2,32.7,0.3,Louisiana,null,null,null,null,null,null,22
0400000US23,24.2,3.4,25.5,4.6,21.6,5.5,Maine,null,null,null,null,null,null,23
0400000US24,35.4,0.2,33.2,0.3,37.3,0.3,Maryland,null,null,null,null,null,null,24
0400000US25,32.0,0.5,30.4,0.7,33.0,0.7,Massachusetts,null,null,null,null,null,null,25
0400000US26,33.9,0.2,31.3,0.6,36.3,0.4,Michigan,null,null,null,null,null,null,26
0400000US27,26.5,0.7,26.5,0.7,26.4,1.0,Minnesota,null,null,null,null,null,null,27
0400000US28,31.7,0.3,29.5,0.3,33.7,0.4,Mississippi,null,null,null,null,null,null,28
0400000US29,32.8,0.5,30.6,0.6,34.1,0.5,Missouri,null,null,null,null,null,null,29
0400000US30,26.9,5.2,28.1,6.6,23.4,6.3,Montana,null,null,null,null,null,null,30
0400000US31,28.0,1.8,27.5,1.5,29.1,1.4,Nebraska,null,null,null,null,null,null,31
0400000US32,32.8,0.7,31.6,0.9,34.4,1.0,Nevada,null,null,null,null,null,null,32
0400000US33,26.7,7.3,33.2,13.6,25.4,4.5,New Hampshire,null,null,null,null,null,null,33
0400000US34,35.1,0.3,32.9,0.4,37.0,0.5,New Jersey,null,null,null,null,null,null,34
0400000US35,33.0,2.2,35.3,2.2,30.1,5.9,New Mexico,null,null,null,null,null,null,35
0400000US36,35.0,0.2,32.4,0.3,37.1,0.3,New York,null,null,null,null,null,null,36
0400000US37,34.5,0.2,32.0,0.3,36.5,0.3,North Carolina,null,null,null,null,null,null,37
0400000US38,23.1,1.6,23.3,2.8,23.0,4.9,North Dakota,null,null,null,null,null,null,38
0400000US39,33.2,0.3,31.0,0.4,35.0,0.3,Ohio,null,null,null,null,null,null,39
0400000US40,31.1,0.6,30.1,0.8,32.4,0.9,Oklahoma,null,null,null,null,null,null,40
0400000US41,31.8,1.6,34.6,1.3,29.0,2.9,Oregon,null,null,null,null,null,null,41
0400000US42,32.6,0.3,30.9,0.4,34.5,0.4,Pennsylvania,null,null,null,null,null,null,42
0400000US44,28.5,1.5,28.7,1.6,28.0,2.4,Rhode Island,null,null,null,null,null,null,44
0400000US45,34.0,0.3,31.6,0.4,35.9,0.3,South Carolina,null,null,null,null,null,null,45
0400000US46,23.3,5.8,26.0,7.3,21.6,3.7,South Dakota,null,null,null,null,null,null,46
0400000US47,32.1,0.3,30.0,0.4,34.0,0.4,Tennessee,null,null,null,null,null,null,47
0400000US48,32.4,0.2,30.9,0.3,33.8,0.3,Texas,null,null,null,null,null,null,48
0400000US49,24.5,3.0,27.1,2.8,20.5,2.8,Utah,null,null,null,null,null,null,49
0400000US50,25.6,10.3,32.0,9.9,23.0,3.2,Vermont,null,null,null,null,null,null,50
0400000US51,34.8,0.3,33.2,0.3,36.4,0.5,Virginia,null,null,null,null,null,null,51
0400000US53,32.0,0.8,32.7,1.0,30.9,1.1,Washington,null,null,null,null,null,null,53
0400000US54,35.8,2.7,35.2,4.3,38.0,4.3,West Virginia,null,null,null,null,null,null,54
0400000US55,28.7,0.5,26.9,0.9,30.1,0.4,Wisconsin,null,null,null,null,null,null,55
0400000US56,28.2,12.0,34.2,13.6,22.9,11.9,Wyoming,null,null,null,null,null,null,56
0400000US72,41.1,1.4,40.7,1.4,41.5,1.9,Puerto Rico,null,null,null,null,null,null,72
